product_id,description,market_price,rental_price,product_type,brand,voltage,material,size,quantity_available
E450467,Standard Toothbrush,1283.27,3.41,Electric,Freebird,440VAC,[],[],21
E175041,Standard Kettle,234.5,0.19,Electric,Suck-n-cut,440VAC,[],[],57
F132500,Standard Mirror,2408.96,5.02,Furniture,[],[],Granite,extra-large,30
F926913,Standard Chair,796.07,1.18,Furniture,[],[],Walnut,large,37
E056688,Standard Microwave,1724.95,3.24,Electric,Freebird,220VAC,[],[],11
F399059,Standard Mirror,2170.55,2.48,Furniture,[],[],Tile,x-small,14
E288306,Standard Kettle,2356.77,0.33,Electric,Nowayout,10kV,[],[],19
E398082,Standard Washing Machine,2491.76,6.41,Electric,Suck-n-cut,10kV,[],[],25
F469579,Standard Table,1407.94,2.07,Furniture,[],[],Walnut,x-small,32
E523209,Standard Fan,104.31,0.24,Electric,Freebird,10kV,[],[],43
F103867,Standard Chair,2457.46,3.44,Furniture,[],[],Walnut,extra-large,23
F521004,Standard Fixture,865.86,0.93,Furniture,[],[],Formica,extra-large,7
F014363,Standard Chair,1398.6,3.45,Furniture,[],[],Walnut,small,42
F789296,Standard Stool,1159.07,2.95,Furniture,[],[],Maple,extra-large,39
F394116,Standard Fixture,2260.65,5.48,Furniture,[],[],Granite,x-small,49
E833949,Standard Washing Machine,438.84,1.11,Electric,Suck-n-cut,12VDC,[],[],16
E443640,Standard Toothbrush,1099.26,0.49,Electric,Nowayout,110VAC,[],[],54
E997454,Standard Washing Machine,545.62,1.42,Electric,Acme,110VAC,[],[],67
F634865,Standard Chair,526.89,0.0,Furniture,[],[],Maple,medium,2
F180284,Standard Stool,1583.17,4.13,Furniture,[],[],Maple,medium,53
F107919,Standard Mirror,37.82,0.01,Furniture,[],[],Formica,lawn orniment,62
E475241,Standard Kettle,1490.02,1.06,Electric,Acme,440VAC,[],[],18
E724503,Standard Microwave,2309.42,5.56,Electric,ComputerDiluter,440VAC,[],[],78
E796736,Standard Coffee Maker,1711.52,1.28,Electric,Acme,12VDC,[],[],65
F035726,Standard Fixture,532.57,0.79,Furniture,[],[],Granite,extra-large,92
E816227,Standard Fan,272.94,0.09,Electric,Freebird,110VAC,[],[],80
F142475,Standard Fixture,2212.7,2.56,Furniture,[],[],Oak,x-small,5
F455117,Standard Desk,2092.86,2.28,Furniture,[],[],Walnut,medium,0
E961366,Standard Toothbrush,1344.71,2.42,Electric,Acme,10kV,[],[],34
E994930,Standard Washing Machine,256.03,0.53,Electric,Nowayout,220VAC,[],[],81
F668655,Standard Desk,729.2,0.26,Furniture,[],[],Oak,small,55
F032451,Standard Table,374.24,0.46,Furniture,[],[],Granite,lawn orniment,0
F568738,Standard Mirror,95.55,0.09,Furniture,[],[],Formica,medium,69
E379078,Standard Coffee Maker,338.26,0.08,Electric,Nowayout,220VAC,[],[],15
E979725,Standard Toothbrush,1359.85,3.31,Electric,ComputerDiluter,440VAC,[],[],4
F946994,Standard Fixture,403.26,1.01,Furniture,[],[],Walnut,medium,62
F513916,Standard Table,1601.07,1.82,Furniture,[],[],Oak,lawn orniment,98
E493822,Standard Microwave,88.58,0.14,Electric,ComputerDiluter,440VAC,[],[],91
E398185,Standard Toothbrush,503.02,1.19,Electric,ComputerDiluter,220VAC,[],[],33
E451556,Standard Coffee Maker,4.98,0.0,Electric,Freebird,10kV,[],[],3
F148080,Standard Mirror,976.84,1.83,Furniture,[],[],Maple,large,21
E783055,Standard Microwave,1903.96,0.65,Electric,Freebird,110VAC,[],[],14
E070620,Standard Kettle,1869.22,4.93,Electric,ComputerDiluter,12VDC,[],[],42
F619154,Standard Table,1031.55,0.19,Furniture,[],[],Tile,x-small,21
E270853,Standard Kettle,865.95,1.45,Electric,Freebird,110VAC,[],[],94
F074545,Standard Chair,1530.9,3.12,Furniture,[],[],Formica,small,82
F741508,Standard Desk,1579.0,3.3,Furniture,[],[],Formica,small,78
E785701,Standard Microwave,2021.6,0.13,Electric,Suck-n-cut,12VDC,[],[],25
E536294,Standard Washing Machine,648.92,1.32,Electric,Nowayout,10kV,[],[],28
F935302,Standard Stool,1475.39,1.61,Furniture,[],[],Granite,small,6
E595201,Standard Toothbrush,2324.21,1.56,Electric,Acme,440VAC,[],[],49
F882279,Standard Stool,163.87,0.16,Furniture,[],[],Maple,small,59
F805900,Standard Chair,73.61,0.08,Furniture,[],[],Tile,small,81
F275408,Standard Table,469.7,1.06,Furniture,[],[],Walnut,small,61
E966869,Standard Toothbrush,2453.64,4.3,Electric,Nowayout,10kV,[],[],80
F925279,Standard Desk,2244.33,3.54,Furniture,[],[],Walnut,x-small,44
E047340,Standard Fan,1628.3,3.76,Electric,Suck-n-cut,10kV,[],[],31
F411845,Standard Stool,670.78,0.95,Furniture,[],[],Tile,medium,65
F051288,Standard Table,523.56,0.96,Furniture,[],[],Maple,large,61
F325914,Standard Mirror,623.37,1.42,Furniture,[],[],Formica,medium,60
F202869,Standard Table,2164.04,5.23,Furniture,[],[],Formica,medium,3
F488745,Godlikeness Table,916.15,1.09,Furniture,[],[],Tile,x-small,77
E208918,Ceremony Toothbrush,439.29,1.1,Electric,Blasphemers,220VAC,[],[],39
E831419,Shadowboxer Microwave,376.69,0.22,Electric,Delirifacient,220VAC,[],[],58
E096808,Hibernia Washing Machine,2429.18,5.45,Electric,Sheath-piling,220VAC,[],[],87
F164895,Quercitin Desk,28.82,0.07,Furniture,[],[],Maple,x-small,55
E211585,Amender Kettle,52.64,0.03,Electric,Ski-plane,110VAC,[],[],74
E593688,Standard Fan,1357.35,3.05,Electric,Freebird,220VAC,[],[],2
F291238,Standard Table,1041.38,0.06,Furniture,[],[],Walnut,x-small,72
E547817,Standard Coffee Maker,1691.43,1.4,Electric,Freebird,110VAC,[],[],97
E014718,Standard Microwave,789.45,0.32,Electric,Acme,440VAC,[],[],87
F071802,Standard Fixture,2082.2,0.06,Furniture,[],[],Formica,extra-large,64
F258075,Standard Chair,1795.67,4.61,Furniture,[],[],Formica,x-small,85
E597758,Standard Fan,2495.73,4.66,Electric,Nowayout,440VAC,[],[],2
F286443,Standard Desk,2495.73,1.37,Furniture,[],[],Formica,medium,54
E583109,Standard Washing Machine,2460.17,3.29,Electric,Acme,220VAC,[],[],93
F344289,Standard Chair,248.1,0.16,Furniture,[],[],Granite,large,10
F688836,Standard Stool,2119.38,4.27,Furniture,[],[],Oak,extra-large,29
E236362,Standard Toothbrush,2218.51,3.33,Electric,Freebird,220VAC,[],[],0
E765559,Standard Washing Machine,171.22,0.27,Electric,ComputerDiluter,110VAC,[],[],53
F225596,Standard Chair,298.16,0.7,Furniture,[],[],Tile,x-small,12
F170604,Standard Stool,2109.88,3.8,Furniture,[],[],Walnut,extra-large,87
E168105,Standard Kettle,2069.9,0.02,Electric,Acme,12VDC,[],[],80
E346582,Standard Washing Machine,198.6,0.21,Electric,Acme,10kV,[],[],25
E357501,Standard Kettle,357.9,0.53,Electric,Nowayout,10kV,[],[],66
F320156,Standard Fixture,2243.81,0.11,Furniture,[],[],Tile,large,43
F305683,Standard Table,2280.87,3.44,Furniture,[],[],Oak,x-small,26
E646410,Standard Microwave,387.11,0.3,Electric,ComputerDiluter,440VAC,[],[],23
F349548,Standard Stool,1197.38,2.41,Furniture,[],[],Walnut,lawn orniment,69
E969717,Standard Washing Machine,2499.16,2.41,Electric,Nowayout,440VAC,[],[],7
F181316,Standard Table,1579.61,4.24,Furniture,[],[],Walnut,x-small,18
E797069,Standard Microwave,131.37,0.23,Electric,Freebird,440VAC,[],[],92
F745521,Standard Fixture,1973.93,0.86,Furniture,[],[],Granite,large,15
E707100,Standard Toothbrush,2042.55,3.43,Electric,Freebird,440VAC,[],[],62
F465854,Standard Chair,1016.36,1.27,Furniture,[],[],Oak,lawn orniment,8
F669554,Standard Fixture,899.63,1.17,Furniture,[],[],Tile,extra-large,13
E921683,Standard Microwave,1199.61,1.42,Electric,Acme,220VAC,[],[],93
F657686,Standard Stool,1069.49,0.89,Furniture,[],[],Formica,medium,15
E626224,Standard Fan,1751.31,0.71,Electric,Acme,110VAC,[],[],70
E090061,Standard Coffee Maker,1644.1,4.26,Electric,Freebird,110VAC,[],[],55
E827447,Standard Toothbrush,2258.91,2.98,Electric,Freebird,220VAC,[],[],47
F073973,Standard Mirror,1378.45,3.48,Furniture,[],[],Granite,small,14
E513082,Standard Microwave,879.32,0.52,Electric,Acme,440VAC,[],[],93
E426329,Standard Fan,2357.69,1.75,Electric,ComputerDiluter,110VAC,[],[],79
E231975,Standard Washing Machine,2003.06,0.33,Electric,ComputerDiluter,110VAC,[],[],71
E679255,Standard Microwave,2128.82,0.56,Electric,ComputerDiluter,10kV,[],[],46
F418969,Standard Mirror,264.3,0.12,Furniture,[],[],Walnut,extra-large,75
F348985,Standard Fixture,1772.67,3.04,Furniture,[],[],Maple,extra-large,34
F545861,Standard Desk,1230.88,2.75,Furniture,[],[],Granite,lawn orniment,35
E591553,Standard Coffee Maker,1733.49,1.01,Electric,Suck-n-cut,220VAC,[],[],91
F478570,Standard Stool,1352.66,2.77,Furniture,[],[],Formica,large,68
E377586,Standard Coffee Maker,36.77,0.09,Electric,Nowayout,220VAC,[],[],17
E358257,Standard Washing Machine,2052.46,2.68,Electric,Acme,10kV,[],[],94
E381416,Standard Toothbrush,533.97,0.6,Electric,Freebird,12VDC,[],[],62
F570900,Standard Mirror,1256.94,1.25,Furniture,[],[],Tile,extra-large,93
F420039,Standard Table,1386.38,3.14,Furniture,[],[],Formica,small,4
F754790,Standard Chair,1747.92,2.75,Furniture,[],[],Formica,medium,77
F539602,Standard Mirror,1635.42,1.16,Furniture,[],[],Granite,large,66
F518024,Standard Desk,518.21,1.38,Furniture,[],[],Maple,extra-large,61
F741783,Standard Fixture,1523.79,2.53,Furniture,[],[],Granite,lawn orniment,73
E614485,Standard Fan,945.88,1.91,Electric,ComputerDiluter,220VAC,[],[],35
E512529,Standard Fan,2262.23,1.57,Electric,Nowayout,220VAC,[],[],7
E796826,Standard Washing Machine,1932.25,1.86,Electric,ComputerDiluter,220VAC,[],[],39
E550246,Standard Kettle,1548.17,3.38,Electric,Acme,110VAC,[],[],29
F222648,Standard Desk,334.17,0.53,Furniture,[],[],Walnut,x-small,70
F317781,Standard Fixture,2098.29,3.03,Furniture,[],[],Oak,small,9
E307644,Standard Washing Machine,238.56,0.07,Electric,Nowayout,220VAC,[],[],82
E603925,Standard Coffee Maker,2128.51,1.86,Electric,Acme,10kV,[],[],28
E319752,Standard Washing Machine,257.78,0.3,Electric,Freebird,110VAC,[],[],85
F878776,Standard Mirror,1252.71,0.28,Furniture,[],[],Granite,extra-large,77
F930086,Standard Mirror,667.44,1.64,Furniture,[],[],Maple,extra-large,8
E570686,Standard Washing Machine,1981.81,3.79,Electric,Acme,10kV,[],[],76
E800758,Standard Fan,693.97,0.27,Electric,Acme,10kV,[],[],85
F255374,Standard Stool,1244.81,1.91,Furniture,[],[],Tile,lawn orniment,69
F208644,Standard Fixture,838.65,0.55,Furniture,[],[],Formica,large,37
F526897,Standard Chair,1689.04,3.29,Furniture,[],[],Tile,extra-large,95
F098786,Standard Table,2290.29,5.25,Furniture,[],[],Oak,large,53
F344490,Standard Chair,1327.48,1.45,Furniture,[],[],Formica,medium,88
F673204,Standard Table,2129.16,1.01,Furniture,[],[],Walnut,x-small,1
E725247,Standard Toothbrush,26.1,0.0,Electric,Acme,10kV,[],[],8
E499711,Standard Coffee Maker,532.48,0.5,Electric,Freebird,12VDC,[],[],75
E315356,Standard Fan,1113.22,0.42,Electric,Nowayout,220VAC,[],[],10
E689168,Standard Coffee Maker,1443.88,0.15,Electric,Nowayout,10kV,[],[],5
E902364,Standard Toothbrush,1007.6,1.24,Electric,Suck-n-cut,440VAC,[],[],91
F055914,Standard Fixture,2326.6,5.97,Furniture,[],[],Walnut,lawn orniment,73
E508960,Standard Microwave,2001.8,5.03,Electric,Suck-n-cut,220VAC,[],[],28
E694345,Standard Microwave,2101.26,0.17,Electric,Freebird,10kV,[],[],76
E472891,Standard Fan,331.41,0.24,Electric,Nowayout,10kV,[],[],48
E707822,Standard Kettle,1166.24,0.51,Electric,Suck-n-cut,220VAC,[],[],43
E962765,Standard Toothbrush,6.3,0.01,Electric,ComputerDiluter,12VDC,[],[],15
F435012,Standard Mirror,2200.24,3.8,Furniture,[],[],Granite,lawn orniment,30
F434764,Standard Mirror,2146.29,2.24,Furniture,[],[],Tile,medium,92
E689148,Standard Coffee Maker,967.68,1.43,Electric,Acme,440VAC,[],[],76
F499926,Standard Desk,1087.46,0.42,Furniture,[],[],Oak,large,6
E181488,Standard Fan,605.5,0.63,Electric,Suck-n-cut,12VDC,[],[],8
F782916,Standard Mirror,340.65,0.65,Furniture,[],[],Oak,small,16
F074451,Standard Fixture,2029.75,0.04,Furniture,[],[],Granite,small,94
F860895,Standard Fixture,919.31,1.8,Furniture,[],[],Tile,small,16
F825976,Standard Desk,2446.92,4.48,Furniture,[],[],Maple,small,12
F643416,Standard Mirror,1471.21,3.4,Furniture,[],[],Tile,medium,66
E975016,Standard Toothbrush,432.0,0.29,Electric,Nowayout,10kV,[],[],31
E888761,Standard Coffee Maker,99.78,0.05,Electric,ComputerDiluter,10kV,[],[],2
E663754,Standard Coffee Maker,421.71,0.67,Electric,Nowayout,110VAC,[],[],82
F283180,Standard Desk,1176.52,1.8,Furniture,[],[],Oak,medium,5
F635592,Standard Desk,1664.69,1.42,Furniture,[],[],Walnut,small,66
F344576,Standard Stool,1307.54,1.0,Furniture,[],[],Formica,medium,37
E765136,Standard Washing Machine,2016.99,3.72,Electric,Suck-n-cut,110VAC,[],[],57
E829846,Standard Coffee Maker,801.79,0.02,Electric,Freebird,440VAC,[],[],13
E916477,Standard Kettle,585.44,0.95,Electric,Suck-n-cut,220VAC,[],[],84
E849748,Standard Toothbrush,2155.99,4.8,Electric,Suck-n-cut,12VDC,[],[],16
F419804,Standard Stool,1930.4,3.12,Furniture,[],[],Granite,small,97
F755232,Standard Chair,406.49,1.09,Furniture,[],[],Formica,x-small,65
F581500,Standard Fixture,1805.66,2.51,Furniture,[],[],Granite,medium,53
E671596,Standard Microwave,2153.25,3.48,Electric,Freebird,220VAC,[],[],49
F530456,Standard Fixture,1217.72,2.69,Furniture,[],[],Tile,extra-large,96
F790783,Standard Stool,2092.7,3.64,Furniture,[],[],Walnut,small,85
F498316,Standard Stool,321.68,0.81,Furniture,[],[],Tile,lawn orniment,68
E436080,Standard Washing Machine,649.95,1.76,Electric,Nowayout,10kV,[],[],28
F105128,Standard Table,2257.86,2.41,Furniture,[],[],Walnut,large,76
E821460,Standard Fan,1777.81,2.91,Electric,Acme,220VAC,[],[],94
F981882,Standard Fixture,1113.4,1.85,Furniture,[],[],Tile,extra-large,65
E349473,Standard Coffee Maker,2129.33,2.81,Electric,Acme,220VAC,[],[],36
F592694,Standard Chair,2130.88,1.19,Furniture,[],[],Tile,extra-large,50
E805209,Standard Toothbrush,180.03,0.23,Electric,Suck-n-cut,110VAC,[],[],9
E155287,Standard Washing Machine,1898.87,4.84,Electric,ComputerDiluter,440VAC,[],[],82
F533920,Standard Stool,1293.53,1.23,Furniture,[],[],Granite,large,58
F282970,Standard Fixture,1187.06,1.94,Furniture,[],[],Walnut,lawn orniment,25
E607123,Standard Washing Machine,582.07,0.26,Electric,Suck-n-cut,440VAC,[],[],52
F783570,Standard Stool,1499.63,0.38,Furniture,[],[],Oak,small,62
F920911,Standard Fixture,1011.23,2.52,Furniture,[],[],Walnut,lawn orniment,98
E432114,Standard Washing Machine,1346.34,1.46,Electric,Nowayout,10kV,[],[],56
F092476,Standard Mirror,1237.01,0.29,Furniture,[],[],Tile,medium,70
F975930,Standard Chair,193.3,0.48,Furniture,[],[],Formica,lawn orniment,77
F408570,Standard Fixture,2392.79,5.56,Furniture,[],[],Walnut,x-small,39
F737846,Standard Chair,720.5,0.63,Furniture,[],[],Oak,medium,39
F118584,Standard Table,1043.32,1.46,Furniture,[],[],Granite,lawn orniment,23
E267933,Standard Washing Machine,656.6,0.84,Electric,Acme,12VDC,[],[],66
F006573,Standard Mirror,895.82,0.0,Furniture,[],[],Maple,large,44
E194297,Standard Coffee Maker,760.69,0.86,Electric,Acme,110VAC,[],[],37
E359349,Standard Toothbrush,56.21,0.03,Electric,ComputerDiluter,220VAC,[],[],78
F670683,Standard Chair,2478.11,6.19,Furniture,[],[],Walnut,small,70
E196831,Standard Fan,1476.69,2.62,Electric,Nowayout,12VDC,[],[],75
E173110,Standard Kettle,71.55,0.09,Electric,Freebird,440VAC,[],[],58
F148609,Standard Desk,1230.63,2.97,Furniture,[],[],Granite,small,89
F837664,Standard Chair,1545.3,2.44,Furniture,[],[],Walnut,large,98
F399661,Standard Chair,2148.28,3.78,Furniture,[],[],Walnut,x-small,41
F221374,Standard Desk,785.09,0.64,Furniture,[],[],Tile,lawn orniment,40
F851371,Standard Table,2027.79,2.96,Furniture,[],[],Maple,large,80
E075778,Standard Fan,376.95,0.4,Electric,Suck-n-cut,12VDC,[],[],64
E622533,Standard Kettle,1288.11,1.6,Electric,Nowayout,220VAC,[],[],72
F829568,Standard Mirror,1479.37,1.67,Furniture,[],[],Walnut,extra-large,1
F579107,Standard Desk,2006.97,0.69,Furniture,[],[],Granite,medium,2
F183896,Standard Desk,2082.89,4.74,Furniture,[],[],Formica,large,22
F770145,Standard Desk,175.81,0.24,Furniture,[],[],Oak,x-small,95
F857073,Standard Chair,1509.27,1.63,Furniture,[],[],Walnut,small,51
E302875,Standard Fan,2187.52,2.02,Electric,Freebird,440VAC,[],[],8
F531820,Standard Chair,1193.01,1.58,Furniture,[],[],Granite,medium,74
F417139,Standard Table,328.02,0.11,Furniture,[],[],Walnut,x-small,12
E470287,Standard Kettle,1339.49,0.39,Electric,Acme,440VAC,[],[],64
F089964,Standard Stool,2385.33,2.5,Furniture,[],[],Formica,lawn orniment,3
E404514,Standard Microwave,859.04,0.64,Electric,ComputerDiluter,12VDC,[],[],0
E466942,Standard Kettle,1563.92,0.16,Electric,ComputerDiluter,10kV,[],[],79
F717467,Standard Mirror,398.92,0.9,Furniture,[],[],Maple,medium,18
E693347,Standard Fan,1687.8,2.46,Electric,Suck-n-cut,12VDC,[],[],22
E833009,Standard Washing Machine,858.43,1.87,Electric,Freebird,110VAC,[],[],45
E461697,Standard Kettle,1203.58,1.45,Electric,Acme,12VDC,[],[],18
E438647,Standard Washing Machine,652.69,1.14,Electric,Suck-n-cut,220VAC,[],[],64
F870810,Standard Stool,1669.52,0.66,Furniture,[],[],Maple,extra-large,72
F498402,Standard Desk,2177.57,5.49,Furniture,[],[],Granite,large,90
E280148,Standard Fan,1021.29,0.83,Electric,ComputerDiluter,220VAC,[],[],72
E594492,Standard Kettle,916.65,0.67,Electric,Acme,110VAC,[],[],28
E054393,Standard Kettle,2134.4,0.38,Electric,Suck-n-cut,10kV,[],[],11
E709202,Standard Toothbrush,1612.36,3.05,Electric,Nowayout,220VAC,[],[],6
E104358,Standard Kettle,1979.72,3.5,Electric,ComputerDiluter,10kV,[],[],70
F015066,Standard Fixture,1977.85,4.38,Furniture,[],[],Maple,small,50
E197974,Standard Coffee Maker,2149.62,0.21,Electric,Acme,10kV,[],[],70
E823144,Standard Coffee Maker,971.5,1.34,Electric,Nowayout,440VAC,[],[],30
E307586,Standard Microwave,512.73,0.7,Electric,Suck-n-cut,220VAC,[],[],83
F170553,Standard Desk,1168.07,1.83,Furniture,[],[],Maple,large,83
E766610,Standard Coffee Maker,338.13,0.64,Electric,Suck-n-cut,10kV,[],[],60
E898231,Standard Toothbrush,1245.39,0.54,Electric,Suck-n-cut,12VDC,[],[],97
F059593,Standard Table,2103.23,0.83,Furniture,[],[],Maple,x-small,25
E709341,Standard Coffee Maker,9.37,0.03,Electric,ComputerDiluter,440VAC,[],[],51
E538677,Standard Washing Machine,1040.01,0.96,Electric,ComputerDiluter,10kV,[],[],8
E314908,Standard Kettle,1364.99,2.61,Electric,Nowayout,110VAC,[],[],94
E500661,Standard Microwave,2050.91,0.84,Electric,ComputerDiluter,110VAC,[],[],47
F827272,Standard Fixture,1106.48,2.62,Furniture,[],[],Maple,small,55
F495722,Standard Desk,1777.3,0.03,Furniture,[],[],Oak,lawn orniment,14
F872620,Standard Fixture,1740.8,2.87,Furniture,[],[],Tile,x-small,89
E407966,Standard Washing Machine,2210.11,5.88,Electric,ComputerDiluter,220VAC,[],[],50
F932941,Standard Chair,1254.15,3.34,Furniture,[],[],Tile,x-small,34
E188503,Standard Washing Machine,1335.31,2.91,Electric,Freebird,12VDC,[],[],12
E095453,Standard Toothbrush,2176.5,2.36,Electric,ComputerDiluter,12VDC,[],[],42
E553517,Standard Fan,1069.9,1.78,Electric,ComputerDiluter,440VAC,[],[],76
E577225,Standard Washing Machine,9.41,0.0,Electric,ComputerDiluter,12VDC,[],[],57
F243257,Standard Desk,919.16,1.49,Furniture,[],[],Walnut,extra-large,17
F955640,Standard Stool,2088.23,1.04,Furniture,[],[],Maple,medium,81
F903879,Standard Table,311.44,0.15,Furniture,[],[],Granite,extra-large,23
E283946,Standard Toothbrush,1398.94,1.12,Electric,Nowayout,12VDC,[],[],44
E507510,Standard Washing Machine,5.42,0.01,Electric,Nowayout,12VDC,[],[],21
E532232,Standard Coffee Maker,2012.71,2.83,Electric,Suck-n-cut,12VDC,[],[],83
E833499,Standard Coffee Maker,822.01,1.46,Electric,Freebird,440VAC,[],[],26
F295524,Standard Stool,1315.99,1.79,Furniture,[],[],Formica,extra-large,72
F524195,Standard Chair,771.7,2.08,Furniture,[],[],Tile,medium,97
E038207,Standard Fan,985.23,1.47,Electric,Suck-n-cut,220VAC,[],[],44
E077346,Standard Microwave,1330.96,2.68,Electric,Acme,12VDC,[],[],27
F666703,Standard Chair,2337.06,6.19,Furniture,[],[],Tile,x-small,53
E936414,Standard Microwave,2154.61,5.11,Electric,ComputerDiluter,12VDC,[],[],79
E380306,Standard Microwave,1064.41,2.32,Electric,Nowayout,110VAC,[],[],19
F551578,Standard Table,1806.6,0.83,Furniture,[],[],Tile,lawn orniment,22
E596649,Standard Washing Machine,1884.84,3.2,Electric,Nowayout,220VAC,[],[],86
E572241,Standard Fan,1134.6,1.72,Electric,Suck-n-cut,220VAC,[],[],49
F636791,Standard Desk,1110.4,0.79,Furniture,[],[],Granite,extra-large,18
F843914,Standard Table,105.56,0.29,Furniture,[],[],Formica,small,93
F088487,Standard Chair,666.22,1.8,Furniture,[],[],Maple,extra-large,91
E005412,Key-pattern Fan,2366.37,3.52,Electric,Recarriage,12VDC,[],[],46
F997949,Hoisting-engine Table,1593.01,3.52,Furniture,[],[],Maple,small,85
E733159,Canzonas Coffee Maker,1173.67,1.08,Electric,Thorinum,10kV,[],[],35
F896343,Unequity Table,929.94,0.59,Furniture,[],[],Maple,small,1
E366622,Fluorography Toothbrush,66.86,0.03,Electric,Hotbox,10kV,[],[],19
F720312,Pikerel Desk,162.31,0.4,Furniture,[],[],Maple,medium,58
E488606,Cleats Fan,1699.62,1.32,Electric,Acme,110VAC,[],[],8
E396761,Standard Coffee Maker,1962.13,0.52,Electric,Nowayout,12VDC,[],[],98
F169826,Standard Stool,1356.48,1.16,Furniture,[],[],Formica,lawn orniment,46
F527174,Standard Chair,1792.5,3.21,Furniture,[],[],Oak,x-small,31
F381554,Standard Desk,2227.95,2.83,Furniture,[],[],Tile,medium,1
E902706,Standard Coffee Maker,2034.27,3.97,Electric,Acme,10kV,[],[],19
F485831,Standard Chair,233.11,0.07,Furniture,[],[],Oak,x-small,71
E406565,Standard Kettle,2247.88,0.32,Electric,Nowayout,220VAC,[],[],48
F842942,Standard Chair,498.55,0.09,Furniture,[],[],Walnut,medium,64
