customer_id,product_id
C994198,F934264
C068537,E263411
C850839,F278795
C915345,E226708
C772438,F619825
C315559,F909940
C329093,E063331
C753159,F806275
C272854,F513916
C798859,E181488
C619482,E660696
C485231,E709202
C291440,F223020
C030765,E302875
C438656,E359349
C551539,F618420
C123750,F520915
C636384,F772053
C335377,F221481
C781056,F773969
C538156,E468400
C593753,E547817
C422741,F550758
C363508,E000256
C525497,F901068
C674566,E433316
C912057,F848916
C155783,E660106
C404086,E084621
C040704,E183461
C408963,F573606
C533501,E583109
C731371,F860895
C281744,E663929
C584338,E975016
C127694,E988189
C748677,F014363
C228052,E570686
C893891,E857475
C042647,E359819
C147238,F829568
C020153,F439674
C320932,F666533
C665033,E286497
C042647,E797069
C374913,F320156
C379757,F015066
C794014,F539602
C081371,F863978
C379312,E647678
C345620,F428983
C462932,E368579
C294152,F789296
C237557,E572241
C313239,F198356
C462092,E331555
C817077,F181430
C319641,E359819
C244099,E556536
C276610,F439674
C908548,E194297
C619493,F741783
C803591,E307586
C031007,F390732
C474387,E000256
C412600,F301484
C995956,E709341
C434654,E183461
C035778,E289839
C142299,E092670
C491097,F105598
C271960,E725247
C708661,E697393
C342506,E221405
C251070,F894815
C357756,E025806
C691925,F035726
C119083,F581500
C091736,E154968
C943218,F238191
C269331,E674277
C440261,F077059
C257873,F599064
C183877,F132500
C673515,F420039
C949434,F718973
C256951,F579107
C521087,F298464
C544577,E517545
C143715,E377674
C854514,F962475
C545932,F842942
C708661,E236326
C475752,F827272
C283442,F110242
C095115,E436080
C014365,F446006
C379099,F754790
C646038,E414938
C190105,E394415
C488048,F204880
C545932,E773766
C142299,F139488
C642114,F399661
C030765,E056688
C071611,E707822
C064417,F539602
C881108,E770465
C123750,E535164
C990197,F777285
C512196,F947063
C695947,E869504
C890579,F602820
C326525,E368560
C452229,E200475
C567856,F226769
C304914,E438647
C619053,E217961
C131201,E500355
C339707,F513916
C600615,E665674
C353255,F077059
C533501,F819973
C320478,F735121
C743277,E414938
C493340,F468149
C906252,F548209
C052701,F925347
C183049,E785701
C070859,F081144
C251070,E132701
C563443,E377674
C949434,F549813
C192460,E389383
C632742,E822121
C379099,E226708
C780505,F571528
C712802,F415576
C624562,F902911
C068897,F232873
C261300,E654779
C884792,F596571
C261030,F148080
C376096,E492435
C873573,E832295
C874122,F139488
C038780,E242399
C535092,F932941
C693354,E377674
C650097,F420477
C070613,F721427
C743856,E508960
C795318,E207026
C271487,E418315
C310298,E765559
C494904,E359349
C175470,E878303
C000265,E621030
C112834,E899698
C284927,E029597
C253929,E389383
C202376,F669554
C902720,F851371
C474387,F180284
C525767,E319009
C087302,E550246
C201778,F568738
C762004,E924904
C477574,F946994
C301595,E593688
C816283,E851105
C176723,F485831
C228052,E023803
C336034,F934264
C969692,F938090
C845660,E283946
C410611,E979901
C992805,E432372
C900287,F592694
C215325,E594492
C201573,E703204
C899746,F535074
C328306,E694345
C287422,F504175
C327219,E899698
C080701,E377586
C650537,F896343
C148023,F415684
C328307,E956990
C275451,E889653
C693419,F468149
C611530,E377586
C129161,F970359
C630058,F606286
C201232,E664857
C676925,E404720
C469869,F552530
C150088,E556536
C301677,F833751
C231723,F416588
C276610,F014363
C087302,F636370
C611351,F068718
C089842,E904489
C771400,E258965
C287180,E373443
C781101,E833009
C906252,F420039
C793419,F628639
C568256,E572241
C432018,E890708
C134237,E070620
C685389,E035484
C283442,F765506
C721216,F551578
C369724,E181488
C383540,E191324
C938151,F881488
C050586,E878303
C172160,E898231
C163596,F955640
C018174,F074451
C099382,E745493
C964415,E530517
C175470,E664857
C079105,F610924
C995162,F193157
C552916,E916477
C213177,F551578
C525767,E307586
C533501,E061158
C183829,F193157
C106062,E277851
C691925,E416563
C142299,E725247
C496462,E396761
C095963,E407966
C395671,E961366
C271487,F148609
C743856,F132500
C213612,F842942
C797562,F894815
C412600,F309655
C158617,E513082
C635790,E934080
C127694,E827762
C235210,E652246
C319709,F854451
C775556,E196831
C753664,F068718
C219576,E805209
C868546,F074451
C887759,E464475
C596723,E139511
C839428,F088487
C086150,E573086
C890579,E694345
C750854,E376507
C281744,E025806
C043531,F783570
C219309,F573606
C138455,E258965
C952675,F130158
C012018,E572241
C335693,E500661
C864911,E742579
C545932,E586916
C404086,F051288
C490482,E177206
C669554,F584684
C042288,F679672
C512196,F735121
C719983,E358976
C463733,F649108
C766306,E286497
C493340,F185897
C432473,E228459
C080469,F263018
C644236,E770465
C876404,F077059
C985887,F596571
C406873,F170604
C057856,F767209
C385389,E600463
C702503,E432114
C463733,F204199
C564434,E028117
C990786,F130158
C068537,E849740
C773935,F556057
C850036,F278760
C451978,E102239
C127694,F287252
C267141,E389383
C083027,E472891
C589940,E038207
C235210,E558718
C126655,E997454
C850036,E096808
C898829,E621030
C256951,E071548
C043531,E493822
C797562,E041205
C871740,F268606
C801806,E349473
C372214,F381554
C869675,F411845
C214363,F843914
C363790,E916142
C784849,F870528
C185030,E448106
C115287,E305511
C115287,E435330
C319641,F025140
C477574,E713857
C906252,F602132
C452178,E259172
C139622,F780049
C693419,F904086
C512196,E229290
C251070,F711083
C215129,E517781
C265519,F343950
C283889,E789720
C666241,E141949
C624562,E267462
C483078,F196755
C652744,E228459
C042647,F559812
C257372,F479603
C660576,E878303
C285089,E258965
C077606,E448419
C943218,E321850
C783036,E591553
C656598,E174663
C755738,E390562
C353459,F364949
C864539,F083113
C588958,F970359
C244099,F754790
C604957,F408570
C420712,E716109
C379757,E654779
C426821,F778711
C753664,E905881
C839936,F035726
C352064,F054082
C881108,E376507
C488079,E832295
C539698,E157415
C777627,F255374
C646626,F304600
C602953,E667284
C257873,E252508
C791945,F286443
C771913,F655321
C552916,E579985
C347904,F668655
C557142,F711083
C687963,E720726
C769383,E302875
C523865,E764197
C538156,E703204
C077969,E573086
C528130,F655321
C738507,E733159
C757757,F119180
C158320,E558718
C944450,E331555
C915345,E066243
C812750,E842812
C277596,F268606
C654395,F550758
C089842,F602132
C790629,E370337
C224598,F170604
C681591,E842123
C256951,F420477
C474387,F533890
C602248,E277851
C791945,F399661
C228052,E593688
C484906,E833009
C650537,F946994
C600615,F925279
C304914,F789296
C311957,E862315
C771561,E691970
C475752,E243803
C626843,F238191
C042647,F344289
C801806,F510408
C081120,E229290
C123750,F309655
C909998,E902364
C394183,F496941
C012018,E645241
C439513,F602132
C712802,E431985
C584338,E797069
C938151,E284904
C753885,F204199
C641732,E908883
C142299,F932941
C648079,F202884
C813047,E839595
C324111,E307586
C436823,F213241
C288292,F663177
C168560,E997255
C463958,E962765
C491640,F975930
C422741,E028117
C089842,F555911
C376096,E833009
C151124,F162326
C447316,F857073
C886509,E070620
C512891,E839595
C727855,E319635
C945684,F870810
C194272,F411784
C236089,E654779
C379739,E168105
C183049,F826961
C418664,F637506
C183049,F229205
C056197,E905881
C439513,E645241
C740291,F862119
C909998,E131498
C014485,E319009
C440481,F767053
C632742,E314908
C745036,F148080
C396495,F526897
C417251,E797069
C881937,F166025
C780965,E067333
C499231,E573086
C168560,E316615
C811177,F089964
C014320,E265310
C690303,F278537
C077969,F909940
C582720,E132701
C896884,E586916
C168065,E042503
C990786,E573086
C364828,E133555
C287422,F510408
C095115,F881488
C426821,F819973
C883196,F079585
C389322,F800040
C525497,F897834
C476208,F938090
C289484,F638352
C164296,E758884
C699515,E531324
C113651,F921856
C515122,E025438
C095115,F343950
C771913,F118584
C224289,F344490
C081120,F653354
C247470,E310278
C679765,F584394
C533501,F152753
C181738,F658728
C870247,E994930
C310939,E740922
C912869,E074215
C825846,F827272
C280403,E135525
C469696,F666759
C295272,E707100
C600615,E765559
C663412,E956990
C417251,F416588
C533501,F674217
C034310,E247652
C412713,F223324
C337322,F180284
C927253,F204880
C353697,E689168
C484518,F688836
C763627,E389383
C012018,E842123
C900287,F637510
C920103,F148609
C781056,F735564
C201871,F258075
C604957,E724503
C790478,F637510
C320478,F774388
C922033,F941539
C328391,E450467
C295272,F879108
C373959,F361651
C553055,F298464
C039893,E579608
C876404,E898231
C175875,E169632
C387090,E532232
C251137,E492435
C742874,E686975
C246420,E207026
C985887,F946994
C782905,E194297
C062905,F592694
C060699,F245975
C372214,E116930
C367617,E765136
C462932,E074500
C285941,F602132
C761870,E535164
C533501,F225287
C926477,E333846
C844698,F456512
C837844,F636370
C860268,F557768
C436823,F530456
C749272,F139488
C955863,E893692
C395007,E030825
C557142,F420039
C269297,F420039
C374913,E183461
C402616,E539656
C665033,F876354
C674487,F717467
C077666,F439674
C835401,F619154
C771400,E707100
C237557,F166030
C375121,E080743
C070613,E703204
C176723,F196755
C284927,F014680
C150088,F283180
C093253,F420477
C417594,E749779
C265519,F851371
C006939,F495722
C437787,F411784
C864911,E491016
C604957,F073973
C970109,E535513
C905256,E196831
C945684,E977238
C537115,F878776
C305433,E084870
C296303,E764197
C272854,F418969
C251137,F170604
C211250,E132701
C995162,E177206
C030765,F539602
C692161,F663177
C050586,E660696
C612543,E074500
C488276,F147048
C883196,F858167
C231723,E307644
C904293,E831419
C334603,E743721
C431660,E978485
C762004,F298464
C652744,E027771
C426862,F583072
C496462,F842942
C158320,F896343
C748677,E248473
C650097,F634865
C661613,E396778
C095963,E833009
C310939,E941431
C687963,F879108
C790629,E538677
C920810,F485831
C773237,F803437
C426538,F212684
C072376,F733064
C095115,F461641
C997048,F081144
C190392,F935302
C127640,F390777
C983604,F148609
C085403,E783055
C567341,E797069
C155289,E607710
C927352,E823144
C588523,E742579
C907855,E697393
C496462,E561743
C635241,F789296
C785077,E302875
C588848,F970234
C588958,E701006
C904293,F109719
C990831,E497852
C245732,E975016
C202376,E709341
C294577,F805900
C278325,E901708
C512196,F655559
C869675,F853808
C681573,E432372
C542318,F320946
C995956,F677518
C221733,F637506
C528130,F495722
C646626,F904086
C257372,F670683
C800579,E133555
C304914,E442059
C484635,E579608
C072376,F766638
C563443,F241252
C469696,E183461
C630058,E228842
C002104,F103867
C765453,F553078
C771400,F741783
C793419,E377674
C868546,F206259
C990831,E169632
C557142,F256665
C970410,E908883
C460438,F348262
C092789,E749779
C920810,E464475
C469869,E561743
C313293,F903232
C650097,F032451
C636384,F938090
C775556,F443750
C944441,F074451
C153264,E006150
C899205,F709962
C885196,F981200
C320932,F780049
C632742,E961366
C275451,E988189
C072818,E314908
C518567,E398185
C046502,F637510
C603264,F919652
C271960,E023803
C371481,F239510
C785077,F317781
C633815,F539602
C476208,F079585
C982244,F255190
C011975,E517781
C115287,E267462
C095963,E217961
C412713,E270770
C905256,E593688
C845660,E066243
C796260,F740900
C761870,E100926
C265015,E472891
C354557,E619841
C263920,E005239
C331510,E191324
C394999,E096808
C319641,E725420
C489433,F419804
C174974,E652246
C215325,F930086
C619493,F604440
C126655,E380306
C781830,E825571
C528414,E289268
C038780,F886024
C691925,E014718
C080959,F872620
C674108,F611820
C201573,F721427
C114595,F684032
C462092,F530456
C850036,F919089
C395007,E722867
C488013,E012215
C281696,E532232
C095115,F115993
C143674,E904489
C635727,F278760
C552916,F496941
C305433,F688836
C102802,E283946
C010799,E277851
C912130,E407966
C900287,E286497
C694205,F046693
C443086,F304600
C867753,F190150
C114568,F679672
C175875,F717467
C379265,E077346
C488276,F745521
C715613,F211619
C379757,F109719
C113651,E004239
C042647,F390732
C033181,E570686
C646038,E822121
C171690,E359819
C477754,E359819
C691925,F055914
C334603,F553078
C099382,F361651
C619493,E531494
C003315,F852368
C545932,F173706
C766795,E448106
C638521,F162326
C899951,F278537
C130814,E368560
C394183,E307644
