rnt0148,prd0144,cust0217
rnt0149,prd0001,cust0317
rnt0150,prd0114,cust0083
rnt0151,prd0439,cust0017
rnt0152,prd0181,cust0150
rnt0153,prd0192,cust0428
rnt0154,prd0338,cust0356
rnt0155,prd0382,cust0382
rnt0156,prd0017,cust0180
rnt0157,prd0465,cust0002
rnt0158,prd0414,cust0433
rnt0159,prd0440,cust0098
rnt0160,prd0496,cust0142
rnt0161,prd0014,cust0188
rnt0162,prd0303,cust0036
rnt0163,prd0075,cust0141
rnt0164,prd0051,cust0148
rnt0165,prd0343,cust0452
rnt0166,prd0149,cust0061
rnt0167,prd0175,cust0195
rnt0168,prd0386,cust0149
rnt0169,prd0498,cust0336
rnt0170,prd0230,cust0408
rnt0171,prd0075,cust0234
rnt0172,prd0170,cust0240
rnt0173,prd0399,cust0492
rnt0174,prd0294,cust0277
rnt0175,prd0433,cust0349
rnt0176,prd0227,cust0054
rnt0177,prd0182,cust0192
rnt0178,prd0356,cust0311
rnt0179,prd0189,cust0364
rnt0180,prd0450,cust0404
rnt0181,prd0213,cust0475
rnt0182,prd0360,cust0088
rnt0183,prd0425,cust0343
rnt0184,prd0213,cust0004
rnt0185,prd0047,cust0442
rnt0186,prd0026,cust0211
rnt0187,prd0019,cust0329
rnt0188,prd0346,cust0010
rnt0189,prd0213,cust0410
rnt0190,prd0116,cust0385
rnt0191,prd0017,cust0315
rnt0192,prd0142,cust0475
rnt0193,prd0240,cust0029
rnt0194,prd0289,cust0239
rnt0195,prd0031,cust0224
rnt0196,prd0405,cust0449
rnt0197,prd0490,cust0269
rnt0198,prd0160,cust0398
rnt0199,prd0494,cust0408
rnt0200,prd0004,cust0237
rnt0201,prd0222,cust0259
rnt0202,prd0187,cust0155
rnt0203,prd0460,cust0290
rnt0204,prd0347,cust0116
rnt0205,prd0127,cust0011
rnt0206,prd0226,cust0266
rnt0207,prd0246,cust0280
rnt0208,prd0171,cust0238
rnt0209,prd0176,cust0279
rnt0210,prd0250,cust0143
rnt0211,prd0406,cust0487
rnt0212,prd0305,cust0392
rnt0213,prd0338,cust0125
rnt0214,prd0164,cust0255
rnt0215,prd0455,cust0102
rnt0216,prd0271,cust0281
rnt0217,prd0197,cust0104
rnt0218,prd0060,cust0336
rnt0219,prd0137,cust0147
rnt0220,prd0186,cust0343
rnt0221,prd0338,cust0180
rnt0222,prd0188,cust0115
rnt0223,prd0340,cust0091
rnt0224,prd0031,cust0150
rnt0225,prd0413,cust0253
rnt0226,prd0470,cust0074
rnt0227,prd0347,cust0424
rnt0228,prd0091,cust0191
rnt0229,prd0299,cust0038
rnt0230,prd0161,cust0158
rnt0231,prd0054,cust0033
rnt0232,prd0001,cust0191
rnt0233,prd0235,cust0481
rnt0234,prd0366,cust0046
rnt0235,prd0046,cust0021
rnt0236,prd0213,cust0024
rnt0237,prd0158,cust0376
rnt0238,prd0247,cust0273
rnt0239,prd0189,cust0358
rnt0240,prd0039,cust0140
rnt0241,prd0422,cust0343
rnt0242,prd0252,cust0412
rnt0243,prd0197,cust0458
rnt0244,prd0323,cust0474
rnt0245,prd0414,cust0235
rnt0246,prd0210,cust0444
rnt0247,prd0279,cust0433
rnt0248,prd0210,cust0097
rnt0249,prd0426,cust0006
rnt0250,prd0350,cust0438
rnt0251,prd0418,cust0232
rnt0252,prd0338,cust0218
rnt0253,prd0245,cust0295
rnt0254,prd0098,cust0349
rnt0255,prd0461,cust0333
rnt0256,prd0249,cust0481
rnt0257,prd0275,cust0080
rnt0258,prd0275,cust0425
rnt0259,prd0423,cust0213
rnt0260,prd0319,cust0250
rnt0261,prd0004,cust0385
rnt0262,prd0064,cust0218
rnt0263,prd0132,cust0399
rnt0264,prd0141,cust0046
rnt0265,prd0436,cust0456
rnt0266,prd0181,cust0048
rnt0267,prd0212,cust0158
rnt0268,prd0162,cust0245
rnt0269,prd0084,cust0387
rnt0270,prd0494,cust0410
rnt0271,prd0447,cust0224
rnt0272,prd0466,cust0213
rnt0273,prd0079,cust0464
rnt0274,prd0206,cust0239
rnt0275,prd0422,cust0145
rnt0276,prd0028,cust0371
rnt0277,prd0484,cust0492
rnt0278,prd0259,cust0307
rnt0279,prd0139,cust0365
rnt0280,prd0328,cust0225
rnt0281,prd0350,cust0496
rnt0282,prd0426,cust0171
rnt0283,prd0154,cust0352
rnt0284,prd0083,cust0442
rnt0285,prd0011,cust0104
rnt0286,prd0001,cust0217
rnt0287,prd0138,cust0269
rnt0288,prd0285,cust0289
rnt0289,prd0108,cust0071
rnt0290,prd0373,cust0424
rnt0291,prd0125,cust0190
rnt0292,prd0037,cust0110
rnt0293,prd0407,cust0275
rnt0294,prd0287,cust0239
rnt0295,prd0264,cust0334
rnt0296,prd0170,cust0267
rnt0297,prd0409,cust0060
rnt0298,prd0248,cust0249
rnt0299,prd0384,cust0293
rnt0300,prd0309,cust0262
rnt0301,prd0225,cust0442
rnt0302,prd0154,cust0209
rnt0303,prd0456,cust0489
rnt0304,prd0100,cust0272
rnt0305,prd0067,cust0287
rnt0306,prd0053,cust0239
rnt0307,prd0473,cust0066
rnt0308,prd0017,cust0127
rnt0309,prd0131,cust0285
rnt0310,prd0106,cust0237
rnt0311,prd0353,cust0204
rnt0312,prd0378,cust0148
rnt0313,prd0415,cust0206
rnt0314,prd0365,cust0354
rnt0315,prd0446,cust0352
rnt0316,prd0008,cust0309
rnt0317,prd0461,cust0071
rnt0318,prd0119,cust0120
rnt0319,prd0085,cust0059
rnt0320,prd0366,cust0397
rnt0321,prd0263,cust0095
rnt0322,prd0314,cust0050
rnt0323,prd0195,cust0087
rnt0324,prd0276,cust0076
rnt0325,prd0309,cust0080
rnt0326,prd0034,cust0113
rnt0327,prd0168,cust0320
rnt0328,prd0013,cust0277
rnt0329,prd0451,cust0245
rnt0330,prd0424,cust0365
rnt0331,prd0334,cust0487
rnt0332,prd0380,cust0292
rnt0333,prd0446,cust0222
rnt0334,prd0081,cust0033
rnt0335,prd0209,cust0374
rnt0336,prd0399,cust0191
rnt0337,prd0187,cust0382
rnt0338,prd0023,cust0258
rnt0339,prd0254,cust0316
rnt0340,prd0382,cust0471
rnt0341,prd0025,cust0255
rnt0342,prd0144,cust0442
rnt0343,prd0283,cust0154
rnt0344,prd0375,cust0305
rnt0345,prd0472,cust0221
rnt0346,prd0421,cust0423
rnt0347,prd0047,cust0492
rnt0348,prd0181,cust0024
rnt0349,prd0499,cust0387
rnt0350,prd0057,cust0200
rnt0351,prd0033,cust0341
rnt0352,prd0019,cust0457
rnt0353,prd0391,cust0483
rnt0354,prd0157,cust0192
rnt0355,prd0105,cust0132
rnt0356,prd0373,cust0030
rnt0357,prd0386,cust0317
rnt0358,prd0077,cust0241
rnt0359,prd0449,cust0275
rnt0360,prd0486,cust0053
rnt0361,prd0029,cust0143
rnt0362,prd0490,cust0093
rnt0363,prd0291,cust0441
rnt0364,prd0488,cust0183
rnt0365,prd0216,cust0341
rnt0366,prd0379,cust0243
rnt0367,prd0444,cust0065
rnt0368,prd0199,cust0223
rnt0369,prd0299,cust0330
rnt0370,prd0363,cust0480
rnt0371,prd0173,cust0384
rnt0372,prd0100,cust0309
rnt0373,prd0318,cust0185
rnt0374,prd0048,cust0428
rnt0375,prd0412,cust0321
rnt0376,prd0487,cust0148
rnt0377,prd0120,cust0305
rnt0378,prd0344,cust0013
rnt0379,prd0253,cust0071
rnt0380,prd0024,cust0486
rnt0381,prd0337,cust0199
rnt0382,prd0217,cust0129
rnt0383,prd0456,cust0144
rnt0384,prd0284,cust0456
rnt0385,prd0214,cust0326
rnt0386,prd0180,cust0423
rnt0387,prd0323,cust0047
rnt0388,prd0427,cust0252
rnt0389,prd0389,cust0237
rnt0390,prd0154,cust0237
rnt0391,prd0184,cust0257
rnt0392,prd0313,cust0027
rnt0393,prd0231,cust0135
rnt0394,prd0324,cust0040
rnt0395,prd0050,cust0073
rnt0396,prd0151,cust0033
rnt0397,prd0193,cust0496
rnt0398,prd0376,cust0180
rnt0399,prd0424,cust0388
rnt0400,prd0460,cust0360
rnt0401,prd0140,cust0074
rnt0402,prd0123,cust0150
rnt0403,prd0151,cust0173
rnt0404,prd0115,cust0152
rnt0405,prd0152,cust0364
rnt0406,prd0119,cust0113
rnt0407,prd0011,cust0249
rnt0408,prd0359,cust0324
rnt0409,prd0428,cust0282
rnt0410,prd0456,cust0466
rnt0411,prd0183,cust0377
rnt0412,prd0026,cust0369
rnt0413,prd0130,cust0454
rnt0414,prd0067,cust0071
rnt0415,prd0347,cust0427
rnt0416,prd0497,cust0251
rnt0417,prd0205,cust0013
rnt0418,prd0475,cust0067
rnt0419,prd0461,cust0341
rnt0420,prd0364,cust0178
rnt0421,prd0333,cust0424
rnt0422,prd0038,cust0347
rnt0423,prd0179,cust0170
rnt0424,prd0036,cust0396
rnt0425,prd0306,cust0383
rnt0426,prd0009,cust0031
rnt0427,prd0197,cust0388
rnt0428,prd0215,cust0425
rnt0429,prd0221,cust0296
rnt0430,prd0185,cust0213
rnt0431,prd0243,cust0114
rnt0432,prd0255,cust0286
rnt0433,prd0478,cust0064
rnt0434,prd0222,cust0285
rnt0435,prd0417,cust0385
rnt0436,prd0344,cust0394
rnt0437,prd0191,cust0174
rnt0438,prd0242,cust0089
rnt0439,prd0347,cust0084
rnt0440,prd0188,cust0037
rnt0441,prd0469,cust0450
rnt0442,prd0058,cust0040
rnt0443,prd0034,cust0136
rnt0444,prd0445,cust0180
rnt0445,prd0114,cust0468
rnt0446,prd0359,cust0351
rnt0447,prd0111,cust0270
rnt0448,prd0167,cust0328
rnt0449,prd0247,cust0330
rnt0450,prd0075,cust0078
rnt0451,prd0381,cust0233
rnt0452,prd0317,cust0157
rnt0453,prd0425,cust0111
rnt0454,prd0325,cust0295
rnt0455,prd0343,cust0445
rnt0456,prd0170,cust0225
rnt0457,prd0448,cust0203
rnt0458,prd0222,cust0363
rnt0459,prd0251,cust0205
rnt0460,prd0385,cust0040
rnt0461,prd0351,cust0075
rnt0462,prd0135,cust0477
rnt0463,prd0033,cust0316
rnt0464,prd0491,cust0096
rnt0465,prd0396,cust0338
rnt0466,prd0005,cust0111
rnt0467,prd0412,cust0414
rnt0468,prd0347,cust0493
rnt0469,prd0072,cust0100
rnt0470,prd0372,cust0271
rnt0471,prd0469,cust0177
rnt0472,prd0304,cust0400
rnt0473,prd0060,cust0302
rnt0474,prd0367,cust0049
rnt0475,prd0092,cust0191
rnt0476,prd0304,cust0459
rnt0477,prd0117,cust0048
rnt0478,prd0366,cust0166
rnt0479,prd0354,cust0123
rnt0480,prd0362,cust0074
rnt0481,prd0202,cust0311
rnt0482,prd0325,cust0077
rnt0483,prd0193,cust0161
rnt0484,prd0247,cust0108
rnt0485,prd0443,cust0459
rnt0486,prd0215,cust0126
rnt0487,prd0302,cust0340
rnt0488,prd0128,cust0184
rnt0489,prd0276,cust0305
rnt0490,prd0231,cust0075
rnt0491,prd0150,cust0266
rnt0492,prd0472,cust0407
rnt0493,prd0467,cust0492
rnt0494,prd0445,cust0186
rnt0495,prd0232,cust0335
rnt0496,prd0135,cust0405
rnt0497,prd0340,cust0494
rnt0498,prd0196,cust0242
rnt0499,prd0408,cust0449
