product134,user134,2014-06-22,2012-01-24,10
product135,user135,2013-07-10,2018-06-26,6
product136,user136,2013-11-28,2015-01-27,7
product137,user137,2015-01-06,2016-02-20,6
product138,user138,2017-04-20,2014-08-10,1
product139,user139,2017-12-15,2012-06-25,7
product140,user140,2018-02-16,2011-03-25,4
product141,user141,2014-12-02,2010-09-24,8
product142,user142,2018-09-02,2012-05-06,2
product143,user143,2010-05-23,2014-01-24,6
product144,user144,2015-03-02,2017-01-17,2
product145,user145,2011-11-05,2016-04-29,7
product146,user146,2013-07-23,2018-03-17,4
product147,user147,2012-09-25,2010-08-14,8
product148,user148,2011-08-16,2014-01-14,2
product149,user149,2013-01-29,2014-04-18,4
product150,user150,2010-07-02,2019-05-13,10
product151,user151,2012-11-19,2010-03-20,2
product152,user152,2016-07-05,2016-04-16,2
product153,user153,2015-06-15,2012-02-20,10
product154,user154,2015-12-31,2017-01-26,4
product155,user155,2015-12-03,2015-04-12,9
product156,user156,2015-06-16,2013-01-26,5
product157,user157,2011-11-23,2016-01-03,1
product158,user158,2016-12-27,2012-09-22,3
product159,user159,2010-11-15,2019-09-02,6
product160,user160,2019-11-17,2016-11-12,10
product161,user161,2018-01-17,2018-08-19,7
product162,user162,2010-05-31,2011-10-10,3
product163,user163,2013-05-07,2013-02-17,7
product164,user164,2015-02-08,2018-03-08,2
product165,user165,2014-10-06,2017-11-18,10
product166,user166,2017-03-20,2019-07-13,6
product167,user167,2012-04-25,2015-09-16,4
product168,user168,2013-09-05,2011-07-23,1
product169,user169,2017-04-04,2012-12-23,2
product170,user170,2012-09-14,2013-04-18,2
product171,user171,2015-05-06,2019-10-15,5
product172,user172,2011-07-06,2010-02-18,3
product173,user173,2019-09-15,2010-03-20,8
product174,user174,2011-05-26,2016-02-28,1
product175,user175,2013-07-22,2019-05-09,1
product176,user176,2015-01-22,2014-09-20,6
product177,user177,2018-12-24,2012-11-05,6
product178,user178,2015-06-06,2019-09-21,10
product179,user179,2011-11-11,2014-06-17,6
product180,user180,2013-12-27,2010-10-30,9
product181,user181,2019-03-21,2015-01-20,4
product182,user182,2016-01-01,2015-09-07,3
product183,user183,2014-03-11,2018-11-24,8
product184,user184,2017-06-15,2019-04-26,6
product185,user185,2018-08-18,2016-09-30,8
product186,user186,2013-02-19,2010-12-18,7
product187,user187,2014-05-02,2016-02-28,3
product188,user188,2017-09-06,2010-05-15,1
product189,user189,2017-06-03,2016-10-24,1
product190,user190,2015-06-27,2019-12-05,3
product191,user191,2019-11-30,2010-03-22,1
product192,user192,2011-12-29,2013-05-08,4
product193,user193,2016-03-28,2018-11-06,5
product194,user194,2014-10-09,2011-10-06,3
product195,user195,2018-09-07,2014-05-08,5
product196,user196,2013-12-13,2015-02-18,10
product197,user197,2019-05-13,2015-12-19,8
product198,user198,2019-02-26,2013-01-24,6
product199,user199,2010-06-06,2013-11-30,5
product200,user200,2019-01-02,2016-02-19,3
product201,user201,2013-03-22,2010-04-16,3
product202,user202,2016-07-13,2010-09-10,6
product203,user203,2017-09-17,2015-08-31,1
product204,user204,2018-10-28,2014-05-21,1
product205,user205,2018-02-17,2010-10-27,3
product206,user206,2013-05-31,2010-03-26,5
product207,user207,2012-08-31,2016-01-16,7
product208,user208,2013-06-30,2017-11-07,4
product209,user209,2011-10-10,2017-12-13,5
product210,user210,2011-10-16,2017-05-05,3
product211,user211,2016-05-09,2013-12-25,1
product212,user212,2013-05-08,2017-05-26,7
product213,user213,2016-03-11,2010-10-07,8
product214,user214,2017-01-03,2012-09-24,10
product215,user215,2018-09-03,2019-05-16,7
product216,user216,2010-12-12,2012-08-08,4
product217,user217,2013-07-16,2014-09-08,7
product218,user218,2013-05-13,2016-02-05,8
product219,user219,2014-02-06,2018-11-09,8
product220,user220,2015-11-05,2015-01-29,7
product221,user221,2018-05-30,2017-08-19,10
product222,user222,2015-09-12,2014-10-27,9
product223,user223,2010-06-03,2014-11-07,6
product224,user224,2013-02-21,2012-03-06,5
product225,user225,2016-12-15,2011-07-25,8
product226,user226,2018-12-16,2018-06-04,7
product227,user227,2010-05-01,2017-11-04,5
product228,user228,2013-12-02,2012-10-02,1
product229,user229,2012-06-14,2017-12-21,7
product230,user230,2013-08-08,2011-07-22,5
product231,user231,2010-04-21,2012-12-04,8
product232,user232,2015-11-22,2010-07-21,7
product233,user233,2015-11-12,2018-07-17,2
product234,user234,2019-10-19,2012-09-22,7
product235,user235,2011-06-19,2010-03-06,5
product236,user236,2015-01-06,2010-02-14,2
product237,user237,2011-09-03,2013-03-18,5
product238,user238,2013-06-12,2012-10-06,3
product239,user239,2016-10-31,2014-08-06,5
product240,user240,2019-09-12,2010-11-10,4
product241,user241,2015-01-21,2013-10-15,3
product242,user242,2011-08-14,2016-02-01,10
product243,user243,2011-01-07,2018-07-12,10
product244,user244,2010-01-18,2019-09-09,6
product245,user245,2010-01-22,2018-04-29,7
product246,user246,2016-10-20,2014-10-01,6
product247,user247,2013-11-08,2011-04-23,7
product248,user248,2012-09-14,2019-06-26,8
product249,user249,2012-11-11,2015-06-14,4
product250,user250,2012-02-26,2012-06-14,9
product251,user251,2011-01-22,2019-03-05,10
product252,user252,2013-07-06,2013-02-13,1
product253,user253,2010-08-30,2017-08-09,6
product254,user254,2013-08-07,2018-04-26,3
product255,user255,2018-12-27,2016-06-01,6
product256,user256,2012-07-27,2016-08-06,10
product257,user257,2013-01-16,2019-09-13,6
product258,user258,2019-11-02,2017-09-17,4
product259,user259,2012-01-28,2011-11-12,9
product260,user260,2019-07-17,2014-02-10,7
product261,user261,2018-01-03,2010-09-06,2
product262,user262,2016-09-20,2013-08-10,6
product263,user263,2015-07-07,2013-05-16,2
product264,user264,2015-09-11,2013-02-17,7
product265,user265,2012-09-28,2018-01-05,9
product266,user266,2017-03-22,2017-03-05,10
product267,user267,2010-06-23,2011-03-23,5
product268,user268,2019-11-26,2016-08-13,6
product269,user269,2011-09-17,2018-05-20,1
product270,user270,2011-08-10,2017-01-01,4
product271,user271,2017-10-28,2014-02-09,2
product272,user272,2014-01-19,2015-07-14,10
product273,user273,2019-10-12,2019-03-27,9
product274,user274,2013-07-16,2019-08-10,5
product275,user275,2013-01-14,2013-03-25,9
product276,user276,2013-10-07,2011-08-15,5
product277,user277,2015-08-24,2016-05-16,2
product278,user278,2011-01-30,2010-11-13,5
product279,user279,2012-06-13,2016-10-10,1
product280,user280,2017-12-04,2013-03-13,5
product281,user281,2019-10-02,2011-02-08,2
product282,user282,2012-10-26,2019-06-09,8
product283,user283,2019-03-14,2012-10-07,4
product284,user284,2017-03-29,2014-09-20,3
product285,user285,2019-01-07,2015-08-15,8
product286,user286,2017-08-05,2010-10-18,6
product287,user287,2016-08-15,2016-05-08,3
product288,user288,2017-08-08,2019-01-25,7
product289,user289,2018-04-17,2013-01-27,9
product290,user290,2015-09-15,2016-10-11,3
product291,user291,2019-05-23,2018-07-14,5
product292,user292,2013-08-27,2013-09-15,5
product293,user293,2015-05-07,2018-09-25,2
product294,user294,2015-05-17,2016-11-26,5
product295,user295,2012-09-25,2012-11-21,3
product296,user296,2018-11-15,2018-10-02,2
product297,user297,2018-03-04,2013-08-11,9
product298,user298,2017-11-08,2016-08-03,4
product299,user299,2019-03-20,2014-06-10,3
product300,user300,2014-08-12,2010-11-22,10
product301,user301,2010-09-19,2014-06-12,10
product302,user302,2016-09-21,2015-11-30,2
product303,user303,2016-02-08,2017-12-15,9
product304,user304,2018-10-24,2019-07-17,2
product305,user305,2017-10-21,2017-05-06,4
product306,user306,2013-04-10,2012-05-20,10
product307,user307,2011-11-14,2013-08-15,6
product308,user308,2010-09-10,2012-08-12,10
product309,user309,2015-01-15,2016-03-11,4
product310,user310,2017-01-15,2014-10-09,1
product311,user311,2013-02-28,2015-03-22,8
product312,user312,2015-06-05,2019-06-12,6
product313,user313,2018-07-22,2017-01-19,7
product314,user314,2010-02-21,2015-07-02,8
product315,user315,2018-08-01,2017-09-23,7
product316,user316,2011-09-02,2016-11-09,7
product317,user317,2011-07-26,2014-04-25,1
product318,user318,2016-01-06,2011-06-07,9
product319,user319,2015-11-06,2014-03-14,2
product320,user320,2017-10-22,2017-05-23,9
product321,user321,2012-03-27,2012-09-05,1
product322,user322,2010-03-25,2011-02-23,6
product323,user323,2012-09-08,2017-10-27,1
product324,user324,2012-09-11,2016-02-08,3
product325,user325,2010-12-26,2016-10-11,5
product326,user326,2014-11-24,2015-09-18,4
product327,user327,2011-05-24,2010-07-22,3
product328,user328,2019-05-11,2017-11-26,6
product329,user329,2013-01-29,2010-12-21,4
product330,user330,2012-10-05,2014-10-02,2
product331,user331,2019-07-16,2019-01-14,10
product332,user332,2013-11-08,2015-01-10,4
product333,user333,2019-11-03,2012-04-13,7
product334,user334,2017-08-20,2017-07-02,1
product335,user335,2015-10-17,2018-09-04,7
product336,user336,2017-10-27,2010-09-06,9
product337,user337,2014-11-18,2018-11-08,1
product338,user338,2019-03-22,2018-04-10,9
product339,user339,2015-10-03,2019-11-21,4
product340,user340,2014-11-19,2013-08-24,1
product341,user341,2013-07-14,2011-03-09,7
product342,user342,2019-12-30,2012-04-12,10
product343,user343,2013-01-02,2010-08-17,1
product344,user344,2011-06-12,2012-04-21,4
product345,user345,2016-09-27,2017-06-03,2
product346,user346,2017-10-07,2018-05-23,9
product347,user347,2018-11-13,2016-07-31,2
product348,user348,2012-03-08,2015-08-22,3
product349,user349,2013-09-14,2013-11-24,1
product350,user350,2019-06-20,2011-06-17,9
product351,user351,2012-03-09,2011-03-25,10
product352,user352,2010-12-07,2018-01-03,5
product353,user353,2010-01-02,2010-07-12,3
product354,user354,2019-05-17,2015-02-17,10
product355,user355,2017-02-28,2016-10-27,3
product356,user356,2014-06-15,2015-07-10,5
product357,user357,2017-11-08,2016-03-25,6
product358,user358,2016-12-23,2019-08-23,6
product359,user359,2013-06-01,2018-09-15,4
product360,user360,2018-10-23,2016-03-22,5
product361,user361,2010-06-10,2013-01-24,7
product362,user362,2016-11-11,2010-04-24,3
product363,user363,2012-09-25,2017-10-23,2
product364,user364,2017-08-20,2012-08-19,3
product365,user365,2011-05-17,2019-01-31,6
product366,user366,2014-02-06,2014-12-26,4
product367,user367,2019-07-11,2011-10-02,4
product368,user368,2016-03-19,2011-02-03,4
product369,user369,2013-10-15,2018-09-29,6
product370,user370,2019-08-03,2011-12-02,5
product371,user371,2015-10-04,2016-10-02,2
product372,user372,2014-03-18,2019-12-30,10
product373,user373,2014-09-25,2015-07-24,9
product374,user374,2012-12-16,2016-10-29,8
product375,user375,2012-08-10,2012-12-13,3
product376,user376,2012-08-10,2010-12-15,6
product377,user377,2012-03-27,2016-12-28,7
product378,user378,2010-12-14,2013-04-09,6
product379,user379,2012-11-06,2011-04-20,6
product380,user380,2019-05-12,2019-09-11,7
product381,user381,2010-12-11,2012-02-08,7
product382,user382,2010-10-21,2015-12-11,6
product383,user383,2012-03-21,2017-06-07,10
product384,user384,2019-10-24,2011-06-22,3
product385,user385,2018-04-26,2016-06-06,5
product386,user386,2017-11-14,2012-01-31,8
product387,user387,2014-05-27,2015-03-29,5
product388,user388,2012-12-15,2010-06-02,10
product389,user389,2012-12-23,2011-04-29,3
product390,user390,2014-03-03,2019-05-22,1
product391,user391,2016-05-31,2015-04-08,1
product392,user392,2018-02-07,2016-10-20,9
product393,user393,2018-11-09,2017-02-24,9
product394,user394,2016-05-27,2016-01-12,10
product395,user395,2019-07-08,2012-11-10,10
product396,user396,2014-02-21,2010-03-20,1
product397,user397,2016-10-22,2011-08-06,7
product398,user398,2019-01-26,2010-05-15,9
product399,user399,2017-02-11,2011-11-30,1
product400,user400,2014-05-24,2016-09-10,8
product401,user401,2017-03-25,2019-03-07,8
product402,user402,2018-09-21,2015-07-25,7
product403,user403,2013-06-16,2012-05-30,10
product404,user404,2015-01-30,2019-10-30,7
product405,user405,2015-02-17,2011-02-13,4
product406,user406,2015-04-05,2019-12-15,3
product407,user407,2017-11-03,2016-02-27,1
product408,user408,2011-11-18,2013-12-16,10
product409,user409,2010-10-28,2010-05-02,1
product410,user410,2013-01-06,2016-04-29,3
product411,user411,2014-02-16,2016-01-21,7
product412,user412,2015-01-22,2014-12-06,9
product413,user413,2010-09-01,2015-03-08,9
product414,user414,2012-07-02,2013-12-22,6
product415,user415,2013-04-07,2010-01-22,8
product416,user416,2016-05-19,2017-10-05,6
product417,user417,2010-07-13,2017-03-30,6
product418,user418,2014-01-07,2011-03-27,4
product419,user419,2013-07-21,2012-04-20,7
product420,user420,2013-10-03,2017-08-05,5
product421,user421,2015-06-09,2011-05-01,8
product422,user422,2012-11-28,2010-02-28,5
product423,user423,2014-07-27,2010-04-21,7
product424,user424,2019-10-11,2013-10-02,5
product425,user425,2017-01-05,2019-10-03,1
product426,user426,2012-09-08,2017-08-05,10
product427,user427,2010-06-16,2012-11-15,5
product428,user428,2016-02-23,2015-05-05,4
product429,user429,2019-10-11,2010-04-27,8
product430,user430,2015-03-21,2012-04-14,10
product431,user431,2019-08-19,2012-11-24,9
product432,user432,2011-08-11,2011-05-16,5
product433,user433,2018-10-09,2012-02-25,9
product434,user434,2016-06-22,2013-07-06,6
product435,user435,2015-08-18,2014-03-23,2
product436,user436,2012-07-13,2011-01-23,2
product437,user437,2017-04-04,2019-06-04,2
product438,user438,2017-03-18,2012-12-25,7
product439,user439,2015-12-03,2010-04-26,3
product440,user440,2019-04-06,2011-03-12,3
product441,user441,2013-03-12,2017-11-18,1
product442,user442,2010-08-09,2015-12-23,6
product443,user443,2011-08-15,2017-12-16,8
product444,user444,2013-09-26,2014-11-26,1
product445,user445,2018-08-15,2013-08-30,5
product446,user446,2018-01-09,2010-06-27,8
product447,user447,2010-10-08,2015-06-23,6
product448,user448,2015-03-01,2017-01-16,4
product449,user449,2012-02-08,2019-10-10,10
product450,user450,2013-08-23,2012-11-02,4
product451,user451,2018-07-09,2015-09-24,10
product452,user452,2017-11-26,2016-07-27,2
product453,user453,2016-11-10,2015-07-30,8
product454,user454,2012-12-15,2017-04-12,10
product455,user455,2012-05-14,2015-08-06,3
product456,user456,2017-08-24,2019-05-05,5
product457,user457,2019-10-21,2011-12-21,10
product458,user458,2015-02-11,2019-09-25,7
product459,user459,2018-12-15,2018-09-02,4
product460,user460,2013-02-16,2017-11-29,2
product461,user461,2010-08-04,2015-07-22,3
product462,user462,2019-11-12,2015-08-22,2
product463,user463,2019-03-08,2017-12-03,5
product464,user464,2014-03-11,2010-01-02,10
product465,user465,2013-08-03,2013-09-28,6
product466,user466,2016-12-17,2015-05-04,3
product467,user467,2011-03-20,2017-06-15,6
product468,user468,2010-02-25,2012-10-06,10
product469,user469,2019-03-30,2012-06-07,1
product470,user470,2018-10-11,2017-12-25,2
product471,user471,2017-10-31,2017-11-17,9
product472,user472,2016-03-22,2013-06-07,3
product473,user473,2012-02-22,2014-08-06,5
product474,user474,2018-03-05,2013-09-09,5
product475,user475,2011-02-18,2017-12-07,4
product476,user476,2019-06-26,2019-08-05,10
product477,user477,2016-05-13,2019-08-22,7
product478,user478,2012-06-14,2012-09-01,3
product479,user479,2012-03-23,2019-04-25,8
product480,user480,2018-04-25,2015-07-29,8
product481,user481,2014-05-14,2019-09-18,7
product482,user482,2011-01-24,2015-09-14,1
product483,user483,2018-04-15,2018-07-01,6
product484,user484,2018-06-24,2014-11-11,7
product485,user485,2013-03-06,2010-01-18,6
product486,user486,2015-02-05,2016-04-24,10
product487,user487,2017-09-15,2013-03-19,9
product488,user488,2017-05-03,2018-08-23,7
product489,user489,2011-07-08,2019-10-05,1
product490,user490,2011-07-11,2011-03-31,3
product491,user491,2017-02-25,2014-08-24,3
product492,user492,2019-01-05,2014-10-02,5
product493,user493,2012-09-15,2019-12-16,7
product494,user494,2019-08-28,2019-02-23,1
product495,user495,2017-03-14,2012-08-23,7
product496,user496,2019-04-17,2016-11-11,3
product497,user497,2017-06-29,2017-03-26,8
product498,user498,2010-08-09,2016-11-13,7
product499,user499,2019-12-28,2010-02-19,10
product500,user500,2019-05-13,2010-09-12,1
product501,user501,2013-10-09,2012-06-04,8
product502,user502,2013-04-07,2018-11-08,2
product503,user503,2017-03-18,2016-03-01,7
product504,user504,2019-07-21,2014-07-15,7
product505,user505,2012-10-18,2014-05-10,3
product506,user506,2019-08-24,2011-02-26,8
product507,user507,2019-03-09,2012-09-30,6
product508,user508,2018-03-26,2017-01-19,8
product509,user509,2014-03-19,2013-01-23,9
product510,user510,2011-12-02,2019-05-30,3
product511,user511,2017-04-27,2011-09-13,7
product512,user512,2015-03-27,2012-02-17,10
product513,user513,2018-10-05,2013-07-09,7
product514,user514,2013-08-05,2018-02-07,5
product515,user515,2015-10-27,2013-08-13,6
product516,user516,2015-05-29,2013-07-04,6
product517,user517,2015-05-20,2019-06-16,2
product518,user518,2014-09-13,2011-08-15,8
product519,user519,2010-03-14,2017-08-08,9
product520,user520,2014-03-16,2010-01-30,5
product521,user521,2015-07-07,2017-09-02,4
product522,user522,2018-11-25,2013-03-10,9
product523,user523,2019-07-10,2016-10-08,2
product524,user524,2016-06-04,2013-10-22,5
product525,user525,2014-09-23,2015-06-20,9
product526,user526,2013-05-22,2017-03-20,4
product527,user527,2018-02-10,2014-07-03,6
product528,user528,2016-04-26,2017-09-26,5
product529,user529,2019-12-23,2017-12-10,9
product530,user530,2013-10-01,2017-04-09,1
product531,user531,2010-06-01,2016-05-06,10
product532,user532,2013-03-06,2015-04-19,4
product533,user533,2018-12-20,2012-12-02,8
product534,user534,2015-06-08,2010-07-19,9
product535,user535,2018-03-18,2013-09-07,8
product536,user536,2019-04-18,2017-03-03,1
product537,user537,2017-02-02,2014-08-16,8
product538,user538,2019-06-25,2012-09-16,6
product539,user539,2013-05-29,2017-11-07,4
product540,user540,2010-10-15,2010-01-25,2
product541,user541,2019-05-28,2019-04-19,3
product542,user542,2016-07-16,2018-06-01,1
product543,user543,2015-09-27,2012-07-08,6
product544,user544,2017-04-09,2013-08-28,7
product545,user545,2012-09-14,2011-03-23,2
product546,user546,2010-12-12,2018-08-18,6
product547,user547,2013-07-21,2011-11-02,5
product548,user548,2011-05-17,2016-02-09,10
product549,user549,2014-04-14,2015-07-02,5
product550,user550,2018-09-12,2012-10-19,3
product551,user551,2018-04-27,2018-02-23,8
product552,user552,2016-01-30,2012-06-04,3
product553,user553,2012-04-27,2014-11-12,9
product554,user554,2016-12-21,2010-05-12,7
product555,user555,2019-02-09,2017-12-30,6
product556,user556,2016-01-24,2019-07-11,5
product557,user557,2015-01-20,2010-11-13,1
product558,user558,2016-12-15,2018-04-12,6
product559,user559,2013-06-18,2012-12-13,10
product560,user560,2017-09-06,2014-10-14,7
product561,user561,2010-04-26,2018-08-12,1
product562,user562,2019-04-28,2018-11-24,3
product563,user563,2010-11-28,2012-09-25,5
product564,user564,2010-04-10,2017-01-27,2
product565,user565,2016-06-07,2017-07-18,9
product566,user566,2011-08-07,2013-05-09,5
product567,user567,2010-07-21,2017-11-15,1
product568,user568,2012-03-05,2014-08-11,5
product569,user569,2015-06-24,2018-08-21,10
product570,user570,2012-04-07,2013-11-17,7
product571,user571,2013-06-08,2011-03-08,1
product572,user572,2013-06-16,2019-02-22,7
product573,user573,2012-06-30,2013-02-13,3
product574,user574,2014-01-28,2010-03-25,9
product575,user575,2017-11-02,2011-10-26,4
product576,user576,2019-11-13,2012-11-19,5
product577,user577,2018-07-04,2011-03-25,3
product578,user578,2017-09-12,2015-08-24,6
product579,user579,2016-07-13,2012-12-08,3
product580,user580,2016-06-07,2014-07-22,1
product581,user581,2010-03-18,2014-02-27,2
product582,user582,2012-11-15,2013-09-04,5
product583,user583,2013-04-13,2014-04-05,10
product584,user584,2012-09-29,2019-09-18,9
product585,user585,2014-01-30,2017-02-19,9
product586,user586,2015-09-14,2016-11-14,9
product587,user587,2018-08-23,2019-03-19,5
product588,user588,2016-07-04,2012-01-01,9
product589,user589,2011-10-01,2011-09-09,2
product590,user590,2015-08-01,2010-03-20,8
product591,user591,2014-09-28,2011-10-15,8
product592,user592,2012-11-19,2015-07-25,6
product593,user593,2016-01-01,2016-07-30,5
product594,user594,2012-08-05,2011-06-05,1
product595,user595,2018-11-05,2016-07-12,9
product596,user596,2018-05-15,2017-11-03,9
product597,user597,2015-04-04,2019-05-09,7
product598,user598,2018-07-22,2017-04-16,6
product599,user599,2017-01-07,2012-09-11,2
product600,user600,2011-07-28,2013-03-31,7
product601,user601,2014-05-28,2018-09-25,8
product602,user602,2018-07-21,2015-09-26,3
product603,user603,2017-08-22,2013-04-16,3
product604,user604,2015-01-30,2016-02-29,4
product605,user605,2015-03-28,2015-05-30,9
product606,user606,2012-01-24,2017-04-09,6
product607,user607,2018-08-11,2011-05-18,4
product608,user608,2010-12-18,2018-03-16,1
product609,user609,2010-03-07,2012-03-23,1
product610,user610,2010-01-21,2017-01-13,8
product611,user611,2010-11-08,2017-05-10,4
product612,user612,2013-12-23,2013-08-07,2
product613,user613,2015-04-07,2013-09-27,5
product614,user614,2014-04-08,2019-02-08,7
product615,user615,2018-05-29,2016-08-10,3
product616,user616,2018-02-05,2016-03-07,9
product617,user617,2013-07-02,2011-05-22,1
product618,user618,2012-06-27,2013-02-21,5
product619,user619,2016-03-01,2011-03-24,8
product620,user620,2016-01-29,2017-04-20,4
product621,user621,2013-07-10,2018-01-23,7
product622,user622,2015-10-03,2018-04-03,9
product623,user623,2018-06-10,2011-12-10,2
product624,user624,2015-11-25,2013-07-08,7
product625,user625,2012-02-17,2013-04-16,1
product626,user626,2018-03-05,2016-08-19,6
product627,user627,2014-05-14,2018-07-02,9
product628,user628,2010-04-30,2012-09-11,4
product629,user629,2016-10-09,2015-11-11,9
product630,user630,2011-10-24,2014-11-22,3
product631,user631,2016-02-29,2019-07-25,8
product632,user632,2018-06-19,2015-04-16,3
product633,user633,2017-05-20,2017-09-04,5
product634,user634,2011-07-06,2013-11-22,6
product635,user635,2013-07-30,2010-11-23,10
product636,user636,2018-01-27,2014-08-10,2
