prod_id,description,prod_type,qty_avail
prod0128,"Stool; size: XL, color: silver, finish: lacquer",bedroom,22
prod0129,"Desk; size: M, color: white, finish: silver",bedroom,6
prod0130,"Dining table; size: M, color: white, finish: resin",bedroom,26
prod0131,"TV stand; size: XL, color: white, finish: diamonds",kitchen,11
prod0132,"Bar stool; size: M, color: bronze, finish: diamonds",kitchen,18
prod0133,"Stool; size: L, color: white, finish: varnish",bedroom,22
prod0134,"End table; size: S, color: black, finish: bare",kitchen,26
prod0135,"End table; size: XL, color: bronze, finish: platinum",kitchen,12
prod0136,"Sofa; size: XL, color: black, finish: paint",kitchen,16
prod0137,"Stool; size: M, color: brown, finish: bare",kitchen,10
prod0138,"Book shelf; size: S, color: brown, finish: oil",kitchen,1
prod0139,"Dresser; size: M, color: green, finish: diamonds",livingroom,27
prod0140,"Coffee table; size: L, color: white, finish: silver",kitchen,17
prod0141,"Coffee table; size: S, color: white, finish: diamonds",bedroom,0
prod0142,"Bar stool; size: L, color: gold, finish: diamonds",livingroom,5
prod0143,"Stool; size: XL, color: silver, finish: diamonds",kitchen,0
prod0144,"Stand; size: L, color: black, finish: lacquer",bedroom,15
prod0145,"End table; size: L, color: white, finish: resin",kitchen,15
prod0146,"Desk; size: M, color: black, finish: lacquer",livingroom,13
prod0147,"Bar stool; size: S, color: purple, finish: chrome",bedroom,6
prod0148,"Dining table; size: XL, color: black, finish: lacquer",bedroom,4
prod0149,"Sofa; size: L, color: green, finish: wood",kitchen,19
prod0150,"Sofa; size: XL, color: green, finish: oil",livingroom,18
prod0151,"End table; size: XL, color: white, finish: diamonds",livingroom,26
prod0152,"Dresser; size: S, color: green, finish: gold",bedroom,2
prod0153,"Bar stool; size: S, color: bronze, finish: gold",bedroom,18
prod0154,"Coffee table; size: L, color: red, finish: wood",kitchen,3
prod0155,"Book shelf; size: XL, color: brown, finish: varnish",kitchen,24
prod0156,"Coffee table; size: L, color: silver, finish: diamonds",kitchen,21
prod0157,"Bed frame; size: XL, color: green, finish: chrome",livingroom,17
prod0158,"Dining table; size: L, color: gold, finish: oil",kitchen,5
prod0159,"Bar stool; size: XL, color: silver, finish: diamonds",bedroom,29
prod0160,"TV stand; size: S, color: blue, finish: lacquer",livingroom,26
prod0161,"Stool; size: S, color: black, finish: varnish",kitchen,19
prod0162,"Coffee table; size: L, color: white, finish: silver",bedroom,20
prod0163,"Book shelf; size: M, color: red, finish: gold",bedroom,24
prod0164,"Bar stool; size: M, color: bronze, finish: gold",kitchen,24
prod0165,"TV stand; size: S, color: green, finish: diamonds",bedroom,11
prod0166,"Book shelf; size: S, color: silver, finish: paint",kitchen,27
prod0167,"Sofa; size: S, color: green, finish: wood",livingroom,15
prod0168,"End table; size: S, color: silver, finish: lacquer",bedroom,27
prod0169,"Coffee table; size: L, color: blue, finish: lacquer",kitchen,29
prod0170,"Bed frame; size: L, color: red, finish: gold",livingroom,7
prod0171,"Bar stool; size: L, color: brown, finish: bare",bedroom,28
prod0172,"Stool; size: S, color: blue, finish: chrome",kitchen,2
prod0173,"L-shaped sofa; size: S, color: gold, finish: gold",livingroom,9
prod0174,"Book shelf; size: XL, color: blue, finish: diamonds",kitchen,21
prod0175,"Book shelf; size: S, color: black, finish: chrome",livingroom,11
prod0176,"Bar stool; size: XL, color: bronze, finish: silver",kitchen,12
prod0177,"Stool; size: L, color: brown, finish: lacquer",kitchen,18
prod0178,"Dining table; size: XL, color: gold, finish: lacquer",kitchen,5
prod0179,"Stand; size: L, color: gold, finish: resin",livingroom,23
prod0180,"L-shaped sofa; size: XL, color: blue, finish: platinum",bedroom,12
prod0181,"TV stand; size: L, color: green, finish: bare",livingroom,28
prod0182,"Bar stool; size: L, color: white, finish: gold",bedroom,26
prod0183,"End table; size: XL, color: brown, finish: diamonds",bedroom,1
prod0184,"Dresser; size: S, color: bronze, finish: lacquer",kitchen,13
prod0185,"Dining table; size: XL, color: black, finish: platinum",kitchen,17
prod0186,"Stool; size: M, color: purple, finish: silver",kitchen,19
prod0187,"Stool; size: S, color: silver, finish: oil",bedroom,2
prod0188,"Sofa; size: S, color: red, finish: platinum",kitchen,4
prod0189,"Desk; size: S, color: brown, finish: paint",bedroom,10
prod0190,"Sofa; size: M, color: black, finish: wood",kitchen,22
prod0191,"Coffee table; size: L, color: black, finish: oil",bedroom,7
prod0192,"Desk; size: M, color: green, finish: oil",bedroom,22
prod0193,"L-shaped sofa; size: L, color: blue, finish: chrome",kitchen,9
prod0194,"Bar stool; size: XL, color: brown, finish: oil",bedroom,12
prod0195,"Coffee table; size: S, color: silver, finish: gold",kitchen,13
prod0196,"Dining table; size: S, color: gold, finish: lacquer",bedroom,3
prod0197,"TV stand; size: XL, color: bronze, finish: gold",bedroom,10
prod0198,"Dining table; size: L, color: silver, finish: chrome",kitchen,11
prod0199,"End table; size: L, color: brown, finish: bare",livingroom,8
prod0200,"Bar stool; size: M, color: white, finish: silver",kitchen,0
prod0201,"End table; size: M, color: white, finish: oil",bedroom,7
prod0202,"Coffee table; size: XL, color: silver, finish: diamonds",bedroom,14
prod0203,"Stool; size: L, color: silver, finish: resin",livingroom,11
prod0204,"Coffee table; size: S, color: silver, finish: paint",bedroom,24
prod0205,"End table; size: M, color: green, finish: oil",livingroom,21
prod0206,"End table; size: S, color: green, finish: lacquer",livingroom,14
prod0207,"Coffee table; size: M, color: silver, finish: varnish",livingroom,5
prod0208,"Bed frame; size: XL, color: brown, finish: wood",bedroom,6
prod0209,"Bar stool; size: M, color: bronze, finish: bare",livingroom,3
prod0210,"Stand; size: L, color: silver, finish: lacquer",kitchen,11
prod0211,"Desk; size: XL, color: red, finish: platinum",bedroom,27
prod0212,"Desk; size: XL, color: black, finish: paint",livingroom,20
prod0213,"Stand; size: L, color: blue, finish: wood",bedroom,13
prod0214,"Coffee table; size: XL, color: white, finish: bare",livingroom,29
prod0215,"Sofa; size: S, color: white, finish: bare",kitchen,5
prod0216,"Stand; size: M, color: bronze, finish: gold",livingroom,26
prod0217,"Bar stool; size: S, color: blue, finish: resin",livingroom,9
prod0218,"Stand; size: L, color: red, finish: lacquer",bedroom,13
prod0219,"Book shelf; size: M, color: brown, finish: diamonds",kitchen,2
prod0220,"Stool; size: L, color: black, finish: varnish",bedroom,12
prod0221,"Dresser; size: S, color: gold, finish: wood",bedroom,21
prod0222,"TV stand; size: S, color: green, finish: chrome",livingroom,23
prod0223,"Stand; size: L, color: white, finish: platinum",livingroom,5
prod0224,"Bed frame; size: L, color: silver, finish: wood",kitchen,29
prod0225,"Coffee table; size: S, color: gold, finish: diamonds",kitchen,15
prod0226,"Dining table; size: M, color: purple, finish: gold",bedroom,27
prod0227,"Stand; size: S, color: silver, finish: oil",bedroom,24
prod0228,"End table; size: L, color: silver, finish: diamonds",kitchen,7
prod0229,"Dresser; size: S, color: silver, finish: wood",livingroom,13
prod0230,"TV stand; size: L, color: brown, finish: lacquer",kitchen,7
prod0231,"Dresser; size: S, color: silver, finish: oil",kitchen,19
prod0232,"Bed frame; size: L, color: purple, finish: varnish",kitchen,9
prod0233,"End table; size: S, color: black, finish: varnish",livingroom,29
prod0234,"Bar stool; size: S, color: blue, finish: lacquer",bedroom,2
prod0235,"Book shelf; size: XL, color: bronze, finish: paint",livingroom,12
prod0236,"Coffee table; size: XL, color: gold, finish: resin",bedroom,11
prod0237,"Dresser; size: S, color: green, finish: chrome",kitchen,27
prod0238,"Sofa; size: M, color: brown, finish: paint",bedroom,13
prod0239,"Bed frame; size: L, color: gold, finish: paint",livingroom,9
prod0240,"Coffee table; size: L, color: brown, finish: lacquer",livingroom,27
prod0241,"Desk; size: M, color: red, finish: chrome",bedroom,12
prod0242,"Desk; size: S, color: red, finish: bare",bedroom,7
prod0243,"Desk; size: M, color: gold, finish: platinum",kitchen,18
prod0244,"Dresser; size: M, color: gold, finish: resin",bedroom,23
prod0245,"Stand; size: L, color: brown, finish: bare",bedroom,3
prod0246,"TV stand; size: L, color: red, finish: wood",livingroom,12
prod0247,"TV stand; size: S, color: silver, finish: paint",livingroom,26
prod0248,"Bar stool; size: L, color: brown, finish: chrome",bedroom,3
prod0249,"Dining table; size: S, color: green, finish: oil",kitchen,13
prod0250,"Sofa; size: M, color: green, finish: chrome",bedroom,23
prod0251,"Dresser; size: S, color: green, finish: diamonds",bedroom,26
prod0252,"Sofa; size: XL, color: green, finish: varnish",kitchen,24
prod0253,"Dining table; size: M, color: gold, finish: platinum",bedroom,25
prod0254,"Stand; size: S, color: gold, finish: diamonds",bedroom,21
prod0255,"End table; size: XL, color: purple, finish: oil",livingroom,27
prod0256,"Dresser; size: XL, color: green, finish: wood",livingroom,19
prod0257,"Stool; size: XL, color: green, finish: diamonds",kitchen,26
prod0258,"Stool; size: S, color: red, finish: oil",kitchen,16
prod0259,"TV stand; size: L, color: bronze, finish: lacquer",kitchen,4
prod0260,"Dining table; size: L, color: silver, finish: diamonds",livingroom,11
prod0261,"L-shaped sofa; size: L, color: red, finish: chrome",livingroom,23
prod0262,"Bed frame; size: S, color: black, finish: diamonds",kitchen,7
prod0263,"Bed frame; size: S, color: blue, finish: gold",livingroom,12
prod0264,"Bar stool; size: S, color: black, finish: oil",bedroom,26
prod0265,"Book shelf; size: S, color: green, finish: silver",kitchen,5
prod0266,"Bar stool; size: S, color: brown, finish: oil",livingroom,19
prod0267,"Desk; size: L, color: white, finish: chrome",livingroom,21
prod0268,"Dining table; size: S, color: red, finish: bare",livingroom,27
prod0269,"Desk; size: XL, color: bronze, finish: diamonds",livingroom,28
prod0270,"Book shelf; size: M, color: red, finish: paint",kitchen,7
prod0271,"Stand; size: S, color: silver, finish: oil",bedroom,0
prod0272,"Stool; size: L, color: white, finish: diamonds",kitchen,20
prod0273,"Bed frame; size: S, color: purple, finish: resin",bedroom,7
prod0274,"Book shelf; size: L, color: red, finish: chrome",livingroom,18
prod0275,"L-shaped sofa; size: L, color: bronze, finish: lacquer",bedroom,29
prod0276,"Bed frame; size: XL, color: red, finish: bare",kitchen,27
prod0277,"Bar stool; size: M, color: brown, finish: gold",livingroom,3
prod0278,"Dining table; size: XL, color: black, finish: bare",kitchen,26
prod0279,"Stool; size: XL, color: purple, finish: diamonds",livingroom,2
prod0280,"End table; size: S, color: purple, finish: oil",livingroom,1
prod0281,"Desk; size: XL, color: silver, finish: platinum",kitchen,25
prod0282,"Dresser; size: M, color: blue, finish: chrome",bedroom,15
prod0283,"Stand; size: M, color: black, finish: resin",livingroom,26
prod0284,"Bar stool; size: L, color: red, finish: platinum",livingroom,10
prod0285,"Bar stool; size: L, color: bronze, finish: gold",kitchen,19
prod0286,"Bed frame; size: M, color: blue, finish: varnish",kitchen,26
prod0287,"Bed frame; size: S, color: gold, finish: lacquer",livingroom,26
prod0288,"Desk; size: S, color: purple, finish: wood",kitchen,9
prod0289,"Stand; size: L, color: red, finish: silver",livingroom,18
prod0290,"Stand; size: XL, color: purple, finish: varnish",kitchen,24
prod0291,"TV stand; size: XL, color: blue, finish: paint",bedroom,28
prod0292,"Book shelf; size: M, color: gold, finish: varnish",livingroom,16
prod0293,"Desk; size: XL, color: silver, finish: oil",kitchen,13
prod0294,"Dining table; size: M, color: bronze, finish: gold",livingroom,1
prod0295,"Sofa; size: XL, color: green, finish: bare",kitchen,28
prod0296,"L-shaped sofa; size: S, color: purple, finish: wood",bedroom,17
prod0297,"Bed frame; size: M, color: purple, finish: wood",kitchen,2
prod0298,"End table; size: M, color: white, finish: diamonds",livingroom,8
prod0299,"Stand; size: L, color: green, finish: resin",livingroom,15
prod0300,"Desk; size: L, color: brown, finish: bare",livingroom,1
prod0301,"TV stand; size: M, color: gold, finish: paint",livingroom,7
prod0302,"Stand; size: S, color: purple, finish: chrome",bedroom,29
prod0303,"TV stand; size: L, color: red, finish: silver",kitchen,26
prod0304,"Dining table; size: S, color: white, finish: wood",kitchen,16
prod0305,"Bar stool; size: S, color: blue, finish: lacquer",kitchen,26
prod0306,"Dining table; size: XL, color: green, finish: bare",bedroom,19
prod0307,"Dresser; size: M, color: silver, finish: chrome",bedroom,4
prod0308,"TV stand; size: M, color: purple, finish: varnish",livingroom,0
prod0309,"Desk; size: XL, color: gold, finish: diamonds",kitchen,22
prod0310,"Coffee table; size: XL, color: bronze, finish: gold",kitchen,28
prod0311,"Dresser; size: M, color: white, finish: platinum",livingroom,7
prod0312,"Bar stool; size: S, color: white, finish: paint",livingroom,16
prod0313,"Dining table; size: XL, color: blue, finish: silver",livingroom,21
prod0314,"TV stand; size: XL, color: purple, finish: wood",kitchen,5
prod0315,"L-shaped sofa; size: XL, color: bronze, finish: silver",livingroom,21
prod0316,"End table; size: M, color: green, finish: diamonds",bedroom,29
prod0317,"Dresser; size: M, color: red, finish: lacquer",kitchen,5
prod0318,"Bed frame; size: XL, color: green, finish: bare",bedroom,24
prod0319,"Dresser; size: L, color: brown, finish: silver",bedroom,1
prod0320,"Sofa; size: M, color: white, finish: silver",livingroom,22
prod0321,"Dresser; size: S, color: gold, finish: lacquer",bedroom,14
prod0322,"Bed frame; size: M, color: brown, finish: varnish",kitchen,5
prod0323,"TV stand; size: XL, color: purple, finish: paint",livingroom,23
prod0324,"TV stand; size: M, color: silver, finish: wood",kitchen,6
prod0325,"Dresser; size: S, color: red, finish: chrome",kitchen,21
prod0326,"L-shaped sofa; size: S, color: brown, finish: wood",livingroom,14
prod0327,"Bed frame; size: S, color: bronze, finish: diamonds",kitchen,9
prod0328,"Bar stool; size: M, color: purple, finish: chrome",livingroom,18
prod0329,"Stand; size: L, color: brown, finish: bare",bedroom,14
prod0330,"Coffee table; size: M, color: purple, finish: silver",kitchen,27
prod0331,"Bed frame; size: XL, color: silver, finish: chrome",livingroom,21
prod0332,"Stand; size: L, color: brown, finish: varnish",livingroom,9
prod0333,"Bar stool; size: S, color: purple, finish: varnish",kitchen,16
prod0334,"Stand; size: S, color: bronze, finish: paint",livingroom,3
prod0335,"Dining table; size: M, color: silver, finish: oil",bedroom,7
prod0336,"Bed frame; size: XL, color: brown, finish: oil",kitchen,12
prod0337,"Bed frame; size: XL, color: gold, finish: resin",livingroom,15
prod0338,"L-shaped sofa; size: S, color: bronze, finish: wood",livingroom,6
prod0339,"Bar stool; size: XL, color: blue, finish: oil",kitchen,14
prod0340,"Stool; size: XL, color: green, finish: varnish",bedroom,25
prod0341,"Bed frame; size: L, color: black, finish: oil",livingroom,2
prod0342,"Coffee table; size: L, color: white, finish: gold",kitchen,18
prod0343,"Dining table; size: M, color: blue, finish: oil",bedroom,18
prod0344,"TV stand; size: S, color: purple, finish: chrome",bedroom,24
prod0345,"Desk; size: M, color: gold, finish: lacquer",bedroom,8
prod0346,"Book shelf; size: L, color: gold, finish: paint",bedroom,7
prod0347,"Dining table; size: S, color: black, finish: lacquer",bedroom,9
prod0348,"L-shaped sofa; size: M, color: black, finish: bare",kitchen,1
prod0349,"Bed frame; size: XL, color: bronze, finish: oil",bedroom,9
prod0350,"TV stand; size: S, color: red, finish: paint",bedroom,3
prod0351,"Coffee table; size: L, color: gold, finish: silver",kitchen,12
prod0352,"Book shelf; size: XL, color: green, finish: silver",bedroom,21
prod0353,"Bar stool; size: XL, color: red, finish: chrome",kitchen,3
prod0354,"Stand; size: M, color: green, finish: chrome",livingroom,3
prod0355,"Bar stool; size: M, color: gold, finish: bare",livingroom,21
prod0356,"Stool; size: L, color: brown, finish: wood",livingroom,10
prod0357,"Stand; size: M, color: silver, finish: diamonds",kitchen,1
prod0358,"Sofa; size: XL, color: white, finish: diamonds",bedroom,23
prod0359,"L-shaped sofa; size: S, color: gold, finish: bare",bedroom,2
prod0360,"Coffee table; size: M, color: gold, finish: silver",livingroom,1
prod0361,"Sofa; size: S, color: red, finish: paint",bedroom,3
prod0362,"Dresser; size: M, color: white, finish: platinum",kitchen,2
prod0363,"TV stand; size: S, color: silver, finish: oil",kitchen,16
prod0364,"Bar stool; size: XL, color: red, finish: platinum",livingroom,10
prod0365,"L-shaped sofa; size: L, color: bronze, finish: chrome",bedroom,4
prod0366,"Dresser; size: S, color: brown, finish: gold",livingroom,22
prod0367,"Sofa; size: S, color: black, finish: silver",bedroom,0
prod0368,"Stand; size: XL, color: silver, finish: bare",bedroom,3
prod0369,"Stand; size: L, color: blue, finish: bare",kitchen,0
prod0370,"TV stand; size: S, color: red, finish: varnish",kitchen,19
prod0371,"Desk; size: S, color: brown, finish: diamonds",kitchen,8
prod0372,"Stand; size: S, color: gold, finish: platinum",kitchen,23
prod0373,"End table; size: S, color: black, finish: gold",kitchen,17
prod0374,"Bed frame; size: S, color: green, finish: wood",kitchen,13
prod0375,"Bed frame; size: L, color: white, finish: bare",kitchen,11
prod0376,"Bed frame; size: XL, color: silver, finish: gold",kitchen,22
prod0377,"End table; size: L, color: gold, finish: bare",livingroom,14
prod0378,"Book shelf; size: S, color: gold, finish: lacquer",kitchen,14
prod0379,"Dresser; size: XL, color: red, finish: paint",livingroom,11
prod0380,"Bar stool; size: M, color: blue, finish: bare",bedroom,9
prod0381,"L-shaped sofa; size: S, color: gold, finish: gold",bedroom,24
prod0382,"Bar stool; size: L, color: red, finish: diamonds",kitchen,28
prod0383,"Bar stool; size: L, color: brown, finish: varnish",livingroom,22
prod0384,"Stool; size: M, color: white, finish: chrome",livingroom,1
prod0385,"L-shaped sofa; size: S, color: brown, finish: silver",bedroom,1
prod0386,"Book shelf; size: L, color: blue, finish: silver",livingroom,9
prod0387,"TV stand; size: M, color: red, finish: paint",livingroom,6
prod0388,"Stand; size: XL, color: gold, finish: oil",kitchen,20
prod0389,"Dining table; size: M, color: green, finish: paint",kitchen,23
prod0390,"Coffee table; size: M, color: silver, finish: gold",bedroom,16
prod0391,"L-shaped sofa; size: XL, color: blue, finish: wood",kitchen,2
prod0392,"TV stand; size: S, color: gold, finish: platinum",bedroom,26
prod0393,"Bed frame; size: L, color: gold, finish: gold",bedroom,2
prod0394,"Stand; size: L, color: red, finish: resin",livingroom,15
prod0395,"Sofa; size: M, color: bronze, finish: varnish",livingroom,10
prod0396,"Sofa; size: L, color: blue, finish: resin",livingroom,1
prod0397,"Stand; size: M, color: gold, finish: resin",bedroom,0
prod0398,"L-shaped sofa; size: L, color: brown, finish: chrome",bedroom,28
prod0399,"Sofa; size: S, color: brown, finish: diamonds",livingroom,12
prod0400,"Desk; size: XL, color: white, finish: diamonds",bedroom,28
prod0401,"Desk; size: XL, color: red, finish: oil",kitchen,29
prod0402,"Stool; size: L, color: bronze, finish: bare",bedroom,16
prod0403,"L-shaped sofa; size: M, color: black, finish: varnish",bedroom,29
prod0404,"Stool; size: S, color: purple, finish: paint",bedroom,27
prod0405,"Desk; size: M, color: silver, finish: resin",kitchen,16
prod0406,"Stand; size: S, color: blue, finish: lacquer",bedroom,3
prod0407,"Stool; size: L, color: gold, finish: chrome",bedroom,3
prod0408,"Stand; size: S, color: bronze, finish: wood",livingroom,27
prod0409,"End table; size: M, color: silver, finish: gold",livingroom,3
prod0410,"Stand; size: M, color: black, finish: silver",bedroom,25
prod0411,"Dresser; size: M, color: bronze, finish: lacquer",livingroom,4
prod0412,"Bar stool; size: S, color: red, finish: paint",bedroom,1
prod0413,"L-shaped sofa; size: XL, color: black, finish: silver",livingroom,22
prod0414,"TV stand; size: L, color: brown, finish: gold",bedroom,25
