prod_id,qty,user_id
prod0927,1,user0571
prod0218,3,user0785
prod0060,4,user0899
prod0147,4,user0339
prod0115,1,user0634
prod0673,3,user0897
prod0049,3,user0388
prod0503,4,user0747
prod0943,4,user0843
prod0717,2,user0238
prod0040,2,user0321
prod0635,2,user0472
prod0512,4,user0924
prod0608,2,user0693
prod0873,1,user0192
prod0546,2,user0060
prod0690,2,user0495
prod0845,1,user0738
prod0314,3,user0903
prod0394,3,user0516
prod0570,1,user0339
prod0114,1,user0087
prod0328,3,user0555
prod0563,1,user0014
prod0969,4,user0602
prod0793,2,user0260
prod0497,4,user0502
prod0709,4,user0353
prod0342,2,user0191
prod0084,1,user0906
prod0098,4,user0322
prod0205,1,user0625
prod0787,3,user0641
prod0888,2,user0112
prod0499,4,user0091
prod0088,1,user0942
prod0843,1,user0330
prod0797,2,user0875
prod0938,4,user0891
prod0372,3,user0358
prod0749,3,user0388
prod0680,1,user0401
prod0799,2,user0241
prod0151,1,user0633
prod0897,1,user0576
prod0056,4,user0166
prod0658,3,user0119
prod0641,4,user0018
prod0887,2,user0110
prod0944,4,user0483
prod0749,4,user0921
prod0480,1,user0664
prod0869,1,user0253
prod0073,1,user0444
prod0499,2,user0539
prod0587,1,user0442
prod0999,4,user0478
prod0635,3,user0239
prod0125,3,user0780
prod0137,1,user0947
prod0251,4,user0982
prod0488,3,user0754
prod0162,1,user0222
prod0875,1,user0232
prod0289,3,user0864
prod0067,3,user0001
prod0959,3,user0314
prod0280,1,user0054
prod0855,2,user0234
prod0884,1,user0126
prod0887,1,user0254
prod0520,3,user0788
prod0866,3,user0571
prod0220,1,user0043
prod0460,2,user0110
prod0412,2,user0483
prod0360,3,user0989
prod0874,3,user0392
prod0482,2,user0516
prod0941,3,user0908
prod0623,2,user0586
prod0052,3,user0693
prod0363,4,user0284
prod0789,2,user0879
prod0514,1,user0555
prod0351,2,user0340
prod0229,1,user0221
prod0812,2,user0612
prod0702,4,user0760
prod0907,1,user0215
prod0566,2,user0910
prod0376,1,user0256
prod0819,3,user0225
prod0287,1,user0063
prod0481,3,user0734
prod0550,3,user0095
prod0758,1,user0346
prod0749,1,user0138
prod0039,1,user0693
prod0822,2,user0480
prod0403,4,user0776
prod0149,2,user0899
prod0688,4,user0248
prod0936,4,user0036
prod0757,3,user0209
prod0827,3,user0941
prod0161,3,user0461
prod0981,3,user0649
prod0304,4,user0768
prod0603,3,user0346
prod0831,3,user0201
prod0185,4,user0350
prod0232,1,user0654
prod0925,2,user0815
prod0671,3,user0389
prod0733,3,user0981
prod0903,1,user0969
prod0882,1,user0399
prod0286,3,user0225
prod0927,4,user0622
prod0521,1,user0839
prod0835,2,user0782
prod0096,2,user0810
prod0306,4,user0259
prod0200,2,user0160
prod0372,1,user0317
prod0482,3,user0906
prod0559,3,user0957
prod0336,2,user0086
prod0461,4,user0299
prod0497,3,user0682
prod0568,3,user0857
prod0597,4,user0763
prod0034,3,user0105
prod0655,1,user0561
prod0750,2,user0473
prod0264,2,user0723
prod0743,2,user0026
prod0496,4,user0997
prod0252,2,user0392
prod0854,1,user0785
prod0842,4,user0555
prod0814,3,user0303
prod0151,4,user0263
prod0695,3,user0205
prod0130,1,user0566
prod0730,1,user0238
prod0531,3,user0315
prod0639,3,user0618
prod0909,4,user0141
prod0612,2,user0121
prod0058,3,user0192
prod0297,2,user0789
prod0722,2,user0721
prod0820,1,user0303
prod0551,3,user0281
prod0335,4,user0333
prod0592,3,user0726
prod0978,3,user0558
prod0220,3,user0622
prod0059,1,user0950
prod0925,2,user0807
prod0957,3,user0971
prod0274,2,user0953
prod0810,3,user0460
prod0040,2,user0586
prod0714,4,user0518
prod0540,2,user0405
prod0061,3,user0032
prod0161,1,user0819
prod0763,2,user0180
prod0388,3,user0541
prod0775,4,user0587
prod0235,2,user0819
prod0386,2,user0815
prod0860,2,user0900
prod0238,2,user0250
prod0261,1,user0456
prod0159,4,user0393
prod0620,3,user0032
prod0223,1,user0397
prod0396,3,user0519
prod0001,3,user0948
prod0692,4,user0159
prod0001,3,user0741
prod0885,2,user0706
prod0673,2,user0752
prod0156,2,user0181
prod0702,4,user0117
prod0036,4,user0493
prod0707,3,user0187
prod0090,4,user0124
prod0963,4,user0031
prod0366,4,user0470
prod0924,1,user0202
prod0036,3,user0239
prod0867,1,user0035
prod0458,3,user0472
prod0517,3,user0713
prod0177,2,user0234
prod0150,3,user0712
prod0888,1,user0261
prod0929,1,user0913
prod0823,1,user0123
prod0623,1,user0612
prod0757,3,user0463
prod0631,3,user0540
prod0414,4,user0566
prod0203,4,user0152
prod0289,4,user0848
prod0736,3,user0322
prod0129,3,user0063
prod0721,2,user0418
prod0791,2,user0241
prod0133,4,user0018
prod0306,4,user0612
prod0442,2,user0837
prod0134,1,user0726
prod0388,3,user0798
prod0494,1,user0755
prod0613,3,user0676
prod0138,2,user0268
prod0035,3,user0826
prod0393,1,user0847
prod0537,2,user0495
prod0215,3,user0759
prod0913,1,user0991
prod0386,1,user0455
prod0309,2,user0525
prod0749,3,user0286
prod0880,3,user0031
prod0934,1,user0843
prod0034,1,user0980
prod0433,2,user0594
prod0600,4,user0704
prod0416,1,user0510
prod0123,1,user0277
prod0353,1,user0075
prod0619,4,user0743
prod0399,3,user0418
prod0222,3,user0281
prod0970,1,user0373
prod0004,3,user0530
prod0987,3,user0920
prod0731,2,user0537
prod0750,2,user0446
prod0255,1,user0436
prod0548,2,user0660
prod0405,3,user0579
prod0306,4,user0337
prod0491,4,user0990
prod0680,3,user0890
prod0390,3,user0208
prod0048,2,user0914
prod0019,2,user0589
prod0359,2,user0574
prod0750,4,user0483
prod0760,2,user0526
prod0857,3,user0771
prod0321,3,user0264
prod0746,1,user0850
prod0092,4,user0427
prod0366,4,user0702
prod0411,2,user0494
prod0536,3,user0748
prod0006,4,user0362
prod0298,3,user0244
prod0115,2,user0114
prod0773,2,user0314
prod0233,2,user0349
prod0181,2,user0896
prod0755,1,user0061
prod0752,2,user0596
prod0188,3,user0279
prod0172,3,user0344
prod0800,4,user0164
prod0938,2,user0500
prod0672,1,user0481
prod0136,3,user0951
prod0410,2,user0560
prod0279,1,user0025
prod0473,4,user0988
prod0531,3,user0212
prod0590,2,user0514
prod0664,2,user0598
prod0587,1,user0376
prod0316,3,user0535
prod0009,3,user0260
prod0504,4,user0706
prod0897,2,user0643
prod0547,1,user0685
prod0012,3,user0469
prod0779,4,user0925
prod0042,1,user0704
prod0183,3,user0428
prod0595,4,user0382
prod0211,1,user0607
prod0251,2,user0349
prod0435,4,user0572
prod0155,3,user0159
prod0230,3,user0394
prod0862,4,user0365
prod0532,1,user0193
prod0986,4,user0130
prod0833,1,user0566
prod0268,4,user0110
prod0072,2,user0884
prod0579,1,user0497
prod0239,3,user0246
prod0011,1,user0921
prod0120,1,user0190
prod0081,1,user0444
prod0306,2,user0026
prod0368,2,user0552
prod0308,2,user0011
prod0210,2,user0169
prod0036,1,user0361
prod0471,4,user0363
prod0101,1,user0747
prod0621,2,user0700
prod0059,1,user0768
prod0195,4,user0519
prod0360,1,user0095
prod0859,4,user0248
prod0737,3,user0076
prod0791,1,user0159
prod0574,2,user0761
prod1000,4,user0604
prod0442,4,user0791
prod0964,3,user0007
prod0589,1,user0804
prod0398,1,user0036
prod0576,3,user0379
prod0561,1,user0325
prod0435,3,user0546
prod0895,1,user0228
prod0531,1,user0140
prod0222,1,user0360
prod0245,4,user0288
prod0484,2,user0381
prod0347,4,user0751
prod0879,4,user0641
prod0217,2,user0250
prod0917,3,user0030
prod0975,2,user0265
prod0373,2,user0548
prod0937,1,user0612
prod0005,1,user0834
prod0049,2,user0319
prod0066,1,user0777
prod0110,1,user0302
prod0143,4,user0408
prod0164,1,user0395
prod0666,3,user0130
prod0648,3,user0045
prod0725,4,user0158
prod0628,3,user0497
prod0489,1,user0689
prod0631,2,user0574
prod0557,1,user0439
prod0272,4,user0248
prod0455,1,user0058
prod0270,1,user0288
prod0590,2,user0553
prod0665,3,user0595
prod0317,2,user0248
prod0066,3,user0616
prod0950,2,user0240
prod0601,2,user0153
prod0434,3,user0818
prod0482,2,user0005
prod0503,2,user0318
prod0302,1,user0469
prod0389,1,user0306
prod0503,4,user0893
prod0841,2,user0399
prod0984,4,user0150
prod0049,4,user0200
prod0133,4,user0018
prod0665,4,user0539
prod0200,3,user0975
prod0682,3,user0799
prod0309,4,user0707
prod0835,1,user0170
prod0480,4,user0101
prod0317,4,user0080
prod0008,3,user0159
prod0849,1,user0515
prod0677,4,user0539
prod0370,3,user0575
prod0872,3,user0261
prod0315,1,user0884
prod0465,2,user0039
prod0312,2,user0126
prod0975,4,user0371
prod0121,1,user0286
prod0896,2,user0531
prod0618,2,user0311
prod0350,1,user0121
prod0027,3,user0211
prod0195,2,user0755
prod0196,1,user0055
prod0504,1,user0523
prod0602,3,user0543
prod0723,3,user0755
prod0467,2,user0828
prod0818,4,user0147
prod0516,3,user0345
prod0329,1,user0075
prod0289,4,user0846
prod0521,4,user0670
prod0372,4,user0199
prod0640,1,user0179
prod0357,3,user0642
prod0171,2,user0814
prod0962,3,user0039
prod0230,1,user0773
prod0556,3,user0877
prod0210,3,user0250
prod0064,4,user0133
prod0499,1,user0830
prod0602,3,user0161
prod0145,2,user0277
prod0353,4,user0948
prod0432,4,user0976
prod0136,1,user0555
prod0544,4,user0797
prod0119,4,user0398
prod0256,3,user0630
prod0129,2,user0792
prod0995,3,user0576
prod0613,2,user0844
prod0012,3,user0246
prod0400,2,user0030
prod0536,4,user0548
prod0998,1,user0287
prod0005,2,user0689
prod0686,1,user0029
prod0736,1,user0384
prod0405,2,user0287
prod0650,3,user0165
prod0280,4,user0555
prod0654,2,user0129
prod0303,3,user0380
prod0402,1,user0367
prod0093,4,user0322
prod0531,4,user0408
prod0312,2,user0871
prod0010,4,user0935
prod0526,4,user0314
prod0907,3,user0708
prod0671,1,user0021
prod0084,3,user0090
prod0398,3,user0619
prod0710,4,user0536
prod0088,1,user0514
prod0521,2,user0811
prod0973,4,user0375
prod0567,4,user0166
prod0997,4,user0733
prod0766,2,user0359
prod0220,4,user0256
prod0725,3,user0752
prod0127,2,user0488
prod0781,4,user0709
prod0463,2,user0261
prod0663,4,user0620
prod0941,1,user0478
prod0845,4,user0419
prod0119,4,user0273
prod0768,3,user0370
prod0959,2,user0548
prod0730,4,user0687
prod0738,3,user0805
prod0413,2,user0394
prod0766,4,user0764
prod0510,4,user0195
prod0197,2,user0938
prod0329,1,user0434
prod0146,3,user0254
prod0109,2,user0270
prod0081,2,user0341
prod0343,2,user0062
prod0780,3,user0530
prod0476,1,user0337
prod0570,3,user0800
prod0263,4,user0125
prod0037,1,user0941
prod0650,2,user0902
prod0008,2,user0711
prod0268,1,user0558
prod0090,4,user0956
prod0727,3,user0845
prod0067,2,user0376
prod0192,2,user0477
prod0749,3,user0757
prod0039,3,user0568
prod0307,4,user0600
prod0743,1,user0819
prod0704,2,user0997
prod0196,4,user0742
prod0968,4,user0756
prod0365,1,user0015
prod0869,2,user0489
prod0956,4,user0293
prod0557,3,user0797
prod0153,4,user0924
prod0241,1,user0166
prod0923,4,user0793
prod0317,1,user0287
prod0623,3,user0250
prod0075,3,user0498
prod0826,4,user0038
prod0443,3,user0261
prod0132,1,user0229
prod0081,4,user0613
prod0407,4,user0669
prod0880,1,user0957
prod0022,2,user0769
prod0454,4,user0645
prod0486,4,user0116
prod0479,1,user0751
prod0070,4,user0404
prod0114,1,user0252
prod0352,4,user0693
prod0013,3,user0326
prod0733,4,user0776
prod0231,1,user0129
prod0901,1,user0441
prod0844,2,user0655
prod0126,1,user0574
prod0831,2,user0154
prod0734,3,user0897
prod0711,1,user0450
prod0258,2,user0486
prod0105,1,user0007
prod0832,1,user0594
prod0152,4,user0602
prod0883,4,user0294
prod0714,1,user0077
prod0466,2,user0825
prod0411,4,user0629
prod0980,3,user0672
prod0999,4,user0960
prod0678,4,user0448
prod0246,1,user0577
prod0863,3,user0911
prod0739,3,user0890
prod0505,4,user0981
prod0699,1,user0143
prod0753,2,user0547
prod0633,3,user0030
prod0289,4,user0472
prod0602,3,user0176
prod0996,1,user0909
prod0679,3,user0423
prod0909,2,user0662
prod0468,4,user0273
prod0982,1,user0388
prod0580,1,user0288
prod0902,3,user0581
prod0437,2,user0119
prod0490,3,user0953
prod0661,1,user0361
prod0036,1,user0901
prod0197,2,user0733
prod0944,3,user0645
prod0012,2,user0157
prod0764,3,user0775
prod0007,3,user0063
prod0270,1,user0460
prod0614,2,user0374
prod0391,4,user0383
prod0191,2,user0606
prod0355,3,user0185
prod0574,2,user0664
prod0198,2,user0198
prod0591,1,user0536
prod0874,4,user0345
prod0717,1,user0740
prod0671,4,user0338
prod0550,4,user0180
prod0106,3,user0650
prod0430,4,user0395
prod0222,2,user0311
prod0731,1,user0678
prod0138,4,user0130
prod0643,4,user0991
prod0599,1,user0874
prod0666,2,user0056
prod1000,2,user0944
prod0421,2,user0117
prod0026,3,user0271
prod0041,3,user0990
prod0622,4,user0706
prod0618,3,user0421
prod0311,4,user0323
prod0246,4,user0484
prod0117,4,user0498
prod0040,2,user0810
prod0707,3,user0691
prod0749,3,user0073
prod0827,4,user0838
prod0016,1,user0206
prod0314,4,user0156
prod0023,2,user0996
prod0200,3,user0329
prod0496,4,user0429
prod0749,1,user0433
prod0426,3,user0602
prod0028,4,user0121
prod0618,2,user0155
prod0668,2,user0227
prod0191,2,user0640
prod0405,1,user0834
prod0961,4,user0340
prod0915,2,user0762
prod0394,2,user0179
prod0063,3,user0355
prod0249,3,user0108
prod0994,2,user0094
prod0236,2,user0437
prod0730,4,user0731
prod0926,4,user0658
prod0927,3,user0510
prod0611,3,user0657
prod0477,3,user0029
prod0720,2,user0176
prod0078,3,user0353
prod0332,3,user0092
prod0450,2,user0680
prod0766,4,user0878
prod0003,2,user0779
prod0246,3,user0131
prod0494,3,user0921
prod0083,1,user0350
prod0296,4,user0296
prod0130,4,user0849
prod0638,3,user0815
prod0725,2,user0356
prod0685,4,user0445
prod0393,1,user0620
prod0366,4,user0048
prod0389,1,user0376
prod0936,2,user0610
prod0215,1,user0372
prod0793,3,user0112
prod0298,4,user0361
prod0763,4,user0736
prod0126,3,user0308
prod0644,1,user0551
prod0876,1,user0620
prod0851,3,user0854
prod0357,3,user0506
prod0640,4,user0858
prod0392,2,user0551
prod0531,3,user0481
prod0668,4,user0026
prod0361,4,user0354
prod0375,2,user0306
prod0679,3,user0251
prod0951,2,user0517
prod0475,2,user0600
prod0040,3,user0010
prod0846,3,user0546
prod0502,1,user0241
prod0504,4,user0229
prod0108,2,user0952
prod0088,2,user0610
prod0256,3,user0844
prod0645,1,user0299
prod0077,2,user0037
prod0760,4,user0066
prod0734,1,user0138
prod0306,1,user0151
prod0119,1,user0563
prod0322,1,user0788
prod0428,2,user0580
prod0607,2,user0122
prod0162,4,user0184
prod0847,1,user0206
prod0675,4,user0675
prod0748,3,user0991
prod0626,3,user0800
prod0310,1,user0184
prod0895,4,user0727
prod0689,4,user0478
prod0049,1,user0769
prod0664,4,user0714
prod0723,1,user0040
prod0140,4,user0822
prod0223,4,user0257
prod0275,1,user0763
prod0575,2,user0524
prod0636,4,user0980
prod0599,3,user0732
prod0573,1,user0756
prod0386,1,user0086
prod0521,3,user0532
prod0949,2,user0346
prod0411,3,user0178
prod0704,2,user0869
prod0882,3,user0274
prod0781,2,user0844
prod0786,1,user0884
prod0640,1,user0221
prod0658,3,user0653
prod0308,4,user0660
prod0360,1,user0437
prod0833,3,user0348
prod0407,2,user0209
prod0205,3,user0424
prod0209,3,user0001
prod0032,4,user0602
prod0588,2,user0643
prod0200,1,user0030
prod0418,3,user0845
prod0628,3,user0459
prod0626,3,user0181
prod0699,2,user0666
prod0133,1,user0945
prod0133,1,user0816
prod0595,4,user0058
prod0339,4,user0517
prod0850,1,user0620
prod0285,3,user0468
prod0274,4,user0974
prod0061,2,user0918
prod0725,3,user0999
prod0487,2,user0886
prod0161,1,user0239
prod0789,1,user0476
prod0688,1,user0396
prod0455,1,user0739
prod0369,2,user0104
prod0913,1,user0969
prod0190,2,user0738
prod0254,1,user0452
prod0460,1,user0678
prod0976,1,user0964
prod0021,3,user0722
prod0398,3,user0478
prod0868,1,user0159
prod0357,3,user0501
prod0573,2,user0602
prod0082,3,user0828
prod0853,1,user0807
prod0175,2,user0452
prod0487,2,user0800
prod0384,4,user0811
prod0270,3,user0053
prod0059,1,user0654
prod0611,1,user0731
prod0151,1,user0913
prod0200,1,user0813
prod0222,3,user0632
prod0926,3,user0646
prod0576,2,user0029
prod0501,2,user0153
prod0455,1,user0832
prod0795,2,user0933
prod0572,1,user0802
prod0666,3,user0978
prod0868,1,user0712
prod0252,4,user0670
prod0654,1,user0573
prod0776,4,user0941
prod0208,4,user0428
prod0080,4,user0926
prod0702,4,user0382
prod0736,1,user0060
prod0785,4,user0460
prod0142,2,user0434
prod0540,1,user0963
prod0070,1,user0932
prod0507,3,user0933
prod0068,1,user0221
prod0859,2,user0518
prod0270,1,user0436
prod0543,1,user0431
prod0222,1,user0244
prod0949,1,user0361
prod0387,3,user0190
prod0698,4,user0780
prod0802,3,user0251
prod0839,4,user0856
prod0405,2,user0360
prod0912,1,user0740
prod0677,2,user0699
prod0933,2,user0977
prod0650,1,user0019
prod0915,3,user0793
prod0754,1,user0811
prod0698,4,user0727
prod0860,3,user0008
prod0341,2,user0282
prod0710,1,user0812
prod0617,1,user0091
prod0231,3,user0201
prod0682,2,user0910
prod0193,1,user0879
prod0281,2,user0522
prod0390,3,user0941
prod0957,4,user0536
prod0453,2,user0761
prod0355,3,user0073
prod0811,1,user0028
prod0974,4,user0282
prod0420,3,user0929
prod0783,2,user0686
prod0879,4,user0830
prod0343,1,user0398
prod0593,4,user0714
prod0718,2,user0971
prod0402,2,user0893
prod0523,1,user0463
prod0996,4,user0622
prod0871,4,user0505
prod0812,3,user0847
prod0734,1,user0824
prod0203,1,user0707
prod0595,2,user0850
prod0147,2,user0921
prod0099,3,user0491
prod0125,3,user0905
prod0637,2,user0429
prod0546,3,user0500
prod0879,1,user0007
prod0716,1,user0131
prod0699,1,user0781
prod0806,3,user0378
prod0123,3,user0667
prod0898,3,user0781
prod0169,2,user0380
prod0048,1,user0572
prod0655,4,user0016
prod0026,1,user0266
prod0693,3,user0096
prod0120,1,user0587
prod0809,2,user0397
prod0818,3,user0828
prod0114,2,user0511
prod0930,2,user0779
prod0745,3,user0819
prod0924,1,user0369
prod0078,1,user0359
prod0761,2,user0675
prod0339,3,user0896
prod0999,2,user0594
prod0379,2,user0137
