prod_id,qty,user_id
prod1204,1,user1792
prod0690,3,user0614
prod1136,1,user1653
prod2218,1,user1711
prod0445,1,user0922
prod2190,3,user1380
prod0653,1,user0973
prod0485,4,user0808
prod1765,3,user1955
prod2124,2,user0242
prod1593,4,user1983
prod0229,4,user1447
prod1559,2,user2084
prod0086,2,user0156
prod2279,4,user0056
prod0341,2,user0911
prod1170,3,user1077
prod0773,1,user1861
prod1045,2,user1370
prod2142,4,user1477
prod2285,4,user1756
prod1953,1,user1010
prod1826,2,user0320
prod2343,2,user1439
prod0197,2,user1845
prod0821,2,user1088
prod1140,4,user0316
prod0055,4,user1091
prod2168,1,user0396
prod0444,3,user2347
prod1705,4,user1955
prod0057,1,user0836
prod0628,1,user2312
prod2260,2,user1099
prod0321,4,user1963
prod0263,2,user0941
prod0562,2,user1006
prod1351,1,user0559
prod2402,1,user0329
prod2350,3,user1793
prod0486,4,user2088
prod2181,4,user0482
prod0319,1,user0972
prod2056,1,user2025
prod0767,1,user2450
prod1383,4,user1869
prod1343,4,user0438
prod1095,1,user1844
prod0634,1,user2106
prod1517,3,user0666
prod2133,1,user0634
prod0189,4,user2332
prod1902,4,user1788
prod0614,2,user1996
prod0777,4,user1303
prod1882,4,user2448
prod1307,4,user2325
prod0861,3,user1946
prod0086,3,user0244
prod1744,2,user0105
prod2204,1,user0240
prod0659,3,user0279
prod2313,4,user2465
prod1161,4,user0639
prod2220,4,user0625
prod0013,3,user2142
prod1702,1,user1566
prod1133,1,user0181
prod1688,3,user0327
prod2033,3,user1647
prod1567,3,user1102
prod0015,2,user0061
prod0059,3,user0641
prod1802,2,user1396
prod2046,1,user1507
prod1182,4,user2011
prod1029,3,user2006
prod0947,1,user0183
prod0366,1,user1106
prod1079,3,user1624
prod0575,3,user1537
prod0361,4,user0429
prod0120,2,user1073
prod0597,1,user0820
prod1510,4,user1096
prod0891,1,user1467
prod0874,1,user1458
prod1452,2,user1518
prod0990,4,user0521
prod1587,4,user2438
prod0491,3,user2062
prod1610,4,user0266
prod0739,4,user1885
prod0645,2,user0719
prod0705,4,user0083
prod0443,3,user1176
prod2028,4,user1474
prod1627,4,user0979
prod0406,1,user2198
prod2018,1,user0324
prod0580,1,user0417
prod2032,1,user1248
prod2073,1,user2447
prod2477,3,user2344
prod0934,2,user2019
prod0883,1,user1764
prod1174,4,user1661
prod0370,1,user1157
prod0915,3,user0284
prod0025,1,user0026
prod0405,1,user2241
prod1363,3,user0632
prod1191,1,user1018
prod1017,2,user0891
prod1255,1,user0027
prod2025,1,user1907
prod0147,4,user0314
prod1278,2,user2441
prod1372,2,user1326
prod1904,2,user0005
prod2326,1,user0104
prod0013,2,user1597
prod2489,2,user0273
prod2197,3,user0686
prod0678,4,user0386
prod1084,3,user1817
prod0954,3,user0085
prod2413,2,user0865
prod2324,4,user1049
prod0575,1,user0731
prod2483,1,user0654
prod0040,1,user0604
prod2253,2,user0217
prod1581,1,user0455
prod1803,1,user2274
prod1928,3,user1036
prod2261,4,user0500
prod2303,1,user2109
prod0741,1,user0442
prod0820,1,user1215
prod1427,1,user2112
prod1660,3,user1011
prod1785,4,user1620
prod1190,3,user2424
prod1756,2,user0559
prod2261,2,user2032
prod2461,4,user1087
prod2436,1,user0668
prod1177,3,user2023
prod1662,2,user1940
prod2215,2,user1235
prod2331,2,user1837
prod1998,4,user1956
prod0068,4,user1393
prod0627,2,user1796
prod0520,1,user0686
prod0448,4,user2234
prod0495,2,user0282
prod0253,1,user1225
prod1871,4,user0010
prod0323,4,user2468
prod0850,3,user0653
prod1932,1,user2414
prod0142,3,user1692
prod1972,3,user1628
prod0750,2,user1712
prod1815,4,user0334
prod1241,4,user1468
prod1772,2,user0833
prod0705,1,user0829
prod1339,4,user2242
prod1432,2,user1839
prod2162,1,user1865
prod2070,2,user2097
prod2247,4,user2011
prod2016,1,user0960
prod0777,4,user1746
prod1280,4,user1271
prod0434,2,user2312
prod2205,1,user1686
prod1073,1,user0196
prod1856,4,user0936
prod1867,1,user1158
prod1260,4,user1863
prod2247,2,user2205
prod1791,4,user0955
prod0416,4,user1569
prod1564,2,user1663
prod2186,1,user0703
prod1067,2,user0251
prod0889,3,user2035
prod1001,4,user0876
prod1145,3,user1057
prod0676,4,user1610
prod1454,2,user1969
prod2446,3,user1002
prod1558,3,user2065
prod1349,3,user1943
prod1204,1,user0200
prod0030,2,user1611
prod0796,4,user1426
prod1772,1,user2297
prod0508,2,user0052
prod0671,3,user1168
prod0849,2,user0947
prod0825,1,user1814
prod1815,4,user2159
prod0676,1,user2443
prod1503,3,user0397
prod2202,2,user2297
prod1129,3,user0391
prod1083,1,user0066
prod0833,1,user2281
prod0193,1,user1165
prod1948,4,user0365
prod2316,1,user0397
prod2485,3,user0943
prod2261,1,user0280
prod0176,2,user0422
prod0469,1,user0160
prod0625,3,user1359
prod1384,3,user1586
prod1161,4,user0235
prod2361,1,user0854
prod0510,2,user1912
prod1457,2,user0016
prod0754,1,user2323
prod0996,3,user1647
prod0036,3,user0162
prod0869,3,user0327
prod1973,3,user2392
prod0900,4,user0881
prod1738,4,user2108
prod1029,2,user2163
prod1888,2,user0006
prod0390,3,user0496
prod1194,3,user2243
prod0801,1,user2080
prod0470,3,user2043
prod1987,2,user2142
prod0940,2,user2321
prod2136,3,user0310
prod2279,1,user2208
prod1192,3,user2051
prod2075,1,user2163
prod1538,4,user1020
prod2460,3,user1627
prod0973,3,user1825
prod0080,1,user1467
prod2249,2,user2086
prod1088,3,user0905
prod0158,2,user2239
prod1801,3,user0209
prod0476,2,user1956
prod0847,3,user1750
prod0161,1,user1171
prod0708,4,user1705
prod1978,3,user1403
prod1292,3,user2093
prod2299,4,user0515
prod0157,3,user2028
prod1321,3,user2259
prod1608,3,user2101
prod0309,2,user0338
prod0245,3,user1711
prod2142,4,user1496
prod1475,1,user2426
prod1706,2,user2388
prod0798,3,user2333
prod1109,3,user0145
prod2228,2,user1494
prod0090,4,user0565
prod0347,2,user0384
prod2157,1,user1959
prod2073,4,user0732
prod1227,1,user0711
prod1469,3,user1942
prod0118,2,user1478
prod1048,2,user0012
prod0141,2,user2254
prod2320,4,user1093
prod1282,1,user1630
prod2484,2,user0955
prod1546,3,user2487
prod2437,4,user1137
prod1071,1,user1616
prod2301,4,user1790
prod0389,1,user0564
prod0512,1,user2226
prod0093,1,user0664
prod1145,4,user1273
prod1844,4,user0548
prod1543,2,user0182
prod1262,1,user0609
prod1588,2,user0204
prod1745,2,user0090
prod0848,1,user0320
prod1832,4,user0429
prod0784,4,user1744
prod1135,3,user2429
prod1523,4,user0315
prod2499,3,user1085
prod2134,3,user0588
prod1949,4,user1539
prod0176,4,user0660
prod1264,4,user1319
prod0496,2,user0086
prod2101,3,user1734
prod1394,1,user0709
prod0355,1,user0321
prod1429,2,user0077
prod0611,1,user0014
prod1547,3,user1006
prod1860,4,user0790
prod0582,2,user0403
prod0709,2,user1503
prod0325,3,user1492
prod1302,3,user2351
prod1980,4,user1000
prod1248,2,user2364
prod1873,3,user1168
prod0334,2,user0980
prod1641,3,user1491
prod1755,3,user0790
prod1772,3,user1834
prod0950,1,user0916
prod0731,2,user1137
prod1204,1,user0103
prod2014,3,user1026
prod1198,2,user1014
prod0592,2,user0113
prod0664,1,user2227
prod0884,2,user1821
prod1677,4,user1261
prod1582,4,user0030
prod1616,2,user0380
prod1617,2,user1198
prod1151,2,user2086
prod1692,4,user0430
prod1953,1,user0641
prod2130,1,user2323
prod0730,1,user1929
prod1879,2,user1806
prod0268,2,user0142
prod0639,2,user0525
prod2092,4,user1256
prod2350,1,user0240
prod1503,1,user0835
prod2011,3,user2493
prod1800,3,user1243
prod1520,3,user1407
prod0742,4,user1389
prod0252,2,user2381
prod1860,4,user1207
prod2074,2,user1608
prod0131,1,user2031
prod1737,1,user0695
prod0991,2,user1521
prod0786,3,user1525
prod0374,4,user2178
prod1816,3,user1500
prod1988,1,user0627
prod0034,2,user0371
prod0605,2,user0939
prod1971,4,user0634
prod2403,1,user0488
prod1640,2,user0581
prod1919,4,user1786
prod1488,4,user2258
prod0223,4,user0096
prod2133,2,user0144
prod0416,2,user0824
prod1266,2,user2274
prod1640,2,user0978
prod1038,1,user1107
prod2191,2,user1639
prod0566,4,user1088
prod0254,3,user2091
prod1770,3,user1839
prod2382,1,user1748
prod1508,1,user2363
prod1906,4,user0300
prod1813,3,user2466
prod2007,2,user1099
prod2314,4,user1618
prod1086,3,user1218
prod0200,4,user0367
prod0562,1,user2151
prod1224,2,user0482
prod2329,4,user1947
prod1656,4,user0299
prod2223,4,user0180
prod2346,4,user2378
prod1242,4,user0186
prod0336,2,user2239
prod1582,2,user1724
prod2494,3,user2267
prod0037,4,user2302
prod0217,1,user2463
prod0768,1,user0077
prod1710,1,user0525
prod2358,3,user0318
prod0547,2,user1994
prod2495,2,user0825
prod0827,2,user0865
prod1260,1,user0707
prod2208,1,user1563
prod1620,3,user1844
prod2423,1,user1808
prod1656,1,user1921
prod2010,2,user0322
prod2441,1,user0524
prod0205,2,user1640
prod0388,3,user0601
prod0285,2,user0799
prod2044,3,user1368
prod0041,4,user0789
prod0981,2,user2176
prod0254,3,user1861
prod1092,1,user0401
prod1095,1,user2050
prod0990,3,user0172
prod0506,2,user0837
prod0262,3,user1708
prod2075,2,user0572
prod0384,3,user0863
prod0776,2,user1608
prod1463,2,user2004
prod0626,2,user2497
prod1454,2,user0841
prod0360,3,user1587
prod1356,4,user0264
prod2111,3,user0472
prod1077,3,user0882
prod0402,4,user2175
prod2416,1,user1928
prod0571,1,user0230
prod0438,1,user1182
prod0566,4,user0091
prod0002,4,user0791
prod0095,3,user1449
prod1486,4,user1960
prod2107,1,user0234
prod1995,3,user0340
prod0197,3,user2204
prod0145,3,user2273
prod0025,3,user1229
prod0596,4,user0783
prod0004,4,user2049
prod1600,3,user0286
prod1534,1,user2015
prod0003,2,user0310
prod2463,2,user1514
prod0110,3,user1964
prod2113,3,user1147
prod0343,4,user2047
prod2004,2,user2008
prod0339,1,user1969
prod2025,2,user1051
prod2294,2,user1212
prod0903,3,user2039
prod0082,3,user1324
prod1409,3,user1026
prod0425,3,user0078
prod1952,1,user1475
prod0100,4,user0960
prod0233,4,user0518
prod0181,1,user2140
prod0484,4,user1540
prod2063,4,user1129
prod1410,2,user1437
prod2424,3,user1610
prod0713,2,user0047
prod1992,3,user1686
prod1402,4,user2246
prod0814,4,user0893
prod0110,4,user1771
prod0593,2,user0776
prod1584,3,user0153
prod0215,3,user0004
prod0321,2,user1615
prod0679,2,user1693
prod2164,4,user1118
prod0091,3,user0360
prod1856,2,user0625
prod0156,3,user0665
prod0359,4,user0547
prod0487,2,user2118
prod2448,3,user0074
prod0719,3,user1680
prod1936,4,user2194
prod0194,2,user1167
prod1753,2,user0649
prod2345,2,user2004
prod1033,2,user0099
prod1548,4,user1904
prod1531,1,user1916
prod1338,2,user2253
prod2312,2,user0470
prod1070,3,user1212
prod2454,2,user1357
prod0145,2,user1070
prod1932,2,user1395
prod2415,1,user0928
prod0989,1,user2027
prod0747,2,user0818
prod1059,2,user0523
prod2319,4,user1748
prod2348,3,user0850
prod2221,3,user1873
prod1809,3,user1656
prod1023,4,user0908
prod2230,3,user1097
prod1667,2,user0259
prod0116,3,user1970
prod1732,1,user1513
prod1078,4,user0478
prod1921,1,user2431
prod0308,1,user1493
prod1939,3,user1534
prod0892,2,user2103
prod0724,1,user0935
prod0231,4,user1345
prod0086,2,user1662
prod0585,2,user2400
prod0801,2,user1802
prod0073,2,user1963
prod1226,2,user0017
prod1719,1,user0050
prod1298,1,user1746
prod0566,2,user1263
prod0766,4,user0965
prod1491,2,user0407
prod0422,4,user1303
prod1207,4,user0893
prod1003,4,user0354
prod1946,2,user1162
prod1959,1,user0260
prod1648,1,user0579
prod1909,1,user1680
prod1331,4,user2090
prod2267,3,user0266
prod2087,3,user1783
prod1427,4,user1173
prod1327,2,user1007
prod2091,3,user0990
prod2335,3,user1818
prod2101,1,user2426
prod2405,4,user0744
prod1975,1,user0097
prod1792,4,user1046
prod0645,4,user0169
prod1793,3,user1493
prod2080,2,user1041
prod1809,1,user0551
prod1183,3,user0492
prod0887,4,user0348
prod0393,4,user0071
prod0272,2,user1709
prod1089,4,user2167
prod0255,1,user1909
prod0089,4,user0867
prod0071,1,user0766
prod1372,3,user0110
prod2240,4,user1815
prod0689,2,user1429
prod2131,3,user1741
prod0698,4,user0650
prod0107,1,user0528
prod1541,2,user0058
prod1687,3,user1187
prod0497,4,user1244
prod0549,3,user1090
prod0531,2,user1342
prod2461,2,user2213
prod1212,3,user1762
prod0059,1,user1863
prod1755,3,user0484
prod2042,2,user1693
prod0681,4,user1936
prod1089,1,user1239
prod1520,2,user1211
prod2071,3,user0432
prod1585,4,user2366
prod1060,4,user1471
prod0921,4,user1125
prod0773,1,user1487
prod1937,4,user1963
prod0831,4,user2010
prod0532,2,user0387
prod0761,1,user0251
prod2110,2,user1598
prod0007,1,user1344
prod0011,1,user2457
prod1454,3,user0057
prod0460,3,user2329
prod1460,4,user0969
prod0378,3,user1960
prod2288,2,user0460
prod2074,4,user0530
prod2034,1,user0643
prod0603,2,user0792
prod1696,2,user2104
prod2372,2,user1460
prod1354,2,user1002
prod1076,4,user2033
prod1835,3,user1967
prod1470,2,user0090
prod1034,4,user1753
prod0368,3,user0771
prod1848,1,user1953
prod2197,1,user2217
prod1719,1,user1722
prod0822,1,user1190
prod1114,3,user1310
prod0008,1,user0827
prod1851,2,user0488
prod0904,3,user0497
prod1177,2,user1970
prod2480,2,user1012
prod1369,3,user1293
prod0148,3,user1219
prod2246,4,user0468
prod0568,1,user2221
prod0401,2,user1777
prod0072,3,user2436
prod0141,3,user1355
prod0972,2,user1853
prod1693,2,user0260
prod1000,3,user1585
prod2278,4,user1604
prod0910,2,user0806
prod0061,4,user1046
prod2160,1,user1839
prod1604,1,user2078
prod0729,2,user1398
prod0761,2,user0776
prod0548,1,user0397
prod2452,2,user0108
prod1463,2,user1056
prod0965,1,user1060
prod0545,1,user1766
prod2332,4,user0782
prod0444,4,user1158
prod1749,1,user1282
prod1190,3,user1744
prod1487,1,user1272
prod1715,3,user2149
prod0360,3,user1702
prod1808,3,user0748
prod0994,4,user0702
prod1213,2,user2083
prod1648,4,user1013
prod0131,3,user0012
prod1219,1,user1003
prod1814,4,user2144
prod1988,3,user0424
prod2030,1,user2384
prod0874,3,user0497
prod2341,2,user0931
prod0347,1,user2235
prod0330,4,user0560
prod1327,1,user0013
prod1606,1,user2319
prod0018,4,user0769
prod1279,1,user1202
prod1677,3,user1376
prod1250,1,user1989
prod1422,1,user0512
prod1137,3,user0730
prod0975,2,user0479
prod1158,3,user1400
prod0440,1,user1381
prod0500,1,user1552
prod2058,2,user1185
prod2483,1,user2408
prod0896,4,user1456
prod2447,4,user2383
prod1868,1,user2221
prod1588,4,user1620
prod1753,3,user0578
prod0612,4,user0055
prod1000,4,user2339
prod1927,1,user0947
prod0433,4,user1996
prod2164,2,user1062
prod1838,4,user2383
prod0309,1,user0405
prod1212,2,user1089
prod0280,4,user0086
prod0931,4,user2266
prod0016,2,user1567
prod2363,3,user1713
prod1169,4,user1721
prod0447,3,user2125
prod2301,1,user0170
prod0068,2,user0906
prod0110,1,user1868
prod0444,1,user1724
prod0706,1,user2492
prod0225,2,user1156
prod1379,1,user1815
prod2063,3,user0349
prod0222,2,user0008
prod0990,1,user0813
prod0821,1,user1922
prod0571,2,user1847
prod0729,4,user1115
prod0750,4,user1719
prod1461,4,user1687
prod1980,2,user1971
prod2251,1,user1154
prod1768,1,user1972
prod0283,2,user1618
prod1451,3,user1816
prod0514,1,user1108
prod2436,3,user0690
prod1707,1,user0823
prod0319,3,user1215
prod2033,2,user1684
prod1717,1,user1157
prod0949,1,user1558
prod2332,1,user0389
prod1109,3,user1033
prod1885,2,user1585
prod0472,4,user1507
prod0728,1,user1963
prod0015,2,user1256
prod2194,3,user0421
prod1926,3,user1851
prod1972,1,user0520
prod1050,4,user0348
prod0457,3,user2317
prod1145,3,user0552
prod0072,2,user0367
prod1884,2,user1219
prod2058,4,user0393
prod1938,3,user2325
prod2311,2,user1121
prod1637,1,user1896
prod2405,3,user2353
prod2438,2,user1650
prod0813,4,user0849
prod1587,3,user1907
prod0977,3,user1497
prod0835,1,user1338
prod2389,3,user0098
prod1901,3,user2227
prod2144,2,user0901
prod0238,1,user0996
prod1542,1,user0622
prod2460,3,user1331
prod1123,2,user1940
prod0003,1,user0764
prod1041,2,user0490
prod1576,2,user1828
prod0398,4,user2096
prod1439,1,user1233
prod0298,3,user1406
prod2436,2,user0557
prod1413,2,user0625
prod1642,4,user1154
prod1829,4,user1764
prod1014,3,user1422
prod1879,1,user0520
prod1538,2,user0396
prod1673,2,user0001
prod0997,1,user0557
prod1490,2,user0939
prod1039,1,user0610
prod1332,1,user1257
prod0552,2,user1780
prod1284,3,user2045
prod1790,1,user0695
prod0811,3,user1286
prod2321,1,user0166
prod1557,2,user0354
prod2173,4,user1987
prod1090,1,user1225
prod1795,2,user2477
prod1194,1,user2375
prod1878,3,user1245
prod1711,2,user1236
prod0114,1,user1133
prod0641,3,user1847
prod0708,1,user0869
prod0212,3,user2417
prod1060,3,user0479
prod0461,3,user0917
prod2064,3,user1859
prod0695,1,user0206
prod0060,4,user2199
prod1546,3,user1960
prod0840,3,user1768
prod1502,1,user0574
prod0967,2,user0523
prod1362,2,user1347
prod1972,3,user1536
prod1760,3,user0717
prod0876,2,user1240
prod0437,3,user1048
prod0591,4,user1225
prod0371,2,user1649
prod0019,1,user0620
prod0681,2,user1528
prod0784,4,user1321
prod1146,1,user2004
prod0527,2,user1245
prod1367,3,user0991
prod1278,2,user0611
prod1263,4,user0690
prod1966,3,user1515
prod1521,1,user2312
prod1402,1,user2385
prod1593,3,user1456
prod0900,3,user2138
prod1564,4,user1575
prod2041,4,user0129
prod2245,2,user2364
prod1183,3,user1711
prod0392,2,user1879
prod1464,3,user0317
prod0958,4,user2319
prod0632,3,user1904
prod1554,2,user0754
prod1730,4,user1980
prod1959,2,user1044
prod0787,2,user1489
prod0612,1,user1407
prod2336,3,user1580
prod2034,2,user1843
prod2419,3,user2357
prod1975,3,user1065
prod0464,4,user1683
prod2339,3,user0345
prod1770,4,user0519
prod0106,3,user1225
prod1944,1,user1782
prod1374,1,user1816
prod1904,2,user0244
prod0460,2,user1019
prod1651,4,user0309
prod2172,2,user2371
prod0174,2,user0443
prod1506,2,user2118
prod0237,4,user0078
prod0215,2,user1974
prod2238,1,user1691
prod0170,1,user1323
prod0888,1,user2035
prod0550,1,user0685
prod0210,4,user1351
prod2049,1,user1147
prod2339,1,user2115
prod2072,3,user0455
prod1149,3,user1017
prod2427,4,user0963
prod1016,2,user0939
prod0051,2,user0066
prod1323,1,user0877
prod1566,4,user0044
prod0652,1,user1637
prod2493,3,user0275
prod1825,1,user2397
prod0169,3,user0408
prod1652,2,user1541
prod1947,2,user1011
prod1704,4,user1730
prod1923,3,user0131
prod1455,1,user0143
prod2481,3,user0257
prod0299,4,user0803
prod1698,1,user1201
prod0674,1,user0040
prod0901,4,user1744
prod0729,4,user1077
prod1164,3,user2143
prod1509,1,user0069
prod2038,2,user1483
prod2120,1,user1000
prod1716,2,user0340
prod2373,4,user1267
prod1896,3,user2442
prod1512,1,user1089
prod1181,4,user1538
prod2288,1,user2003
prod1315,4,user2280
prod1430,2,user0435
prod2339,4,user0566
prod1230,4,user1075
prod2209,2,user0033
prod2198,1,user2292
prod0994,4,user1562
prod0875,3,user1748
prod0800,1,user0086
prod1687,1,user0096
prod0923,2,user1609
prod2172,4,user0994
prod0096,4,user1404
prod0468,2,user0339
prod1059,3,user0224
prod1701,4,user1494
prod1610,3,user1370
prod0148,1,user0806
prod0829,3,user0827
prod1242,4,user0964
prod0389,4,user1179
prod0085,1,user0709
prod1738,3,user2105
prod0222,4,user0146
prod0969,4,user1108
prod2208,4,user2240
prod0732,3,user2117
prod0495,4,user2182
prod2445,2,user2262
prod2295,1,user0548
prod0462,1,user0339
prod1277,4,user1253
prod1506,1,user0956
prod0763,2,user0392
prod0970,2,user1523
prod2324,3,user0519
prod0564,1,user0466
prod2280,2,user1747
prod1978,2,user0207
prod2168,3,user1485
prod1662,3,user1795
prod1117,1,user0179
prod2440,1,user2456
prod2037,2,user1792
prod0973,1,user0423
prod1551,2,user1007
prod0299,3,user0235
prod0007,1,user0392
prod1656,3,user1619
prod1881,3,user1582
prod2431,2,user1483
prod0350,2,user2070
prod1044,4,user2442
prod0893,1,user2160
prod0791,1,user1047
prod1879,1,user2074
prod1549,1,user2095
prod1372,2,user0272
prod1840,1,user0685
prod1774,3,user1966
prod0144,4,user1978
prod0574,4,user0631
prod1006,3,user1881
prod1772,2,user1371
prod0492,4,user2222
prod0711,3,user2299
prod1961,4,user2236
prod0343,2,user2208
prod0300,2,user2326
prod1771,4,user0527
prod0485,3,user2101
prod0238,4,user0313
prod0463,3,user1525
prod0687,3,user0149
prod1816,1,user0130
prod0987,3,user0444
prod2384,3,user1422
prod1667,2,user1097
prod0788,1,user0113
prod2403,2,user0436
prod0443,3,user1075
prod1890,1,user0178
prod0811,1,user0648
prod0923,1,user2355
prod1715,4,user1667
prod0517,2,user1377
prod0455,3,user0568
prod0018,2,user2192
prod0481,2,user1045
prod0125,4,user0918
prod0579,4,user0688
prod2432,4,user0201
prod1779,4,user0161
prod0446,4,user0305
prod0059,1,user1768
prod2016,1,user0627
prod2144,2,user1349
prod1788,3,user0697
prod0164,1,user0453
prod0977,1,user2181
prod1563,4,user0451
prod2493,2,user2322
prod1359,4,user2065
prod1912,1,user1676
prod1675,1,user0552
prod1055,2,user1648
prod1124,1,user1181
prod0181,4,user1430
prod1035,2,user2254
prod0071,4,user1068
prod1722,4,user2453
prod1185,1,user1619
prod0547,2,user1175
prod0730,3,user0261
prod1384,1,user1071
prod1448,3,user0850
prod0076,2,user2106
prod1830,3,user1830
prod2274,4,user1199
prod1451,4,user1805
prod1663,3,user0505
prod0254,3,user1270
prod1059,4,user1880
prod1924,4,user2150
prod1087,4,user2449
prod1260,1,user0559
prod0572,1,user1694
prod1618,3,user0400
prod0364,4,user1680
prod1409,3,user2160
prod0070,3,user1055
prod0722,1,user0007
prod0076,4,user1286
prod2101,4,user1705
prod1379,3,user1205
prod0227,4,user2067
prod0538,2,user1547
prod2007,1,user2014
prod0908,2,user1766
prod2144,2,user1749
prod1660,1,user0961
prod0740,1,user1904
prod2066,3,user1660
prod0826,1,user0082
prod2196,1,user2427
prod0648,2,user2102
prod1057,2,user0945
prod0123,1,user0604
prod0303,4,user1424
prod0302,3,user0904
prod2372,3,user0569
prod1341,4,user2027
prod1856,4,user2359
prod1379,3,user0316
prod2410,3,user0443
prod1762,2,user0643
prod2309,3,user1148
prod2071,3,user2438
prod1937,2,user1034
prod0474,3,user0684
prod1069,2,user0415
prod0095,3,user1261
prod0906,4,user2324
prod1634,2,user2218
prod2189,2,user0704
prod1595,4,user1040
prod1206,4,user0352
prod0916,1,user0432
prod0473,4,user1030
prod2046,3,user1518
prod1565,2,user1240
prod0665,2,user1702
prod1166,2,user2413
prod0419,3,user0885
prod1809,1,user1286
prod1029,3,user0602
prod2332,4,user1134
prod0669,3,user1416
prod1052,3,user0186
prod1858,2,user1735
prod1404,3,user1627
prod1651,2,user1589
prod0747,2,user0258
prod1669,1,user1661
prod0057,3,user1740
prod1650,4,user0312
prod1511,3,user1863
prod0145,4,user1409
prod1412,3,user0003
prod1150,4,user0121
prod0338,1,user1462
prod0189,1,user1530
prod1027,3,user0289
prod1797,3,user0931
prod0630,2,user0396
prod0233,2,user0038
prod0605,3,user0928
prod0598,4,user1260
prod1540,1,user0464
prod1143,1,user0094
prod0594,1,user1304
prod2352,4,user0753
prod0869,4,user0320
prod0052,2,user2285
prod1673,4,user1464
prod0420,1,user0488
prod1906,1,user2421
prod0073,2,user1290
prod0153,2,user0532
prod0672,4,user1299
prod1262,1,user2322
prod1136,1,user2288
prod1582,3,user0962
prod1506,1,user0966
prod0146,3,user1525
prod0823,1,user2225
prod2226,1,user0363
prod1976,1,user0250
prod2329,3,user1115
prod2103,2,user0071
prod0498,3,user0896
prod1973,3,user0763
prod1983,3,user1867
prod1788,2,user1789
prod0332,3,user2186
prod0631,4,user1555
prod2147,2,user0942
prod1547,3,user1246
prod0147,4,user2085
prod1004,1,user1993
prod2296,1,user2221
prod0087,3,user1380
prod0343,1,user0491
prod1583,4,user0626
prod0178,3,user1089
prod1228,1,user0972
prod2488,3,user1400
prod0375,3,user2223
prod1987,4,user2095
prod1862,4,user1514
prod1235,1,user1400
prod2295,3,user0724
prod2009,4,user0947
prod1988,4,user2101
prod0629,2,user0545
prod0477,3,user0724
prod1122,2,user0127
prod1839,4,user1600
prod2085,4,user0373
prod1029,2,user0869
prod0883,3,user0533
prod1152,2,user0676
prod1896,2,user1479
prod1564,1,user0920
prod0213,4,user0103
prod1252,1,user1806
prod0255,1,user1784
prod0265,3,user1414
prod0411,3,user0818
prod0896,4,user0532
prod1101,3,user1005
prod1424,3,user0516
prod2245,2,user0299
prod1933,2,user1284
prod1164,3,user1196
prod2270,3,user0592
prod2165,3,user0957
prod1579,4,user0650
prod1749,1,user1574
