prod_id,description,prod_type,qty_avail
prod0168,"Stand; size: L, color: white, finish: varnish",bedroom,7
prod0169,"End table; size: M, color: silver, finish: silver",livingroom,26
prod0170,"Bar stool; size: XL, color: bronze, finish: bare",kitchen,3
prod0171,"Dresser; size: M, color: silver, finish: silver",livingroom,4
prod0172,"Stand; size: L, color: purple, finish: bare",bedroom,22
prod0173,"Stool; size: XL, color: silver, finish: bare",bedroom,26
prod0174,"Dining table; size: L, color: blue, finish: oil",livingroom,27
prod0175,"Stool; size: L, color: brown, finish: gold",kitchen,14
prod0176,"Desk; size: L, color: bronze, finish: varnish",kitchen,4
prod0177,"TV stand; size: XL, color: gold, finish: platinum",livingroom,17
prod0178,"Stand; size: S, color: blue, finish: varnish",bedroom,18
prod0179,"Bed frame; size: S, color: gold, finish: lacquer",kitchen,16
prod0180,"Desk; size: S, color: green, finish: resin",kitchen,15
prod0181,"Coffee table; size: M, color: bronze, finish: platinum",kitchen,23
prod0182,"Stool; size: M, color: gold, finish: lacquer",livingroom,18
prod0183,"Bar stool; size: M, color: blue, finish: oil",livingroom,15
prod0184,"Dining table; size: XL, color: bronze, finish: chrome",livingroom,19
prod0185,"Sofa; size: S, color: red, finish: resin",bedroom,6
prod0186,"Stand; size: S, color: silver, finish: platinum",kitchen,16
prod0187,"End table; size: S, color: blue, finish: oil",livingroom,27
prod0188,"TV stand; size: S, color: red, finish: wood",bedroom,9
prod0189,"Stand; size: M, color: bronze, finish: chrome",bedroom,13
prod0190,"Bed frame; size: M, color: bronze, finish: varnish",bedroom,15
prod0191,"Coffee table; size: L, color: black, finish: resin",bedroom,27
prod0192,"Stand; size: L, color: green, finish: bare",kitchen,24
prod0193,"Desk; size: L, color: brown, finish: diamonds",livingroom,3
prod0194,"End table; size: S, color: bronze, finish: resin",kitchen,8
prod0195,"Bed frame; size: L, color: gold, finish: lacquer",kitchen,21
prod0196,"TV stand; size: L, color: red, finish: platinum",bedroom,22
prod0197,"Coffee table; size: M, color: bronze, finish: gold",kitchen,13
prod0198,"Coffee table; size: M, color: silver, finish: lacquer",kitchen,17
prod0199,"TV stand; size: S, color: brown, finish: diamonds",kitchen,15
prod0200,"Book shelf; size: S, color: black, finish: oil",livingroom,25
prod0201,"Desk; size: L, color: black, finish: lacquer",livingroom,10
prod0202,"Desk; size: XL, color: white, finish: chrome",bedroom,10
prod0203,"TV stand; size: M, color: green, finish: varnish",kitchen,20
prod0204,"End table; size: M, color: gold, finish: wood",bedroom,3
prod0205,"Dining table; size: XL, color: silver, finish: varnish",livingroom,16
prod0206,"Stand; size: XL, color: purple, finish: silver",bedroom,10
prod0207,"Dresser; size: M, color: green, finish: bare",bedroom,23
prod0208,"Bar stool; size: M, color: brown, finish: bare",kitchen,20
prod0209,"Stool; size: M, color: gold, finish: varnish",livingroom,1
prod0210,"TV stand; size: XL, color: bronze, finish: wood",bedroom,8
prod0211,"Desk; size: S, color: green, finish: paint",livingroom,1
prod0212,"Book shelf; size: M, color: purple, finish: bare",bedroom,13
prod0213,"Bed frame; size: M, color: silver, finish: silver",livingroom,10
prod0214,"Dining table; size: XL, color: blue, finish: resin",livingroom,25
prod0215,"Bed frame; size: M, color: green, finish: diamonds",kitchen,11
prod0216,"Bed frame; size: L, color: bronze, finish: wood",kitchen,2
prod0217,"TV stand; size: XL, color: gold, finish: paint",kitchen,22
prod0218,"Book shelf; size: M, color: silver, finish: platinum",livingroom,6
prod0219,"Bed frame; size: S, color: red, finish: varnish",livingroom,4
prod0220,"Coffee table; size: XL, color: black, finish: gold",bedroom,11
prod0221,"Bed frame; size: M, color: black, finish: paint",kitchen,3
prod0222,"Bar stool; size: XL, color: black, finish: diamonds",bedroom,25
prod0223,"End table; size: L, color: bronze, finish: bare",livingroom,27
prod0224,"Bar stool; size: S, color: purple, finish: bare",bedroom,15
prod0225,"Coffee table; size: S, color: red, finish: platinum",livingroom,17
prod0226,"Dining table; size: XL, color: brown, finish: silver",livingroom,21
prod0227,"Bar stool; size: XL, color: white, finish: oil",livingroom,6
prod0228,"Sofa; size: XL, color: black, finish: chrome",kitchen,18
prod0229,"End table; size: S, color: green, finish: chrome",kitchen,11
prod0230,"L-shaped sofa; size: L, color: black, finish: paint",bedroom,13
prod0231,"Book shelf; size: S, color: blue, finish: lacquer",kitchen,12
prod0232,"Stool; size: L, color: purple, finish: chrome",bedroom,10
prod0233,"Coffee table; size: L, color: purple, finish: platinum",bedroom,26
prod0234,"Bed frame; size: XL, color: blue, finish: chrome",kitchen,7
prod0235,"Book shelf; size: S, color: black, finish: wood",bedroom,17
prod0236,"Stool; size: M, color: silver, finish: resin",kitchen,29
prod0237,"Dresser; size: L, color: purple, finish: bare",kitchen,28
prod0238,"Stool; size: M, color: silver, finish: varnish",kitchen,10
prod0239,"Dining table; size: L, color: white, finish: lacquer",kitchen,16
prod0240,"Bed frame; size: S, color: blue, finish: wood",kitchen,14
prod0241,"Bar stool; size: XL, color: purple, finish: resin",livingroom,23
prod0242,"Book shelf; size: S, color: bronze, finish: silver",livingroom,12
prod0243,"L-shaped sofa; size: S, color: green, finish: varnish",livingroom,2
prod0244,"TV stand; size: XL, color: black, finish: lacquer",livingroom,19
prod0245,"Book shelf; size: S, color: purple, finish: wood",livingroom,20
prod0246,"TV stand; size: L, color: gold, finish: diamonds",livingroom,15
prod0247,"Coffee table; size: M, color: purple, finish: diamonds",kitchen,29
prod0248,"Stool; size: XL, color: white, finish: gold",kitchen,7
prod0249,"End table; size: M, color: gold, finish: lacquer",bedroom,25
prod0250,"Dresser; size: L, color: blue, finish: paint",kitchen,17
prod0251,"Bed frame; size: L, color: bronze, finish: chrome",kitchen,0
prod0252,"Book shelf; size: S, color: blue, finish: platinum",bedroom,3
prod0253,"Dresser; size: XL, color: brown, finish: silver",bedroom,21
prod0254,"Book shelf; size: XL, color: white, finish: paint",livingroom,3
prod0255,"Dresser; size: XL, color: bronze, finish: bare",livingroom,19
prod0256,"L-shaped sofa; size: L, color: white, finish: lacquer",bedroom,26
prod0257,"Dining table; size: XL, color: silver, finish: platinum",bedroom,23
prod0258,"Desk; size: L, color: green, finish: bare",kitchen,21
prod0259,"TV stand; size: XL, color: silver, finish: platinum",livingroom,7
prod0260,"Stool; size: XL, color: bronze, finish: varnish",kitchen,13
prod0261,"Desk; size: L, color: blue, finish: resin",bedroom,9
prod0262,"Stand; size: S, color: black, finish: gold",kitchen,5
prod0263,"End table; size: L, color: brown, finish: gold",livingroom,19
prod0264,"Desk; size: XL, color: silver, finish: wood",kitchen,12
prod0265,"Dining table; size: M, color: purple, finish: bare",bedroom,13
prod0266,"L-shaped sofa; size: S, color: silver, finish: resin",kitchen,2
prod0267,"Dining table; size: S, color: silver, finish: lacquer",kitchen,8
prod0268,"L-shaped sofa; size: S, color: green, finish: oil",livingroom,3
prod0269,"L-shaped sofa; size: L, color: red, finish: lacquer",livingroom,25
prod0270,"Sofa; size: S, color: gold, finish: diamonds",kitchen,13
prod0271,"Coffee table; size: XL, color: gold, finish: oil",livingroom,4
prod0272,"Bar stool; size: L, color: blue, finish: wood",kitchen,8
prod0273,"Dresser; size: S, color: bronze, finish: oil",livingroom,28
prod0274,"End table; size: XL, color: purple, finish: chrome",livingroom,11
prod0275,"Stool; size: S, color: blue, finish: diamonds",bedroom,6
prod0276,"Bed frame; size: M, color: red, finish: diamonds",bedroom,6
prod0277,"Desk; size: XL, color: purple, finish: paint",bedroom,7
prod0278,"Dresser; size: M, color: black, finish: silver",bedroom,20
prod0279,"End table; size: M, color: green, finish: silver",kitchen,15
prod0280,"Coffee table; size: S, color: white, finish: platinum",bedroom,6
prod0281,"End table; size: XL, color: brown, finish: silver",kitchen,21
prod0282,"Book shelf; size: S, color: silver, finish: paint",bedroom,10
prod0283,"TV stand; size: S, color: blue, finish: diamonds",bedroom,8
prod0284,"Dining table; size: M, color: bronze, finish: chrome",livingroom,21
prod0285,"L-shaped sofa; size: S, color: green, finish: diamonds",livingroom,15
prod0286,"Stool; size: XL, color: black, finish: platinum",kitchen,28
prod0287,"Coffee table; size: L, color: black, finish: resin",bedroom,27
prod0288,"Sofa; size: L, color: gold, finish: platinum",kitchen,11
prod0289,"Desk; size: S, color: black, finish: paint",bedroom,10
prod0290,"Stand; size: M, color: silver, finish: oil",bedroom,28
prod0291,"Coffee table; size: S, color: red, finish: paint",bedroom,17
prod0292,"End table; size: XL, color: silver, finish: silver",livingroom,3
prod0293,"Sofa; size: S, color: bronze, finish: resin",bedroom,22
prod0294,"TV stand; size: XL, color: white, finish: gold",kitchen,13
prod0295,"Dresser; size: XL, color: green, finish: varnish",livingroom,28
prod0296,"End table; size: L, color: red, finish: platinum",livingroom,24
prod0297,"TV stand; size: XL, color: white, finish: silver",bedroom,9
prod0298,"TV stand; size: S, color: white, finish: diamonds",bedroom,2
prod0299,"Sofa; size: L, color: purple, finish: platinum",livingroom,0
prod0300,"Stand; size: S, color: green, finish: silver",kitchen,18
prod0301,"Dresser; size: XL, color: brown, finish: bare",bedroom,2
prod0302,"Bed frame; size: XL, color: red, finish: platinum",bedroom,11
prod0303,"Bar stool; size: XL, color: red, finish: platinum",kitchen,23
prod0304,"L-shaped sofa; size: XL, color: white, finish: chrome",kitchen,29
prod0305,"Stand; size: L, color: brown, finish: varnish",livingroom,26
prod0306,"Book shelf; size: M, color: bronze, finish: platinum",kitchen,7
prod0307,"Bar stool; size: L, color: bronze, finish: chrome",bedroom,18
prod0308,"Stand; size: XL, color: purple, finish: chrome",kitchen,23
prod0309,"Stand; size: XL, color: purple, finish: varnish",livingroom,26
prod0310,"L-shaped sofa; size: L, color: brown, finish: wood",bedroom,0
prod0311,"Stand; size: XL, color: bronze, finish: diamonds",kitchen,6
prod0312,"Stand; size: S, color: green, finish: diamonds",livingroom,10
prod0313,"Dining table; size: L, color: blue, finish: paint",bedroom,16
prod0314,"Desk; size: S, color: red, finish: platinum",kitchen,29
prod0315,"End table; size: M, color: white, finish: resin",kitchen,27
prod0316,"Dresser; size: S, color: brown, finish: resin",livingroom,10
prod0317,"Bar stool; size: M, color: purple, finish: lacquer",bedroom,19
prod0318,"Stool; size: M, color: green, finish: bare",livingroom,4
prod0319,"Book shelf; size: M, color: purple, finish: oil",kitchen,0
prod0320,"Bar stool; size: XL, color: black, finish: paint",bedroom,14
prod0321,"Bed frame; size: S, color: black, finish: oil",kitchen,12
prod0322,"Dresser; size: S, color: white, finish: lacquer",kitchen,6
prod0323,"Coffee table; size: M, color: silver, finish: lacquer",kitchen,13
prod0324,"TV stand; size: M, color: green, finish: paint",bedroom,2
prod0325,"Bar stool; size: M, color: red, finish: platinum",kitchen,12
prod0326,"Sofa; size: L, color: purple, finish: silver",kitchen,7
prod0327,"Bar stool; size: S, color: white, finish: resin",bedroom,27
prod0328,"Coffee table; size: XL, color: blue, finish: diamonds",livingroom,7
prod0329,"Stand; size: L, color: gold, finish: gold",kitchen,28
prod0330,"Sofa; size: M, color: bronze, finish: oil",livingroom,12
prod0331,"Book shelf; size: M, color: purple, finish: varnish",bedroom,14
prod0332,"Desk; size: L, color: brown, finish: chrome",livingroom,25
prod0333,"Desk; size: M, color: white, finish: bare",bedroom,0
prod0334,"Sofa; size: L, color: white, finish: gold",livingroom,16
prod0335,"Stool; size: M, color: gold, finish: diamonds",livingroom,25
prod0336,"Sofa; size: L, color: silver, finish: varnish",livingroom,8
prod0337,"Coffee table; size: XL, color: black, finish: wood",kitchen,21
prod0338,"Stand; size: M, color: green, finish: resin",livingroom,14
prod0339,"Bed frame; size: L, color: gold, finish: resin",bedroom,20
prod0340,"Coffee table; size: XL, color: silver, finish: gold",bedroom,8
prod0341,"Stool; size: L, color: green, finish: diamonds",bedroom,9
prod0342,"Dining table; size: XL, color: bronze, finish: silver",bedroom,8
prod0343,"Stand; size: L, color: brown, finish: gold",bedroom,12
prod0344,"End table; size: M, color: black, finish: oil",bedroom,7
prod0345,"Bed frame; size: S, color: white, finish: wood",bedroom,15
prod0346,"Dining table; size: L, color: silver, finish: resin",livingroom,1
prod0347,"Stand; size: S, color: red, finish: paint",bedroom,4
prod0348,"TV stand; size: S, color: white, finish: bare",livingroom,5
prod0349,"Stool; size: S, color: black, finish: varnish",livingroom,9
prod0350,"TV stand; size: XL, color: red, finish: silver",livingroom,27
prod0351,"Book shelf; size: L, color: silver, finish: gold",livingroom,10
prod0352,"Dresser; size: M, color: white, finish: platinum",livingroom,17
prod0353,"L-shaped sofa; size: XL, color: gold, finish: bare",livingroom,15
prod0354,"Dresser; size: M, color: red, finish: resin",bedroom,20
prod0355,"Dresser; size: L, color: green, finish: varnish",livingroom,22
prod0356,"TV stand; size: M, color: red, finish: paint",kitchen,4
prod0357,"Dining table; size: S, color: silver, finish: lacquer",kitchen,15
prod0358,"TV stand; size: M, color: white, finish: paint",kitchen,22
prod0359,"L-shaped sofa; size: L, color: red, finish: wood",bedroom,27
prod0360,"Dresser; size: L, color: black, finish: bare",kitchen,16
prod0361,"End table; size: S, color: purple, finish: gold",bedroom,16
prod0362,"Sofa; size: L, color: silver, finish: wood",kitchen,0
prod0363,"End table; size: L, color: white, finish: silver",kitchen,12
prod0364,"TV stand; size: S, color: purple, finish: oil",bedroom,17
prod0365,"Dining table; size: S, color: silver, finish: silver",bedroom,9
prod0366,"Coffee table; size: XL, color: purple, finish: oil",bedroom,12
prod0367,"Bar stool; size: L, color: black, finish: diamonds",kitchen,14
prod0368,"Bed frame; size: L, color: gold, finish: lacquer",kitchen,23
prod0369,"Bed frame; size: L, color: red, finish: bare",livingroom,15
prod0370,"Coffee table; size: S, color: purple, finish: bare",livingroom,27
prod0371,"L-shaped sofa; size: XL, color: bronze, finish: chrome",bedroom,27
prod0372,"Bed frame; size: S, color: gold, finish: oil",kitchen,25
prod0373,"TV stand; size: S, color: brown, finish: wood",livingroom,23
prod0374,"L-shaped sofa; size: L, color: white, finish: platinum",livingroom,0
prod0375,"Book shelf; size: XL, color: bronze, finish: wood",livingroom,16
prod0376,"Stool; size: XL, color: blue, finish: oil",livingroom,12
prod0377,"End table; size: XL, color: brown, finish: silver",kitchen,15
prod0378,"Bed frame; size: L, color: silver, finish: varnish",kitchen,1
prod0379,"Coffee table; size: XL, color: blue, finish: varnish",livingroom,9
prod0380,"Book shelf; size: XL, color: white, finish: lacquer",bedroom,3
prod0381,"Bed frame; size: XL, color: black, finish: resin",bedroom,17
prod0382,"Stand; size: M, color: gold, finish: paint",livingroom,29
prod0383,"End table; size: L, color: purple, finish: diamonds",livingroom,11
prod0384,"TV stand; size: XL, color: white, finish: paint",livingroom,16
prod0385,"Dresser; size: M, color: white, finish: bare",livingroom,12
prod0386,"Bar stool; size: XL, color: white, finish: silver",kitchen,7
prod0387,"L-shaped sofa; size: S, color: bronze, finish: resin",livingroom,6
prod0388,"Bar stool; size: L, color: gold, finish: bare",livingroom,9
prod0389,"Bar stool; size: S, color: gold, finish: silver",bedroom,19
prod0390,"Dresser; size: M, color: gold, finish: oil",kitchen,19
prod0391,"Coffee table; size: M, color: blue, finish: wood",bedroom,2
prod0392,"Stand; size: S, color: bronze, finish: oil",bedroom,28
prod0393,"TV stand; size: XL, color: brown, finish: bare",kitchen,22
prod0394,"Stool; size: L, color: red, finish: oil",livingroom,25
prod0395,"Dresser; size: M, color: blue, finish: bare",bedroom,15
prod0396,"End table; size: M, color: white, finish: gold",livingroom,4
prod0397,"Coffee table; size: M, color: brown, finish: diamonds",livingroom,2
prod0398,"Bar stool; size: XL, color: brown, finish: platinum",livingroom,3
prod0399,"Desk; size: XL, color: gold, finish: varnish",livingroom,0
prod0400,"Coffee table; size: XL, color: white, finish: bare",bedroom,3
prod0401,"Dresser; size: L, color: white, finish: resin",livingroom,5
prod0402,"Bed frame; size: XL, color: black, finish: oil",bedroom,10
prod0403,"Book shelf; size: M, color: white, finish: resin",bedroom,12
prod0404,"Dresser; size: M, color: blue, finish: wood",livingroom,3
prod0405,"Dining table; size: XL, color: blue, finish: wood",livingroom,20
prod0406,"Bed frame; size: L, color: black, finish: oil",kitchen,26
prod0407,"Bar stool; size: M, color: blue, finish: resin",bedroom,24
prod0408,"TV stand; size: M, color: white, finish: wood",kitchen,25
prod0409,"Desk; size: L, color: brown, finish: paint",livingroom,23
prod0410,"Dresser; size: M, color: bronze, finish: resin",bedroom,19
prod0411,"Bar stool; size: L, color: red, finish: paint",kitchen,9
prod0412,"Dresser; size: XL, color: white, finish: resin",kitchen,2
prod0413,"Coffee table; size: XL, color: brown, finish: paint",livingroom,26
prod0414,"L-shaped sofa; size: L, color: brown, finish: paint",livingroom,29
prod0415,"Bar stool; size: XL, color: red, finish: silver",kitchen,13
