prod_id,description,prod_type,qty_avail
prod0168,"Bar stool; size: M, color: brown, finish: paint",livingroom,24
prod0169,"Bed frame; size: XL, color: purple, finish: gold",kitchen,7
prod0170,"Dining table; size: XL, color: green, finish: platinum",kitchen,11
prod0171,"Bed frame; size: XL, color: green, finish: silver",bedroom,18
prod0172,"Dresser; size: S, color: black, finish: diamonds",kitchen,29
prod0173,"Coffee table; size: L, color: brown, finish: paint",kitchen,11
prod0174,"Sofa; size: L, color: brown, finish: wood",bedroom,11
prod0175,"L-shaped sofa; size: XL, color: red, finish: oil",bedroom,14
prod0176,"Sofa; size: XL, color: silver, finish: varnish",kitchen,24
prod0177,"Dining table; size: S, color: blue, finish: resin",kitchen,26
prod0178,"Desk; size: L, color: red, finish: paint",kitchen,23
prod0179,"Book shelf; size: XL, color: green, finish: varnish",bedroom,8
prod0180,"Dining table; size: S, color: red, finish: silver",bedroom,13
prod0181,"Desk; size: S, color: red, finish: wood",bedroom,9
prod0182,"Dresser; size: M, color: green, finish: wood",bedroom,26
prod0183,"Sofa; size: L, color: red, finish: paint",kitchen,18
prod0184,"Dresser; size: XL, color: purple, finish: paint",bedroom,3
prod0185,"Dresser; size: M, color: purple, finish: paint",bedroom,18
prod0186,"Coffee table; size: S, color: black, finish: gold",bedroom,11
prod0187,"Stand; size: L, color: black, finish: platinum",livingroom,28
prod0188,"Dining table; size: S, color: gold, finish: lacquer",livingroom,24
prod0189,"TV stand; size: XL, color: silver, finish: wood",kitchen,10
prod0190,"Stool; size: M, color: white, finish: gold",bedroom,11
prod0191,"End table; size: M, color: purple, finish: bare",bedroom,26
prod0192,"Stand; size: M, color: green, finish: silver",bedroom,16
prod0193,"Coffee table; size: L, color: purple, finish: gold",kitchen,14
prod0194,"Book shelf; size: S, color: black, finish: diamonds",bedroom,7
prod0195,"Stool; size: M, color: brown, finish: varnish",kitchen,26
prod0196,"Stand; size: L, color: green, finish: platinum",kitchen,9
prod0197,"Dresser; size: L, color: bronze, finish: diamonds",bedroom,9
prod0198,"Dresser; size: XL, color: green, finish: lacquer",livingroom,15
prod0199,"Sofa; size: M, color: blue, finish: diamonds",bedroom,20
prod0200,"L-shaped sofa; size: XL, color: red, finish: platinum",bedroom,20
prod0201,"Sofa; size: S, color: white, finish: chrome",kitchen,16
prod0202,"L-shaped sofa; size: M, color: bronze, finish: chrome",kitchen,8
prod0203,"TV stand; size: S, color: brown, finish: wood",livingroom,13
prod0204,"Stool; size: S, color: green, finish: oil",livingroom,3
prod0205,"Dresser; size: L, color: white, finish: bare",bedroom,11
prod0206,"Bed frame; size: S, color: red, finish: paint",kitchen,13
prod0207,"Coffee table; size: M, color: gold, finish: paint",bedroom,9
prod0208,"Sofa; size: XL, color: blue, finish: platinum",bedroom,28
prod0209,"Book shelf; size: S, color: purple, finish: wood",bedroom,16
prod0210,"Stand; size: XL, color: blue, finish: bare",livingroom,10
prod0211,"End table; size: M, color: white, finish: bare",kitchen,26
prod0212,"Stand; size: XL, color: red, finish: wood",bedroom,15
prod0213,"Sofa; size: S, color: gold, finish: paint",bedroom,17
prod0214,"Desk; size: M, color: gold, finish: bare",bedroom,23
prod0215,"Coffee table; size: L, color: gold, finish: varnish",kitchen,28
prod0216,"Dining table; size: L, color: red, finish: paint",bedroom,13
prod0217,"Bed frame; size: XL, color: red, finish: gold",livingroom,17
prod0218,"Stand; size: L, color: silver, finish: platinum",livingroom,11
prod0219,"L-shaped sofa; size: XL, color: silver, finish: oil",livingroom,26
prod0220,"Dresser; size: M, color: black, finish: bare",bedroom,28
prod0221,"Dining table; size: S, color: silver, finish: resin",livingroom,29
prod0222,"Bar stool; size: XL, color: white, finish: lacquer",livingroom,1
prod0223,"Desk; size: XL, color: silver, finish: chrome",kitchen,17
prod0224,"Book shelf; size: L, color: purple, finish: resin",livingroom,19
prod0225,"Bed frame; size: L, color: silver, finish: bare",bedroom,27
prod0226,"Dining table; size: L, color: silver, finish: diamonds",livingroom,0
prod0227,"Bed frame; size: XL, color: green, finish: silver",livingroom,7
prod0228,"Coffee table; size: S, color: blue, finish: platinum",kitchen,7
prod0229,"Stand; size: XL, color: black, finish: silver",kitchen,27
prod0230,"TV stand; size: XL, color: purple, finish: platinum",livingroom,1
prod0231,"Stand; size: M, color: silver, finish: varnish",kitchen,23
prod0232,"L-shaped sofa; size: XL, color: bronze, finish: silver",kitchen,25
prod0233,"Sofa; size: M, color: red, finish: gold",livingroom,5
prod0234,"Book shelf; size: XL, color: gold, finish: diamonds",livingroom,24
prod0235,"TV stand; size: L, color: bronze, finish: resin",livingroom,25
prod0236,"Book shelf; size: XL, color: green, finish: oil",kitchen,6
prod0237,"TV stand; size: M, color: red, finish: diamonds",livingroom,9
prod0238,"Sofa; size: L, color: black, finish: oil",bedroom,17
prod0239,"Desk; size: L, color: purple, finish: gold",bedroom,2
prod0240,"Dining table; size: M, color: blue, finish: paint",kitchen,25
prod0241,"TV stand; size: S, color: bronze, finish: gold",bedroom,10
prod0242,"End table; size: XL, color: red, finish: oil",livingroom,18
prod0243,"Stool; size: L, color: red, finish: paint",bedroom,29
prod0244,"Dining table; size: L, color: green, finish: resin",livingroom,17
prod0245,"Bed frame; size: M, color: silver, finish: platinum",bedroom,4
prod0246,"Bed frame; size: L, color: black, finish: oil",livingroom,13
prod0247,"Dresser; size: L, color: purple, finish: chrome",kitchen,6
prod0248,"Desk; size: L, color: purple, finish: chrome",livingroom,10
prod0249,"Dining table; size: S, color: white, finish: bare",bedroom,24
prod0250,"Stand; size: XL, color: gold, finish: diamonds",bedroom,0
prod0251,"Sofa; size: XL, color: bronze, finish: wood",kitchen,19
prod0252,"Stand; size: S, color: silver, finish: oil",bedroom,24
prod0253,"L-shaped sofa; size: L, color: blue, finish: diamonds",kitchen,5
prod0254,"Dining table; size: S, color: red, finish: paint",kitchen,17
prod0255,"Desk; size: L, color: brown, finish: resin",livingroom,10
prod0256,"Dining table; size: M, color: silver, finish: paint",livingroom,27
prod0257,"Coffee table; size: S, color: purple, finish: diamonds",livingroom,14
prod0258,"Bar stool; size: S, color: red, finish: diamonds",bedroom,6
prod0259,"Coffee table; size: S, color: white, finish: oil",bedroom,8
prod0260,"Stool; size: L, color: red, finish: paint",kitchen,20
prod0261,"TV stand; size: XL, color: white, finish: diamonds",livingroom,4
prod0262,"Bed frame; size: L, color: bronze, finish: chrome",bedroom,22
prod0263,"Stand; size: M, color: bronze, finish: varnish",livingroom,4
prod0264,"TV stand; size: S, color: silver, finish: gold",kitchen,0
prod0265,"Stand; size: L, color: purple, finish: oil",bedroom,26
prod0266,"Bed frame; size: L, color: purple, finish: platinum",kitchen,24
prod0267,"End table; size: XL, color: gold, finish: lacquer",kitchen,10
prod0268,"L-shaped sofa; size: M, color: green, finish: paint",kitchen,8
prod0269,"Sofa; size: S, color: bronze, finish: platinum",kitchen,9
prod0270,"Bed frame; size: L, color: white, finish: bare",livingroom,10
prod0271,"End table; size: M, color: red, finish: oil",kitchen,8
prod0272,"Desk; size: M, color: white, finish: gold",kitchen,22
prod0273,"Stool; size: M, color: green, finish: varnish",kitchen,8
prod0274,"End table; size: XL, color: black, finish: bare",livingroom,20
prod0275,"Dining table; size: S, color: silver, finish: diamonds",kitchen,14
prod0276,"Book shelf; size: M, color: purple, finish: bare",kitchen,18
prod0277,"Bed frame; size: L, color: silver, finish: platinum",kitchen,7
prod0278,"L-shaped sofa; size: L, color: blue, finish: wood",bedroom,0
prod0279,"L-shaped sofa; size: M, color: gold, finish: varnish",livingroom,0
prod0280,"Book shelf; size: M, color: red, finish: gold",kitchen,5
prod0281,"TV stand; size: XL, color: bronze, finish: paint",livingroom,23
prod0282,"Bed frame; size: M, color: white, finish: bare",kitchen,7
prod0283,"L-shaped sofa; size: M, color: brown, finish: chrome",kitchen,26
prod0284,"End table; size: XL, color: bronze, finish: wood",livingroom,6
prod0285,"Bar stool; size: M, color: black, finish: wood",livingroom,22
prod0286,"End table; size: M, color: blue, finish: chrome",livingroom,15
prod0287,"TV stand; size: L, color: blue, finish: lacquer",bedroom,26
prod0288,"Book shelf; size: L, color: green, finish: silver",livingroom,3
prod0289,"Dresser; size: XL, color: red, finish: varnish",livingroom,22
prod0290,"Desk; size: L, color: purple, finish: resin",bedroom,11
prod0291,"Stool; size: M, color: purple, finish: silver",livingroom,26
prod0292,"Sofa; size: M, color: brown, finish: paint",bedroom,6
prod0293,"Desk; size: M, color: red, finish: lacquer",bedroom,21
prod0294,"Bed frame; size: S, color: purple, finish: resin",livingroom,19
prod0295,"Book shelf; size: M, color: purple, finish: chrome",livingroom,16
prod0296,"Dining table; size: L, color: red, finish: oil",kitchen,5
prod0297,"Bar stool; size: L, color: blue, finish: chrome",livingroom,28
prod0298,"Bed frame; size: L, color: red, finish: varnish",livingroom,16
prod0299,"End table; size: S, color: white, finish: diamonds",bedroom,27
prod0300,"Dining table; size: M, color: gold, finish: oil",livingroom,29
prod0301,"Bar stool; size: XL, color: blue, finish: gold",livingroom,1
prod0302,"Dresser; size: L, color: silver, finish: platinum",bedroom,29
prod0303,"Stool; size: L, color: gold, finish: chrome",livingroom,25
prod0304,"End table; size: S, color: gold, finish: bare",kitchen,10
prod0305,"Stool; size: S, color: bronze, finish: resin",kitchen,23
prod0306,"Desk; size: L, color: gold, finish: wood",livingroom,3
prod0307,"Bed frame; size: M, color: red, finish: silver",bedroom,13
prod0308,"Sofa; size: M, color: gold, finish: chrome",livingroom,17
prod0309,"Dining table; size: M, color: brown, finish: varnish",livingroom,6
prod0310,"Bed frame; size: L, color: bronze, finish: platinum",bedroom,25
prod0311,"End table; size: S, color: blue, finish: chrome",livingroom,28
prod0312,"TV stand; size: L, color: black, finish: resin",kitchen,11
prod0313,"Sofa; size: L, color: white, finish: varnish",kitchen,3
prod0314,"Bed frame; size: L, color: silver, finish: platinum",kitchen,7
prod0315,"Dresser; size: M, color: blue, finish: diamonds",bedroom,18
prod0316,"Book shelf; size: S, color: green, finish: chrome",bedroom,5
prod0317,"Book shelf; size: XL, color: silver, finish: resin",bedroom,13
prod0318,"End table; size: S, color: purple, finish: paint",livingroom,5
prod0319,"Stand; size: L, color: white, finish: varnish",bedroom,0
prod0320,"Book shelf; size: L, color: brown, finish: resin",bedroom,24
prod0321,"Bed frame; size: XL, color: purple, finish: silver",bedroom,5
prod0322,"TV stand; size: S, color: bronze, finish: chrome",kitchen,29
prod0323,"Dresser; size: XL, color: gold, finish: resin",kitchen,0
prod0324,"Stand; size: XL, color: gold, finish: gold",livingroom,4
prod0325,"L-shaped sofa; size: S, color: purple, finish: gold",bedroom,15
prod0326,"Sofa; size: M, color: green, finish: wood",kitchen,11
prod0327,"Sofa; size: XL, color: bronze, finish: platinum",livingroom,8
prod0328,"Stool; size: XL, color: green, finish: oil",livingroom,10
prod0329,"Dining table; size: M, color: brown, finish: paint",kitchen,8
prod0330,"Desk; size: M, color: gold, finish: platinum",livingroom,20
prod0331,"End table; size: L, color: silver, finish: gold",bedroom,24
prod0332,"Book shelf; size: S, color: purple, finish: oil",bedroom,19
prod0333,"Dresser; size: S, color: bronze, finish: resin",kitchen,29
prod0334,"Dresser; size: M, color: black, finish: silver",bedroom,3
prod0335,"Bar stool; size: XL, color: blue, finish: diamonds",livingroom,2
prod0336,"L-shaped sofa; size: XL, color: black, finish: varnish",bedroom,25
prod0337,"Dining table; size: XL, color: purple, finish: paint",bedroom,4
prod0338,"TV stand; size: XL, color: white, finish: bare",livingroom,6
prod0339,"Desk; size: XL, color: white, finish: lacquer",livingroom,27
prod0340,"End table; size: M, color: red, finish: silver",kitchen,7
prod0341,"Stand; size: XL, color: purple, finish: platinum",bedroom,17
prod0342,"Stand; size: S, color: bronze, finish: chrome",kitchen,15
prod0343,"Sofa; size: M, color: brown, finish: wood",bedroom,0
prod0344,"Sofa; size: S, color: gold, finish: gold",bedroom,13
prod0345,"End table; size: S, color: gold, finish: oil",livingroom,0
prod0346,"TV stand; size: XL, color: gold, finish: oil",bedroom,29
prod0347,"Coffee table; size: XL, color: green, finish: wood",livingroom,11
prod0348,"Bar stool; size: XL, color: purple, finish: resin",livingroom,7
prod0349,"Coffee table; size: L, color: blue, finish: lacquer",livingroom,0
prod0350,"Bar stool; size: L, color: brown, finish: lacquer",kitchen,12
prod0351,"Dresser; size: XL, color: green, finish: wood",livingroom,21
prod0352,"L-shaped sofa; size: XL, color: bronze, finish: varnish",bedroom,29
prod0353,"Stand; size: L, color: black, finish: oil",bedroom,22
prod0354,"Dining table; size: S, color: white, finish: silver",bedroom,7
prod0355,"Dining table; size: M, color: black, finish: lacquer",livingroom,14
prod0356,"Desk; size: S, color: red, finish: chrome",bedroom,1
prod0357,"Bed frame; size: XL, color: purple, finish: platinum",bedroom,6
prod0358,"End table; size: M, color: blue, finish: chrome",kitchen,2
prod0359,"Bed frame; size: S, color: blue, finish: resin",livingroom,27
prod0360,"Stool; size: S, color: black, finish: oil",bedroom,11
prod0361,"Stool; size: M, color: bronze, finish: platinum",livingroom,7
prod0362,"Coffee table; size: M, color: black, finish: oil",kitchen,9
prod0363,"Book shelf; size: S, color: gold, finish: lacquer",bedroom,13
prod0364,"Dresser; size: S, color: silver, finish: varnish",bedroom,20
prod0365,"Coffee table; size: L, color: brown, finish: platinum",kitchen,10
prod0366,"TV stand; size: XL, color: gold, finish: lacquer",kitchen,23
prod0367,"Dresser; size: M, color: brown, finish: oil",kitchen,6
prod0368,"TV stand; size: L, color: bronze, finish: platinum",bedroom,17
prod0369,"Bar stool; size: M, color: purple, finish: resin",livingroom,23
prod0370,"Book shelf; size: M, color: red, finish: wood",kitchen,29
prod0371,"Dresser; size: M, color: purple, finish: varnish",bedroom,8
prod0372,"TV stand; size: L, color: silver, finish: silver",kitchen,19
prod0373,"End table; size: XL, color: gold, finish: chrome",kitchen,17
prod0374,"Coffee table; size: L, color: black, finish: gold",kitchen,18
prod0375,"Bar stool; size: S, color: green, finish: lacquer",livingroom,5
prod0376,"L-shaped sofa; size: XL, color: gold, finish: varnish",bedroom,12
prod0377,"End table; size: S, color: bronze, finish: varnish",kitchen,27
prod0378,"Stool; size: S, color: brown, finish: resin",kitchen,13
prod0379,"Bed frame; size: S, color: red, finish: gold",livingroom,7
prod0380,"Bed frame; size: M, color: green, finish: chrome",kitchen,21
prod0381,"Sofa; size: S, color: blue, finish: varnish",kitchen,23
prod0382,"TV stand; size: L, color: white, finish: oil",kitchen,1
prod0383,"Book shelf; size: XL, color: bronze, finish: oil",bedroom,12
prod0384,"Dresser; size: XL, color: blue, finish: wood",bedroom,27
prod0385,"Bed frame; size: XL, color: green, finish: resin",livingroom,27
prod0386,"Dining table; size: M, color: black, finish: chrome",bedroom,1
prod0387,"Dining table; size: M, color: brown, finish: silver",bedroom,23
prod0388,"Sofa; size: S, color: gold, finish: platinum",bedroom,17
prod0389,"Book shelf; size: M, color: silver, finish: silver",kitchen,17
prod0390,"Stand; size: M, color: red, finish: chrome",kitchen,13
prod0391,"Dining table; size: XL, color: red, finish: diamonds",livingroom,23
prod0392,"End table; size: XL, color: black, finish: gold",livingroom,20
prod0393,"Dining table; size: XL, color: red, finish: resin",bedroom,16
prod0394,"Bed frame; size: M, color: bronze, finish: chrome",bedroom,12
prod0395,"Bar stool; size: L, color: red, finish: paint",livingroom,1
prod0396,"Desk; size: L, color: silver, finish: resin",bedroom,28
prod0397,"Coffee table; size: M, color: green, finish: paint",bedroom,20
prod0398,"Desk; size: L, color: gold, finish: varnish",livingroom,29
prod0399,"Book shelf; size: M, color: brown, finish: paint",livingroom,4
prod0400,"L-shaped sofa; size: S, color: silver, finish: oil",bedroom,3
prod0401,"Stand; size: S, color: silver, finish: oil",livingroom,10
prod0402,"TV stand; size: M, color: green, finish: bare",bedroom,11
prod0403,"Book shelf; size: S, color: green, finish: gold",kitchen,1
prod0404,"Dining table; size: XL, color: green, finish: bare",kitchen,0
prod0405,"TV stand; size: XL, color: purple, finish: silver",kitchen,2
prod0406,"Bar stool; size: S, color: silver, finish: varnish",bedroom,13
prod0407,"Bar stool; size: S, color: purple, finish: diamonds",bedroom,3
prod0408,"Bar stool; size: M, color: brown, finish: varnish",kitchen,1
prod0409,"Bed frame; size: M, color: silver, finish: lacquer",bedroom,26
prod0410,"L-shaped sofa; size: XL, color: bronze, finish: silver",kitchen,15
prod0411,"Stand; size: M, color: brown, finish: gold",kitchen,14
prod0412,"Book shelf; size: L, color: black, finish: wood",livingroom,11
prod0413,"Sofa; size: XL, color: brown, finish: bare",bedroom,4
prod0414,"Sofa; size: L, color: purple, finish: lacquer",livingroom,0
