product_id,description,product_type,quantity_available
pid88,Appliance 88,Kitchen,41
pid89,Appliance 89,Kitchen,58
pid90,Appliance 90,Kitchen,33
pid91,Appliance 91,Kitchen,37
pid92,Appliance 92,Kitchen,33
pid93,Appliance 93,Kitchen,45
pid94,Appliance 94,Kitchen,52
pid95,Appliance 95,Kitchen,55
pid96,Appliance 96,Kitchen,39
pid97,Appliance 97,Kitchen,57
pid98,Appliance 98,Kitchen,31
pid99,Appliance 99,Kitchen,48
pid100,Appliance 100,Kitchen,58
pid101,Appliance 101,Kitchen,54
pid102,Appliance 102,Kitchen,55
pid103,Appliance 103,Kitchen,55
pid104,Appliance 104,Kitchen,32
pid105,Appliance 105,Kitchen,55
pid106,Appliance 106,Kitchen,57
pid107,Appliance 107,Kitchen,52
pid108,Appliance 108,Kitchen,54
pid109,Appliance 109,Kitchen,51
pid110,Appliance 110,Kitchen,33
pid111,Appliance 111,Kitchen,50
pid112,Appliance 112,Kitchen,53
pid113,Appliance 113,Kitchen,58
pid114,Appliance 114,Kitchen,42
pid115,Appliance 115,Kitchen,38
pid116,Appliance 116,Kitchen,30
pid117,Appliance 117,Kitchen,36
pid118,Appliance 118,Kitchen,41
pid119,Appliance 119,Kitchen,55
pid120,Appliance 120,Kitchen,53
pid121,Appliance 121,Kitchen,44
pid122,Appliance 122,Kitchen,49
pid123,Appliance 123,Kitchen,48
pid124,Appliance 124,Kitchen,30
pid125,Appliance 125,Kitchen,30
pid126,Appliance 126,Kitchen,49
pid127,Appliance 127,Kitchen,38
pid128,Appliance 128,Kitchen,57
pid129,Appliance 129,Kitchen,44
pid130,Appliance 130,Kitchen,45
pid131,Appliance 131,Kitchen,58
pid132,Appliance 132,Kitchen,43
pid133,Appliance 133,Kitchen,46
pid134,Appliance 134,Kitchen,59
pid135,Appliance 135,Kitchen,42
pid136,Appliance 136,Kitchen,44
pid137,Appliance 137,Kitchen,45
pid138,Appliance 138,Kitchen,40
pid139,Appliance 139,Kitchen,50
pid140,Appliance 140,Kitchen,40
pid141,Appliance 141,Kitchen,31
pid142,Appliance 142,Kitchen,51
pid143,Appliance 143,Kitchen,45
pid144,Appliance 144,Kitchen,33
pid145,Appliance 145,Kitchen,45
pid146,Appliance 146,Kitchen,38
pid147,Appliance 147,Kitchen,42
pid148,Appliance 148,Kitchen,49
pid149,Appliance 149,Kitchen,55
pid150,Appliance 150,Kitchen,40
pid151,Appliance 151,Kitchen,55
pid152,Appliance 152,Kitchen,38
pid153,Appliance 153,Kitchen,49
pid154,Appliance 154,Kitchen,52
pid155,Appliance 155,Kitchen,47
pid156,Appliance 156,Kitchen,45
pid157,Appliance 157,Kitchen,40
pid158,Appliance 158,Kitchen,38
pid159,Appliance 159,Kitchen,47
pid160,Appliance 160,Kitchen,35
pid161,Appliance 161,Kitchen,35
pid162,Appliance 162,Kitchen,57
pid163,Appliance 163,Kitchen,46
pid164,Appliance 164,Kitchen,55
pid165,Appliance 165,Kitchen,41
pid166,Appliance 166,Kitchen,51
pid167,Appliance 167,Kitchen,54
pid168,Appliance 168,Kitchen,59
pid169,Appliance 169,Kitchen,38
pid170,Appliance 170,Kitchen,34
pid171,Appliance 171,Kitchen,41
pid172,Appliance 172,Kitchen,57
pid173,Appliance 173,Kitchen,35
pid174,Appliance 174,Kitchen,39
pid175,Appliance 175,Kitchen,32
pid176,Appliance 176,Kitchen,56
pid177,Appliance 177,Kitchen,54
pid178,Appliance 178,Kitchen,47
pid179,Appliance 179,Kitchen,46
pid180,Appliance 180,Kitchen,49
pid181,Appliance 181,Kitchen,40
pid182,Appliance 182,Kitchen,50
pid183,Appliance 183,Kitchen,38
pid184,Appliance 184,Kitchen,32
pid185,Appliance 185,Kitchen,52
pid186,Appliance 186,Kitchen,31
pid187,Appliance 187,Kitchen,52
pid188,Appliance 188,Kitchen,58
pid189,Appliance 189,Kitchen,32
pid190,Appliance 190,Kitchen,54
pid191,Appliance 191,Kitchen,45
pid192,Appliance 192,Kitchen,38
pid193,Appliance 193,Kitchen,51
pid194,Appliance 194,Kitchen,38
pid195,Appliance 195,Kitchen,57
pid196,Appliance 196,Kitchen,40
pid197,Appliance 197,Kitchen,43
pid198,Appliance 198,Kitchen,33
pid199,Appliance 199,Kitchen,36
pid200,Appliance 200,Kitchen,45
pid201,Appliance 201,Kitchen,45
pid202,Appliance 202,Kitchen,33
pid203,Appliance 203,Kitchen,53
pid204,Appliance 204,Kitchen,31
pid205,Appliance 205,Kitchen,34
pid206,Appliance 206,Kitchen,33
pid207,Appliance 207,Kitchen,57
pid208,Appliance 208,Kitchen,51
pid209,Appliance 209,Kitchen,56
pid210,Appliance 210,Kitchen,59
pid211,Appliance 211,Kitchen,54
pid212,Appliance 212,Kitchen,48
pid213,Appliance 213,Kitchen,56
pid214,Appliance 214,Kitchen,44
pid215,Appliance 215,Kitchen,44
pid216,Appliance 216,Kitchen,56
pid217,Appliance 217,Kitchen,42
pid218,Appliance 218,Kitchen,48
pid219,Appliance 219,Kitchen,45
pid220,Appliance 220,Kitchen,50
pid221,Appliance 221,Kitchen,55
pid222,Appliance 222,Kitchen,34
pid223,Appliance 223,Kitchen,57
pid224,Appliance 224,Kitchen,48
pid225,Appliance 225,Kitchen,33
pid226,Appliance 226,Kitchen,34
pid227,Appliance 227,Kitchen,41
pid228,Appliance 228,Kitchen,49
pid229,Appliance 229,Kitchen,46
pid230,Appliance 230,Kitchen,36
pid231,Appliance 231,Kitchen,34
pid232,Appliance 232,Kitchen,36
pid233,Appliance 233,Kitchen,35
pid234,Appliance 234,Kitchen,51
pid235,Appliance 235,Kitchen,45
pid236,Appliance 236,Kitchen,48
pid237,Appliance 237,Kitchen,40
pid238,Appliance 238,Kitchen,32
pid239,Appliance 239,Kitchen,49
pid240,Appliance 240,Kitchen,50
pid241,Appliance 241,Kitchen,39
pid242,Appliance 242,Kitchen,42
pid243,Appliance 243,Kitchen,56
pid244,Appliance 244,Kitchen,48
pid245,Appliance 245,Kitchen,48
pid246,Appliance 246,Kitchen,50
pid247,Appliance 247,Kitchen,35
pid248,Appliance 248,Kitchen,57
pid249,Appliance 249,Kitchen,30
pid250,Appliance 250,Kitchen,35
pid251,Appliance 251,Kitchen,35
pid252,Appliance 252,Kitchen,35
pid253,Appliance 253,Kitchen,34
pid254,Appliance 254,Kitchen,40
pid255,Appliance 255,Kitchen,58
pid256,Appliance 256,Kitchen,48
pid257,Appliance 257,Kitchen,46
pid258,Appliance 258,Kitchen,35
pid259,Appliance 259,Kitchen,45
pid260,Appliance 260,Kitchen,48
pid261,Appliance 261,Kitchen,37
pid262,Appliance 262,Kitchen,59
pid263,Appliance 263,Kitchen,46
pid264,Appliance 264,Kitchen,39
pid265,Appliance 265,Kitchen,55
pid266,Appliance 266,Kitchen,44
pid267,Appliance 267,Kitchen,41
pid268,Appliance 268,Kitchen,59
pid269,Appliance 269,Kitchen,46
pid270,Appliance 270,Kitchen,33
pid271,Appliance 271,Kitchen,58
pid272,Appliance 272,Kitchen,39
pid273,Appliance 273,Kitchen,40
pid274,Appliance 274,Kitchen,39
pid275,Appliance 275,Kitchen,43
pid276,Appliance 276,Kitchen,57
pid277,Appliance 277,Kitchen,51
pid278,Appliance 278,Kitchen,37
pid279,Appliance 279,Kitchen,34
pid280,Appliance 280,Kitchen,57
pid281,Appliance 281,Kitchen,32
pid282,Appliance 282,Kitchen,53
pid283,Appliance 283,Kitchen,52
pid284,Appliance 284,Kitchen,43
pid285,Appliance 285,Kitchen,48
pid286,Appliance 286,Kitchen,47
pid287,Appliance 287,Kitchen,38
pid288,Appliance 288,Kitchen,36
pid289,Appliance 289,Kitchen,35
pid290,Appliance 290,Kitchen,32
pid291,Appliance 291,Kitchen,30
pid292,Appliance 292,Kitchen,37
pid293,Appliance 293,Kitchen,50
pid294,Appliance 294,Kitchen,39
pid295,Appliance 295,Kitchen,42
pid296,Appliance 296,Kitchen,46
pid297,Appliance 297,Kitchen,30
pid298,Appliance 298,Kitchen,36
pid299,Appliance 299,Kitchen,48
pid300,Appliance 300,Kitchen,55
pid301,Appliance 301,Kitchen,37
pid302,Appliance 302,Kitchen,42
pid303,Appliance 303,Kitchen,56
pid304,Appliance 304,Kitchen,30
pid305,Appliance 305,Kitchen,53
pid306,Appliance 306,Kitchen,53
pid307,Appliance 307,Kitchen,51
pid308,Appliance 308,Kitchen,30
pid309,Appliance 309,Kitchen,36
pid310,Appliance 310,Kitchen,36
pid311,Appliance 311,Kitchen,54
pid312,Appliance 312,Kitchen,59
pid313,Appliance 313,Kitchen,34
pid314,Appliance 314,Kitchen,58
pid315,Appliance 315,Kitchen,39
pid316,Appliance 316,Kitchen,32
pid317,Appliance 317,Kitchen,42
pid318,Appliance 318,Kitchen,30
pid319,Appliance 319,Kitchen,40
pid320,Appliance 320,Kitchen,35
pid321,Appliance 321,Kitchen,40
pid322,Appliance 322,Kitchen,55
pid323,Appliance 323,Kitchen,48
pid324,Appliance 324,Kitchen,56
pid325,Appliance 325,Kitchen,39
pid326,Appliance 326,Kitchen,41
pid327,Appliance 327,Kitchen,38
pid328,Appliance 328,Kitchen,48
pid329,Appliance 329,Kitchen,40
pid330,Appliance 330,Kitchen,37
pid331,Appliance 331,Kitchen,39
pid332,Appliance 332,Kitchen,58
pid333,Appliance 333,Kitchen,51
pid334,Appliance 334,Kitchen,35
pid335,Appliance 335,Kitchen,31
pid336,Appliance 336,Kitchen,33
pid337,Appliance 337,Kitchen,41
pid338,Appliance 338,Kitchen,48
pid339,Appliance 339,Kitchen,51
pid340,Appliance 340,Kitchen,42
pid341,Appliance 341,Kitchen,54
pid342,Appliance 342,Kitchen,52
pid343,Appliance 343,Kitchen,57
pid344,Appliance 344,Kitchen,49
pid345,Appliance 345,Kitchen,59
pid346,Appliance 346,Kitchen,48
pid347,Appliance 347,Kitchen,58
pid348,Appliance 348,Kitchen,43
pid349,Appliance 349,Kitchen,56
pid350,Appliance 350,Kitchen,30
pid351,Appliance 351,Kitchen,46
pid352,Appliance 352,Kitchen,51
pid353,Appliance 353,Kitchen,34
pid354,Appliance 354,Kitchen,52
pid355,Appliance 355,Kitchen,43
pid356,Appliance 356,Kitchen,30
pid357,Appliance 357,Kitchen,43
pid358,Appliance 358,Kitchen,51
pid359,Appliance 359,Kitchen,34
pid360,Appliance 360,Kitchen,40
pid361,Appliance 361,Kitchen,30
pid362,Appliance 362,Kitchen,33
pid363,Appliance 363,Kitchen,53
pid364,Appliance 364,Kitchen,43
pid365,Appliance 365,Kitchen,35
pid366,Appliance 366,Kitchen,45
pid367,Appliance 367,Kitchen,50
pid368,Appliance 368,Kitchen,58
pid369,Appliance 369,Kitchen,49
pid370,Appliance 370,Kitchen,42
pid371,Appliance 371,Kitchen,40
pid372,Appliance 372,Kitchen,57
pid373,Appliance 373,Kitchen,52
pid374,Appliance 374,Kitchen,33
pid375,Appliance 375,Kitchen,47
pid376,Appliance 376,Kitchen,49
pid377,Appliance 377,Kitchen,53
pid378,Appliance 378,Kitchen,52
pid379,Appliance 379,Kitchen,42
pid380,Appliance 380,Kitchen,46
pid381,Appliance 381,Kitchen,58
pid382,Appliance 382,Kitchen,49
pid383,Appliance 383,Kitchen,42
pid384,Appliance 384,Kitchen,47
pid385,Appliance 385,Kitchen,51
pid386,Appliance 386,Kitchen,49
pid387,Appliance 387,Kitchen,46
pid388,Appliance 388,Kitchen,47
pid389,Appliance 389,Kitchen,31
pid390,Appliance 390,Kitchen,35
pid391,Appliance 391,Kitchen,38
pid392,Appliance 392,Kitchen,36
pid393,Appliance 393,Kitchen,51
pid394,Appliance 394,Kitchen,57
pid395,Appliance 395,Kitchen,58
pid396,Appliance 396,Kitchen,40
pid397,Appliance 397,Kitchen,54
pid398,Appliance 398,Kitchen,58
pid399,Appliance 399,Kitchen,30
pid400,Appliance 400,Kitchen,54
pid401,Appliance 401,Kitchen,59
pid402,Appliance 402,Kitchen,44
pid403,Appliance 403,Kitchen,34
pid404,Appliance 404,Kitchen,42
pid405,Appliance 405,Kitchen,33
pid406,Appliance 406,Kitchen,47
pid407,Appliance 407,Kitchen,49
pid408,Appliance 408,Kitchen,37
pid409,Appliance 409,Kitchen,38
pid410,Appliance 410,Kitchen,34
pid411,Appliance 411,Kitchen,36
pid412,Appliance 412,Kitchen,32
pid413,Appliance 413,Kitchen,49
pid414,Appliance 414,Kitchen,31
pid415,Appliance 415,Kitchen,53
pid416,Appliance 416,Kitchen,40
pid417,Appliance 417,Kitchen,55
pid418,Appliance 418,Kitchen,41
pid419,Appliance 419,Kitchen,47
pid420,Appliance 420,Kitchen,51
pid421,Appliance 421,Kitchen,43
pid422,Appliance 422,Kitchen,31
pid423,Appliance 423,Kitchen,41
pid424,Appliance 424,Kitchen,58
pid425,Appliance 425,Kitchen,33
pid426,Appliance 426,Kitchen,59
pid427,Appliance 427,Kitchen,35
pid428,Appliance 428,Kitchen,31
pid429,Appliance 429,Kitchen,52
pid430,Appliance 430,Kitchen,49
pid431,Appliance 431,Kitchen,47
pid432,Appliance 432,Kitchen,42
pid433,Appliance 433,Kitchen,45
pid434,Appliance 434,Kitchen,37
pid435,Appliance 435,Kitchen,49
pid436,Appliance 436,Kitchen,46
pid437,Appliance 437,Kitchen,43
pid438,Appliance 438,Kitchen,30
pid439,Appliance 439,Kitchen,45
pid440,Appliance 440,Kitchen,41
pid441,Appliance 441,Kitchen,37
pid442,Appliance 442,Kitchen,36
pid443,Appliance 443,Kitchen,45
pid444,Appliance 444,Kitchen,44
pid445,Appliance 445,Kitchen,59
pid446,Appliance 446,Kitchen,53
pid447,Appliance 447,Kitchen,59
pid448,Appliance 448,Kitchen,50
pid449,Appliance 449,Kitchen,50
pid450,Appliance 450,Kitchen,39
pid451,Appliance 451,Kitchen,56
pid452,Appliance 452,Kitchen,47
pid453,Appliance 453,Kitchen,49
pid454,Appliance 454,Kitchen,59
pid455,Appliance 455,Kitchen,53
pid456,Appliance 456,Kitchen,44
pid457,Appliance 457,Kitchen,30
pid458,Appliance 458,Kitchen,34
pid459,Appliance 459,Kitchen,53
pid460,Appliance 460,Kitchen,58
pid461,Appliance 461,Kitchen,33
pid462,Appliance 462,Kitchen,34
pid463,Appliance 463,Kitchen,57
pid464,Appliance 464,Kitchen,43
pid465,Appliance 465,Kitchen,38
pid466,Appliance 466,Kitchen,45
pid467,Appliance 467,Kitchen,51
pid468,Appliance 468,Kitchen,34
pid469,Appliance 469,Kitchen,37
pid470,Appliance 470,Kitchen,47
pid471,Appliance 471,Kitchen,54
pid472,Appliance 472,Kitchen,58
pid473,Appliance 473,Kitchen,50
pid474,Appliance 474,Kitchen,36
pid475,Appliance 475,Kitchen,48
pid476,Appliance 476,Kitchen,58
pid477,Appliance 477,Kitchen,53
pid478,Appliance 478,Kitchen,30
pid479,Appliance 479,Kitchen,55
pid480,Appliance 480,Kitchen,34
pid481,Appliance 481,Kitchen,38
pid482,Appliance 482,Kitchen,59
pid483,Appliance 483,Kitchen,52
pid484,Appliance 484,Kitchen,50
pid485,Appliance 485,Kitchen,43
pid486,Appliance 486,Kitchen,41
pid487,Appliance 487,Kitchen,54
pid488,Appliance 488,Kitchen,41
pid489,Appliance 489,Kitchen,48
pid490,Appliance 490,Kitchen,30
pid491,Appliance 491,Kitchen,56
pid492,Appliance 492,Kitchen,41
pid493,Appliance 493,Kitchen,37
pid494,Appliance 494,Kitchen,55
pid495,Appliance 495,Kitchen,50
pid496,Appliance 496,Kitchen,40
pid497,Appliance 497,Kitchen,44
pid498,Appliance 498,Kitchen,55
pid499,Appliance 499,Kitchen,59
pid500,Appliance 500,Kitchen,35
pid501,Appliance 501,Kitchen,30
pid502,Appliance 502,Kitchen,39
pid503,Appliance 503,Kitchen,39
pid504,Appliance 504,Kitchen,53
pid505,Appliance 505,Kitchen,42
pid506,Appliance 506,Kitchen,33
pid507,Appliance 507,Kitchen,59
pid508,Appliance 508,Kitchen,45
pid509,Appliance 509,Kitchen,33
pid510,Appliance 510,Kitchen,45
pid511,Appliance 511,Kitchen,45
pid512,Appliance 512,Kitchen,42
pid513,Appliance 513,Kitchen,45
pid514,Appliance 514,Kitchen,48
pid515,Appliance 515,Kitchen,54
pid516,Appliance 516,Kitchen,42
pid517,Appliance 517,Kitchen,31
pid518,Appliance 518,Kitchen,55
pid519,Appliance 519,Kitchen,55
pid520,Appliance 520,Kitchen,59
pid521,Appliance 521,Kitchen,40
pid522,Appliance 522,Kitchen,53
pid523,Appliance 523,Kitchen,44
pid524,Appliance 524,Kitchen,40
pid525,Appliance 525,Kitchen,59
pid526,Appliance 526,Kitchen,34
pid527,Appliance 527,Kitchen,57
pid528,Appliance 528,Kitchen,47
pid529,Appliance 529,Kitchen,36
pid530,Appliance 530,Kitchen,35
pid531,Appliance 531,Kitchen,32
pid532,Appliance 532,Kitchen,53
pid533,Appliance 533,Kitchen,58
pid534,Appliance 534,Kitchen,44
pid535,Appliance 535,Kitchen,44
pid536,Appliance 536,Kitchen,51
pid537,Appliance 537,Kitchen,34
pid538,Appliance 538,Kitchen,38
pid539,Appliance 539,Kitchen,34
pid540,Appliance 540,Kitchen,35
pid541,Appliance 541,Kitchen,41
pid542,Appliance 542,Kitchen,37
pid543,Appliance 543,Kitchen,34
pid544,Appliance 544,Kitchen,57
pid545,Appliance 545,Kitchen,44
pid546,Appliance 546,Kitchen,31
pid547,Appliance 547,Kitchen,57
pid548,Appliance 548,Kitchen,44
pid549,Appliance 549,Kitchen,44
pid550,Appliance 550,Kitchen,56
pid551,Appliance 551,Kitchen,35
pid552,Appliance 552,Kitchen,41
pid553,Appliance 553,Kitchen,53
pid554,Appliance 554,Kitchen,49
pid555,Appliance 555,Kitchen,50
pid556,Appliance 556,Kitchen,35
pid557,Appliance 557,Kitchen,44
pid558,Appliance 558,Kitchen,37
pid559,Appliance 559,Kitchen,47
pid560,Appliance 560,Kitchen,56
pid561,Appliance 561,Kitchen,34
pid562,Appliance 562,Kitchen,50
pid563,Appliance 563,Kitchen,37
pid564,Appliance 564,Kitchen,42
pid565,Appliance 565,Kitchen,42
pid566,Appliance 566,Kitchen,32
pid567,Appliance 567,Kitchen,47
pid568,Appliance 568,Kitchen,59
pid569,Appliance 569,Kitchen,38
pid570,Appliance 570,Kitchen,34
pid571,Appliance 571,Kitchen,59
pid572,Appliance 572,Kitchen,31
pid573,Appliance 573,Kitchen,43
pid574,Appliance 574,Kitchen,56
pid575,Appliance 575,Kitchen,36
pid576,Appliance 576,Kitchen,31
pid577,Appliance 577,Kitchen,58
pid578,Appliance 578,Kitchen,50
pid579,Appliance 579,Kitchen,44
pid580,Appliance 580,Kitchen,30
pid581,Appliance 581,Kitchen,36
pid582,Appliance 582,Kitchen,58
pid583,Appliance 583,Kitchen,52
pid584,Appliance 584,Kitchen,49
pid585,Appliance 585,Kitchen,44
pid586,Appliance 586,Kitchen,42
pid587,Appliance 587,Kitchen,59
pid588,Appliance 588,Kitchen,57
pid589,Appliance 589,Kitchen,42
pid590,Appliance 590,Kitchen,54
pid591,Appliance 591,Kitchen,33
pid592,Appliance 592,Kitchen,48
pid593,Appliance 593,Kitchen,45
pid594,Appliance 594,Kitchen,44
pid595,Appliance 595,Kitchen,50
pid596,Appliance 596,Kitchen,45
pid597,Appliance 597,Kitchen,41
pid598,Appliance 598,Kitchen,45
pid599,Appliance 599,Kitchen,48
pid600,Appliance 600,Kitchen,30
pid601,Appliance 601,Kitchen,40
pid602,Appliance 602,Kitchen,42
pid603,Appliance 603,Kitchen,59
pid604,Appliance 604,Kitchen,42
pid605,Appliance 605,Kitchen,49
pid606,Appliance 606,Kitchen,33
pid607,Appliance 607,Kitchen,58
pid608,Appliance 608,Kitchen,56
pid609,Appliance 609,Kitchen,52
pid610,Appliance 610,Kitchen,44
pid611,Appliance 611,Kitchen,56
pid612,Appliance 612,Kitchen,59
pid613,Appliance 613,Kitchen,56
pid614,Appliance 614,Kitchen,35
pid615,Appliance 615,Kitchen,50
pid616,Appliance 616,Kitchen,36
pid617,Appliance 617,Kitchen,45
pid618,Appliance 618,Kitchen,36
pid619,Appliance 619,Kitchen,42
pid620,Appliance 620,Kitchen,32
pid621,Appliance 621,Kitchen,38
pid622,Appliance 622,Kitchen,43
pid623,Appliance 623,Kitchen,48
pid624,Appliance 624,Kitchen,36
pid625,Appliance 625,Kitchen,54
pid626,Appliance 626,Kitchen,58
pid627,Appliance 627,Kitchen,43
pid628,Appliance 628,Kitchen,45
pid629,Appliance 629,Kitchen,50
pid630,Appliance 630,Kitchen,48
pid631,Appliance 631,Kitchen,54
pid632,Appliance 632,Kitchen,52
pid633,Appliance 633,Kitchen,36
pid634,Appliance 634,Kitchen,42
pid635,Appliance 635,Kitchen,55
pid636,Appliance 636,Kitchen,55
pid637,Appliance 637,Kitchen,41
pid638,Appliance 638,Kitchen,30
pid639,Appliance 639,Kitchen,51
pid640,Appliance 640,Kitchen,44
pid641,Appliance 641,Kitchen,37
pid642,Appliance 642,Kitchen,33
pid643,Appliance 643,Kitchen,45
pid644,Appliance 644,Kitchen,54
pid645,Appliance 645,Kitchen,58
pid646,Appliance 646,Kitchen,39
pid647,Appliance 647,Kitchen,38
pid648,Appliance 648,Kitchen,55
pid649,Appliance 649,Kitchen,37
pid650,Appliance 650,Kitchen,52
pid651,Appliance 651,Kitchen,49
pid652,Appliance 652,Kitchen,48
pid653,Appliance 653,Kitchen,35
pid654,Appliance 654,Kitchen,34
pid655,Appliance 655,Kitchen,31
pid656,Appliance 656,Kitchen,36
pid657,Appliance 657,Kitchen,59
pid658,Appliance 658,Kitchen,35
pid659,Appliance 659,Kitchen,51
pid660,Appliance 660,Kitchen,48
pid661,Appliance 661,Kitchen,53
pid662,Appliance 662,Kitchen,49
pid663,Appliance 663,Kitchen,52
pid664,Appliance 664,Kitchen,39
pid665,Appliance 665,Kitchen,34
pid666,Appliance 666,Kitchen,35
pid667,Appliance 667,Kitchen,48
pid668,Appliance 668,Kitchen,47
pid669,Appliance 669,Kitchen,57
pid670,Appliance 670,Kitchen,47
pid671,Appliance 671,Kitchen,31
pid672,Appliance 672,Kitchen,38
pid673,Appliance 673,Kitchen,59
pid674,Appliance 674,Kitchen,48
pid675,Appliance 675,Kitchen,37
pid676,Appliance 676,Kitchen,57
pid677,Appliance 677,Kitchen,44
pid678,Appliance 678,Kitchen,51
pid679,Appliance 679,Kitchen,53
pid680,Appliance 680,Kitchen,39
pid681,Appliance 681,Kitchen,59
pid682,Appliance 682,Kitchen,35
pid683,Appliance 683,Kitchen,40
pid684,Appliance 684,Kitchen,50
pid685,Appliance 685,Kitchen,48
pid686,Appliance 686,Kitchen,53
pid687,Appliance 687,Kitchen,42
pid688,Appliance 688,Kitchen,32
pid689,Appliance 689,Kitchen,44
pid690,Appliance 690,Kitchen,37
pid691,Appliance 691,Kitchen,37
pid692,Appliance 692,Kitchen,54
pid693,Appliance 693,Kitchen,58
pid694,Appliance 694,Kitchen,33
pid695,Appliance 695,Kitchen,33
pid696,Appliance 696,Kitchen,53
pid697,Appliance 697,Kitchen,51
pid698,Appliance 698,Kitchen,37
pid699,Appliance 699,Kitchen,35
pid700,Appliance 700,Kitchen,37
pid701,Appliance 701,Kitchen,48
pid702,Appliance 702,Kitchen,35
pid703,Appliance 703,Kitchen,53
pid704,Appliance 704,Kitchen,53
pid705,Appliance 705,Kitchen,44
pid706,Appliance 706,Kitchen,43
pid707,Appliance 707,Kitchen,56
pid708,Appliance 708,Kitchen,32
pid709,Appliance 709,Kitchen,30
pid710,Appliance 710,Kitchen,37
pid711,Appliance 711,Kitchen,38
pid712,Appliance 712,Kitchen,34
pid713,Appliance 713,Kitchen,46
pid714,Appliance 714,Kitchen,38
pid715,Appliance 715,Kitchen,53
pid716,Appliance 716,Kitchen,49
pid717,Appliance 717,Kitchen,46
pid718,Appliance 718,Kitchen,58
pid719,Appliance 719,Kitchen,39
pid720,Appliance 720,Kitchen,33
pid721,Appliance 721,Kitchen,52
pid722,Appliance 722,Kitchen,39
pid723,Appliance 723,Kitchen,48
pid724,Appliance 724,Kitchen,30
pid725,Appliance 725,Kitchen,46
pid726,Appliance 726,Kitchen,59
pid727,Appliance 727,Kitchen,38
pid728,Appliance 728,Kitchen,34
pid729,Appliance 729,Kitchen,59
pid730,Appliance 730,Kitchen,50
pid731,Appliance 731,Kitchen,36
pid732,Appliance 732,Kitchen,58
pid733,Appliance 733,Kitchen,31
pid734,Appliance 734,Kitchen,55
pid735,Appliance 735,Kitchen,50
pid736,Appliance 736,Kitchen,43
pid737,Appliance 737,Kitchen,52
pid738,Appliance 738,Kitchen,47
pid739,Appliance 739,Kitchen,39
pid740,Appliance 740,Kitchen,33
