_id,description,product_type,quantity_available
prod0149,chair,dining_room,87
prod0150,shears,yard,43
prod0151,ladder,yard,61
prod0152,chair,dining_room,53
prod0153,sofa,living_room,39
prod0154,shears,yard,1
prod0155,rug,living_room,99
prod0156,rug,living_room,47
prod0157,rug,living_room,79
prod0158,table,dining_room,53
prod0159,painting,living_room,82
prod0160,desk,office,49
prod0161,chair,dining_room,58
prod0162,ladder,yard,55
prod0163,ladder,yard,89
prod0164,lamp,living_room,21
prod0165,chair,dining_room,48
prod0166,shears,yard,93
prod0167,chair,dining_room,99
prod0168,painting,living_room,79
prod0169,lamp,living_room,96
prod0170,lamp,living_room,81
prod0171,sofa,living_room,30
prod0172,shed,yard,15
prod0173,shovel,yard,60
prod0174,sofa,living_room,64
prod0175,sofa,living_room,84
prod0176,painting,living_room,66
prod0177,ladder,yard,87
prod0178,shed,yard,39
prod0179,desk,office,96
prod0180,desk,office,100
prod0181,shed,yard,42
prod0182,chair,dining_room,45
prod0183,table,dining_room,21
prod0184,ladder,yard,30
prod0185,chair,dining_room,8
prod0186,shed,yard,32
prod0187,rug,living_room,16
prod0188,shovel,yard,85
prod0189,rug,living_room,15
prod0190,rug,living_room,87
prod0191,shovel,yard,77
prod0192,painting,living_room,100
prod0193,painting,living_room,97
prod0194,shovel,yard,97
prod0195,desk,office,26
prod0196,sofa,living_room,22
prod0197,shears,yard,33
prod0198,lawnmower,yard,76
prod0199,lawnmower,yard,55
prod0200,shovel,yard,49
prod0201,table,dining_room,3
prod0202,shears,yard,32
prod0203,shears,yard,24
prod0204,rug,living_room,19
prod0205,painting,living_room,15
prod0206,lawnmower,yard,88
prod0207,shears,yard,95
prod0208,table,dining_room,69
prod0209,chair,dining_room,83
prod0210,lawnmower,yard,33
prod0211,chair,dining_room,57
prod0212,desk,office,33
prod0213,table,dining_room,40
prod0214,shears,yard,73
prod0215,painting,living_room,49
prod0216,sofa,living_room,89
prod0217,ladder,yard,54
prod0218,lamp,living_room,72
prod0219,lawnmower,yard,100
prod0220,painting,living_room,30
prod0221,shovel,yard,45
prod0222,lawnmower,yard,48
prod0223,sofa,living_room,77
prod0224,sofa,living_room,95
prod0225,desk,office,73
prod0226,lamp,living_room,61
prod0227,shed,yard,95
prod0228,chair,dining_room,47
prod0229,chair,dining_room,15
prod0230,chair,dining_room,5
prod0231,painting,living_room,43
prod0232,painting,living_room,42
prod0233,desk,office,36
prod0234,shears,yard,76
prod0235,table,dining_room,56
prod0236,chair,dining_room,78
prod0237,shovel,yard,40
prod0238,chair,dining_room,14
prod0239,shed,yard,76
prod0240,desk,office,61
prod0241,shed,yard,30
prod0242,chair,dining_room,60
prod0243,shears,yard,50
prod0244,ladder,yard,5
prod0245,lamp,living_room,78
prod0246,rug,living_room,47
prod0247,table,dining_room,71
prod0248,shears,yard,52
prod0249,lawnmower,yard,89
prod0250,lamp,living_room,73
prod0251,chair,dining_room,24
prod0252,desk,office,55
prod0253,lawnmower,yard,47
prod0254,sofa,living_room,59
prod0255,rug,living_room,70
prod0256,lawnmower,yard,9
prod0257,lamp,living_room,14
prod0258,shovel,yard,38
prod0259,ladder,yard,65
prod0260,ladder,yard,41
prod0261,shed,yard,45
prod0262,chair,dining_room,94
prod0263,rug,living_room,33
prod0264,shovel,yard,27
prod0265,rug,living_room,77
prod0266,shovel,yard,50
prod0267,rug,living_room,29
prod0268,chair,dining_room,21
prod0269,sofa,living_room,73
prod0270,shed,yard,15
prod0271,lawnmower,yard,58
prod0272,sofa,living_room,6
prod0273,painting,living_room,19
prod0274,shears,yard,18
prod0275,table,dining_room,66
prod0276,ladder,yard,91
prod0277,shed,yard,38
prod0278,rug,living_room,79
prod0279,sofa,living_room,14
prod0280,shears,yard,57
prod0281,painting,living_room,79
prod0282,sofa,living_room,99
prod0283,shed,yard,59
prod0284,table,dining_room,34
prod0285,lamp,living_room,66
prod0286,lawnmower,yard,57
prod0287,painting,living_room,46
prod0288,table,dining_room,72
prod0289,chair,dining_room,74
prod0290,shed,yard,40
prod0291,shears,yard,65
prod0292,painting,living_room,39
prod0293,shed,yard,43
prod0294,table,dining_room,91
prod0295,chair,dining_room,5
prod0296,sofa,living_room,64
prod0297,lawnmower,yard,100
prod0298,desk,office,47
prod0299,desk,office,59
prod0300,chair,dining_room,95
prod0301,painting,living_room,67
prod0302,shovel,yard,81
prod0303,lawnmower,yard,60
prod0304,table,dining_room,80
prod0305,rug,living_room,53
prod0306,lawnmower,yard,87
prod0307,shovel,yard,19
prod0308,shed,yard,68
prod0309,rug,living_room,93
prod0310,chair,dining_room,70
prod0311,lamp,living_room,84
prod0312,shed,yard,52
prod0313,ladder,yard,22
prod0314,ladder,yard,46
prod0315,shed,yard,60
prod0316,lawnmower,yard,71
prod0317,shed,yard,40
prod0318,lamp,living_room,3
prod0319,desk,office,90
prod0320,table,dining_room,0
prod0321,shed,yard,92
prod0322,lawnmower,yard,22
prod0323,chair,dining_room,21
prod0324,ladder,yard,90
prod0325,lamp,living_room,30
prod0326,lawnmower,yard,71
prod0327,lamp,living_room,51
prod0328,ladder,yard,78
prod0329,lawnmower,yard,46
prod0330,sofa,living_room,66
prod0331,table,dining_room,35
prod0332,painting,living_room,44
prod0333,sofa,living_room,10
prod0334,ladder,yard,98
prod0335,desk,office,36
prod0336,chair,dining_room,91
prod0337,shed,yard,74
prod0338,lawnmower,yard,1
prod0339,lawnmower,yard,28
prod0340,shovel,yard,76
prod0341,sofa,living_room,9
prod0342,shed,yard,72
prod0343,shed,yard,49
prod0344,painting,living_room,26
prod0345,lawnmower,yard,17
prod0346,shears,yard,73
prod0347,sofa,living_room,68
prod0348,sofa,living_room,3
prod0349,ladder,yard,15
prod0350,shovel,yard,44
prod0351,painting,living_room,61
prod0352,chair,dining_room,17
prod0353,rug,living_room,86
prod0354,lamp,living_room,9
prod0355,table,dining_room,30
prod0356,rug,living_room,95
prod0357,shed,yard,53
prod0358,desk,office,69
prod0359,chair,dining_room,38
prod0360,sofa,living_room,83
prod0361,shears,yard,0
prod0362,desk,office,96
prod0363,shovel,yard,45
prod0364,lamp,living_room,99
prod0365,shovel,yard,0
prod0366,lamp,living_room,61
prod0367,lawnmower,yard,63
prod0368,shears,yard,64
prod0369,painting,living_room,63
prod0370,ladder,yard,25
prod0371,shovel,yard,34
prod0372,painting,living_room,41
prod0373,table,dining_room,97
prod0374,shovel,yard,73
prod0375,rug,living_room,13
prod0376,shears,yard,68
prod0377,lamp,living_room,74
prod0378,table,dining_room,53
prod0379,shed,yard,20
prod0380,shed,yard,33
prod0381,lamp,living_room,12
prod0382,lamp,living_room,1
prod0383,shovel,yard,81
prod0384,shears,yard,37
prod0385,rug,living_room,38
prod0386,shed,yard,99
prod0387,shears,yard,69
prod0388,desk,office,6
prod0389,lamp,living_room,37
prod0390,rug,living_room,15
prod0391,desk,office,58
prod0392,lamp,living_room,53
prod0393,painting,living_room,81
prod0394,shed,yard,2
prod0395,sofa,living_room,18
prod0396,shed,yard,77
prod0397,sofa,living_room,51
prod0398,shovel,yard,88
prod0399,desk,office,73
prod0400,painting,living_room,52
prod0401,lawnmower,yard,69
prod0402,lawnmower,yard,6
prod0403,desk,office,15
prod0404,table,dining_room,56
prod0405,rug,living_room,58
prod0406,shovel,yard,88
prod0407,ladder,yard,28
prod0408,chair,dining_room,51
prod0409,rug,living_room,45
prod0410,lawnmower,yard,41
prod0411,sofa,living_room,11
prod0412,shed,yard,77
prod0413,lawnmower,yard,9
prod0414,shears,yard,9
prod0415,shed,yard,78
prod0416,table,dining_room,66
prod0417,shed,yard,76
prod0418,table,dining_room,63
prod0419,rug,living_room,23
prod0420,painting,living_room,93
prod0421,shears,yard,23
prod0422,shovel,yard,73
prod0423,shears,yard,37
prod0424,painting,living_room,13
prod0425,chair,dining_room,26
prod0426,lawnmower,yard,15
prod0427,lamp,living_room,66
prod0428,table,dining_room,94
prod0429,lawnmower,yard,26
prod0430,sofa,living_room,2
prod0431,desk,office,87
prod0432,shears,yard,30
prod0433,shovel,yard,77
prod0434,shears,yard,3
prod0435,chair,dining_room,30
prod0436,lamp,living_room,16
prod0437,shears,yard,91
prod0438,lamp,living_room,26
prod0439,table,dining_room,77
prod0440,desk,office,34
prod0441,table,dining_room,40
prod0442,sofa,living_room,91
prod0443,rug,living_room,65
prod0444,painting,living_room,62
prod0445,lawnmower,yard,8
prod0446,sofa,living_room,4
prod0447,sofa,living_room,29
prod0448,shed,yard,68
prod0449,rug,living_room,99
prod0450,ladder,yard,64
prod0451,chair,dining_room,83
prod0452,chair,dining_room,7
prod0453,table,dining_room,70
prod0454,painting,living_room,35
prod0455,shovel,yard,11
prod0456,shovel,yard,64
prod0457,table,dining_room,73
prod0458,lamp,living_room,42
prod0459,table,dining_room,11
prod0460,shed,yard,22
prod0461,shovel,yard,72
prod0462,chair,dining_room,7
prod0463,lamp,living_room,60
prod0464,desk,office,42
prod0465,lawnmower,yard,69
prod0466,desk,office,42
prod0467,desk,office,21
prod0468,chair,dining_room,5
prod0469,sofa,living_room,87
prod0470,lamp,living_room,2
prod0471,shears,yard,37
prod0472,table,dining_room,1
prod0473,ladder,yard,97
prod0474,shears,yard,38
prod0475,painting,living_room,90
prod0476,table,dining_room,23
prod0477,lawnmower,yard,0
prod0478,table,dining_room,52
prod0479,painting,living_room,32
prod0480,lawnmower,yard,50
prod0481,sofa,living_room,15
prod0482,shovel,yard,73
prod0483,shed,yard,16
prod0484,table,dining_room,76
prod0485,shears,yard,29
prod0486,ladder,yard,11
prod0487,shovel,yard,80
prod0488,rug,living_room,56
prod0489,chair,dining_room,16
prod0490,shed,yard,64
prod0491,table,dining_room,35
prod0492,sofa,living_room,95
prod0493,ladder,yard,50
prod0494,desk,office,26
prod0495,ladder,yard,70
prod0496,rug,living_room,98
prod0497,chair,dining_room,44
prod0498,lamp,living_room,5
prod0499,lawnmower,yard,34
prod0500,painting,living_room,47
prod0501,shed,yard,14
prod0502,ladder,yard,97
prod0503,shed,yard,69
prod0504,ladder,yard,49
prod0505,rug,living_room,100
prod0506,shears,yard,16
prod0507,shovel,yard,61
prod0508,shovel,yard,21
prod0509,shovel,yard,86
prod0510,ladder,yard,7
prod0511,table,dining_room,71
prod0512,sofa,living_room,44
prod0513,chair,dining_room,94
prod0514,ladder,yard,27
prod0515,painting,living_room,65
prod0516,shears,yard,62
prod0517,desk,office,88
prod0518,shed,yard,12
prod0519,shed,yard,91
prod0520,shears,yard,20
prod0521,table,dining_room,73
prod0522,lawnmower,yard,20
prod0523,desk,office,42
prod0524,painting,living_room,62
prod0525,shovel,yard,67
prod0526,sofa,living_room,48
prod0527,desk,office,24
prod0528,lamp,living_room,91
prod0529,shears,yard,79
prod0530,lawnmower,yard,33
prod0531,sofa,living_room,54
prod0532,painting,living_room,27
prod0533,desk,office,60
prod0534,lawnmower,yard,50
prod0535,painting,living_room,43
prod0536,sofa,living_room,62
prod0537,lamp,living_room,40
prod0538,sofa,living_room,4
prod0539,lamp,living_room,9
prod0540,chair,dining_room,11
prod0541,sofa,living_room,40
prod0542,ladder,yard,30
prod0543,rug,living_room,11
prod0544,rug,living_room,25
prod0545,painting,living_room,46
prod0546,lawnmower,yard,91
prod0547,shed,yard,65
prod0548,lawnmower,yard,82
prod0549,lamp,living_room,22
prod0550,lamp,living_room,73
prod0551,lamp,living_room,18
prod0552,shovel,yard,18
prod0553,painting,living_room,64
prod0554,lawnmower,yard,82
prod0555,painting,living_room,35
prod0556,painting,living_room,22
prod0557,ladder,yard,38
prod0558,painting,living_room,2
prod0559,shovel,yard,5
prod0560,painting,living_room,60
prod0561,sofa,living_room,41
prod0562,desk,office,46
prod0563,rug,living_room,70
prod0564,chair,dining_room,62
prod0565,lawnmower,yard,72
prod0566,ladder,yard,100
prod0567,desk,office,48
prod0568,lamp,living_room,39
prod0569,painting,living_room,84
prod0570,lamp,living_room,68
prod0571,shed,yard,88
prod0572,shears,yard,90
prod0573,desk,office,33
prod0574,shears,yard,62
prod0575,shed,yard,65
prod0576,shovel,yard,18
prod0577,ladder,yard,97
prod0578,shovel,yard,38
prod0579,chair,dining_room,1
prod0580,rug,living_room,62
prod0581,desk,office,100
prod0582,ladder,yard,9
prod0583,lamp,living_room,1
prod0584,lamp,living_room,54
prod0585,rug,living_room,29
prod0586,desk,office,20
prod0587,shed,yard,3
prod0588,lawnmower,yard,21
prod0589,shed,yard,55
prod0590,shears,yard,12
prod0591,shovel,yard,91
prod0592,shed,yard,4
prod0593,sofa,living_room,28
prod0594,shed,yard,11
prod0595,shears,yard,29
prod0596,chair,dining_room,34
prod0597,table,dining_room,85
prod0598,lawnmower,yard,22
prod0599,chair,dining_room,95
prod0600,shovel,yard,12
prod0601,lamp,living_room,72
prod0602,sofa,living_room,84
prod0603,rug,living_room,93
prod0604,desk,office,95
prod0605,shears,yard,73
prod0606,shears,yard,25
prod0607,lamp,living_room,52
prod0608,lamp,living_room,63
prod0609,shovel,yard,100
prod0610,lawnmower,yard,44
prod0611,lawnmower,yard,1
prod0612,lamp,living_room,72
prod0613,lamp,living_room,76
prod0614,chair,dining_room,40
prod0615,lamp,living_room,77
prod0616,lawnmower,yard,6
prod0617,painting,living_room,15
prod0618,table,dining_room,3
prod0619,lawnmower,yard,78
prod0620,sofa,living_room,30
prod0621,shovel,yard,66
prod0622,table,dining_room,16
prod0623,shears,yard,52
prod0624,shovel,yard,39
prod0625,painting,living_room,55
prod0626,shed,yard,58
prod0627,table,dining_room,60
prod0628,chair,dining_room,84
prod0629,lamp,living_room,2
prod0630,desk,office,63
prod0631,ladder,yard,64
prod0632,sofa,living_room,56
prod0633,desk,office,37
prod0634,shears,yard,40
prod0635,lamp,living_room,63
prod0636,lamp,living_room,77
prod0637,painting,living_room,80
prod0638,shears,yard,67
prod0639,chair,dining_room,53
prod0640,desk,office,13
prod0641,lamp,living_room,65
prod0642,shears,yard,64
prod0643,lamp,living_room,39
prod0644,table,dining_room,66
prod0645,sofa,living_room,28
prod0646,sofa,living_room,84
prod0647,table,dining_room,87
prod0648,lawnmower,yard,7
prod0649,shears,yard,88
prod0650,shears,yard,45
prod0651,desk,office,56
prod0652,shovel,yard,71
prod0653,lawnmower,yard,14
prod0654,ladder,yard,49
prod0655,shears,yard,34
prod0656,table,dining_room,54
prod0657,shears,yard,83
prod0658,desk,office,9
prod0659,chair,dining_room,55
prod0660,shovel,yard,89
prod0661,ladder,yard,35
prod0662,desk,office,87
prod0663,desk,office,64
prod0664,lawnmower,yard,43
prod0665,shovel,yard,6
prod0666,ladder,yard,4
prod0667,sofa,living_room,13
prod0668,lamp,living_room,73
prod0669,shears,yard,19
prod0670,ladder,yard,16
prod0671,painting,living_room,18
prod0672,ladder,yard,3
prod0673,shovel,yard,74
prod0674,rug,living_room,85
prod0675,sofa,living_room,16
prod0676,chair,dining_room,83
prod0677,sofa,living_room,95
prod0678,rug,living_room,60
prod0679,rug,living_room,29
prod0680,shed,yard,74
prod0681,ladder,yard,42
prod0682,table,dining_room,98
prod0683,shovel,yard,12
prod0684,ladder,yard,95
prod0685,rug,living_room,12
prod0686,shovel,yard,58
prod0687,table,dining_room,75
prod0688,shed,yard,26
prod0689,painting,living_room,24
prod0690,shovel,yard,61
prod0691,shed,yard,29
prod0692,rug,living_room,32
prod0693,ladder,yard,57
prod0694,shears,yard,58
prod0695,lawnmower,yard,99
prod0696,lawnmower,yard,60
prod0697,painting,living_room,96
prod0698,lawnmower,yard,66
prod0699,table,dining_room,90
prod0700,sofa,living_room,6
prod0701,lamp,living_room,31
prod0702,lamp,living_room,1
prod0703,table,dining_room,31
prod0704,lawnmower,yard,96
prod0705,lawnmower,yard,70
prod0706,shovel,yard,95
prod0707,desk,office,45
prod0708,chair,dining_room,98
prod0709,ladder,yard,78
prod0710,chair,dining_room,0
prod0711,rug,living_room,25
prod0712,shed,yard,36
prod0713,table,dining_room,65
prod0714,lamp,living_room,98
prod0715,sofa,living_room,88
prod0716,painting,living_room,33
prod0717,shears,yard,83
prod0718,sofa,living_room,93
prod0719,table,dining_room,76
prod0720,table,dining_room,26
prod0721,desk,office,28
prod0722,painting,living_room,53
prod0723,shed,yard,33
prod0724,shed,yard,54
prod0725,chair,dining_room,98
prod0726,table,dining_room,73
prod0727,lawnmower,yard,77
prod0728,painting,living_room,24
prod0729,rug,living_room,73
prod0730,ladder,yard,91
prod0731,chair,dining_room,25
prod0732,chair,dining_room,56
prod0733,painting,living_room,78
prod0734,lamp,living_room,52
prod0735,shed,yard,82
prod0736,chair,dining_room,71
prod0737,painting,living_room,40
prod0738,painting,living_room,22
prod0739,rug,living_room,11
prod0740,table,dining_room,54
prod0741,chair,dining_room,72
prod0742,rug,living_room,16
prod0743,ladder,yard,11
prod0744,desk,office,4
prod0745,desk,office,6
prod0746,rug,living_room,43
prod0747,shed,yard,10
prod0748,ladder,yard,73
prod0749,rug,living_room,64
prod0750,lawnmower,yard,74
prod0751,rug,living_room,64
prod0752,painting,living_room,45
prod0753,shears,yard,81
prod0754,rug,living_room,91
prod0755,shed,yard,87
prod0756,ladder,yard,0
prod0757,shears,yard,31
prod0758,lawnmower,yard,72
prod0759,shears,yard,56
prod0760,shears,yard,36
prod0761,painting,living_room,81
prod0762,shed,yard,83
prod0763,desk,office,79
prod0764,ladder,yard,92
prod0765,lawnmower,yard,26
prod0766,shovel,yard,92
prod0767,shovel,yard,48
prod0768,chair,dining_room,35
prod0769,painting,living_room,15
prod0770,shears,yard,32
prod0771,lamp,living_room,92
prod0772,desk,office,47
prod0773,table,dining_room,42
prod0774,shears,yard,38
prod0775,desk,office,76
prod0776,lawnmower,yard,85
prod0777,shed,yard,63
prod0778,shovel,yard,0
prod0779,painting,living_room,50
prod0780,lawnmower,yard,88
prod0781,shovel,yard,48
prod0782,rug,living_room,46
prod0783,painting,living_room,42
prod0784,shovel,yard,44
prod0785,shovel,yard,46
prod0786,chair,dining_room,72
prod0787,chair,dining_room,80
prod0788,painting,living_room,59
prod0789,shears,yard,75
prod0790,rug,living_room,20
prod0791,lamp,living_room,47
prod0792,lawnmower,yard,10
prod0793,lawnmower,yard,89
prod0794,shed,yard,43
prod0795,chair,dining_room,75
prod0796,desk,office,54
prod0797,lamp,living_room,83
prod0798,lamp,living_room,13
prod0799,lamp,living_room,75
prod0800,sofa,living_room,53
prod0801,shed,yard,65
prod0802,shovel,yard,32
prod0803,desk,office,78
prod0804,rug,living_room,8
prod0805,chair,dining_room,92
prod0806,desk,office,87
prod0807,shears,yard,35
prod0808,rug,living_room,12
prod0809,shears,yard,4
prod0810,ladder,yard,63
prod0811,sofa,living_room,14
prod0812,shears,yard,25
prod0813,table,dining_room,37
prod0814,ladder,yard,91
prod0815,sofa,living_room,16
prod0816,ladder,yard,95
prod0817,table,dining_room,92
prod0818,lamp,living_room,29
prod0819,lawnmower,yard,90
prod0820,table,dining_room,75
prod0821,chair,dining_room,57
prod0822,shears,yard,35
prod0823,shed,yard,68
prod0824,lawnmower,yard,16
prod0825,shovel,yard,62
prod0826,chair,dining_room,11
prod0827,rug,living_room,2
prod0828,sofa,living_room,82
prod0829,desk,office,31
prod0830,lawnmower,yard,36
prod0831,table,dining_room,38
prod0832,table,dining_room,54
prod0833,chair,dining_room,25
prod0834,chair,dining_room,9
prod0835,ladder,yard,18
prod0836,sofa,living_room,35
prod0837,ladder,yard,97
prod0838,sofa,living_room,95
prod0839,lawnmower,yard,98
prod0840,sofa,living_room,97
prod0841,shears,yard,16
prod0842,shovel,yard,43
prod0843,shovel,yard,67
prod0844,table,dining_room,35
prod0845,shears,yard,67
prod0846,shears,yard,63
prod0847,table,dining_room,28
prod0848,shovel,yard,94
prod0849,lawnmower,yard,69
prod0850,rug,living_room,0
prod0851,painting,living_room,87
prod0852,table,dining_room,43
prod0853,lawnmower,yard,29
prod0854,desk,office,78
prod0855,table,dining_room,10
prod0856,shovel,yard,61
prod0857,lamp,living_room,54
prod0858,shed,yard,66
prod0859,shed,yard,13
prod0860,shovel,yard,89
prod0861,chair,dining_room,40
prod0862,chair,dining_room,4
prod0863,painting,living_room,67
prod0864,shovel,yard,81
prod0865,shears,yard,12
prod0866,shears,yard,91
prod0867,sofa,living_room,1
prod0868,desk,office,20
prod0869,shed,yard,73
prod0870,shovel,yard,40
prod0871,table,dining_room,93
prod0872,table,dining_room,22
prod0873,lamp,living_room,78
prod0874,shovel,yard,76
prod0875,table,dining_room,90
prod0876,lawnmower,yard,9
prod0877,rug,living_room,52
prod0878,ladder,yard,0
prod0879,shovel,yard,37
prod0880,chair,dining_room,89
prod0881,painting,living_room,66
prod0882,table,dining_room,82
prod0883,ladder,yard,24
prod0884,painting,living_room,95
prod0885,shears,yard,79
prod0886,sofa,living_room,60
prod0887,sofa,living_room,45
prod0888,painting,living_room,10
prod0889,table,dining_room,1
prod0890,table,dining_room,32
prod0891,shears,yard,19
prod0892,chair,dining_room,22
prod0893,chair,dining_room,18
prod0894,rug,living_room,16
prod0895,lawnmower,yard,69
prod0896,shed,yard,98
prod0897,sofa,living_room,44
prod0898,shed,yard,48
prod0899,ladder,yard,54
prod0900,shed,yard,47
prod0901,lawnmower,yard,79
prod0902,shears,yard,63
prod0903,painting,living_room,11
prod0904,chair,dining_room,16
prod0905,lamp,living_room,80
prod0906,shovel,yard,97
prod0907,desk,office,21
prod0908,desk,office,60
prod0909,lamp,living_room,5
prod0910,rug,living_room,61
prod0911,chair,dining_room,21
prod0912,lamp,living_room,55
prod0913,lamp,living_room,23
prod0914,table,dining_room,86
prod0915,desk,office,90
prod0916,sofa,living_room,1
prod0917,shears,yard,90
prod0918,ladder,yard,65
prod0919,lamp,living_room,46
prod0920,lamp,living_room,79
prod0921,chair,dining_room,55
prod0922,table,dining_room,59
prod0923,shovel,yard,25
prod0924,shears,yard,52
prod0925,rug,living_room,88
prod0926,ladder,yard,24
prod0927,rug,living_room,20
prod0928,shed,yard,23
prod0929,ladder,yard,28
prod0930,lawnmower,yard,38
prod0931,desk,office,58
prod0932,lamp,living_room,32
prod0933,shed,yard,25
prod0934,ladder,yard,99
prod0935,shed,yard,77
prod0936,chair,dining_room,48
prod0937,chair,dining_room,41
prod0938,sofa,living_room,18
prod0939,painting,living_room,44
prod0940,sofa,living_room,0
prod0941,lamp,living_room,84
prod0942,sofa,living_room,38
prod0943,lawnmower,yard,74
prod0944,sofa,living_room,59
prod0945,ladder,yard,13
prod0946,ladder,yard,85
prod0947,desk,office,22
prod0948,shovel,yard,13
prod0949,shed,yard,33
prod0950,lamp,living_room,41
prod0951,painting,living_room,50
prod0952,lamp,living_room,97
prod0953,lawnmower,yard,40
prod0954,ladder,yard,9
prod0955,sofa,living_room,78
prod0956,shed,yard,28
prod0957,shovel,yard,92
prod0958,painting,living_room,84
prod0959,table,dining_room,98
prod0960,lamp,living_room,19
prod0961,painting,living_room,87
prod0962,shovel,yard,15
prod0963,shovel,yard,31
prod0964,shovel,yard,82
prod0965,shovel,yard,91
prod0966,sofa,living_room,57
prod0967,shed,yard,16
prod0968,painting,living_room,61
prod0969,shed,yard,30
prod0970,chair,dining_room,91
prod0971,shovel,yard,5
prod0972,table,dining_room,12
prod0973,lawnmower,yard,22
prod0974,painting,living_room,88
prod0975,table,dining_room,56
prod0976,lamp,living_room,14
prod0977,lawnmower,yard,84
prod0978,lamp,living_room,0
prod0979,lawnmower,yard,32
prod0980,painting,living_room,96
prod0981,shears,yard,77
prod0982,painting,living_room,62
prod0983,sofa,living_room,82
prod0984,lawnmower,yard,89
prod0985,painting,living_room,27
prod0986,lamp,living_room,23
prod0987,sofa,living_room,23
prod0988,lamp,living_room,88
prod0989,table,dining_room,43
