RentalID, UserID, ProductID
rnt00108,user00886,prd00035
rnt00109,user00034,prd00915
rnt00110,user00917,prd00684
rnt00111,user00515,prd00670
rnt00112,user00155,prd00389
rnt00113,user00656,prd00265
rnt00114,user00012,prd00135
rnt00115,user00696,prd00891
rnt00116,user00394,prd00136
rnt00117,user00723,prd00801
rnt00118,user00097,prd00919
rnt00119,user00927,prd00612
rnt00120,user00516,prd00695
rnt00121,user00296,prd00858
rnt00122,user00801,prd00569
rnt00123,user00559,prd00802
rnt00124,user00115,prd00034
rnt00125,user00730,prd00532
rnt00126,user00969,prd00889
rnt00127,user00747,prd00366
rnt00128,user00938,prd00142
rnt00129,user00880,prd00317
rnt00130,user00354,prd00656
rnt00131,user00914,prd00174
rnt00132,user00227,prd00824
rnt00133,user00038,prd00458
rnt00134,user00499,prd00906
rnt00135,user00364,prd00910
rnt00136,user00075,prd00222
rnt00137,user00047,prd00247
rnt00138,user00227,prd00579
rnt00139,user00763,prd00276
rnt00140,user00602,prd00241
rnt00141,user00521,prd00278
rnt00142,user00832,prd00577
rnt00143,user00081,prd00796
rnt00144,user00752,prd00322
rnt00145,user00613,prd00307
rnt00146,user00481,prd00463
rnt00147,user00864,prd00706
rnt00148,user00656,prd00699
rnt00149,user00615,prd00801
rnt00150,user00133,prd00180
rnt00151,user00589,prd00231
rnt00152,user00964,prd00129
rnt00153,user00294,prd00662
rnt00154,user00471,prd00950
rnt00155,user00167,prd00259
rnt00156,user00530,prd00452
rnt00157,user00171,prd00531
rnt00158,user00490,prd00857
rnt00159,user00124,prd00470
rnt00160,user00776,prd00176
rnt00161,user00197,prd00096
rnt00162,user00503,prd00375
rnt00163,user00916,prd00912
rnt00164,user00974,prd00308
rnt00165,user00436,prd00219
rnt00166,user00338,prd00911
rnt00167,user00928,prd00226
rnt00168,user00305,prd00278
rnt00169,user00964,prd00952
rnt00170,user00200,prd00741
rnt00171,user00644,prd00570
rnt00172,user00596,prd00171
rnt00173,user00298,prd00213
rnt00174,user00107,prd00439
rnt00175,user00626,prd00071
rnt00176,user00256,prd00822
rnt00177,user00033,prd00656
rnt00178,user00918,prd00085
rnt00179,user00494,prd00520
rnt00180,user00358,prd00285
rnt00181,user00001,prd00727
rnt00182,user00763,prd00698
rnt00183,user00302,prd00429
rnt00184,user00580,prd00948
rnt00185,user00010,prd00032
rnt00186,user00158,prd00302
rnt00187,user00093,prd00762
rnt00188,user00806,prd00988
rnt00189,user00883,prd00243
rnt00190,user00271,prd00370
rnt00191,user00990,prd00751
rnt00192,user00165,prd00947
rnt00193,user00571,prd00106
rnt00194,user00448,prd00045
rnt00195,user00503,prd00932
rnt00196,user00093,prd00185
rnt00197,user00325,prd00028
rnt00198,user00455,prd00005
rnt00199,user00666,prd00436
rnt00200,user00746,prd00486
rnt00201,user00574,prd00057
rnt00202,user00170,prd00864
rnt00203,user00563,prd00190
rnt00204,user00673,prd00673
rnt00205,user00720,prd00664
rnt00206,user00592,prd00004
rnt00207,user00530,prd00503
rnt00208,user00141,prd00335
rnt00209,user00611,prd00334
rnt00210,user00571,prd00129
rnt00211,user00222,prd00302
rnt00212,user00922,prd00417
rnt00213,user00471,prd00244
rnt00214,user00821,prd00820
rnt00215,user00140,prd00761
rnt00216,user00396,prd00938
rnt00217,user00041,prd00954
rnt00218,user00203,prd00882
rnt00219,user00275,prd00612
rnt00220,user00896,prd00519
rnt00221,user00119,prd00110
rnt00222,user00532,prd00945
rnt00223,user00163,prd00432
rnt00224,user00458,prd00666
rnt00225,user00022,prd00993
rnt00226,user00422,prd00116
rnt00227,user00273,prd00488
rnt00228,user00581,prd00822
rnt00229,user00307,prd00798
rnt00230,user00942,prd00791
rnt00231,user00058,prd00899
rnt00232,user00350,prd00085
rnt00233,user00940,prd00909
rnt00234,user00578,prd00786
rnt00235,user00655,prd00442
rnt00236,user00168,prd00761
rnt00237,user00672,prd00904
rnt00238,user00511,prd00207
rnt00239,user00726,prd00711
rnt00240,user00580,prd00307
rnt00241,user00352,prd00350
rnt00242,user00235,prd00042
rnt00243,user00581,prd00669
rnt00244,user00225,prd00213
rnt00245,user00772,prd00685
rnt00246,user00526,prd00651
rnt00247,user00859,prd00721
rnt00248,user00385,prd00998
rnt00249,user00279,prd00525
rnt00250,user00118,prd00729
rnt00251,user00315,prd00971
rnt00252,user00736,prd00142
rnt00253,user00648,prd00758
rnt00254,user00752,prd00603
rnt00255,user00887,prd00605
rnt00256,user00616,prd00606
rnt00257,user00828,prd00328
rnt00258,user00332,prd00592
rnt00259,user00399,prd00872
rnt00260,user00921,prd00059
rnt00261,user00548,prd00404
rnt00262,user00519,prd00841
rnt00263,user00943,prd00377
rnt00264,user00812,prd00111
rnt00265,user00995,prd00807
rnt00266,user00011,prd00809
rnt00267,user00111,prd00021
rnt00268,user00625,prd00905
rnt00269,user00006,prd00976
rnt00270,user00773,prd00377
rnt00271,user00001,prd00992
rnt00272,user00970,prd00048
rnt00273,user00853,prd00297
rnt00274,user00540,prd00429
rnt00275,user00930,prd00440
rnt00276,user00194,prd00076
rnt00277,user00141,prd00832
rnt00278,user00688,prd00538
rnt00279,user00635,prd00903
rnt00280,user00327,prd00738
rnt00281,user00155,prd00262
rnt00282,user00309,prd00401
rnt00283,user00621,prd00376
rnt00284,user00419,prd00649
rnt00285,user00376,prd00616
rnt00286,user00820,prd00950
rnt00287,user00267,prd00195
rnt00288,user00039,prd00516
rnt00289,user00880,prd00797
rnt00290,user00555,prd00034
rnt00291,user00311,prd00728
rnt00292,user00588,prd00026
rnt00293,user00573,prd00407
rnt00294,user00748,prd00482
rnt00295,user00799,prd00387
rnt00296,user00182,prd00584
rnt00297,user00476,prd00955
rnt00298,user00533,prd00697
rnt00299,user00330,prd00418
rnt00300,user00959,prd00026
rnt00301,user00401,prd00909
rnt00302,user00160,prd00168
rnt00303,user00861,prd00287
rnt00304,user00851,prd00486
rnt00305,user00922,prd00126
rnt00306,user00013,prd00448
rnt00307,user00283,prd00845
rnt00308,user00599,prd00186
rnt00309,user00665,prd00022
rnt00310,user00145,prd00413
rnt00311,user00454,prd00055
rnt00312,user00093,prd00818
rnt00313,user00696,prd00628
rnt00314,user00895,prd00722
rnt00315,user00792,prd00336
rnt00316,user00034,prd00848
rnt00317,user00975,prd00870
rnt00318,user00008,prd00699
rnt00319,user00099,prd00313
rnt00320,user00249,prd00267
rnt00321,user00180,prd00042
rnt00322,user00280,prd00568
rnt00323,user00941,prd00882
rnt00324,user00728,prd00694
rnt00325,user00176,prd00562
rnt00326,user00822,prd00616
rnt00327,user00422,prd00454
rnt00328,user00470,prd00200
rnt00329,user00197,prd00105
rnt00330,user00664,prd00335
rnt00331,user00079,prd00756
rnt00332,user00311,prd00315
rnt00333,user00946,prd00798
rnt00334,user00947,prd00456
rnt00335,user00183,prd00443
rnt00336,user00343,prd00698
rnt00337,user00140,prd00224
rnt00338,user00431,prd00178
rnt00339,user00477,prd00928
rnt00340,user00672,prd00729
rnt00341,user00068,prd00040
rnt00342,user00044,prd00983
rnt00343,user00854,prd00814
rnt00344,user00694,prd00563
rnt00345,user00414,prd00800
rnt00346,user00116,prd00514
rnt00347,user00991,prd00528
rnt00348,user00893,prd00841
rnt00349,user00156,prd00972
rnt00350,user00653,prd00366
rnt00351,user00522,prd00527
rnt00352,user00795,prd00185
rnt00353,user00189,prd00268
rnt00354,user00088,prd00399
rnt00355,user00617,prd00531
rnt00356,user00552,prd00755
rnt00357,user00341,prd00850
rnt00358,user00125,prd00033
rnt00359,user00159,prd00052
rnt00360,user00010,prd00163
rnt00361,user00600,prd00433
rnt00362,user00401,prd00497
rnt00363,user00556,prd00638
rnt00364,user00684,prd00301
rnt00365,user00816,prd00619
rnt00366,user00361,prd00516
rnt00367,user00271,prd00042
rnt00368,user00834,prd00515
rnt00369,user00386,prd00372
rnt00370,user00919,prd00576
rnt00371,user00765,prd00725
rnt00372,user00446,prd00718
rnt00373,user00183,prd00992
rnt00374,user00475,prd00840
rnt00375,user00817,prd00612
rnt00376,user00610,prd00724
rnt00377,user00902,prd00338
rnt00378,user00617,prd00478
rnt00379,user00102,prd00924
rnt00380,user00042,prd00077
rnt00381,user00421,prd00865
rnt00382,user00039,prd00228
rnt00383,user00413,prd00729
rnt00384,user00488,prd00565
rnt00385,user00495,prd00102
rnt00386,user00170,prd00713
rnt00387,user00024,prd00304
rnt00388,user00856,prd00491
rnt00389,user00906,prd00501
rnt00390,user00053,prd00275
rnt00391,user00014,prd00550
rnt00392,user00937,prd00394
rnt00393,user00849,prd00442
rnt00394,user00902,prd00891
rnt00395,user00957,prd00611
rnt00396,user00184,prd00687
rnt00397,user00479,prd00215
rnt00398,user00139,prd00230
rnt00399,user00773,prd00741
rnt00400,user00237,prd00984
rnt00401,user00970,prd00451
rnt00402,user00925,prd00434
rnt00403,user00667,prd00041
rnt00404,user00483,prd00799
rnt00405,user00989,prd00201
rnt00406,user00866,prd00261
rnt00407,user00725,prd00659
rnt00408,user00975,prd00064
rnt00409,user00723,prd00653
rnt00410,user00748,prd00968
rnt00411,user00657,prd00380
rnt00412,user00830,prd00639
rnt00413,user00890,prd00493
rnt00414,user00924,prd00880
rnt00415,user00729,prd00335
rnt00416,user00220,prd00750
rnt00417,user00083,prd00439
rnt00418,user00040,prd00245
rnt00419,user00538,prd00759
rnt00420,user00420,prd00292
rnt00421,user00306,prd00245
rnt00422,user00691,prd00857
rnt00423,user00908,prd00662
rnt00424,user00408,prd00558
rnt00425,user00361,prd00576
rnt00426,user00908,prd00906
rnt00427,user00791,prd00389
rnt00428,user00234,prd00540
rnt00429,user00189,prd00277
rnt00430,user00064,prd00077
rnt00431,user00630,prd00604
rnt00432,user00770,prd00938
rnt00433,user00350,prd00059
rnt00434,user00806,prd00808
rnt00435,user00763,prd00604
rnt00436,user00463,prd00016
rnt00437,user00164,prd00965
rnt00438,user00370,prd00459
rnt00439,user00089,prd00210
rnt00440,user00261,prd00578
rnt00441,user00606,prd00259
rnt00442,user00289,prd00138
rnt00443,user00323,prd00380
rnt00444,user00081,prd00933
rnt00445,user00943,prd00713
rnt00446,user00528,prd00849
rnt00447,user00667,prd00843
rnt00448,user00205,prd00820
rnt00449,user00401,prd00335
rnt00450,user00838,prd00036
rnt00451,user00213,prd00723
rnt00452,user00944,prd00543
rnt00453,user00356,prd00429
rnt00454,user00131,prd00505
rnt00455,user00020,prd00552
rnt00456,user00696,prd00368
rnt00457,user00513,prd00474
rnt00458,user00951,prd00970
rnt00459,user00184,prd00257
rnt00460,user00625,prd00832
rnt00461,user00498,prd00711
rnt00462,user00162,prd00110
rnt00463,user00033,prd00214
rnt00464,user00169,prd00424
rnt00465,user00157,prd00517
rnt00466,user00424,prd00903
rnt00467,user00877,prd00488
rnt00468,user00736,prd00805
rnt00469,user00050,prd00151
rnt00470,user00130,prd00115
rnt00471,user00559,prd00682
rnt00472,user00179,prd00273
rnt00473,user00235,prd00109
rnt00474,user00268,prd00905
rnt00475,user00067,prd00759
rnt00476,user00755,prd00210
rnt00477,user00284,prd00358
rnt00478,user00978,prd00975
rnt00479,user00437,prd00591
rnt00480,user00194,prd00766
rnt00481,user00082,prd00500
rnt00482,user00797,prd00641
rnt00483,user00652,prd00188
rnt00484,user00765,prd00015
rnt00485,user00254,prd00587
rnt00486,user00626,prd00844
rnt00487,user00339,prd00705
rnt00488,user00116,prd00014
rnt00489,user00808,prd00583
rnt00490,user00969,prd00644
rnt00491,user00246,prd00369
rnt00492,user00847,prd00796
rnt00493,user00948,prd00970
rnt00494,user00055,prd00252
rnt00495,user00881,prd00883
rnt00496,user00193,prd00186
rnt00497,user00698,prd00261
rnt00498,user00570,prd00008
rnt00499,user00608,prd00605
rnt00500,user00756,prd00039
rnt00501,user00405,prd00890
rnt00502,user00574,prd00035
rnt00503,user00940,prd00218
rnt00504,user00363,prd00867
rnt00505,user00314,prd00048
rnt00506,user00001,prd00346
rnt00507,user00978,prd00764
rnt00508,user00703,prd00906
rnt00509,user00227,prd00806
rnt00510,user00229,prd00060
rnt00511,user00580,prd00224
rnt00512,user00069,prd00982
rnt00513,user00841,prd00455
rnt00514,user00917,prd00517
rnt00515,user00073,prd00160
rnt00516,user00167,prd00977
rnt00517,user00676,prd00983
rnt00518,user00117,prd00386
rnt00519,user00874,prd00896
rnt00520,user00752,prd00447
rnt00521,user00313,prd00153
rnt00522,user00232,prd00709
rnt00523,user00426,prd00535
rnt00524,user00697,prd00546
rnt00525,user00320,prd00061
rnt00526,user00295,prd00084
rnt00527,user00750,prd00712
rnt00528,user00741,prd00836
rnt00529,user00893,prd00535
rnt00530,user00454,prd00756
rnt00531,user00637,prd00974
rnt00532,user00478,prd00230
rnt00533,user00224,prd00739
rnt00534,user00906,prd00273
rnt00535,user00515,prd00976
rnt00536,user00572,prd00049
rnt00537,user00563,prd00367
rnt00538,user00211,prd00586
rnt00539,user00695,prd00985
rnt00540,user00639,prd00067
rnt00541,user00061,prd00684
rnt00542,user00837,prd00706
rnt00543,user00996,prd00592
rnt00544,user00125,prd00731
rnt00545,user00146,prd00963
rnt00546,user00742,prd00660
rnt00547,user00464,prd00413
rnt00548,user00355,prd00898
rnt00549,user00798,prd00670
rnt00550,user00728,prd00899
rnt00551,user00954,prd00483
rnt00552,user00718,prd00856
rnt00553,user00965,prd00149
rnt00554,user00939,prd00629
rnt00555,user00632,prd00685
rnt00556,user00518,prd00042
rnt00557,user00951,prd00194
rnt00558,user00932,prd00341
rnt00559,user00801,prd00268
rnt00560,user00701,prd00390
rnt00561,user00098,prd00126
rnt00562,user00459,prd00428
rnt00563,user00115,prd00401
rnt00564,user00574,prd00197
rnt00565,user00333,prd00267
rnt00566,user00652,prd00586
rnt00567,user00614,prd00332
rnt00568,user00824,prd00808
rnt00569,user00930,prd00249
rnt00570,user00856,prd00533
rnt00571,user00405,prd00327
rnt00572,user00250,prd00520
rnt00573,user00369,prd00694
rnt00574,user00045,prd00819
rnt00575,user00912,prd00387
rnt00576,user00049,prd00154
rnt00577,user00245,prd00738
rnt00578,user00224,prd00760
rnt00579,user00131,prd00042
rnt00580,user00159,prd00090
rnt00581,user00956,prd00183
rnt00582,user00356,prd00921
rnt00583,user00223,prd00538
rnt00584,user00284,prd00904
rnt00585,user00513,prd00054
rnt00586,user00950,prd00524
rnt00587,user00504,prd00664
rnt00588,user00619,prd00593
rnt00589,user00223,prd00117
rnt00590,user00039,prd00636
rnt00591,user00527,prd00888
rnt00592,user00993,prd00420
rnt00593,user00059,prd00269
rnt00594,user00467,prd00645
rnt00595,user00105,prd00435
rnt00596,user00681,prd00126
rnt00597,user00795,prd00172
rnt00598,user00934,prd00432
rnt00599,user00134,prd00009
rnt00600,user00365,prd00146
rnt00601,user00530,prd00732
rnt00602,user00728,prd00885
rnt00603,user00962,prd00620
rnt00604,user00871,prd00594
rnt00605,user00606,prd00099
rnt00606,user00551,prd00167
rnt00607,user00457,prd00250
rnt00608,user00664,prd00988
rnt00609,user00417,prd00692
rnt00610,user00398,prd00199
rnt00611,user00075,prd00676
rnt00612,user00243,prd00544
rnt00613,user00125,prd00632
rnt00614,user00418,prd00161
rnt00615,user00302,prd00112
rnt00616,user00543,prd00918
rnt00617,user00483,prd00586
rnt00618,user00568,prd00677
rnt00619,user00571,prd00749
rnt00620,user00501,prd00177
rnt00621,user00054,prd00551
rnt00622,user00377,prd00019
rnt00623,user00897,prd00030
rnt00624,user00854,prd00899
rnt00625,user00780,prd00291
rnt00626,user00837,prd00323
rnt00627,user00872,prd00480
rnt00628,user00729,prd00844
rnt00629,user00171,prd00843
rnt00630,user00826,prd00573
rnt00631,user00264,prd00494
rnt00632,user00827,prd00248
rnt00633,user00190,prd00887
rnt00634,user00728,prd00578
rnt00635,user00137,prd00196
rnt00636,user00830,prd00289
rnt00637,user00909,prd00450
rnt00638,user00255,prd00522
rnt00639,user00030,prd00668
rnt00640,user00549,prd00019
rnt00641,user00968,prd00869
rnt00642,user00999,prd00577
rnt00643,user00872,prd00409
rnt00644,user00118,prd00901
rnt00645,user00956,prd00583
rnt00646,user00693,prd00359
rnt00647,user00228,prd00089
rnt00648,user00385,prd00971
rnt00649,user00696,prd00846
rnt00650,user00433,prd00768
rnt00651,user00453,prd00913
rnt00652,user00172,prd00411
rnt00653,user00729,prd00194
rnt00654,user00111,prd00307
rnt00655,user00481,prd00078
rnt00656,user00154,prd00185
rnt00657,user00910,prd00323
rnt00658,user00415,prd00468
rnt00659,user00887,prd00119
rnt00660,user00024,prd00745
rnt00661,user00640,prd00148
rnt00662,user00845,prd00701
rnt00663,user00218,prd00062
rnt00664,user00620,prd00683
rnt00665,user00873,prd00064
rnt00666,user00240,prd00867
rnt00667,user00167,prd00123
rnt00668,user00214,prd00644
rnt00669,user00415,prd00417
rnt00670,user00268,prd00573
rnt00671,user00413,prd00961
rnt00672,user00211,prd00572
rnt00673,user00748,prd00879
rnt00674,user00218,prd00367
rnt00675,user00304,prd00621
rnt00676,user00086,prd00051
rnt00677,user00582,prd00300
rnt00678,user00012,prd00167
rnt00679,user00364,prd00333
rnt00680,user00710,prd00312
rnt00681,user00240,prd00487
rnt00682,user00936,prd00835
rnt00683,user00853,prd00532
rnt00684,user00971,prd00743
rnt00685,user00118,prd00057
rnt00686,user00976,prd00521
rnt00687,user00353,prd00703
rnt00688,user00039,prd00033
rnt00689,user00638,prd00024
rnt00690,user00864,prd00201
rnt00691,user00478,prd00877
rnt00692,user00207,prd00157
rnt00693,user00536,prd00816
rnt00694,user00977,prd00648
rnt00695,user00068,prd00058
rnt00696,user00953,prd00873
rnt00697,user00938,prd00567
rnt00698,user00534,prd00348
rnt00699,user00440,prd00736
rnt00700,user00673,prd00619
rnt00701,user00838,prd00717
rnt00702,user00495,prd00943
rnt00703,user00067,prd00067
rnt00704,user00182,prd00922
rnt00705,user00494,prd00462
rnt00706,user00880,prd00135
rnt00707,user00081,prd00829
rnt00708,user00017,prd00886
rnt00709,user00386,prd00656
rnt00710,user00780,prd00943
rnt00711,user00559,prd00994
rnt00712,user00302,prd00088
rnt00713,user00341,prd00454
rnt00714,user00021,prd00375
rnt00715,user00607,prd00220
rnt00716,user00916,prd00881
rnt00717,user00171,prd00092
rnt00718,user00855,prd00683
rnt00719,user00122,prd00573
rnt00720,user00786,prd00542
rnt00721,user00150,prd00928
rnt00722,user00185,prd00322
rnt00723,user00233,prd00077
rnt00724,user00098,prd00996
rnt00725,user00993,prd00704
rnt00726,user00421,prd00227
rnt00727,user00813,prd00188
rnt00728,user00062,prd00934
rnt00729,user00132,prd00989
rnt00730,user00324,prd00324
rnt00731,user00167,prd00587
rnt00732,user00630,prd00242
rnt00733,user00039,prd00431
rnt00734,user00278,prd00635
rnt00735,user00279,prd00059
rnt00736,user00644,prd00376
rnt00737,user00590,prd00356
rnt00738,user00207,prd00856
rnt00739,user00155,prd00396
rnt00740,user00063,prd00346
rnt00741,user00934,prd00498
rnt00742,user00975,prd00226
rnt00743,user00557,prd00430
rnt00744,user00792,prd00608
rnt00745,user00184,prd00993
rnt00746,user00800,prd00618
rnt00747,user00327,prd00861
rnt00748,user00647,prd00132
rnt00749,user00219,prd00684
rnt00750,user00021,prd00427
rnt00751,user00139,prd00826
rnt00752,user00675,prd00593
rnt00753,user00127,prd00549
rnt00754,user00835,prd00240
rnt00755,user00263,prd00759
rnt00756,user00243,prd00067
rnt00757,user00305,prd00420
rnt00758,user00635,prd00851
rnt00759,user00741,prd00622
rnt00760,user00096,prd00562
rnt00761,user00428,prd00772
rnt00762,user00144,prd00546
rnt00763,user00377,prd00334
rnt00764,user00574,prd00774
rnt00765,user00852,prd00472
rnt00766,user00769,prd00345
rnt00767,user00216,prd00103
rnt00768,user00394,prd00900
rnt00769,user00177,prd00270
rnt00770,user00004,prd00354
rnt00771,user00486,prd00116
rnt00772,user00614,prd00878
rnt00773,user00629,prd00375
rnt00774,user00495,prd00420
rnt00775,user00368,prd00811
rnt00776,user00922,prd00346
rnt00777,user00166,prd00685
rnt00778,user00871,prd00835
rnt00779,user00089,prd00486
rnt00780,user00375,prd00774
rnt00781,user00764,prd00367
rnt00782,user00445,prd00046
rnt00783,user00879,prd00514
rnt00784,user00216,prd00337
rnt00785,user00454,prd00795
rnt00786,user00293,prd00926
rnt00787,user00148,prd00269
rnt00788,user00403,prd00453
rnt00789,user00802,prd00158
rnt00790,user00209,prd00816
rnt00791,user00686,prd00784
rnt00792,user00127,prd00460
rnt00793,user00563,prd00769
rnt00794,user00849,prd00272
rnt00795,user00808,prd00355
rnt00796,user00424,prd00544
rnt00797,user00621,prd00717
rnt00798,user00678,prd00543
rnt00799,user00302,prd00744
rnt00800,user00087,prd00941
rnt00801,user00125,prd00227
rnt00802,user00618,prd00475
rnt00803,user00912,prd00052
rnt00804,user00594,prd00276
rnt00805,user00135,prd00092
rnt00806,user00207,prd00085
rnt00807,user00801,prd00773
rnt00808,user00505,prd00070
rnt00809,user00851,prd00973
rnt00810,user00814,prd00495
rnt00811,user00571,prd00058
rnt00812,user00370,prd00180
rnt00813,user00369,prd00791
rnt00814,user00489,prd00810
rnt00815,user00471,prd00676
rnt00816,user00875,prd00753
rnt00817,user00484,prd00597
rnt00818,user00852,prd00912
rnt00819,user00416,prd00423
rnt00820,user00569,prd00173
rnt00821,user00174,prd00270
rnt00822,user00660,prd00839
rnt00823,user00838,prd00487
rnt00824,user00314,prd00077
rnt00825,user00335,prd00611
rnt00826,user00087,prd00688
rnt00827,user00107,prd00127
rnt00828,user00024,prd00225
rnt00829,user00848,prd00140
rnt00830,user00011,prd00781
rnt00831,user00140,prd00056
rnt00832,user00888,prd00423
rnt00833,user00976,prd00240
rnt00834,user00291,prd00191
rnt00835,user00707,prd00012
rnt00836,user00940,prd00710
rnt00837,user00835,prd00858
rnt00838,user00375,prd00576
rnt00839,user00734,prd00286
rnt00840,user00923,prd00617
rnt00841,user00126,prd00910
rnt00842,user00367,prd00031
rnt00843,user00186,prd00457
rnt00844,user00115,prd00576
rnt00845,user00425,prd00456
rnt00846,user00199,prd00153
rnt00847,user00642,prd00191
rnt00848,user00323,prd00815
rnt00849,user00410,prd00767
rnt00850,user00932,prd00703
rnt00851,user00308,prd00906
rnt00852,user00483,prd00534
rnt00853,user00865,prd00981
rnt00854,user00366,prd00456
rnt00855,user00201,prd00566
rnt00856,user00849,prd00126
rnt00857,user00008,prd00776
rnt00858,user00940,prd00767
rnt00859,user00173,prd00044
rnt00860,user00416,prd00841
rnt00861,user00262,prd00951
rnt00862,user00064,prd00709
rnt00863,user00007,prd00769
rnt00864,user00344,prd00653
rnt00865,user00310,prd00913
rnt00866,user00250,prd00407
rnt00867,user00873,prd00571
rnt00868,user00146,prd00837
rnt00869,user00214,prd00874
rnt00870,user00965,prd00524
rnt00871,user00242,prd00730
rnt00872,user00277,prd00773
rnt00873,user00073,prd00835
rnt00874,user00425,prd00005
rnt00875,user00846,prd00983
rnt00876,user00521,prd00712
rnt00877,user00050,prd00331
rnt00878,user00072,prd00338
rnt00879,user00478,prd00734
rnt00880,user00069,prd00913
rnt00881,user00059,prd00016
rnt00882,user00375,prd00068
rnt00883,user00860,prd00942
rnt00884,user00278,prd00582
rnt00885,user00921,prd00129
rnt00886,user00394,prd00390
rnt00887,user00094,prd00740
rnt00888,user00554,prd00222
rnt00889,user00738,prd00858
rnt00890,user00871,prd00772
rnt00891,user00438,prd00342
rnt00892,user00107,prd00476
rnt00893,user00286,prd00636
rnt00894,user00704,prd00166
rnt00895,user00305,prd00602
rnt00896,user00674,prd00133
rnt00897,user00551,prd00726
rnt00898,user00049,prd00111
rnt00899,user00114,prd00876
rnt00900,user00892,prd00264
rnt00901,user00738,prd00279
rnt00902,user00296,prd00706
rnt00903,user00004,prd00234
rnt00904,user00163,prd00068
rnt00905,user00457,prd00236
rnt00906,user00342,prd00647
rnt00907,user00960,prd00603
rnt00908,user00135,prd00611
rnt00909,user00591,prd00646
rnt00910,user00242,prd00862
rnt00911,user00556,prd00367
rnt00912,user00131,prd00978
rnt00913,user00714,prd00487
rnt00914,user00436,prd00968
rnt00915,user00814,prd00844
rnt00916,user00595,prd00748
rnt00917,user00545,prd00026
rnt00918,user00513,prd00431
rnt00919,user00425,prd00139
rnt00920,user00390,prd00325
rnt00921,user00498,prd00515
rnt00922,user00354,prd00122
rnt00923,user00400,prd00591
rnt00924,user00586,prd00987
rnt00925,user00291,prd00030
rnt00926,user00688,prd00373
rnt00927,user00754,prd00010
rnt00928,user00372,prd00709
rnt00929,user00144,prd00119
rnt00930,user00164,prd00177
rnt00931,user00602,prd00293
