RentalID,UserID,ProductID
rnt00101,user00376,prd00544
rnt00102,user00951,prd00380
rnt00103,user00598,prd00684
rnt00104,user00849,prd00631
rnt00105,user00531,prd00018
rnt00106,user00972,prd00509
rnt00107,user00556,prd00604
rnt00108,user00252,prd00858
rnt00109,user00994,prd00552
rnt00110,user00386,prd00690
rnt00111,user00971,prd00073
rnt00112,user00635,prd00942
rnt00113,user00230,prd00940
rnt00114,user00722,prd00174
rnt00115,user00259,prd00825
rnt00116,user00977,prd00340
rnt00117,user00549,prd00205
rnt00118,user00775,prd00010
rnt00119,user00775,prd00033
rnt00120,user00171,prd00569
rnt00121,user00119,prd00282
rnt00122,user00205,prd00589
rnt00123,user00259,prd00324
rnt00124,user00300,prd00523
rnt00125,user00226,prd00085
rnt00126,user00991,prd00551
rnt00127,user00355,prd00856
rnt00128,user00513,prd00904
rnt00129,user00219,prd00113
rnt00130,user00866,prd00172
rnt00131,user00266,prd00366
rnt00132,user00262,prd00089
rnt00133,user00518,prd00138
rnt00134,user00623,prd00386
rnt00135,user00845,prd00982
rnt00136,user00334,prd00595
rnt00137,user00469,prd00135
rnt00138,user00316,prd00032
rnt00139,user00059,prd00228
rnt00140,user00562,prd00543
rnt00141,user00747,prd00202
rnt00142,user00695,prd00871
rnt00143,user00202,prd00960
rnt00144,user00968,prd00835
rnt00145,user00305,prd00602
rnt00146,user00644,prd00722
rnt00147,user00950,prd00531
rnt00148,user00200,prd00098
rnt00149,user00920,prd00578
rnt00150,user00265,prd00418
rnt00151,user00451,prd00654
rnt00152,user00781,prd00574
rnt00153,user00037,prd00953
rnt00154,user00192,prd00484
rnt00155,user00925,prd00359
rnt00156,user00325,prd00066
rnt00157,user00330,prd00699
rnt00158,user00144,prd00853
rnt00159,user00527,prd00135
rnt00160,user00984,prd00295
rnt00161,user00156,prd00332
rnt00162,user00298,prd00146
rnt00163,user00463,prd00240
rnt00164,user00439,prd00139
rnt00165,user00356,prd00292
rnt00166,user00121,prd00205
rnt00167,user00008,prd00184
rnt00168,user00107,prd00993
rnt00169,user00969,prd00621
rnt00170,user00356,prd00014
rnt00171,user00306,prd00654
rnt00172,user00774,prd00611
rnt00173,user00144,prd00580
rnt00174,user00156,prd00565
rnt00175,user00315,prd00497
rnt00176,user00558,prd00153
rnt00177,user00558,prd00081
rnt00178,user00205,prd00219
rnt00179,user00876,prd00325
rnt00180,user00504,prd00731
rnt00181,user00165,prd00278
rnt00182,user00064,prd00055
rnt00183,user00912,prd00041
rnt00184,user00252,prd00192
rnt00185,user00126,prd00708
rnt00186,user00999,prd00930
rnt00187,user00952,prd00044
rnt00188,user00985,prd00371
rnt00189,user00179,prd00999
rnt00190,user00634,prd00388
rnt00191,user00877,prd00660
rnt00192,user00005,prd00394
rnt00193,user00412,prd00563
rnt00194,user00403,prd00787
rnt00195,user00011,prd00489
rnt00196,user00654,prd00440
rnt00197,user00789,prd00322
rnt00198,user00829,prd00620
rnt00199,user00564,prd00187
rnt00200,user00179,prd00828
rnt00201,user00795,prd00272
rnt00202,user00926,prd00321
rnt00203,user00126,prd00824
rnt00204,user00779,prd00336
rnt00205,user00733,prd00556
rnt00206,user00238,prd00102
rnt00207,user00911,prd00771
rnt00208,user00956,prd00313
rnt00209,user00286,prd00274
rnt00210,user00018,prd00095
rnt00211,user00807,prd00472
rnt00212,user00605,prd00061
rnt00213,user00866,prd00269
rnt00214,user00075,prd00818
rnt00215,user00101,prd00021
rnt00216,user00755,prd00926
rnt00217,user00901,prd00972
rnt00218,user00467,prd00203
rnt00219,user00975,prd00659
rnt00220,user00180,prd00174
rnt00221,user00778,prd00067
rnt00222,user00732,prd00091
rnt00223,user00692,prd00885
rnt00224,user00267,prd00373
rnt00225,user00447,prd00097
rnt00226,user00394,prd00554
rnt00227,user00339,prd00318
rnt00228,user00267,prd00938
rnt00229,user00373,prd00688
rnt00230,user00630,prd00188
rnt00231,user00992,prd00267
rnt00232,user00457,prd00526
rnt00233,user00763,prd00494
rnt00234,user00585,prd00576
rnt00235,user00679,prd00518
rnt00236,user00116,prd00198
rnt00237,user00643,prd00934
rnt00238,user00671,prd00388
rnt00239,user00629,prd00664
rnt00240,user00658,prd00912
rnt00241,user00694,prd00286
rnt00242,user00525,prd00113
rnt00243,user00547,prd00658
rnt00244,user00450,prd00594
rnt00245,user00118,prd00802
rnt00246,user00030,prd00658
rnt00247,user00889,prd00795
rnt00248,user00603,prd00115
rnt00249,user00227,prd00544
rnt00250,user00812,prd00483
rnt00251,user00513,prd00504
rnt00252,user00964,prd00808
rnt00253,user00340,prd00223
rnt00254,user00150,prd00603
rnt00255,user00014,prd00463
rnt00256,user00616,prd00823
rnt00257,user00991,prd00236
rnt00258,user00497,prd00215
rnt00259,user00859,prd00769
rnt00260,user00273,prd00127
rnt00261,user00657,prd00168
rnt00262,user00528,prd00556
rnt00263,user00374,prd00443
rnt00264,user00850,prd00245
rnt00265,user00265,prd00983
rnt00266,user00096,prd00203
rnt00267,user00270,prd00995
rnt00268,user00671,prd00622
rnt00269,user00371,prd00975
rnt00270,user00160,prd00317
rnt00271,user00914,prd00919
rnt00272,user00996,prd00009
rnt00273,user00482,prd00924
rnt00274,user00814,prd00421
rnt00275,user00684,prd00959
rnt00276,user00110,prd00122
rnt00277,user00747,prd00925
rnt00278,user00487,prd00506
rnt00279,user00324,prd00138
rnt00280,user00376,prd00777
rnt00281,user00055,prd00370
rnt00282,user00787,prd00203
rnt00283,user00465,prd00397
rnt00284,user00881,prd00730
rnt00285,user00054,prd00033
rnt00286,user00727,prd00132
rnt00287,user00578,prd00594
rnt00288,user00052,prd00542
rnt00289,user00668,prd00607
rnt00290,user00530,prd00793
rnt00291,user00093,prd00061
rnt00292,user00741,prd00151
rnt00293,user00309,prd00381
rnt00294,user00094,prd01000
rnt00295,user00418,prd00306
rnt00296,user00148,prd00835
rnt00297,user00098,prd00633
rnt00298,user00893,prd00767
rnt00299,user00564,prd00415
rnt00300,user00111,prd00209
rnt00301,user00564,prd00266
rnt00302,user00922,prd00350
rnt00303,user00175,prd00665
rnt00304,user00927,prd00514
rnt00305,user00382,prd00281
rnt00306,user00142,prd00126
rnt00307,user00109,prd00374
rnt00308,user00183,prd00083
rnt00309,user00462,prd00311
rnt00310,user00694,prd00626
rnt00311,user00867,prd00296
rnt00312,user00930,prd00671
rnt00313,user00550,prd00898
rnt00314,user00407,prd00320
rnt00315,user00181,prd00528
rnt00316,user00916,prd00232
rnt00317,user00914,prd00099
rnt00318,user00297,prd00225
rnt00319,user00323,prd00693
rnt00320,user00279,prd00420
rnt00321,user00286,prd00501
rnt00322,user00888,prd00304
rnt00323,user00617,prd00076
rnt00324,user00087,prd00698
rnt00325,user00908,prd00522
rnt00326,user00435,prd00446
rnt00327,user00653,prd00677
rnt00328,user00735,prd00833
rnt00329,user00555,prd00944
rnt00330,user00956,prd00947
rnt00331,user00273,prd00222
rnt00332,user00233,prd00574
rnt00333,user00283,prd00299
rnt00334,user00327,prd00458
rnt00335,user00984,prd00967
rnt00336,user00986,prd00069
rnt00337,user00246,prd00228
rnt00338,user00381,prd00254
rnt00339,user00052,prd00708
rnt00340,user00912,prd00696
rnt00341,user00562,prd00800
rnt00342,user00033,prd00528
rnt00343,user00807,prd00381
rnt00344,user00076,prd00713
rnt00345,user00556,prd00221
rnt00346,user00654,prd00460
rnt00347,user00643,prd00465
rnt00348,user00376,prd00910
rnt00349,user00494,prd00760
rnt00350,user00900,prd00787
rnt00351,user00987,prd00597
rnt00352,user00607,prd00174
rnt00353,user00078,prd00854
rnt00354,user00551,prd00854
rnt00355,user00383,prd00301
rnt00356,user00576,prd00877
rnt00357,user00071,prd00105
rnt00358,user00497,prd00251
rnt00359,user00838,prd00992
rnt00360,user00698,prd00643
rnt00361,user00575,prd00881
rnt00362,user00679,prd00063
rnt00363,user00748,prd00555
rnt00364,user00960,prd00159
rnt00365,user00677,prd00083
rnt00366,user00047,prd00475
rnt00367,user00510,prd00999
rnt00368,user00181,prd00289
rnt00369,user00324,prd00698
rnt00370,user00412,prd00807
rnt00371,user00190,prd00440
rnt00372,user00494,prd00047
rnt00373,user00244,prd00809
rnt00374,user00312,prd00753
rnt00375,user00724,prd00910
rnt00376,user00049,prd00340
rnt00377,user00854,prd00612
rnt00378,user00499,prd00963
rnt00379,user00488,prd00130
rnt00380,user00343,prd00780
rnt00381,user00864,prd00957
rnt00382,user00017,prd00506
rnt00383,user00414,prd00878
rnt00384,user00048,prd00719
rnt00385,user00202,prd00828
rnt00386,user00640,prd00712
rnt00387,user00592,prd00882
rnt00388,user00722,prd00249
rnt00389,user00450,prd00330
rnt00390,user00101,prd00792
rnt00391,user00326,prd00759
rnt00392,user00847,prd00028
rnt00393,user00664,prd00697
rnt00394,user00511,prd00470
rnt00395,user00410,prd00801
rnt00396,user00193,prd00275
rnt00397,user00573,prd00491
rnt00398,user00724,prd00371
rnt00399,user00664,prd00721
rnt00400,user00477,prd00329
rnt00401,user00029,prd00044
rnt00402,user00565,prd00991
rnt00403,user00184,prd00196
rnt00404,user00383,prd00817
rnt00405,user00173,prd00031
rnt00406,user00575,prd00527
rnt00407,user00905,prd00778
rnt00408,user00820,prd00042
rnt00409,user00805,prd00727
rnt00410,user00368,prd00369
rnt00411,user00776,prd00737
rnt00412,user00284,prd00286
rnt00413,user00670,prd00964
rnt00414,user00550,prd00931
rnt00415,user00834,prd00035
rnt00416,user00352,prd00328
rnt00417,user00087,prd00956
rnt00418,user00996,prd00964
rnt00419,user00127,prd00839
rnt00420,user00229,prd00535
rnt00421,user00433,prd00372
rnt00422,user00434,prd00171
rnt00423,user00118,prd00097
rnt00424,user00204,prd00875
rnt00425,user00015,prd00553
rnt00426,user00045,prd00473
rnt00427,user00252,prd00023
rnt00428,user00425,prd00337
rnt00429,user00960,prd00260
rnt00430,user00419,prd00625
rnt00431,user00104,prd00731
rnt00432,user00312,prd00311
rnt00433,user00879,prd00433
rnt00434,user00403,prd00401
rnt00435,user00189,prd00361
rnt00436,user00927,prd00776
rnt00437,user00728,prd00373
rnt00438,user00607,prd00370
rnt00439,user00697,prd00711
rnt00440,user00193,prd00453
rnt00441,user00410,prd00836
rnt00442,user00504,prd00625
rnt00443,user00924,prd00635
rnt00444,user00877,prd00077
rnt00445,user00048,prd00071
rnt00446,user00239,prd00482
rnt00447,user00022,prd00311
rnt00448,user00869,prd00032
rnt00449,user00380,prd00686
rnt00450,user00422,prd00120
rnt00451,user00257,prd00683
rnt00452,user00914,prd00915
rnt00453,user00111,prd00847
rnt00454,user00909,prd00981
rnt00455,user00598,prd00666
rnt00456,user00625,prd00509
rnt00457,user00868,prd00423
rnt00458,user00774,prd00538
rnt00459,user00428,prd00512
rnt00460,user00752,prd00228
rnt00461,user00430,prd00189
rnt00462,user00364,prd00140
rnt00463,user00522,prd00130
rnt00464,user00711,prd00953
rnt00465,user00106,prd00885
rnt00466,user00819,prd00556
rnt00467,user00832,prd00217
rnt00468,user00208,prd00685
rnt00469,user00680,prd00236
rnt00470,user00937,prd00375
rnt00471,user00717,prd00094
rnt00472,user00551,prd00467
rnt00473,user00301,prd00086
rnt00474,user00646,prd00675
rnt00475,user00403,prd00990
rnt00476,user00448,prd00332
rnt00477,user00585,prd00861
rnt00478,user00995,prd00749
rnt00479,user00703,prd00697
rnt00480,user00710,prd00738
rnt00481,user00035,prd00865
rnt00482,user00276,prd00788
rnt00483,user00945,prd00456
rnt00484,user00782,prd00078
rnt00485,user00594,prd00249
rnt00486,user00904,prd00325
rnt00487,user00894,prd00083
rnt00488,user00106,prd00064
rnt00489,user00962,prd00738
rnt00490,user00816,prd00924
rnt00491,user00498,prd00391
rnt00492,user00431,prd00203
rnt00493,user00286,prd00054
rnt00494,user00261,prd00074
rnt00495,user00565,prd00109
rnt00496,user00869,prd00283
rnt00497,user00400,prd00961
rnt00498,user00667,prd00470
rnt00499,user00273,prd00407
rnt00500,user00566,prd00098
rnt00501,user00834,prd00697
rnt00502,user00426,prd00178
rnt00503,user00703,prd00989
rnt00504,user00135,prd00059
rnt00505,user00881,prd00135
rnt00506,user00781,prd00429
rnt00507,user00724,prd00306
rnt00508,user00728,prd00229
rnt00509,user00133,prd00574
rnt00510,user00584,prd00361
rnt00511,user00772,prd00393
rnt00512,user00861,prd00820
rnt00513,user00249,prd00980
rnt00514,user00328,prd00735
rnt00515,user00260,prd00762
rnt00516,user00445,prd00989
rnt00517,user00961,prd00969
rnt00518,user00519,prd00571
rnt00519,user00467,prd00636
rnt00520,user00571,prd00707
rnt00521,user00428,prd00187
rnt00522,user00690,prd00758
rnt00523,user00770,prd00494
rnt00524,user00132,prd00955
rnt00525,user00901,prd00192
rnt00526,user00477,prd00933
rnt00527,user00241,prd00567
rnt00528,user00235,prd00792
rnt00529,user00520,prd00068
rnt00530,user00702,prd00330
rnt00531,user00870,prd00393
rnt00532,user00452,prd00342
rnt00533,user00188,prd00799
rnt00534,user00529,prd00126
rnt00535,user00954,prd00800
rnt00536,user00797,prd00773
rnt00537,user00129,prd00602
rnt00538,user00469,prd00021
rnt00539,user00932,prd00993
rnt00540,user00627,prd00215
rnt00541,user00298,prd00993
rnt00542,user00217,prd00872
rnt00543,user00992,prd00723
rnt00544,user00965,prd00691
rnt00545,user00898,prd00217
rnt00546,user00157,prd00870
rnt00547,user00746,prd00321
rnt00548,user00815,prd00389
rnt00549,user00322,prd00991
rnt00550,user00884,prd00066
rnt00551,user00574,prd00573
rnt00552,user00846,prd00965
rnt00553,user00037,prd00756
rnt00554,user00210,prd00954
rnt00555,user00638,prd00862
rnt00556,user00635,prd01000
rnt00557,user00077,prd00464
rnt00558,user00072,prd00259
rnt00559,user00396,prd00760
rnt00560,user00411,prd00312
rnt00561,user00997,prd00262
rnt00562,user00367,prd00364
rnt00563,user00276,prd00016
rnt00564,user00529,prd00475
rnt00565,user00959,prd00955
rnt00566,user00853,prd00574
rnt00567,user00960,prd00346
rnt00568,user00588,prd00126
rnt00569,user00555,prd00728
rnt00570,user00323,prd00514
rnt00571,user00594,prd00649
rnt00572,user00710,prd00882
rnt00573,user00211,prd00325
rnt00574,user00245,prd00728
rnt00575,user00625,prd00752
rnt00576,user00775,prd00160
rnt00577,user00279,prd00377
rnt00578,user00048,prd00287
rnt00579,user00212,prd00930
rnt00580,user00651,prd00821
rnt00581,user00429,prd00456
rnt00582,user00755,prd00720
rnt00583,user00914,prd00623
rnt00584,user00943,prd00020
rnt00585,user00972,prd00276
rnt00586,user00630,prd00361
rnt00587,user00234,prd00149
rnt00588,user00448,prd00923
rnt00589,user00798,prd00945
rnt00590,user00173,prd00929
rnt00591,user00436,prd00907
rnt00592,user00652,prd00826
rnt00593,user00383,prd00337
rnt00594,user00534,prd00316
rnt00595,user00967,prd00829
rnt00596,user00726,prd00667
rnt00597,user00728,prd00995
rnt00598,user00161,prd00483
rnt00599,user00259,prd00225
rnt00600,user00670,prd00822
rnt00601,user00001,prd00318
rnt00602,user00394,prd00649
rnt00603,user00255,prd00083
rnt00604,user00174,prd00570
rnt00605,user00319,prd00830
rnt00606,user00486,prd00997
rnt00607,user00260,prd00053
rnt00608,user00396,prd00877
rnt00609,user00905,prd00236
rnt00610,user00301,prd00473
rnt00611,user00009,prd00225
rnt00612,user00683,prd00744
rnt00613,user00253,prd00237
rnt00614,user00862,prd00853
rnt00615,user00832,prd00155
rnt00616,user00541,prd00002
rnt00617,user00248,prd00287
rnt00618,user00408,prd00575
rnt00619,user00825,prd00906
rnt00620,user00229,prd00471
rnt00621,user00562,prd00835
rnt00622,user00277,prd00792
rnt00623,user00954,prd00658
rnt00624,user00561,prd00771
rnt00625,user00577,prd00253
rnt00626,user00809,prd00756
rnt00627,user00445,prd00742
rnt00628,user00933,prd00647
rnt00629,user00423,prd00700
rnt00630,user00277,prd00795
rnt00631,user00517,prd00148
rnt00632,user00846,prd00460
rnt00633,user00057,prd00998
rnt00634,user00007,prd00421
rnt00635,user00958,prd00410
rnt00636,user00812,prd00684
rnt00637,user00742,prd00567
rnt00638,user00497,prd00739
rnt00639,user00881,prd00824
rnt00640,user00164,prd00081
rnt00641,user00725,prd00837
rnt00642,user00067,prd00539
rnt00643,user00013,prd00532
rnt00644,user00206,prd00852
rnt00645,user00613,prd00154
rnt00646,user00660,prd00351
rnt00647,user00910,prd00006
rnt00648,user00941,prd00636
rnt00649,user00887,prd00218
rnt00650,user00057,prd00132
rnt00651,user00233,prd00263
rnt00652,user00426,prd00701
rnt00653,user00260,prd00518
rnt00654,user00873,prd00171
rnt00655,user00236,prd00470
rnt00656,user00894,prd00250
rnt00657,user00926,prd00842
rnt00658,user00954,prd00179
rnt00659,user00919,prd00931
rnt00660,user00629,prd00990
rnt00661,user00622,prd00639
rnt00662,user00039,prd00161
rnt00663,user00973,prd00234
rnt00664,user00677,prd00436
rnt00665,user00878,prd00589
rnt00666,user00270,prd00449
rnt00667,user00049,prd00492
rnt00668,user00118,prd00483
rnt00669,user00164,prd00672
rnt00670,user00441,prd00880
rnt00671,user00351,prd00314
rnt00672,user00842,prd00038
rnt00673,user00710,prd00302
rnt00674,user00907,prd00002
rnt00675,user00669,prd00165
rnt00676,user00950,prd00170
rnt00677,user00453,prd00455
rnt00678,user00171,prd00664
rnt00679,user00207,prd00465
rnt00680,user00866,prd00233
rnt00681,user00587,prd00528
rnt00682,user00276,prd00960
rnt00683,user00227,prd00772
rnt00684,user00098,prd00732
rnt00685,user00621,prd00804
rnt00686,user00921,prd00151
rnt00687,user00326,prd00394
rnt00688,user00734,prd00454
rnt00689,user00958,prd00022
rnt00690,user00278,prd00335
rnt00691,user00994,prd00182
rnt00692,user00182,prd00055
rnt00693,user00134,prd00916
rnt00694,user00930,prd00523
rnt00695,user00274,prd01000
rnt00696,user00148,prd00633
rnt00697,user00959,prd00587
rnt00698,user00536,prd00139
rnt00699,user00778,prd00608
rnt00700,user00264,prd00524
rnt00701,user00551,prd00168
rnt00702,user00810,prd00661
rnt00703,user00837,prd00349
rnt00704,user00446,prd00842
rnt00705,user00298,prd00517
rnt00706,user00016,prd00914
rnt00707,user00815,prd00704
rnt00708,user00852,prd00326
rnt00709,user00541,prd00471
rnt00710,user00161,prd00457
rnt00711,user00039,prd00186
rnt00712,user00942,prd00830
rnt00713,user00762,prd00011
rnt00714,user00739,prd00605
rnt00715,user00158,prd00451
rnt00716,user00960,prd00400
rnt00717,user00368,prd00249
rnt00718,user00646,prd00140
rnt00719,user00724,prd00578
rnt00720,user00655,prd00984
rnt00721,user00473,prd00973
rnt00722,user00770,prd00724
rnt00723,user00191,prd00321
rnt00724,user00128,prd00176
rnt00725,user00417,prd00262
rnt00726,user00605,prd00159
rnt00727,user00215,prd00105
rnt00728,user00050,prd00450
rnt00729,user00522,prd00025
rnt00730,user00631,prd00685
rnt00731,user00439,prd00671
rnt00732,user00014,prd00128
rnt00733,user00369,prd00050
rnt00734,user00741,prd00140
rnt00735,user00428,prd00544
rnt00736,user00832,prd00768
rnt00737,user00966,prd00504
rnt00738,user00979,prd00787
rnt00739,user00537,prd00570
rnt00740,user00274,prd00757
rnt00741,user00209,prd00039
rnt00742,user00705,prd00174
rnt00743,user00558,prd00155
rnt00744,user00590,prd00204
rnt00745,user00543,prd00284
rnt00746,user00336,prd00594
rnt00747,user00791,prd00634
rnt00748,user00686,prd00548
rnt00749,user00369,prd00915
rnt00750,user00497,prd00306
rnt00751,user00037,prd00194
rnt00752,user00481,prd00738
rnt00753,user00971,prd00520
rnt00754,user00309,prd00967
rnt00755,user00911,prd00718
rnt00756,user00333,prd00011
rnt00757,user00998,prd00692
rnt00758,user00035,prd00816
rnt00759,user00030,prd00507
rnt00760,user00319,prd00749
rnt00761,user00808,prd00124
rnt00762,user00161,prd00061
rnt00763,user00131,prd00760
rnt00764,user00822,prd00098
rnt00765,user00647,prd00127
rnt00766,user00234,prd00010
rnt00767,user00178,prd00682
rnt00768,user00556,prd00546
rnt00769,user00204,prd00878
rnt00770,user00342,prd00038
rnt00771,user00065,prd00424
rnt00772,user00279,prd00266
rnt00773,user00344,prd00286
rnt00774,user00705,prd00489
rnt00775,user00575,prd00517
rnt00776,user00206,prd00501
rnt00777,user00186,prd00770
rnt00778,user00972,prd00719
rnt00779,user00840,prd00666
rnt00780,user00256,prd00004
rnt00781,user00148,prd00248
rnt00782,user00443,prd00040
rnt00783,user00906,prd00830
rnt00784,user00678,prd00041
rnt00785,user00531,prd00696
rnt00786,user00806,prd00912
rnt00787,user00006,prd00600
rnt00788,user00738,prd00107
rnt00789,user00195,prd00669
rnt00790,user00396,prd00171
rnt00791,user00663,prd00379
rnt00792,user00277,prd00223
rnt00793,user00388,prd00851
rnt00794,user00978,prd00077
rnt00795,user00293,prd00005
rnt00796,user00234,prd00813
rnt00797,user00662,prd00695
rnt00798,user00302,prd00539
rnt00799,user00276,prd00303
rnt00800,user00767,prd00301
rnt00801,user00304,prd00731
rnt00802,user00868,prd00279
rnt00803,user00525,prd00952
rnt00804,user00246,prd00878
rnt00805,user00190,prd00373
rnt00806,user00033,prd00761
rnt00807,user00880,prd00523
rnt00808,user00398,prd00080
rnt00809,user00035,prd00006
rnt00810,user00028,prd00960
rnt00811,user00876,prd00895
rnt00812,user00540,prd00771
rnt00813,user00908,prd00081
rnt00814,user00507,prd00895
rnt00815,user00894,prd00346
rnt00816,user00901,prd00051
rnt00817,user00177,prd00507
rnt00818,user00212,prd00940
rnt00819,user00043,prd00085
rnt00820,user00577,prd00234
rnt00821,user00942,prd00510
rnt00822,user00977,prd00844
rnt00823,user00155,prd00695
rnt00824,user00588,prd00281
rnt00825,user00538,prd00954
rnt00826,user00865,prd00480
rnt00827,user00355,prd00570
rnt00828,user00867,prd00360
rnt00829,user00684,prd00312
rnt00830,user00593,prd00414
rnt00831,user00203,prd00680
rnt00832,user00127,prd00788
rnt00833,user00263,prd00854
rnt00834,user00436,prd00385
rnt00835,user00529,prd00285
rnt00836,user00255,prd00524
rnt00837,user00433,prd00699
rnt00838,user00589,prd00988
rnt00839,user00708,prd00482
rnt00840,user00727,prd00700
rnt00841,user00503,prd00769
rnt00842,user00072,prd00306
rnt00843,user00490,prd00094
rnt00844,user00729,prd00876
rnt00845,user00227,prd00569
rnt00846,user00387,prd00022
rnt00847,user00885,prd00121
rnt00848,user00122,prd00242
rnt00849,user00737,prd00932
rnt00850,user00346,prd00249
rnt00851,user00669,prd00097
rnt00852,user00902,prd00729
rnt00853,user00339,prd00504
rnt00854,user00700,prd00771
rnt00855,user00558,prd00631
rnt00856,user00019,prd00929
rnt00857,user00777,prd00195
rnt00858,user00540,prd00830
rnt00859,user00467,prd00990
rnt00860,user00689,prd00912
rnt00861,user00745,prd00912
rnt00862,user00082,prd00346
rnt00863,user00278,prd00773
rnt00864,user00979,prd00179
rnt00865,user00307,prd00598
rnt00866,user00906,prd00541
rnt00867,user00100,prd00008
rnt00868,user00799,prd00618
rnt00869,user00483,prd00295
rnt00870,user00086,prd00740
rnt00871,user00134,prd00529
rnt00872,user00206,prd00075
rnt00873,user00936,prd00635
rnt00874,user00461,prd00930
rnt00875,user00948,prd00922
rnt00876,user00283,prd00121
rnt00877,user00765,prd00471
rnt00878,user00489,prd00980
rnt00879,user00442,prd00720
rnt00880,user00691,prd00148
rnt00881,user00333,prd00150
rnt00882,user00946,prd00429
rnt00883,user00159,prd00847
rnt00884,user00424,prd00485
rnt00885,user00853,prd00808
rnt00886,user00681,prd00439
rnt00887,user00342,prd00260
rnt00888,user00119,prd00640
rnt00889,user00214,prd00470
rnt00890,user00127,prd00255
rnt00891,user00625,prd00528
rnt00892,user00186,prd00998
rnt00893,user00608,prd00071
rnt00894,user00759,prd00844
rnt00895,user00409,prd00064
rnt00896,user00611,prd00341
rnt00897,user00955,prd00791
rnt00898,user00381,prd00497
rnt00899,user00943,prd00159
rnt00900,user00472,prd00078
rnt00901,user00797,prd00401
rnt00902,user00740,prd00974
rnt00903,user00028,prd00336
rnt00904,user00237,prd00260
rnt00905,user00584,prd00564
rnt00906,user00693,prd00296
rnt00907,user00577,prd00008
rnt00908,user00008,prd00029
rnt00909,user00246,prd00639
rnt00910,user00201,prd00046
rnt00911,user00014,prd00483
rnt00912,user00240,prd00709
rnt00913,user00542,prd00501
rnt00914,user00927,prd00680
rnt00915,user00387,prd00471
rnt00916,user00556,prd00041
rnt00917,user00585,prd00772
rnt00918,user00812,prd00099
rnt00919,user00496,prd00890
rnt00920,user00287,prd00478
rnt00921,user00369,prd00084
rnt00922,user00297,prd00115
rnt00923,user00606,prd00680
rnt00924,user00888,prd00134
rnt00925,user00789,prd00655
rnt00926,user00739,prd00747
rnt00927,user00201,prd00488
rnt00928,user00219,prd00900
rnt00929,user00923,prd00888
rnt00930,user00254,prd00610
rnt00931,user00506,prd00751
