rental_id,user_id,product_id
rid173,user825,pid438
rid959,user179,pid530
rid682,user393,pid402
rid659,user912,pid862
rid607,user923,pid257
rid506,user368,pid528
rid590,user738,pid536
rid521,user699,pid860
rid962,user477,pid948
rid958,user510,pid505
rid325,user262,pid980
rid666,user855,pid102
rid176,user687,pid163
rid311,user130,pid688
rid204,user990,pid678
rid570,user242,pid916
rid592,user114,pid145
rid275,user123,pid586
rid643,user604,pid972
rid204,user549,pid751
rid451,user544,pid196
rid197,user186,pid944
rid728,user845,pid876
rid427,user128,pid533
rid195,user168,pid654
rid829,user404,pid139
rid839,user442,pid501
rid944,user288,pid545
rid321,user170,pid435
rid920,user737,pid757
rid899,user746,pid300
rid653,user985,pid539
rid880,user577,pid408
rid908,user983,pid736
rid806,user711,pid720
rid359,user728,pid689
rid316,user475,pid183
rid428,user478,pid744
rid591,user760,pid729
rid885,user666,pid570
rid167,user583,pid398
rid580,user381,pid566
rid445,user616,pid370
rid947,user165,pid722
rid399,user348,pid478
rid876,user221,pid670
rid296,user667,pid273
rid685,user635,pid701
rid704,user652,pid577
rid771,user635,pid789
rid497,user941,pid478
rid960,user590,pid282
rid687,user703,pid196
rid750,user781,pid103
rid187,user923,pid787
rid921,user517,pid692
rid391,user146,pid332
rid196,user697,pid932
rid795,user290,pid427
rid980,user872,pid937
rid310,user509,pid620
rid792,user982,pid885
rid240,user690,pid516
rid912,user242,pid314
rid866,user863,pid543
rid939,user946,pid431
rid733,user851,pid337
rid353,user847,pid869
rid988,user655,pid904
rid169,user899,pid219
rid476,user371,pid487
rid547,user563,pid173
rid353,user101,pid702
rid660,user447,pid606
rid923,user570,pid339
rid999,user704,pid446
rid295,user209,pid154
rid385,user387,pid579
rid461,user905,pid754
rid756,user353,pid812
rid195,user843,pid318
rid463,user575,pid599
rid683,user720,pid525
rid774,user400,pid341
rid566,user377,pid928
rid665,user314,pid317
rid273,user370,pid129
rid826,user937,pid373
rid809,user239,pid836
rid593,user525,pid147
rid833,user149,pid567
rid475,user884,pid720
rid776,user800,pid290
rid830,user356,pid892
rid220,user988,pid716
rid577,user645,pid764
rid415,user738,pid459
rid700,user170,pid646
rid653,user714,pid660
rid914,user378,pid679
rid767,user311,pid254
rid212,user231,pid619
rid974,user732,pid286
rid965,user420,pid319
rid565,user357,pid713
rid622,user615,pid105
rid497,user145,pid209
rid947,user757,pid196
rid947,user816,pid673
rid160,user611,pid205
rid462,user354,pid919
rid256,user163,pid808
rid908,user980,pid304
rid248,user392,pid926
rid470,user472,pid516
rid218,user266,pid929
rid291,user343,pid252
rid593,user294,pid693
rid572,user558,pid170
rid710,user116,pid283
rid376,user399,pid444
rid334,user423,pid119
rid680,user640,pid333
rid238,user482,pid510
rid965,user323,pid748
rid787,user102,pid726
rid142,user932,pid762
rid128,user999,pid135
rid179,user126,pid445
rid614,user549,pid158
rid706,user972,pid123
rid718,user223,pid579
rid362,user717,pid462
rid108,user172,pid108
rid756,user248,pid515
rid483,user854,pid726
rid303,user576,pid161
rid274,user567,pid835
rid983,user371,pid903
rid763,user158,pid656
rid863,user187,pid845
rid524,user215,pid723
rid920,user950,pid340
rid614,user672,pid177
rid534,user188,pid926
rid845,user465,pid743
rid494,user382,pid527
rid700,user168,pid992
rid762,user443,pid866
rid377,user586,pid109
rid400,user268,pid629
rid869,user582,pid920
rid198,user444,pid235
rid971,user257,pid449
rid577,user675,pid960
rid881,user651,pid142
rid353,user902,pid406
rid407,user240,pid198
rid914,user427,pid592
rid237,user974,pid262
rid603,user160,pid430
rid317,user435,pid875
rid174,user932,pid681
rid249,user579,pid766
rid204,user707,pid385
rid211,user414,pid327
rid689,user897,pid798
rid919,user967,pid634
rid693,user234,pid709
rid804,user147,pid714
rid819,user304,pid159
rid828,user894,pid396
rid692,user940,pid154
rid753,user886,pid922
rid471,user416,pid759
rid288,user780,pid367
rid453,user335,pid475
rid424,user492,pid941
rid357,user842,pid476
rid299,user539,pid343
rid284,user175,pid304
rid874,user728,pid221
rid560,user964,pid337
rid744,user214,pid469
rid486,user131,pid778
rid643,user627,pid281
rid976,user693,pid371
rid553,user880,pid285
rid394,user566,pid567
rid777,user454,pid418
rid869,user131,pid359
rid274,user855,pid917
rid773,user673,pid325
rid275,user111,pid418
rid595,user608,pid547
rid852,user831,pid668
rid773,user997,pid968
rid893,user279,pid861
rid951,user712,pid401
rid645,user478,pid521
rid245,user230,pid744
rid942,user697,pid381
rid699,user951,pid394
rid970,user360,pid652
rid745,user594,pid127
rid369,user897,pid995
rid411,user512,pid558
rid826,user761,pid792
rid123,user609,pid624
rid461,user180,pid219
rid620,user429,pid859
rid200,user688,pid469
rid155,user656,pid716
rid933,user818,pid236
rid215,user822,pid728
rid600,user357,pid836
rid536,user620,pid216
rid922,user915,pid307
rid293,user344,pid484
rid710,user836,pid435
rid246,user638,pid246
rid344,user942,pid957
rid662,user215,pid658
rid236,user880,pid196
rid672,user373,pid504
rid517,user138,pid665
rid713,user825,pid286
rid970,user875,pid589
rid333,user978,pid153
rid824,user190,pid625
rid152,user153,pid996
rid625,user916,pid304
rid623,user306,pid804
rid731,user772,pid358
rid961,user444,pid398
rid354,user577,pid778
rid716,user873,pid391
rid281,user533,pid410
rid833,user872,pid782
rid719,user483,pid757
rid536,user112,pid103
rid360,user232,pid817
rid609,user869,pid561
rid836,user693,pid757
rid800,user893,pid820
rid725,user104,pid967
rid225,user930,pid237
rid481,user976,pid163
rid267,user338,pid920
rid796,user490,pid919
rid405,user110,pid778
rid141,user507,pid783
rid129,user194,pid397
rid150,user339,pid410
rid408,user887,pid658
rid296,user526,pid413
rid542,user514,pid536
rid281,user717,pid248
rid936,user870,pid760
rid515,user973,pid148
rid402,user310,pid544
rid802,user212,pid608
rid665,user840,pid479
rid707,user209,pid279
rid672,user943,pid339
rid630,user905,pid484
rid961,user332,pid165
rid220,user185,pid764
rid790,user352,pid677
rid182,user335,pid231
rid936,user437,pid964
rid809,user495,pid105
rid238,user540,pid703
rid589,user936,pid585
rid412,user431,pid585
rid107,user137,pid434
rid133,user613,pid559
rid667,user656,pid712
rid122,user464,pid995
rid338,user181,pid887
rid226,user927,pid124
rid344,user828,pid755
rid165,user829,pid489
rid542,user586,pid921
rid788,user156,pid949
rid708,user183,pid528
rid399,user686,pid597
rid736,user115,pid735
rid346,user531,pid405
rid318,user227,pid656
rid237,user496,pid502
rid689,user305,pid240
rid138,user148,pid786
rid824,user700,pid578
rid700,user751,pid733
rid103,user788,pid193
rid727,user584,pid859
rid658,user582,pid893
rid219,user158,pid761
rid688,user523,pid754
rid468,user162,pid285
rid146,user737,pid821
rid495,user710,pid542
rid472,user764,pid140
rid258,user442,pid753
rid233,user535,pid761
rid621,user924,pid995
rid717,user540,pid454
rid855,user428,pid546
rid337,user560,pid173
rid967,user201,pid169
rid948,user303,pid795
rid216,user318,pid558
rid232,user438,pid753
rid291,user201,pid388
rid765,user376,pid101
rid804,user783,pid797
rid286,user312,pid341
rid700,user241,pid288
rid507,user171,pid509
rid696,user679,pid407
rid237,user924,pid710
rid261,user699,pid232
rid158,user953,pid522
rid342,user446,pid444
rid525,user912,pid965
rid605,user136,pid471
rid215,user363,pid551
rid571,user376,pid924
rid952,user113,pid642
rid348,user387,pid478
rid430,user951,pid121
rid232,user245,pid626
rid752,user189,pid921
rid253,user214,pid432
rid595,user349,pid496
rid742,user606,pid564
rid742,user524,pid112
rid664,user310,pid840
rid859,user375,pid540
rid171,user801,pid531
rid655,user885,pid585
rid503,user575,pid764
rid529,user795,pid699
rid495,user949,pid700
rid607,user236,pid860
rid402,user534,pid428
rid249,user929,pid139
rid980,user526,pid817
rid606,user829,pid146
rid276,user867,pid986
rid532,user606,pid788
rid149,user551,pid895
rid984,user690,pid640
rid615,user731,pid439
rid960,user218,pid881
rid973,user840,pid780
rid283,user972,pid586
rid420,user119,pid760
rid882,user983,pid130
rid926,user598,pid194
rid880,user818,pid936
rid519,user502,pid947
rid227,user928,pid183
rid258,user391,pid219
rid239,user975,pid286
rid657,user747,pid396
rid561,user592,pid128
rid620,user299,pid381
rid980,user577,pid684
rid939,user244,pid816
rid726,user567,pid335
rid345,user417,pid347
rid589,user361,pid866
rid173,user714,pid243
rid192,user473,pid239
rid922,user220,pid555
rid367,user880,pid620
rid271,user358,pid262
rid121,user449,pid925
rid170,user925,pid629
rid925,user684,pid165
rid193,user313,pid196
rid657,user658,pid221
rid647,user369,pid720
rid170,user338,pid793
rid597,user770,pid550
rid209,user271,pid674
rid130,user454,pid671
rid711,user509,pid555
rid280,user910,pid273
rid883,user436,pid862
rid968,user586,pid728
rid651,user858,pid617
rid114,user798,pid165
rid721,user771,pid757
rid768,user892,pid205
rid894,user245,pid320
rid611,user596,pid408
rid733,user208,pid531
rid836,user857,pid421
rid727,user977,pid427
rid153,user955,pid619
rid942,user279,pid969
rid426,user886,pid118
rid995,user228,pid735
rid821,user614,pid318
rid955,user758,pid746
rid252,user823,pid146
rid687,user933,pid860
rid383,user361,pid395
rid449,user788,pid868
rid318,user698,pid566
rid536,user275,pid693
rid539,user522,pid423
rid895,user301,pid246
rid553,user292,pid215
rid433,user417,pid880
rid359,user641,pid760
rid350,user699,pid602
rid420,user565,pid159
rid490,user903,pid115
rid703,user502,pid570
rid618,user431,pid763
rid986,user499,pid220
rid695,user317,pid641
rid155,user767,pid467
rid874,user715,pid548
rid369,user305,pid555
rid681,user465,pid257
rid972,user927,pid859
rid435,user147,pid336
rid824,user167,pid836
rid865,user855,pid629
rid786,user446,pid718
rid604,user519,pid419
rid353,user351,pid956
rid382,user623,pid923
rid781,user564,pid364
rid746,user687,pid225
rid923,user272,pid705
rid960,user356,pid448
rid538,user792,pid231
rid222,user388,pid733
rid699,user276,pid471
rid879,user736,pid975
rid679,user711,pid934
rid317,user582,pid419
rid217,user821,pid845
rid179,user226,pid863
rid151,user273,pid185
rid334,user273,pid672
rid201,user477,pid723
rid689,user876,pid774
rid734,user408,pid274
rid387,user379,pid841
rid799,user845,pid236
rid130,user801,pid703
rid286,user777,pid124
rid753,user658,pid545
rid699,user330,pid759
rid154,user817,pid569
rid438,user633,pid584
rid753,user723,pid526
rid896,user462,pid576
rid681,user543,pid629
rid164,user979,pid173
rid813,user979,pid652
rid517,user425,pid291
rid996,user608,pid526
rid999,user609,pid957
rid170,user224,pid732
rid815,user838,pid287
rid235,user106,pid719
rid240,user261,pid128
rid852,user611,pid110
rid531,user941,pid975
rid963,user551,pid472
rid527,user496,pid970
rid176,user965,pid447
rid667,user176,pid620
rid206,user942,pid579
rid330,user596,pid798
rid432,user494,pid941
rid229,user402,pid940
rid643,user665,pid413
rid653,user626,pid822
rid576,user808,pid926
rid736,user383,pid785
rid957,user111,pid925
rid638,user597,pid943
rid823,user120,pid204
rid123,user533,pid297
rid222,user221,pid640
rid829,user657,pid654
rid745,user789,pid467
rid802,user970,pid184
rid176,user341,pid412
rid433,user164,pid475
rid498,user231,pid852
rid525,user954,pid145
rid182,user360,pid562
rid573,user337,pid646
rid767,user738,pid545
rid843,user636,pid674
rid790,user125,pid605
rid646,user798,pid458
rid523,user575,pid794
rid913,user442,pid457
rid972,user494,pid500
rid432,user722,pid646
rid618,user352,pid504
rid910,user491,pid550
rid276,user259,pid597
rid448,user946,pid503
rid948,user540,pid752
rid216,user334,pid102
rid936,user730,pid496
rid785,user792,pid147
rid511,user490,pid585
rid524,user747,pid380
rid231,user773,pid191
rid428,user315,pid761
rid544,user273,pid348
rid725,user527,pid316
rid496,user891,pid770
rid606,user511,pid105
rid648,user657,pid580
rid125,user828,pid568
rid394,user222,pid252
rid832,user376,pid996
rid564,user476,pid933
rid352,user572,pid120
rid363,user772,pid279
rid304,user466,pid914
rid791,user430,pid624
rid692,user208,pid309
rid219,user368,pid740
rid195,user408,pid815
rid989,user396,pid275
rid141,user748,pid502
rid323,user869,pid277
rid250,user245,pid691
rid986,user185,pid431
rid245,user588,pid173
rid905,user840,pid292
rid583,user126,pid500
rid890,user922,pid473
rid338,user472,pid110
rid696,user702,pid485
rid448,user677,pid149
rid540,user348,pid556
rid225,user579,pid352
rid155,user130,pid724
rid117,user898,pid253
rid142,user784,pid617
rid321,user642,pid840
rid140,user795,pid421
rid727,user536,pid293
rid948,user702,pid561
rid223,user314,pid404
rid581,user543,pid955
rid867,user980,pid596
rid805,user671,pid750
rid343,user104,pid207
rid610,user545,pid195
rid542,user645,pid566
rid311,user546,pid287
rid665,user459,pid384
rid876,user966,pid933
rid574,user470,pid189
rid569,user936,pid464
rid511,user749,pid235
rid299,user251,pid795
rid591,user941,pid741
rid373,user886,pid230
rid612,user497,pid831
rid530,user431,pid670
rid463,user454,pid123
rid345,user362,pid473
rid157,user516,pid541
rid501,user272,pid505
rid210,user871,pid818
rid541,user668,pid570
rid326,user770,pid289
rid474,user673,pid821
rid941,user596,pid301
rid565,user412,pid225
rid259,user929,pid546
rid808,user292,pid497
rid587,user403,pid903
rid229,user691,pid181
rid284,user745,pid486
rid139,user527,pid805
rid332,user197,pid266
rid633,user717,pid951
rid513,user788,pid919
rid122,user603,pid923
rid325,user748,pid662
rid901,user605,pid746
rid195,user391,pid120
rid462,user119,pid960
rid399,user175,pid709
rid520,user927,pid141
rid337,user816,pid474
rid690,user625,pid441
rid553,user174,pid991
rid420,user375,pid455
rid442,user170,pid625
rid189,user999,pid874
rid646,user565,pid941
rid481,user199,pid367
rid817,user245,pid726
rid491,user879,pid504
rid473,user921,pid627
rid337,user898,pid168
rid752,user440,pid583
rid547,user997,pid306
rid645,user719,pid677
rid499,user526,pid276
rid979,user693,pid798
rid950,user858,pid204
rid949,user347,pid777
rid979,user727,pid758
rid269,user186,pid991
rid867,user514,pid931
rid394,user904,pid631
rid138,user696,pid553
rid214,user369,pid744
rid197,user241,pid120
rid709,user844,pid333
rid956,user579,pid527
rid118,user752,pid120
rid448,user974,pid259
rid163,user726,pid890
rid636,user934,pid342
rid145,user436,pid668
rid936,user367,pid110
rid543,user165,pid698
rid818,user696,pid527
rid767,user590,pid915
rid172,user131,pid639
rid561,user518,pid370
rid491,user890,pid943
rid775,user812,pid853
rid974,user687,pid690
rid219,user528,pid482
rid780,user402,pid927
rid267,user461,pid466
rid935,user892,pid853
rid156,user605,pid413
rid851,user833,pid183
rid747,user602,pid364
rid757,user134,pid797
rid750,user643,pid265
rid709,user757,pid448
rid893,user697,pid976
rid793,user349,pid462
rid352,user177,pid596
rid379,user784,pid288
rid459,user490,pid934
rid258,user205,pid402
rid619,user422,pid989
rid992,user392,pid333
rid289,user519,pid808
rid624,user824,pid552
rid506,user239,pid570
rid270,user964,pid490
rid234,user962,pid573
rid429,user869,pid495
rid701,user651,pid687
rid752,user984,pid548
rid567,user398,pid906
rid596,user652,pid304
rid903,user824,pid612
rid962,user757,pid983
rid508,user290,pid408
rid832,user592,pid422
rid416,user283,pid816
rid269,user360,pid587
rid256,user944,pid733
rid137,user338,pid842
rid737,user402,pid269
rid160,user879,pid595
rid424,user418,pid261
rid740,user528,pid602
rid193,user110,pid694
rid216,user922,pid241
rid306,user929,pid878
rid233,user801,pid480
rid717,user586,pid789
rid455,user673,pid199
rid342,user732,pid987
rid300,user132,pid726
rid963,user732,pid655
rid811,user599,pid675
rid915,user785,pid891
rid398,user116,pid978
rid221,user992,pid817
rid541,user489,pid392
rid966,user739,pid861
rid860,user397,pid170
rid343,user137,pid876
rid984,user804,pid811
rid479,user992,pid890
rid985,user959,pid279
rid693,user806,pid470
rid485,user760,pid799
rid351,user593,pid209
rid181,user814,pid483
rid265,user232,pid539
rid329,user137,pid895
rid480,user537,pid891
rid479,user185,pid165
rid618,user995,pid511
rid578,user138,pid943
rid124,user509,pid962
rid739,user805,pid647
rid388,user877,pid775
rid846,user633,pid934
rid211,user282,pid774
rid249,user206,pid757
rid775,user413,pid890
rid447,user336,pid161
rid524,user561,pid147
rid645,user662,pid520
rid519,user139,pid797
rid509,user339,pid269
rid992,user137,pid250
rid698,user145,pid607
rid498,user402,pid567
rid435,user923,pid495
rid495,user346,pid971
rid102,user569,pid157
rid164,user205,pid883
rid966,user926,pid817
rid947,user415,pid700
rid293,user312,pid996
rid211,user585,pid197
rid729,user197,pid596
rid954,user407,pid700
rid303,user414,pid961
rid678,user965,pid585
rid572,user932,pid423
rid686,user784,pid241
rid321,user567,pid529
rid566,user583,pid513
rid268,user486,pid757
rid849,user210,pid660
rid801,user306,pid302
rid177,user149,pid636
rid923,user577,pid638
rid190,user620,pid324
rid663,user161,pid770
rid280,user829,pid532
rid324,user325,pid305
rid977,user601,pid763
rid253,user522,pid315
rid847,user753,pid838
rid661,user472,pid351
rid189,user807,pid207
