prd266,user266,category266,03/07/2015,10/27/2015,4
prd267,user267,category267,04/01/2010,09/13/2015,3
prd268,user268,category268,06/06/2017,09/14/2011,4
prd269,user269,category269,01/04/2016,07/15/2013,6
prd270,user270,category270,07/30/2018,12/16/2013,7
prd271,user271,category271,02/27/2019,10/23/2016,8
prd272,user272,category272,04/26/2019,06/02/2018,8
prd273,user273,category273,06/09/2013,08/14/2012,3
prd274,user274,category274,03/09/2012,09/28/2016,5
prd275,user275,category275,03/04/2014,05/16/2010,6
prd276,user276,category276,01/08/2011,06/01/2018,3
prd277,user277,category277,01/21/2014,02/16/2016,4
prd278,user278,category278,06/26/2012,08/12/2011,6
prd279,user279,category279,05/12/2013,08/19/2014,5
prd280,user280,category280,01/17/2014,04/04/2017,4
prd281,user281,category281,01/27/2015,05/19/2012,2
prd282,user282,category282,01/05/2012,03/30/2012,4
prd283,user283,category283,03/20/2011,12/09/2012,8
prd284,user284,category284,05/10/2012,06/08/2013,8
prd285,user285,category285,03/25/2018,05/13/2014,8
prd286,user286,category286,06/11/2014,07/24/2010,3
prd287,user287,category287,04/17/2013,11/08/2012,8
prd288,user288,category288,09/21/2011,12/04/2018,5
prd289,user289,category289,05/02/2013,05/23/2014,8
prd290,user290,category290,07/19/2010,09/14/2016,7
prd291,user291,category291,02/17/2011,07/09/2019,6
prd292,user292,category292,06/08/2011,11/25/2018,7
prd293,user293,category293,01/04/2019,07/31/2012,8
prd294,user294,category294,03/30/2010,12/11/2015,5
prd295,user295,category295,08/10/2015,10/23/2013,3
prd296,user296,category296,05/09/2016,08/11/2016,6
prd297,user297,category297,03/02/2010,06/20/2017,4
prd298,user298,category298,03/11/2015,08/27/2013,5
prd299,user299,category299,04/19/2013,12/16/2017,5
prd300,user300,category300,04/30/2014,10/28/2017,5
prd301,user301,category301,07/23/2013,12/12/2018,8
prd302,user302,category302,01/07/2012,03/22/2010,3
prd303,user303,category303,05/20/2015,12/24/2014,2
prd304,user304,category304,02/19/2017,07/27/2012,2
prd305,user305,category305,01/20/2010,08/09/2019,8
prd306,user306,category306,01/26/2017,06/24/2011,3
prd307,user307,category307,08/21/2018,12/30/2012,6
prd308,user308,category308,05/15/2018,06/10/2017,4
prd309,user309,category309,06/17/2010,11/16/2016,4
prd310,user310,category310,02/12/2017,03/02/2014,3
prd311,user311,category311,10/23/2014,11/30/2012,7
prd312,user312,category312,05/28/2018,06/25/2012,5
prd313,user313,category313,05/22/2011,07/22/2016,8
prd314,user314,category314,06/16/2012,06/16/2012,5
prd315,user315,category315,04/22/2013,11/18/2018,2
prd316,user316,category316,03/17/2016,08/09/2018,8
prd317,user317,category317,08/25/2015,11/21/2018,4
prd318,user318,category318,01/11/2011,09/14/2016,3
prd319,user319,category319,03/11/2010,06/20/2013,6
prd320,user320,category320,04/24/2016,07/02/2015,7
prd321,user321,category321,09/07/2014,12/13/2010,8
prd322,user322,category322,11/25/2012,12/20/2012,4
prd323,user323,category323,08/08/2013,12/26/2012,7
prd324,user324,category324,06/07/2012,10/11/2017,3
prd325,user325,category325,01/04/2010,03/31/2014,5
prd326,user326,category326,03/04/2010,07/06/2016,3
prd327,user327,category327,01/28/2011,04/02/2010,6
prd328,user328,category328,01/28/2019,12/27/2012,7
prd329,user329,category329,07/10/2010,09/06/2010,8
prd330,user330,category330,04/28/2017,06/03/2015,7
prd331,user331,category331,06/08/2013,12/02/2011,4
prd332,user332,category332,03/22/2019,06/04/2018,3
prd333,user333,category333,01/28/2014,10/30/2013,4
prd334,user334,category334,05/21/2013,11/27/2017,8
prd335,user335,category335,02/27/2014,07/17/2015,3
prd336,user336,category336,04/09/2010,09/17/2014,5
prd337,user337,category337,04/26/2017,10/06/2011,7
prd338,user338,category338,01/16/2010,03/14/2013,4
prd339,user339,category339,01/31/2019,08/06/2010,6
prd340,user340,category340,10/28/2014,12/18/2016,7
prd341,user341,category341,11/02/2018,11/14/2016,3
prd342,user342,category342,04/28/2016,07/23/2018,4
prd343,user343,category343,02/19/2013,08/12/2017,2
prd344,user344,category344,02/24/2019,12/24/2012,8
prd345,user345,category345,05/13/2012,08/28/2016,6
prd346,user346,category346,03/11/2014,06/02/2013,8
prd347,user347,category347,04/13/2010,12/25/2013,3
prd348,user348,category348,05/31/2018,07/23/2017,2
prd349,user349,category349,01/21/2013,02/21/2015,5
prd350,user350,category350,11/07/2016,12/30/2014,2
prd351,user351,category351,10/16/2015,11/19/2014,3
prd352,user352,category352,03/26/2012,09/27/2016,5
prd353,user353,category353,01/16/2015,03/03/2014,7
prd354,user354,category354,02/29/2016,07/22/2016,4
prd355,user355,category355,03/17/2017,05/27/2012,4
prd356,user356,category356,06/04/2019,08/29/2011,2
prd357,user357,category357,01/17/2013,12/02/2016,3
prd358,user358,category358,09/02/2018,11/02/2017,4
prd359,user359,category359,03/18/2010,05/06/2016,8
prd360,user360,category360,09/16/2017,10/16/2017,5
prd361,user361,category361,03/31/2010,10/27/2018,3
prd362,user362,category362,07/13/2011,09/01/2016,5
prd363,user363,category363,12/03/2017,12/22/2012,4
prd364,user364,category364,01/19/2013,11/22/2011,8
prd365,user365,category365,05/28/2016,12/26/2011,5
prd366,user366,category366,04/14/2014,07/10/2017,4
prd367,user367,category367,08/19/2012,10/30/2010,6
prd368,user368,category368,05/10/2012,06/28/2010,2
prd369,user369,category369,03/19/2012,04/20/2015,5
prd370,user370,category370,02/01/2014,06/22/2016,7
prd371,user371,category371,05/26/2015,10/01/2016,6
prd372,user372,category372,06/06/2019,12/22/2015,6
prd373,user373,category373,04/20/2017,08/01/2015,8
prd374,user374,category374,03/22/2011,11/06/2014,3
prd375,user375,category375,04/23/2016,05/05/2018,5
prd376,user376,category376,08/16/2016,09/01/2013,5
prd377,user377,category377,02/06/2017,03/30/2016,4
prd378,user378,category378,02/05/2018,12/30/2016,6
prd379,user379,category379,10/14/2018,12/13/2017,7
prd380,user380,category380,05/14/2015,12/29/2013,7
prd381,user381,category381,07/10/2011,12/01/2013,8
prd382,user382,category382,02/27/2018,08/12/2011,8
prd383,user383,category383,01/20/2019,10/02/2015,5
prd384,user384,category384,02/05/2014,12/09/2016,2
prd385,user385,category385,01/11/2011,05/24/2018,6
prd386,user386,category386,06/21/2011,08/01/2018,7
prd387,user387,category387,03/10/2019,06/30/2016,3
prd388,user388,category388,02/06/2019,05/18/2017,7
prd389,user389,category389,05/28/2012,06/06/2016,3
prd390,user390,category390,04/22/2013,08/03/2018,7
prd391,user391,category391,02/03/2012,10/07/2010,2
prd392,user392,category392,10/08/2010,11/04/2014,7
prd393,user393,category393,01/13/2013,06/30/2011,7
prd394,user394,category394,09/04/2011,10/20/2014,8
prd395,user395,category395,05/10/2014,08/31/2012,8
prd396,user396,category396,03/22/2018,08/01/2010,5
prd397,user397,category397,10/04/2010,10/29/2015,7
prd398,user398,category398,01/30/2012,03/13/2019,5
prd399,user399,category399,01/24/2010,01/25/2012,8
prd400,user400,category400,03/06/2017,03/12/2015,6
prd401,user401,category401,07/06/2010,08/24/2012,6
prd402,user402,category402,09/17/2016,12/19/2010,6
prd403,user403,category403,02/28/2014,10/07/2011,5
prd404,user404,category404,07/30/2010,12/25/2014,4
prd405,user405,category405,03/27/2017,10/20/2015,7
prd406,user406,category406,02/19/2018,05/25/2018,7
prd407,user407,category407,04/02/2015,11/26/2017,2
prd408,user408,category408,04/14/2010,07/21/2011,4
prd409,user409,category409,07/23/2019,08/05/2014,4
prd410,user410,category410,04/03/2019,04/20/2013,2
prd411,user411,category411,04/09/2013,05/06/2015,2
prd412,user412,category412,04/20/2014,09/25/2013,4
prd413,user413,category413,08/18/2013,10/26/2018,8
prd414,user414,category414,06/25/2014,09/13/2017,6
prd415,user415,category415,06/17/2019,07/18/2018,4
prd416,user416,category416,10/14/2016,12/28/2015,7
prd417,user417,category417,02/27/2012,06/20/2010,4
prd418,user418,category418,03/11/2018,07/19/2016,8
prd419,user419,category419,08/22/2017,09/06/2010,4
prd420,user420,category420,02/07/2019,02/23/2016,6
prd421,user421,category421,02/11/2019,11/06/2012,7
prd422,user422,category422,06/23/2010,10/06/2018,6
prd423,user423,category423,01/26/2014,01/31/2013,6
prd424,user424,category424,02/08/2019,09/12/2014,6
prd425,user425,category425,04/06/2014,07/31/2013,6
prd426,user426,category426,04/20/2013,09/13/2015,8
prd427,user427,category427,01/08/2017,02/27/2010,3
prd428,user428,category428,01/15/2017,08/31/2017,2
prd429,user429,category429,04/08/2013,12/08/2017,4
prd430,user430,category430,08/31/2011,12/22/2011,3
prd431,user431,category431,05/13/2015,05/20/2011,5
prd432,user432,category432,01/21/2012,05/19/2010,3
prd433,user433,category433,04/23/2018,09/26/2010,7
prd434,user434,category434,03/09/2014,09/03/2017,6
prd435,user435,category435,06/03/2010,07/19/2011,3
prd436,user436,category436,08/07/2018,12/02/2015,4
prd437,user437,category437,02/10/2018,12/30/2014,7
prd438,user438,category438,01/11/2011,10/18/2013,3
prd439,user439,category439,05/06/2018,09/03/2014,7
prd440,user440,category440,03/05/2018,10/30/2013,5
prd441,user441,category441,10/22/2015,10/26/2015,4
prd442,user442,category442,06/21/2014,08/20/2015,4
prd443,user443,category443,03/02/2010,10/08/2013,7
prd444,user444,category444,05/28/2016,09/29/2017,8
prd445,user445,category445,03/14/2013,12/29/2017,4
prd446,user446,category446,08/03/2013,11/17/2011,8
prd447,user447,category447,02/07/2011,05/30/2015,6
prd448,user448,category448,05/31/2015,10/03/2012,3
prd449,user449,category449,05/19/2012,11/12/2011,7
prd450,user450,category450,01/12/2012,12/20/2015,2
prd451,user451,category451,07/29/2019,12/28/2013,3
prd452,user452,category452,02/04/2015,06/10/2016,6
prd453,user453,category453,05/12/2010,06/10/2018,5
prd454,user454,category454,04/26/2010,12/22/2016,5
prd455,user455,category455,04/21/2018,06/27/2011,6
prd456,user456,category456,05/17/2014,08/30/2015,5
prd457,user457,category457,02/08/2017,04/17/2014,6
prd458,user458,category458,08/24/2017,10/13/2012,7
prd459,user459,category459,05/18/2017,12/23/2012,8
prd460,user460,category460,01/04/2014,07/15/2019,8
prd461,user461,category461,08/02/2010,08/20/2015,7
prd462,user462,category462,02/19/2012,03/21/2010,6
prd463,user463,category463,01/06/2018,04/15/2019,8
prd464,user464,category464,05/26/2016,07/21/2010,3
prd465,user465,category465,03/24/2010,04/04/2012,7
prd466,user466,category466,03/08/2010,08/20/2015,6
prd467,user467,category467,07/21/2011,12/19/2014,5
prd468,user468,category468,03/16/2016,07/01/2017,2
prd469,user469,category469,03/26/2012,05/30/2013,3
prd470,user470,category470,05/23/2012,10/02/2013,7
prd471,user471,category471,06/16/2014,07/30/2017,8
prd472,user472,category472,03/16/2010,11/23/2016,5
prd473,user473,category473,04/16/2018,08/27/2010,6
prd474,user474,category474,04/26/2012,06/08/2019,4
prd475,user475,category475,04/06/2014,05/13/2014,8
prd476,user476,category476,04/28/2011,05/22/2014,5
prd477,user477,category477,04/17/2014,08/27/2012,6
prd478,user478,category478,02/09/2016,06/04/2011,7
prd479,user479,category479,06/03/2012,09/01/2011,6
prd480,user480,category480,01/15/2015,12/15/2012,8
prd481,user481,category481,01/12/2018,03/31/2011,4
prd482,user482,category482,01/02/2014,03/29/2014,3
prd483,user483,category483,07/25/2016,11/15/2012,7
prd484,user484,category484,04/11/2015,04/16/2019,5
prd485,user485,category485,03/14/2014,11/11/2015,7
prd486,user486,category486,02/07/2019,07/13/2015,3
prd487,user487,category487,07/15/2010,09/29/2017,6
prd488,user488,category488,03/17/2017,07/28/2013,8
prd489,user489,category489,03/16/2017,11/07/2014,8
prd490,user490,category490,06/24/2011,10/21/2011,2
prd491,user491,category491,07/04/2018,08/29/2012,4
prd492,user492,category492,02/23/2013,09/19/2015,7
prd493,user493,category493,03/12/2017,06/01/2010,8
prd494,user494,category494,03/30/2016,12/20/2017,8
prd495,user495,category495,06/17/2013,08/15/2016,4
prd496,user496,category496,02/13/2014,05/20/2010,4
prd497,user497,category497,05/22/2017,12/16/2010,2
prd498,user498,category498,02/02/2017,02/27/2018,2
prd499,user499,category499,06/02/2013,10/16/2016,2
prd500,user500,category500,06/14/2012,09/23/2016,5
prd501,user501,category501,03/04/2013,07/01/2012,4
prd502,user502,category502,06/21/2013,08/25/2014,7
prd503,user503,category503,01/16/2012,04/07/2012,3
prd504,user504,category504,03/08/2019,08/08/2011,5
prd505,user505,category505,04/22/2013,11/16/2014,3
prd506,user506,category506,02/05/2019,04/03/2016,3
prd507,user507,category507,04/18/2012,12/21/2017,8
prd508,user508,category508,04/09/2015,09/29/2010,5
prd509,user509,category509,12/20/2011,12/31/2012,5
prd510,user510,category510,05/17/2010,09/22/2013,4
prd511,user511,category511,01/29/2014,11/04/2012,4
prd512,user512,category512,03/01/2018,11/04/2017,8
prd513,user513,category513,01/21/2019,04/01/2011,8
prd514,user514,category514,01/19/2010,11/27/2013,7
prd515,user515,category515,08/27/2016,10/25/2013,7
prd516,user516,category516,05/10/2018,10/21/2013,2
prd517,user517,category517,07/13/2018,09/26/2018,7
prd518,user518,category518,06/05/2015,06/19/2011,4
prd519,user519,category519,06/19/2017,08/15/2018,5
prd520,user520,category520,03/01/2017,05/21/2018,4
prd521,user521,category521,01/05/2010,09/03/2013,5
prd522,user522,category522,07/07/2016,10/22/2017,7
prd523,user523,category523,06/24/2016,12/10/2013,7
prd524,user524,category524,04/29/2010,11/06/2011,8
prd525,user525,category525,07/04/2013,10/30/2010,8
prd526,user526,category526,01/27/2015,04/24/2010,5
prd527,user527,category527,03/31/2011,06/04/2017,5
prd528,user528,category528,03/22/2010,11/05/2017,6
prd529,user529,category529,01/17/2013,06/06/2019,7
prd530,user530,category530,02/09/2010,12/08/2012,6
prd531,user531,category531,06/28/2011,09/10/2016,8
prd532,user532,category532,04/05/2011,09/28/2015,5
prd533,user533,category533,03/12/2014,07/25/2012,3
prd534,user534,category534,01/09/2014,10/01/2012,4
prd535,user535,category535,05/16/2010,12/28/2018,8
prd536,user536,category536,04/23/2017,12/22/2017,3
prd537,user537,category537,04/19/2015,08/24/2014,2
prd538,user538,category538,04/14/2012,12/23/2017,2
