_id,customer_id,product_id
rental_0492,user0921,5_443399
rental_0493,user0502,SJ_188072
rental_0494,user0201,S_233591
rental_0495,user0686,KR_933709
rental_0496,user0193,CA_346219
rental_0497,user0662,YS_192458
rental_0498,user0701,LBA_704784
rental_0499,user0636,ALS_788699
rental_0500,user0604,MAO_50291
rental_0501,user0807,AL_228750
rental_0502,user0932,S_183851
rental_0503,user0656,S_489647
rental_0504,user0134,SLS_966532
rental_0505,user0032,M_386004
rental_0506,user0616,KD_127299
rental_0507,user0301,NAL_12517
rental_0508,user0519,Y_424254
rental_0509,user0792,E_286044
rental_0510,user0039,EY_960245
rental_0511,user0780,AMA_986656
rental_0512,user0170,RL_717473
rental_0513,user0284,M_996721
rental_0514,user0139,L9S_958542
rental_0515,user0358,LAA_163551
rental_0516,user0608,CSS_494457
rental_0517,user0454,CL8_603670
rental_0518,user0806,S_892714
rental_0519,user0840,E_256858
rental_0520,user0222,5PS_476847
rental_0521,user0405,S_836005
rental_0522,user0920,G_331278
rental_0523,user0104,6_209790
rental_0524,user0160,S_101117
rental_0525,user0926,K_38502
rental_0526,user0287,S_404350
rental_0527,user0545,MA_281684
rental_0528,user0398,8S_996071
rental_0529,user0975,DS_167786
rental_0530,user0863,4DS_897790
rental_0531,user0253,M_851555
rental_0532,user0711,JA_242584
rental_0533,user0288,M7R_841449
rental_0534,user0100,RMM_678970
rental_0535,user0950,MHM_888897
rental_0536,user0269,AS_525057
rental_0537,user0819,S_411202
rental_0538,user0825,PT_408714
rental_0539,user0102,N_140463
rental_0540,user0335,SPT_342447
rental_0541,user0459,FM_687621
rental_0542,user0217,SS5_734723
rental_0543,user0457,NM_702517
rental_0544,user0784,SS_584119
rental_0545,user0420,E5S_627826
rental_0546,user0822,THM_581018
rental_0547,user0190,MAC_430165
rental_0548,user0750,6_209790
rental_0549,user0580,BM_979071
rental_0550,user0946,LC_676619
rental_0551,user0352,SM_513938
rental_0552,user0908,OC_748201
rental_0553,user0507,HSL_653894
rental_0554,user0701,MS_923132
rental_0555,user0299,SML_44307
rental_0556,user0626,NSMA_802598
rental_0557,user0233,N_934229
rental_0558,user0745,K_739320
rental_0559,user0802,PTY_174191
rental_0560,user0714,CM7_242550
rental_0561,user0252,AS_638300
rental_0562,user0288,PC_639560
rental_0563,user0450,NFMA_811179
rental_0564,user0587,LE_98360
rental_0565,user0648,M_87482
rental_0566,user0994,8M_976532
rental_0567,user0075,KK_708977
rental_0568,user0643,AK_912870
rental_0569,user0877,PJ_625563
rental_0570,user0554,VR_926194
rental_0571,user0809,MSG_157274
rental_0572,user0377,NS_80289
rental_0573,user0193,YGY_703305
rental_0574,user0772,LK_896732
rental_0575,user0162,M_409134
rental_0576,user0615,BM2_466103
rental_0577,user0809,RN6_960064
rental_0578,user0949,L_394362
rental_0579,user0854,OS4_411398
rental_0580,user0799,APTA_877073
rental_0581,user0538,SCR_470123
rental_0582,user0983,J_521879
rental_0583,user0274,SLE_825334
rental_0584,user0991,CS_404327
rental_0585,user0529,A_650675
rental_0586,user0906,MSA_33587
rental_0587,user0355,JPF_892714
rental_0588,user0508,S_926782
rental_0589,user0629,CJS_743921
rental_0590,user0885,CMAM_580915
rental_0591,user0688,A_650675
rental_0592,user0249,DS_167786
rental_0593,user0642,NS9_150795
rental_0594,user0519,KSK_231047
rental_0595,user0909,NS_442634
rental_0596,user0205,JYA_76455
rental_0597,user0088,L_853543
rental_0598,user0619,A_779552
rental_0599,user0790,M_973548
rental_0600,user0449,4J_342092
rental_0601,user0401,S_286794
rental_0602,user0462,MD_340943
rental_0603,user0161,B_935552
rental_0604,user0264,KAL_148198
rental_0605,user0740,JA_807434
rental_0606,user0865,2H_981356
rental_0607,user0886,NAS_282393
rental_0608,user0360,MLA_315438
rental_0609,user0698,AOB_507659
rental_0610,user0714,A_991897
rental_0611,user0335,CJ_42760
rental_0612,user0120,P_576234
rental_0613,user0425,THM_581018
rental_0614,user0695,MLC_543804
rental_0615,user0760,FMAS_196052
rental_0616,user0850,4_389666
rental_0617,user0784,AB_123334
rental_0618,user0932,KS_311580
rental_0619,user0928,MAE_593880
rental_0620,user0021,N_140463
rental_0621,user0264,SS5_734723
rental_0622,user0577,M_871942
rental_0623,user0962,A_635626
rental_0624,user0922,N_934229
rental_0625,user0271,B_62186
rental_0626,user0040,LAA_163551
rental_0627,user0932,KMC_226546
rental_0628,user0566,B_597661
rental_0629,user0436,S33_470603
rental_0630,user0500,E_419919
rental_0631,user0035,S_273871
rental_0632,user0307,D_694659
rental_0633,user0677,MSC_50792
rental_0634,user0345,A_216520
rental_0635,user0881,Y_772815
rental_0636,user0111,BL4_676485
rental_0637,user0192,RL_717473
rental_0638,user0760,M9_811966
rental_0639,user0262,S1_822585
rental_0640,user0860,JON_549400
rental_0641,user0958,NS_80289
rental_0642,user0824,LA_10078
rental_0643,user0821,M_409134
rental_0644,user0774,LL_488581
rental_0645,user0685,R_185717
rental_0646,user0624,JAE_727802
rental_0647,user0283,SS_584119
rental_0648,user0744,MA_721354
rental_0649,user0231,SJPT_120897
rental_0650,user0348,S_340627
rental_0651,user0901,A_164788
rental_0652,user0285,SSA_800994
rental_0653,user0435,YS_192458
rental_0654,user0389,MRC_309371
rental_0655,user0722,PAM_421791
rental_0656,user0501,7S_174515
rental_0657,user0040,SM_788147
rental_0658,user0891,7S_174515
rental_0659,user0859,MLM_920970
rental_0660,user0330,KSA_463012
rental_0661,user0105,DSS_95810
rental_0662,user0157,SM7_550208
rental_0663,user0850,MAO_50291
rental_0664,user0873,SBJ_103107
rental_0665,user0698,8W_210717
rental_0666,user0041,YS_192458
rental_0667,user0705,G_790313
rental_0668,user0062,M_871942
rental_0669,user0789,PCB_871311
rental_0670,user0765,L_735451
rental_0671,user0760,KL_94536
rental_0672,user0277,MB_467907
rental_0673,user0338,LE_98360
rental_0674,user0927,S_101117
rental_0675,user0837,J_654707
rental_0676,user0615,STE_743327
rental_0677,user0784,DLE_280518
rental_0678,user0032,M_851555
rental_0679,user0233,PT_947000
rental_0680,user0861,M_973548
rental_0681,user0359,S7_708814
rental_0682,user0441,SGC_257585
rental_0683,user0408,APTA_877073
rental_0684,user0475,S_691434
rental_0685,user0783,LG_454824
rental_0686,user0389,JFS_910292
rental_0687,user0286,SMV_989575
rental_0688,user0525,NS_80289
rental_0689,user0416,SJ_188072
rental_0690,user0255,AAS_383566
rental_0691,user0920,MD_340943
rental_0692,user0406,RKB_349369
rental_0693,user0431,LW_205117
rental_0694,user0951,MM_739730
rental_0695,user0492,M_40076
rental_0696,user0603,N_830543
rental_0697,user0576,S3_903487
rental_0698,user0226,SS_489268
rental_0699,user0753,M_421639
rental_0700,user0646,A_461845
rental_0701,user0774,A6N_926614
rental_0702,user0987,FM_687621
rental_0703,user0888,SN_289306
rental_0704,user0510,A_342615
rental_0705,user0418,DN_200958
rental_0706,user0171,PTV_236186
rental_0707,user0410,B_741904
rental_0708,user0255,A_164059
rental_0709,user0052,M_324889
rental_0710,user0357,8PT_90876
rental_0711,user0804,SNA_625764
rental_0712,user0396,FV_784110
rental_0713,user0392,AMA_703808
rental_0714,user0198,PAM_421791
rental_0715,user0793,LML_751538
rental_0716,user0512,1S_67947
rental_0717,user0179,MAL_917690
rental_0718,user0881,LM_256431
rental_0719,user0715,K_38502
rental_0720,user0429,PA_691060
rental_0721,user0894,CRPT_265188
rental_0722,user0985,8_176220
rental_0723,user0866,S_847971
rental_0724,user0876,VMM_801394
rental_0725,user0747,3M_774404
rental_0726,user0802,N_830543
rental_0727,user0341,M_898209
rental_0728,user0556,M_556260
rental_0729,user0692,B_964647
rental_0730,user0307,N_806218
rental_0731,user0387,A_342615
rental_0732,user0020,MF_804039
rental_0733,user0286,84_361900
rental_0734,user0516,JSP_673096
rental_0735,user0731,R1_503639
rental_0736,user0780,RS_604609
rental_0737,user0356,C5_641752
rental_0738,user0457,N_518459
rental_0739,user0241,88R_77801
rental_0740,user0302,MSS_8491
rental_0741,user0520,LMA_226763
rental_0742,user0205,NSS_74222
rental_0743,user0409,AL9_887267
rental_0744,user0464,LAS_851991
rental_0745,user0942,KJC_885087
rental_0746,user0739,R_679692
rental_0747,user0899,LMA_181615
rental_0748,user0723,AL_720853
rental_0749,user0226,Y_620384
rental_0750,user0802,S_840286
rental_0751,user0356,M_87482
rental_0752,user0873,MLM_920970
rental_0753,user0082,EMAPT_775126
rental_0754,user0443,L_844309
rental_0755,user0535,AMAS_888049
rental_0756,user0521,P_974147
rental_0757,user0709,MSA_33587
rental_0758,user0505,MDV_562441
rental_0759,user0763,M_289222
rental_0760,user0774,AL_619979
rental_0761,user0118,3NSC_186354
rental_0762,user0067,S_348302
rental_0763,user0983,SBE_257719
rental_0764,user0386,1S_67947
rental_0765,user0147,MMA_200611
rental_0766,user0247,A_342923
rental_0767,user0379,VJ_540856
rental_0768,user0552,CSM_219939
rental_0769,user0878,MDV_562441
rental_0770,user0845,SS_293101
rental_0771,user0812,DCD_225723
rental_0772,user0420,LAS_851991
rental_0773,user0995,ALS_788699
rental_0774,user0844,L_703836
rental_0775,user0329,MN_669693
rental_0776,user0396,FD_38376
rental_0777,user0301,7M_165560
rental_0778,user0398,MM_202823
rental_0779,user0298,SJ_188072
rental_0780,user0063,S_373736
rental_0781,user0995,LL_488581
rental_0782,user0098,3K_395919
rental_0783,user0050,ESA_309277
rental_0784,user0168,KL_530890
rental_0785,user0757,CMA_167875
rental_0786,user0102,W_978251
rental_0787,user0352,JGA_235366
rental_0788,user0182,LAJ_488564
rental_0789,user0756,C_454326
rental_0790,user0956,SC4_326535
rental_0791,user0288,PTS_104774
rental_0792,user0746,LCM_382269
rental_0793,user0668,B_597661
rental_0794,user0409,RK_721485
rental_0795,user0672,MAL_894449
rental_0796,user0925,L_853543
rental_0797,user0237,G_827870
rental_0798,user0803,3R7_65942
rental_0799,user0689,S_203845
rental_0800,user0478,NSA_534496
rental_0801,user0678,KL_94536
rental_0802,user0467,MRPT_587513
rental_0803,user0493,AMS_2125
rental_0804,user0136,S_465373
rental_0805,user0918,S_892714
rental_0806,user0467,M_641213
rental_0807,user0828,L_516632
rental_0808,user0152,MDV_562441
rental_0809,user0848,DB_559370
rental_0810,user0509,G_56191
rental_0811,user0057,SPT_984594
rental_0812,user0513,S_926782
rental_0813,user0760,L_992169
rental_0814,user0632,NS_936658
rental_0815,user0914,L9S_958542
rental_0816,user0220,PCB_871311
rental_0817,user0467,LMK_231962
rental_0818,user0403,SO_926321
rental_0819,user0921,SA3_235657
rental_0820,user0741,3NSC_186354
rental_0821,user0081,C_314818
rental_0822,user0796,LPT_985336
rental_0823,user0785,923_200733
rental_0824,user0327,RL_717473
rental_0825,user0551,SSL_539208
rental_0826,user0721,A_206473
rental_0827,user0143,PTG_623113
rental_0828,user0076,B_548733
rental_0829,user0059,M_800916
rental_0830,user0618,9_607006
rental_0831,user0680,S_847971
rental_0832,user0557,F_929215
rental_0833,user0666,J_738906
rental_0834,user0830,N_934229
rental_0835,user0737,C_687307
rental_0836,user0130,LMA_226763
rental_0837,user0901,BL4_676485
rental_0838,user0646,CRH_867265
rental_0839,user0879,JS_139797
rental_0840,user0767,ESA_309277
rental_0841,user0321,L_528009
rental_0842,user0179,ND_485818
rental_0843,user0297,PT_535004
rental_0844,user0474,H_372167
rental_0845,user0557,DS_167786
rental_0846,user0239,DM_220321
rental_0847,user0811,L_703836
rental_0848,user0803,CA_547176
rental_0849,user0222,S4M_437174
rental_0850,user0958,ASL_661837
rental_0851,user0021,SM_992306
rental_0852,user0185,6_209790
rental_0853,user0480,RK_721485
rental_0854,user0098,A5A_165118
rental_0855,user0750,LP_469937
rental_0856,user0826,SMANS_259717
rental_0857,user0741,K_622216
rental_0858,user0538,S_216036
rental_0859,user0978,MJM_929397
rental_0860,user0460,M_913016
rental_0861,user0061,ESA_309277
rental_0862,user0848,M5_77083
rental_0863,user0566,A_99458
rental_0864,user0122,5_37579
rental_0865,user0516,8S_996071
rental_0866,user0916,CL_12837
