rental_id,customer_id,product_id,quantity
r443,user763,prd691,187
r444,user970,prd730,769
r445,user877,prd980,137
r446,user169,prd813,933
r447,user520,prd388,489
r448,user797,prd165,51
r449,user447,prd959,487
r450,user500,prd761,110
r451,user813,prd63,116
r452,user31,prd162,881
r453,user684,prd169,965
r454,user407,prd520,960
r455,user785,prd156,654
r456,user183,prd404,906
r457,user487,prd928,260
r458,user266,prd650,453
r459,user778,prd682,862
r460,user833,prd278,794
r461,user811,prd217,894
r462,user7,prd99,752
r463,user31,prd641,129
r464,user246,prd290,471
r465,user109,prd853,367
r466,user287,prd311,4
r467,user988,prd290,614
r468,user500,prd748,417
r469,user832,prd840,850
r470,user322,prd506,666
r471,user134,prd217,704
r472,user597,prd646,621
r473,user222,prd904,196
r474,user597,prd252,309
r475,user261,prd806,469
r476,user669,prd764,904
r477,user362,prd503,852
r478,user26,prd338,728
r479,user481,prd894,46
r480,user19,prd930,377
r481,user14,prd796,67
r482,user239,prd464,881
r483,user840,prd706,241
r484,user502,prd927,867
r485,user659,prd353,7
r486,user356,prd286,726
r487,user824,prd53,991
r488,user182,prd237,907
r489,user422,prd247,762
r490,user80,prd211,400
r491,user490,prd84,222
r492,user895,prd119,937
r493,user333,prd633,124
r494,user248,prd56,208
r495,user154,prd590,437
r496,user653,prd195,235
r497,user588,prd697,673
r498,user652,prd534,246
r499,user40,prd779,801
r500,user668,prd701,66
r501,user862,prd567,503
r502,user153,prd870,231
r503,user937,prd12,323
r504,user25,prd406,993
r505,user93,prd438,301
r506,user518,prd657,37
r507,user931,prd105,529
r508,user457,prd996,849
r509,user31,prd305,635
r510,user624,prd628,894
r511,user690,prd642,609
r512,user501,prd256,644
r513,user677,prd640,468
r514,user970,prd56,654
r515,user795,prd541,781
r516,user760,prd278,705
r517,user766,prd226,828
r518,user506,prd150,527
r519,user919,prd8,248
r520,user801,prd40,10
r521,user8,prd276,362
r522,user553,prd350,279
r523,user147,prd455,79
r524,user60,prd200,896
r525,user932,prd169,951
r526,user501,prd949,447
r527,user489,prd154,65
r528,user890,prd507,899
r529,user327,prd255,538
r530,user364,prd285,560
r531,user949,prd409,196
r532,user650,prd116,427
r533,user297,prd330,356
r534,user645,prd614,940
r535,user530,prd84,313
r536,user945,prd662,295
r537,user12,prd721,315
r538,user310,prd182,541
r539,user391,prd759,506
r540,user769,prd403,453
r541,user688,prd885,79
r542,user713,prd979,34
r543,user792,prd595,808
r544,user701,prd682,86
r545,user48,prd643,345
r546,user257,prd662,594
r547,user75,prd201,871
r548,user674,prd778,531
r549,user898,prd308,999
r550,user122,prd474,74
r551,user901,prd276,739
r552,user36,prd816,911
r553,user324,prd311,282
r554,user257,prd668,537
r555,user396,prd786,898
r556,user836,prd227,249
r557,user304,prd783,808
r558,user743,prd448,686
r559,user111,prd463,194
r560,user631,prd387,124
r561,user803,prd639,94
r562,user954,prd850,18
r563,user7,prd707,130
r564,user299,prd420,186
r565,user272,prd584,347
r566,user506,prd658,18
r567,user155,prd398,598
r568,user717,prd348,883
r569,user477,prd960,685
r570,user97,prd227,183
r571,user32,prd555,436
r572,user148,prd260,443
r573,user677,prd179,505
r574,user440,prd921,909
r575,user63,prd824,953
r576,user470,prd169,954
r577,user799,prd745,994
r578,user909,prd500,265
r579,user627,prd481,842
r580,user659,prd479,297
r581,user851,prd191,97
r582,user329,prd573,968
r583,user362,prd773,660
r584,user458,prd193,931
r585,user440,prd370,71
r586,user244,prd996,519
r587,user9,prd30,499
r588,user766,prd302,452
r589,user145,prd547,24
r590,user737,prd743,281
r591,user669,prd539,186
r592,user666,prd947,276
r593,user449,prd50,290
r594,user919,prd788,823
r595,user268,prd982,747
r596,user515,prd482,464
r597,user755,prd522,97
r598,user734,prd613,667
r599,user649,prd75,540
r600,user572,prd631,31
r601,user356,prd439,691
r602,user185,prd939,749
r603,user503,prd521,896
r604,user803,prd773,678
r605,user872,prd613,572
r606,user861,prd940,966
r607,user613,prd588,537
r608,user292,prd829,558
r609,user373,prd427,98
r610,user444,prd73,290
r611,user248,prd381,862
r612,user622,prd958,774
r613,user803,prd844,784
r614,user887,prd331,240
r615,user988,prd470,185
r616,user573,prd803,344
r617,user974,prd453,528
r618,user396,prd332,214
r619,user817,prd177,750
r620,user119,prd33,154
r621,user32,prd878,470
r622,user323,prd143,712
r623,user558,prd75,266
r624,user693,prd764,20
r625,user46,prd704,926
r626,user882,prd889,136
r627,user825,prd478,421
r628,user731,prd315,75
r629,user215,prd101,680
r630,user717,prd681,937
r631,user549,prd868,681
r632,user308,prd22,69
r633,user368,prd157,337
r634,user471,prd633,378
r635,user465,prd374,471
r636,user507,prd50,980
r637,user367,prd942,325
r638,user892,prd212,355
r639,user786,prd835,844
r640,user60,prd528,993
r641,user382,prd471,8
r642,user423,prd602,477
r643,user497,prd704,774
r644,user152,prd17,658
r645,user737,prd51,469
r646,user778,prd628,562
r647,user322,prd927,368
r648,user945,prd821,606
r649,user460,prd971,297
r650,user592,prd791,244
r651,user386,prd569,346
r652,user287,prd220,17
r653,user830,prd807,970
r654,user636,prd649,131
r655,user582,prd647,319
r656,user417,prd180,540
r657,user402,prd518,195
r658,user725,prd337,677
r659,user288,prd353,500
r660,user85,prd489,663
r661,user327,prd534,973
r662,user50,prd455,370
r663,user588,prd708,707
r664,user200,prd878,279
r665,user430,prd473,865
r666,user168,prd628,65
r667,user246,prd327,586
r668,user468,prd550,838
r669,user632,prd367,831
r670,user517,prd344,270
r671,user612,prd750,244
r672,user508,prd138,735
r673,user44,prd861,71
r674,user813,prd998,745
r675,user340,prd648,25
r676,user878,prd825,640
r677,user940,prd245,939
r678,user658,prd959,176
r679,user852,prd152,839
r680,user905,prd731,291
r681,user738,prd551,7
r682,user218,prd387,435
r683,user236,prd991,478
r684,user709,prd808,542
r685,user422,prd885,612
r686,user665,prd20,875
r687,user654,prd793,963
r688,user106,prd487,50
r689,user496,prd7,653
r690,user223,prd442,484
r691,user862,prd870,253
r692,user604,prd145,33
r693,user924,prd247,505
r694,user62,prd263,578
r695,user404,prd543,439
r696,user556,prd46,442
r697,user99,prd287,196
r698,user530,prd664,547
r699,user985,prd115,115
r700,user146,prd18,2
r701,user935,prd3,760
r702,user95,prd545,706
r703,user710,prd162,667
r704,user521,prd322,435
r705,user591,prd321,825
r706,user133,prd251,676
r707,user960,prd678,213
r708,user258,prd198,341
r709,user107,prd154,884
r710,user141,prd265,793
r711,user847,prd779,883
r712,user646,prd339,902
r713,user786,prd493,615
r714,user948,prd400,925
r715,user18,prd549,308
r716,user289,prd903,173
r717,user306,prd112,949
r718,user853,prd387,213
r719,user467,prd299,612
r720,user814,prd144,448
r721,user363,prd836,453
r722,user10,prd680,153
r723,user216,prd893,223
r724,user567,prd618,1
r725,user88,prd44,729
r726,user293,prd997,30
r727,user966,prd240,21
r728,user335,prd66,642
r729,user91,prd478,660
r730,user337,prd98,888
r731,user28,prd160,785
r732,user533,prd310,749
r733,user914,prd524,677
r734,user158,prd32,765
r735,user544,prd983,479
r736,user276,prd929,239
r737,user399,prd411,499
r738,user324,prd661,586
r739,user109,prd369,463
r740,user699,prd929,149
r741,user34,prd387,275
r742,user173,prd744,160
r743,user416,prd532,848
r744,user291,prd793,282
r745,user195,prd108,175
r746,user999,prd153,865
r747,user842,prd363,991
r748,user945,prd227,914
r749,user594,prd794,147
r750,user508,prd34,810
r751,user389,prd148,737
r752,user643,prd972,475
r753,user273,prd206,171
r754,user580,prd385,248
r755,user140,prd24,454
r756,user297,prd904,945
r757,user258,prd694,575
r758,user383,prd779,712
r759,user650,prd622,346
r760,user704,prd349,203
r761,user271,prd183,173
r762,user974,prd729,335
r763,user488,prd849,306
r764,user554,prd791,212
r765,user149,prd420,534
r766,user640,prd501,711
r767,user228,prd899,773
r768,user243,prd197,959
r769,user66,prd139,343
r770,user139,prd752,540
r771,user170,prd307,455
r772,user120,prd612,877
r773,user587,prd877,131
r774,user193,prd799,148
r775,user175,prd146,596
r776,user378,prd397,212
r777,user843,prd729,120
r778,user255,prd286,745
r779,user761,prd11,724
r780,user321,prd876,128
r781,user378,prd773,75
r782,user34,prd570,285
r783,user140,prd975,718
r784,user657,prd467,692
r785,user931,prd585,249
r786,user738,prd270,465
r787,user870,prd581,813
r788,user393,prd907,387
r789,user477,prd383,45
r790,user795,prd762,29
r791,user350,prd310,794
r792,user403,prd647,294
r793,user592,prd976,726
r794,user292,prd619,650
r795,user369,prd293,364
r796,user604,prd274,113
r797,user45,prd873,957
r798,user607,prd994,642
r799,user154,prd480,771
r800,user159,prd74,461
r801,user367,prd703,40
r802,user133,prd530,556
r803,user909,prd726,783
r804,user823,prd36,87
r805,user14,prd792,439
r806,user338,prd163,462
r807,user202,prd855,377
r808,user98,prd747,691
r809,user510,prd258,265
r810,user995,prd922,136
r811,user31,prd252,831
r812,user705,prd198,291
r813,user209,prd558,269
r814,user5,prd787,870
r815,user961,prd223,884
r816,user278,prd535,847
r817,user101,prd340,721
r818,user293,prd324,427
r819,user314,prd96,531
r820,user776,prd703,132
r821,user817,prd986,322
r822,user546,prd327,364
r823,user532,prd795,43
r824,user11,prd357,354
r825,user391,prd131,189
r826,user288,prd227,589
r827,user239,prd405,695
r828,user388,prd509,826
r829,user794,prd422,483
r830,user150,prd730,230
r831,user333,prd673,277
r832,user869,prd938,622
r833,user523,prd703,469
r834,user481,prd300,87
r835,user391,prd226,989
r836,user386,prd662,925
r837,user167,prd301,496
r838,user963,prd628,479
r839,user437,prd588,140
r840,user992,prd587,631
r841,user91,prd913,886
r842,user912,prd423,171
r843,user297,prd250,62
r844,user820,prd582,922
r845,user24,prd763,838
r846,user224,prd161,121
r847,user469,prd734,640
r848,user481,prd710,929
r849,user421,prd655,79
r850,user103,prd550,328
r851,user451,prd886,657
r852,user340,prd527,167
r853,user142,prd17,803
r854,user118,prd617,855
r855,user242,prd836,614
r856,user82,prd634,257
r857,user392,prd438,200
r858,user620,prd134,990
r859,user788,prd215,919
r860,user699,prd728,15
r861,user242,prd454,627
r862,user780,prd494,827
r863,user456,prd521,727
r864,user273,prd517,398
r865,user568,prd681,607
r866,user705,prd295,704
r867,user501,prd95,842
r868,user979,prd929,339
r869,user999,prd326,587
r870,user737,prd491,961
r871,user33,prd141,857
r872,user239,prd505,124
r873,user310,prd174,270
r874,user126,prd824,828
r875,user376,prd337,63
r876,user816,prd722,246
r877,user759,prd452,251
r878,user43,prd827,526
r879,user640,prd284,653
r880,user676,prd894,165
r881,user537,prd750,823
r882,user667,prd991,726
r883,user375,prd752,845
r884,user935,prd817,360
r885,user91,prd220,878
r886,user681,prd959,74
r887,user356,prd446,955
r888,user955,prd93,406
r889,user418,prd467,840
r890,user749,prd904,665
r891,user623,prd659,518
r892,user444,prd786,993
r893,user870,prd653,629
r894,user31,prd263,548
r895,user816,prd637,549
r896,user570,prd791,271
r897,user753,prd419,396
r898,user461,prd7,158
r899,user377,prd354,205
r900,user856,prd326,607
r901,user114,prd914,661
r902,user235,prd369,513
r903,user462,prd534,36
r904,user732,prd248,353
r905,user575,prd493,706
r906,user886,prd685,466
r907,user498,prd405,409
r908,user247,prd462,815
r909,user758,prd499,691
r910,user634,prd660,232
r911,user8,prd451,73
r912,user220,prd715,965
r913,user168,prd121,877
r914,user200,prd126,177
r915,user294,prd623,758
r916,user547,prd993,16
r917,user915,prd230,171
r918,user450,prd565,637
r919,user586,prd396,827
r920,user767,prd631,863
r921,user388,prd366,689
r922,user623,prd851,883
r923,user229,prd706,693
r924,user766,prd900,134
r925,user416,prd311,11
r926,user733,prd49,861
r927,user131,prd289,605
r928,user615,prd277,595
r929,user962,prd263,791
r930,user12,prd950,783
r931,user256,prd948,220
r932,user218,prd397,387
r933,user872,prd912,561
r934,user485,prd89,797
r935,user341,prd383,449
r936,user440,prd50,661
r937,user850,prd250,291
r938,user665,prd586,951
r939,user203,prd127,543
r940,user454,prd573,404
r941,user205,prd257,401
r942,user212,prd838,594
r943,user204,prd26,586
r944,user860,prd353,870
r945,user530,prd445,689
r946,user375,prd825,647
r947,user402,prd168,810
r948,user728,prd720,907
r949,user496,prd703,787
r950,user509,prd448,120
r951,user34,prd531,487
r952,user107,prd636,92
r953,user373,prd687,213
r954,user382,prd73,357
r955,user801,prd166,96
r956,user158,prd356,236
r957,user371,prd465,901
r958,user395,prd491,568
r959,user363,prd951,909
r960,user816,prd32,65
r961,user804,prd594,16
r962,user292,prd800,153
r963,user796,prd214,546
r964,user712,prd55,217
r965,user712,prd735,23
r966,user762,prd625,892
r967,user279,prd203,300
r968,user909,prd341,265
r969,user518,prd674,727
r970,user12,prd47,69
r971,user212,prd611,471
r972,user414,prd578,62
r973,user571,prd639,867
r974,user919,prd884,854
r975,user60,prd107,880
r976,user799,prd339,451
r977,user515,prd199,648
r978,user296,prd259,925
r979,user804,prd133,874
r980,user349,prd90,51
r981,user609,prd292,600
r982,user572,prd695,82
r983,user374,prd783,903
r984,user13,prd533,39
r985,user48,prd652,299
r986,user140,prd668,920
r987,user577,prd271,13
r988,user512,prd918,754
r989,user430,prd417,921
r990,user752,prd138,806
r991,user145,prd201,346
r992,user77,prd512,302
r993,user355,prd732,496
r994,user10,prd631,90
r995,user487,prd411,51
r996,user496,prd955,713
r997,user808,prd534,388
r998,user940,prd424,952
r999,user215,prd2,647
