product_id,description,product_type,quantity_available
prd181,60-inch TV stand,livingroom,5
prd182,queen size bed,bedroom,4
prd183,dishwasher,kithen,3
prd184,microwave oven,kitchen,3
prd185,60-inch TV stand,livingroom,1
prd186,queen size bed,bedroom,2
prd187,60-inch TV stand,livingroom,5
prd188,microwave oven,kitchen,6
prd189,queen size bed,bedroom,0
prd190,dishwasher,kithen,6
prd191,L-shaped sofa,livingroom,7
prd192,microwave oven,kitchen,2
prd193,microwave oven,kitchen,4
prd194,microwave oven,kitchen,4
prd195,dishwasher,kithen,1
prd196,queen size bed,bedroom,9
prd197,dishwasher,kithen,9
prd198,dishwasher,kithen,8
prd199,microwave oven,kitchen,6
prd200,L-shaped sofa,livingroom,7
prd201,microwave oven,kitchen,5
prd202,dishwasher,kithen,1
prd203,60-inch TV stand,livingroom,0
prd204,queen size bed,bedroom,2
prd205,queen size bed,bedroom,0
prd206,dishwasher,kithen,3
prd207,microwave oven,kitchen,3
prd208,L-shaped sofa,livingroom,5
prd209,microwave oven,kitchen,1
prd210,L-shaped sofa,livingroom,6
prd211,60-inch TV stand,livingroom,6
prd212,L-shaped sofa,livingroom,4
prd213,L-shaped sofa,livingroom,2
prd214,60-inch TV stand,livingroom,2
prd215,queen size bed,bedroom,2
prd216,60-inch TV stand,livingroom,9
prd217,queen size bed,bedroom,3
prd218,dishwasher,kithen,9
prd219,microwave oven,kitchen,2
prd220,dishwasher,kithen,0
prd221,dishwasher,kithen,4
prd222,L-shaped sofa,livingroom,6
prd223,L-shaped sofa,livingroom,3
prd224,dishwasher,kithen,9
prd225,microwave oven,kitchen,5
prd226,dishwasher,kithen,7
prd227,microwave oven,kitchen,1
prd228,microwave oven,kitchen,9
prd229,L-shaped sofa,livingroom,7
prd230,dishwasher,kithen,3
prd231,L-shaped sofa,livingroom,1
prd232,60-inch TV stand,livingroom,2
prd233,L-shaped sofa,livingroom,1
prd234,queen size bed,bedroom,0
prd235,60-inch TV stand,livingroom,1
prd236,L-shaped sofa,livingroom,4
prd237,microwave oven,kitchen,6
prd238,queen size bed,bedroom,6
prd239,microwave oven,kitchen,0
prd240,60-inch TV stand,livingroom,0
prd241,microwave oven,kitchen,0
prd242,queen size bed,bedroom,2
prd243,microwave oven,kitchen,2
prd244,microwave oven,kitchen,4
prd245,dishwasher,kithen,6
prd246,60-inch TV stand,livingroom,5
prd247,queen size bed,bedroom,9
prd248,60-inch TV stand,livingroom,5
prd249,dishwasher,kithen,3
prd250,dishwasher,kithen,2
prd251,queen size bed,bedroom,7
prd252,60-inch TV stand,livingroom,0
prd253,microwave oven,kitchen,3
prd254,60-inch TV stand,livingroom,2
prd255,60-inch TV stand,livingroom,6
prd256,60-inch TV stand,livingroom,4
prd257,L-shaped sofa,livingroom,9
prd258,60-inch TV stand,livingroom,5
prd259,microwave oven,kitchen,9
prd260,dishwasher,kithen,7
prd261,60-inch TV stand,livingroom,2
prd262,microwave oven,kitchen,7
prd263,microwave oven,kitchen,8
prd264,L-shaped sofa,livingroom,9
prd265,60-inch TV stand,livingroom,5
prd266,L-shaped sofa,livingroom,5
prd267,queen size bed,bedroom,4
prd268,dishwasher,kithen,5
prd269,microwave oven,kitchen,8
prd270,dishwasher,kithen,7
prd271,dishwasher,kithen,5
prd272,60-inch TV stand,livingroom,0
prd273,microwave oven,kitchen,9
prd274,L-shaped sofa,livingroom,8
prd275,L-shaped sofa,livingroom,0
prd276,L-shaped sofa,livingroom,3
prd277,L-shaped sofa,livingroom,0
prd278,60-inch TV stand,livingroom,0
prd279,L-shaped sofa,livingroom,4
prd280,60-inch TV stand,livingroom,0
prd281,queen size bed,bedroom,1
prd282,60-inch TV stand,livingroom,9
prd283,L-shaped sofa,livingroom,9
prd284,60-inch TV stand,livingroom,8
prd285,60-inch TV stand,livingroom,0
prd286,queen size bed,bedroom,5
prd287,microwave oven,kitchen,7
prd288,queen size bed,bedroom,1
prd289,60-inch TV stand,livingroom,9
prd290,microwave oven,kitchen,9
prd291,60-inch TV stand,livingroom,3
prd292,60-inch TV stand,livingroom,2
prd293,60-inch TV stand,livingroom,5
prd294,L-shaped sofa,livingroom,9
prd295,queen size bed,bedroom,7
prd296,queen size bed,bedroom,5
prd297,60-inch TV stand,livingroom,4
prd298,dishwasher,kithen,2
prd299,microwave oven,kitchen,7
prd300,dishwasher,kithen,8
prd301,L-shaped sofa,livingroom,8
prd302,microwave oven,kitchen,6
prd303,60-inch TV stand,livingroom,7
prd304,60-inch TV stand,livingroom,2
prd305,microwave oven,kitchen,1
prd306,queen size bed,bedroom,1
prd307,L-shaped sofa,livingroom,4
prd308,queen size bed,bedroom,1
prd309,60-inch TV stand,livingroom,9
prd310,60-inch TV stand,livingroom,5
prd311,queen size bed,bedroom,7
prd312,dishwasher,kithen,7
prd313,L-shaped sofa,livingroom,2
prd314,microwave oven,kitchen,8
prd315,microwave oven,kitchen,7
prd316,microwave oven,kitchen,6
prd317,L-shaped sofa,livingroom,5
prd318,queen size bed,bedroom,5
prd319,dishwasher,kithen,5
prd320,microwave oven,kitchen,1
prd321,queen size bed,bedroom,1
prd322,L-shaped sofa,livingroom,3
prd323,dishwasher,kithen,3
prd324,60-inch TV stand,livingroom,1
prd325,60-inch TV stand,livingroom,7
prd326,60-inch TV stand,livingroom,6
prd327,60-inch TV stand,livingroom,2
prd328,queen size bed,bedroom,0
prd329,dishwasher,kithen,0
prd330,queen size bed,bedroom,0
prd331,microwave oven,kitchen,5
prd332,60-inch TV stand,livingroom,7
prd333,60-inch TV stand,livingroom,3
prd334,L-shaped sofa,livingroom,6
prd335,dishwasher,kithen,5
prd336,microwave oven,kitchen,2
prd337,60-inch TV stand,livingroom,2
prd338,60-inch TV stand,livingroom,3
prd339,60-inch TV stand,livingroom,8
prd340,L-shaped sofa,livingroom,6
prd341,microwave oven,kitchen,1
prd342,dishwasher,kithen,9
prd343,L-shaped sofa,livingroom,5
prd344,L-shaped sofa,livingroom,4
prd345,microwave oven,kitchen,7
prd346,dishwasher,kithen,8
prd347,60-inch TV stand,livingroom,2
prd348,dishwasher,kithen,9
prd349,queen size bed,bedroom,4
prd350,60-inch TV stand,livingroom,8
prd351,queen size bed,bedroom,2
prd352,60-inch TV stand,livingroom,4
prd353,60-inch TV stand,livingroom,6
prd354,microwave oven,kitchen,3
prd355,60-inch TV stand,livingroom,7
prd356,microwave oven,kitchen,3
prd357,microwave oven,kitchen,2
prd358,60-inch TV stand,livingroom,3
prd359,microwave oven,kitchen,0
prd360,60-inch TV stand,livingroom,1
prd361,microwave oven,kitchen,7
prd362,L-shaped sofa,livingroom,1
prd363,queen size bed,bedroom,5
prd364,dishwasher,kithen,7
prd365,microwave oven,kitchen,9
prd366,dishwasher,kithen,5
prd367,60-inch TV stand,livingroom,2
prd368,queen size bed,bedroom,2
prd369,microwave oven,kitchen,9
prd370,queen size bed,bedroom,5
prd371,queen size bed,bedroom,2
prd372,microwave oven,kitchen,8
prd373,60-inch TV stand,livingroom,1
prd374,L-shaped sofa,livingroom,2
prd375,L-shaped sofa,livingroom,0
prd376,microwave oven,kitchen,3
prd377,L-shaped sofa,livingroom,7
prd378,microwave oven,kitchen,2
prd379,microwave oven,kitchen,5
prd380,microwave oven,kitchen,1
prd381,queen size bed,bedroom,2
prd382,queen size bed,bedroom,2
prd383,L-shaped sofa,livingroom,2
prd384,dishwasher,kithen,1
prd385,60-inch TV stand,livingroom,2
prd386,queen size bed,bedroom,8
prd387,microwave oven,kitchen,2
prd388,60-inch TV stand,livingroom,4
prd389,60-inch TV stand,livingroom,4
prd390,60-inch TV stand,livingroom,3
prd391,dishwasher,kithen,7
prd392,60-inch TV stand,livingroom,8
prd393,microwave oven,kitchen,2
prd394,queen size bed,bedroom,3
prd395,microwave oven,kitchen,6
prd396,microwave oven,kitchen,1
prd397,queen size bed,bedroom,2
prd398,L-shaped sofa,livingroom,6
prd399,60-inch TV stand,livingroom,4
prd400,60-inch TV stand,livingroom,0
prd401,queen size bed,bedroom,4
prd402,microwave oven,kitchen,9
prd403,dishwasher,kithen,8
prd404,L-shaped sofa,livingroom,3
prd405,queen size bed,bedroom,7
prd406,microwave oven,kitchen,8
prd407,queen size bed,bedroom,8
prd408,microwave oven,kitchen,7
prd409,dishwasher,kithen,1
prd410,60-inch TV stand,livingroom,5
prd411,queen size bed,bedroom,1
prd412,60-inch TV stand,livingroom,7
prd413,dishwasher,kithen,6
prd414,60-inch TV stand,livingroom,9
prd415,L-shaped sofa,livingroom,2
prd416,queen size bed,bedroom,8
prd417,dishwasher,kithen,6
prd418,L-shaped sofa,livingroom,3
prd419,queen size bed,bedroom,7
prd420,microwave oven,kitchen,4
prd421,microwave oven,kitchen,4
prd422,queen size bed,bedroom,9
prd423,queen size bed,bedroom,8
prd424,queen size bed,bedroom,2
prd425,queen size bed,bedroom,3
prd426,microwave oven,kitchen,4
prd427,microwave oven,kitchen,9
prd428,60-inch TV stand,livingroom,2
prd429,dishwasher,kithen,6
prd430,L-shaped sofa,livingroom,3
prd431,L-shaped sofa,livingroom,7
prd432,L-shaped sofa,livingroom,6
prd433,dishwasher,kithen,0
prd434,dishwasher,kithen,2
prd435,L-shaped sofa,livingroom,1
prd436,microwave oven,kitchen,0
prd437,dishwasher,kithen,3
prd438,queen size bed,bedroom,4
prd439,queen size bed,bedroom,9
prd440,queen size bed,bedroom,4
prd441,microwave oven,kitchen,6
prd442,microwave oven,kitchen,7
prd443,60-inch TV stand,livingroom,1
prd444,60-inch TV stand,livingroom,2
prd445,microwave oven,kitchen,3
prd446,queen size bed,bedroom,7
prd447,dishwasher,kithen,6
prd448,queen size bed,bedroom,5
prd449,L-shaped sofa,livingroom,2
prd450,60-inch TV stand,livingroom,6
prd451,60-inch TV stand,livingroom,9
prd452,L-shaped sofa,livingroom,3
prd453,queen size bed,bedroom,9
prd454,queen size bed,bedroom,5
prd455,L-shaped sofa,livingroom,3
prd456,queen size bed,bedroom,2
prd457,queen size bed,bedroom,2
prd458,microwave oven,kitchen,8
prd459,60-inch TV stand,livingroom,9
prd460,60-inch TV stand,livingroom,0
prd461,L-shaped sofa,livingroom,3
prd462,60-inch TV stand,livingroom,3
prd463,60-inch TV stand,livingroom,0
prd464,L-shaped sofa,livingroom,0
prd465,L-shaped sofa,livingroom,2
prd466,microwave oven,kitchen,6
prd467,60-inch TV stand,livingroom,2
prd468,dishwasher,kithen,4
prd469,L-shaped sofa,livingroom,8
prd470,microwave oven,kitchen,3
prd471,dishwasher,kithen,8
prd472,L-shaped sofa,livingroom,7
prd473,L-shaped sofa,livingroom,4
prd474,microwave oven,kitchen,6
prd475,queen size bed,bedroom,0
prd476,L-shaped sofa,livingroom,0
prd477,queen size bed,bedroom,4
prd478,dishwasher,kithen,4
prd479,L-shaped sofa,livingroom,0
prd480,dishwasher,kithen,8
prd481,dishwasher,kithen,1
prd482,dishwasher,kithen,1
prd483,dishwasher,kithen,9
prd484,60-inch TV stand,livingroom,0
prd485,60-inch TV stand,livingroom,2
prd486,dishwasher,kithen,9
prd487,L-shaped sofa,livingroom,8
prd488,L-shaped sofa,livingroom,3
prd489,dishwasher,kithen,8
prd490,L-shaped sofa,livingroom,1
prd491,dishwasher,kithen,9
prd492,60-inch TV stand,livingroom,8
prd493,dishwasher,kithen,1
prd494,queen size bed,bedroom,3
prd495,queen size bed,bedroom,7
prd496,dishwasher,kithen,6
prd497,60-inch TV stand,livingroom,9
prd498,dishwasher,kithen,4
prd499,60-inch TV stand,livingroom,0
prd500,microwave oven,kitchen,8
prd501,60-inch TV stand,livingroom,7
prd502,60-inch TV stand,livingroom,7
prd503,queen size bed,bedroom,9
prd504,microwave oven,kitchen,3
prd505,microwave oven,kitchen,4
prd506,queen size bed,bedroom,3
prd507,queen size bed,bedroom,4
prd508,dishwasher,kithen,0
prd509,L-shaped sofa,livingroom,9
prd510,60-inch TV stand,livingroom,0
prd511,dishwasher,kithen,6
prd512,L-shaped sofa,livingroom,5
prd513,dishwasher,kithen,9
prd514,queen size bed,bedroom,7
prd515,microwave oven,kitchen,0
prd516,microwave oven,kitchen,0
prd517,queen size bed,bedroom,1
prd518,60-inch TV stand,livingroom,3
prd519,dishwasher,kithen,9
prd520,microwave oven,kitchen,2
prd521,queen size bed,bedroom,2
prd522,queen size bed,bedroom,6
prd523,60-inch TV stand,livingroom,0
prd524,60-inch TV stand,livingroom,7
prd525,microwave oven,kitchen,5
prd526,L-shaped sofa,livingroom,9
prd527,queen size bed,bedroom,1
prd528,dishwasher,kithen,1
prd529,microwave oven,kitchen,4
prd530,L-shaped sofa,livingroom,8
prd531,L-shaped sofa,livingroom,7
prd532,queen size bed,bedroom,2
prd533,dishwasher,kithen,9
prd534,queen size bed,bedroom,7
prd535,60-inch TV stand,livingroom,4
prd536,queen size bed,bedroom,4
prd537,dishwasher,kithen,6
prd538,microwave oven,kitchen,0
prd539,60-inch TV stand,livingroom,1
prd540,L-shaped sofa,livingroom,8
prd541,60-inch TV stand,livingroom,6
prd542,microwave oven,kitchen,0
prd543,microwave oven,kitchen,4
prd544,L-shaped sofa,livingroom,1
prd545,L-shaped sofa,livingroom,4
prd546,microwave oven,kitchen,4
prd547,queen size bed,bedroom,8
prd548,dishwasher,kithen,3
prd549,queen size bed,bedroom,7
prd550,60-inch TV stand,livingroom,0
prd551,L-shaped sofa,livingroom,3
prd552,60-inch TV stand,livingroom,8
prd553,dishwasher,kithen,1
prd554,queen size bed,bedroom,4
prd555,dishwasher,kithen,9
prd556,L-shaped sofa,livingroom,4
prd557,microwave oven,kitchen,3
prd558,queen size bed,bedroom,7
prd559,queen size bed,bedroom,5
prd560,queen size bed,bedroom,1
prd561,60-inch TV stand,livingroom,7
prd562,queen size bed,bedroom,5
prd563,L-shaped sofa,livingroom,1
prd564,queen size bed,bedroom,3
prd565,queen size bed,bedroom,3
prd566,60-inch TV stand,livingroom,3
prd567,queen size bed,bedroom,2
prd568,microwave oven,kitchen,6
prd569,microwave oven,kitchen,8
prd570,60-inch TV stand,livingroom,4
prd571,dishwasher,kithen,8
prd572,queen size bed,bedroom,7
prd573,queen size bed,bedroom,5
prd574,L-shaped sofa,livingroom,6
prd575,60-inch TV stand,livingroom,5
prd576,queen size bed,bedroom,3
prd577,dishwasher,kithen,2
prd578,queen size bed,bedroom,3
prd579,60-inch TV stand,livingroom,8
prd580,60-inch TV stand,livingroom,5
prd581,microwave oven,kitchen,4
prd582,L-shaped sofa,livingroom,3
prd583,L-shaped sofa,livingroom,6
prd584,microwave oven,kitchen,6
prd585,microwave oven,kitchen,5
prd586,dishwasher,kithen,2
prd587,queen size bed,bedroom,0
prd588,queen size bed,bedroom,8
prd589,60-inch TV stand,livingroom,5
prd590,microwave oven,kitchen,0
prd591,60-inch TV stand,livingroom,5
prd592,60-inch TV stand,livingroom,7
prd593,L-shaped sofa,livingroom,9
prd594,dishwasher,kithen,0
prd595,queen size bed,bedroom,0
prd596,microwave oven,kitchen,7
prd597,queen size bed,bedroom,7
prd598,60-inch TV stand,livingroom,6
prd599,queen size bed,bedroom,2
prd600,60-inch TV stand,livingroom,8
prd601,microwave oven,kitchen,4
prd602,queen size bed,bedroom,4
prd603,dishwasher,kithen,4
prd604,queen size bed,bedroom,0
prd605,60-inch TV stand,livingroom,0
prd606,microwave oven,kitchen,0
prd607,L-shaped sofa,livingroom,3
prd608,queen size bed,bedroom,9
prd609,dishwasher,kithen,7
prd610,60-inch TV stand,livingroom,9
prd611,L-shaped sofa,livingroom,4
prd612,L-shaped sofa,livingroom,2
prd613,microwave oven,kitchen,1
prd614,microwave oven,kitchen,9
prd615,60-inch TV stand,livingroom,7
prd616,L-shaped sofa,livingroom,4
prd617,microwave oven,kitchen,0
prd618,microwave oven,kitchen,0
prd619,60-inch TV stand,livingroom,8
prd620,L-shaped sofa,livingroom,6
prd621,L-shaped sofa,livingroom,7
prd622,microwave oven,kitchen,8
prd623,dishwasher,kithen,6
prd624,60-inch TV stand,livingroom,7
prd625,L-shaped sofa,livingroom,0
prd626,queen size bed,bedroom,5
prd627,L-shaped sofa,livingroom,9
prd628,queen size bed,bedroom,6
prd629,dishwasher,kithen,9
prd630,60-inch TV stand,livingroom,3
prd631,microwave oven,kitchen,5
prd632,microwave oven,kitchen,0
prd633,60-inch TV stand,livingroom,3
prd634,dishwasher,kithen,3
prd635,microwave oven,kitchen,8
prd636,dishwasher,kithen,7
prd637,queen size bed,bedroom,7
prd638,dishwasher,kithen,5
prd639,L-shaped sofa,livingroom,4
prd640,microwave oven,kitchen,8
prd641,dishwasher,kithen,8
prd642,microwave oven,kitchen,7
prd643,dishwasher,kithen,9
prd644,microwave oven,kitchen,8
prd645,dishwasher,kithen,6
prd646,L-shaped sofa,livingroom,6
prd647,dishwasher,kithen,5
prd648,dishwasher,kithen,4
prd649,microwave oven,kitchen,1
prd650,queen size bed,bedroom,2
prd651,queen size bed,bedroom,6
prd652,L-shaped sofa,livingroom,3
prd653,microwave oven,kitchen,6
prd654,queen size bed,bedroom,4
prd655,L-shaped sofa,livingroom,9
prd656,queen size bed,bedroom,6
prd657,L-shaped sofa,livingroom,2
prd658,L-shaped sofa,livingroom,1
prd659,60-inch TV stand,livingroom,6
prd660,60-inch TV stand,livingroom,4
prd661,microwave oven,kitchen,9
prd662,microwave oven,kitchen,1
prd663,queen size bed,bedroom,4
prd664,dishwasher,kithen,9
prd665,L-shaped sofa,livingroom,3
prd666,dishwasher,kithen,8
prd667,queen size bed,bedroom,9
prd668,microwave oven,kitchen,8
prd669,microwave oven,kitchen,3
prd670,dishwasher,kithen,4
prd671,queen size bed,bedroom,7
prd672,dishwasher,kithen,3
prd673,dishwasher,kithen,7
prd674,L-shaped sofa,livingroom,2
prd675,microwave oven,kitchen,5
prd676,60-inch TV stand,livingroom,6
prd677,60-inch TV stand,livingroom,0
prd678,dishwasher,kithen,8
prd679,microwave oven,kitchen,0
prd680,queen size bed,bedroom,4
prd681,dishwasher,kithen,5
prd682,microwave oven,kitchen,6
prd683,60-inch TV stand,livingroom,1
prd684,60-inch TV stand,livingroom,9
prd685,dishwasher,kithen,6
prd686,L-shaped sofa,livingroom,5
prd687,queen size bed,bedroom,5
prd688,60-inch TV stand,livingroom,5
prd689,queen size bed,bedroom,1
prd690,L-shaped sofa,livingroom,2
prd691,queen size bed,bedroom,7
prd692,L-shaped sofa,livingroom,6
prd693,L-shaped sofa,livingroom,6
prd694,microwave oven,kitchen,6
prd695,L-shaped sofa,livingroom,1
prd696,L-shaped sofa,livingroom,5
prd697,dishwasher,kithen,2
prd698,dishwasher,kithen,4
prd699,dishwasher,kithen,8
prd700,queen size bed,bedroom,2
prd701,dishwasher,kithen,2
prd702,60-inch TV stand,livingroom,7
prd703,microwave oven,kitchen,4
prd704,dishwasher,kithen,9
prd705,dishwasher,kithen,2
prd706,60-inch TV stand,livingroom,3
prd707,60-inch TV stand,livingroom,2
prd708,queen size bed,bedroom,3
prd709,queen size bed,bedroom,6
prd710,dishwasher,kithen,7
prd711,dishwasher,kithen,6
prd712,60-inch TV stand,livingroom,4
prd713,microwave oven,kitchen,0
prd714,queen size bed,bedroom,8
prd715,dishwasher,kithen,7
prd716,L-shaped sofa,livingroom,0
prd717,microwave oven,kitchen,3
prd718,L-shaped sofa,livingroom,9
prd719,60-inch TV stand,livingroom,6
prd720,L-shaped sofa,livingroom,9
prd721,dishwasher,kithen,2
prd722,microwave oven,kitchen,2
prd723,L-shaped sofa,livingroom,4
prd724,L-shaped sofa,livingroom,4
prd725,60-inch TV stand,livingroom,9
prd726,queen size bed,bedroom,1
prd727,dishwasher,kithen,3
prd728,L-shaped sofa,livingroom,1
prd729,microwave oven,kitchen,2
prd730,L-shaped sofa,livingroom,1
prd731,L-shaped sofa,livingroom,5
prd732,queen size bed,bedroom,0
prd733,microwave oven,kitchen,9
prd734,queen size bed,bedroom,8
prd735,queen size bed,bedroom,6
prd736,microwave oven,kitchen,8
prd737,dishwasher,kithen,0
prd738,60-inch TV stand,livingroom,9
prd739,microwave oven,kitchen,8
prd740,L-shaped sofa,livingroom,5
prd741,queen size bed,bedroom,2
prd742,dishwasher,kithen,2
prd743,microwave oven,kitchen,3
prd744,L-shaped sofa,livingroom,1
prd745,microwave oven,kitchen,3
prd746,dishwasher,kithen,8
prd747,L-shaped sofa,livingroom,5
prd748,dishwasher,kithen,4
prd749,queen size bed,bedroom,0
prd750,60-inch TV stand,livingroom,6
prd751,microwave oven,kitchen,2
prd752,60-inch TV stand,livingroom,1
prd753,dishwasher,kithen,4
prd754,60-inch TV stand,livingroom,0
prd755,dishwasher,kithen,2
prd756,queen size bed,bedroom,6
prd757,microwave oven,kitchen,6
prd758,L-shaped sofa,livingroom,6
prd759,dishwasher,kithen,6
prd760,queen size bed,bedroom,6
prd761,queen size bed,bedroom,0
prd762,L-shaped sofa,livingroom,4
prd763,L-shaped sofa,livingroom,3
prd764,60-inch TV stand,livingroom,1
prd765,dishwasher,kithen,3
prd766,dishwasher,kithen,8
prd767,microwave oven,kitchen,7
prd768,60-inch TV stand,livingroom,3
prd769,L-shaped sofa,livingroom,3
prd770,queen size bed,bedroom,8
prd771,L-shaped sofa,livingroom,6
prd772,queen size bed,bedroom,4
prd773,60-inch TV stand,livingroom,6
prd774,60-inch TV stand,livingroom,4
prd775,queen size bed,bedroom,7
prd776,dishwasher,kithen,4
prd777,queen size bed,bedroom,1
prd778,60-inch TV stand,livingroom,8
prd779,L-shaped sofa,livingroom,1
prd780,queen size bed,bedroom,7
prd781,L-shaped sofa,livingroom,0
