product_id,description,market_price,rental_price,product_type,brand,voltage,material,size,quantity_available
F855249,Standard Chair,1585.2,3.95,Furniture,[],[],Walnut,small,81
E668994,Standard Toothbrush,1452.17,3.48,Electric,Freebird,110VAC,[],[],1
E705890,Standard Toothbrush,267.17,0.41,Electric,Nowayout,10kV,[],[],48
E906333,Standard Kettle,1924.4,5.0,Electric,ComputerDiluter,10kV,[],[],43
F750677,Standard Desk,1738.26,0.44,Furniture,[],[],Oak,large,18
F991302,Standard Stool,1934.81,2.82,Furniture,[],[],Maple,small,36
E237793,Standard Kettle,2384.86,0.77,Electric,Freebird,10kV,[],[],67
E281988,Standard Coffee Maker,249.56,0.22,Electric,ComputerDiluter,440VAC,[],[],6
E194788,Standard Toothbrush,2416.55,0.05,Electric,Suck-n-cut,220VAC,[],[],22
E161309,Standard Washing Machine,2485.89,3.99,Electric,Freebird,110VAC,[],[],81
F673857,Standard Table,175.41,0.23,Furniture,[],[],Oak,lawn orniment,95
E011721,Standard Microwave,1527.52,2.04,Electric,Acme,440VAC,[],[],20
E224965,Standard Fan,106.36,0.14,Electric,Acme,440VAC,[],[],47
E228944,Standard Fan,448.9,0.36,Electric,Freebird,440VAC,[],[],17
F660056,Standard Desk,501.04,0.6,Furniture,[],[],Oak,x-small,68
F039828,Standard Chair,445.58,0.07,Furniture,[],[],Formica,x-small,41
E851270,Standard Toothbrush,1374.08,3.52,Electric,Acme,220VAC,[],[],66
F780915,Standard Chair,1599.34,2.11,Furniture,[],[],Granite,lawn orniment,32
F271431,Standard Fixture,1821.61,2.55,Furniture,[],[],Tile,extra-large,40
F973320,Standard Stool,650.39,1.28,Furniture,[],[],Maple,large,14
E593982,Standard Washing Machine,2192.29,0.78,Electric,Freebird,12VDC,[],[],62
E070173,Standard Microwave,498.63,1.16,Electric,Acme,220VAC,[],[],28
F552338,Standard Mirror,765.57,0.38,Furniture,[],[],Tile,large,91
E000086,Standard Coffee Maker,989.85,1.22,Electric,Freebird,220VAC,[],[],8
F525558,Standard Desk,1336.82,3.36,Furniture,[],[],Granite,lawn orniment,99
E321696,Standard Kettle,453.18,1.15,Electric,Nowayout,12VDC,[],[],49
E713668,Standard Washing Machine,2384.83,1.09,Electric,ComputerDiluter,440VAC,[],[],41
E647084,Standard Washing Machine,420.27,0.54,Electric,Suck-n-cut,440VAC,[],[],12
F515525,Standard Desk,845.81,1.81,Furniture,[],[],Oak,small,30
F499947,Standard Stool,1637.82,4.09,Furniture,[],[],Maple,lawn orniment,0
E213307,Standard Toothbrush,2148.2,3.15,Electric,Suck-n-cut,220VAC,[],[],78
F597059,Standard Table,938.25,0.99,Furniture,[],[],Walnut,large,61
E286232,Standard Fan,2145.71,3.25,Electric,Suck-n-cut,440VAC,[],[],50
E314239,Standard Washing Machine,935.5,0.19,Electric,Freebird,10kV,[],[],37
E190385,Standard Coffee Maker,143.2,0.03,Electric,Suck-n-cut,10kV,[],[],63
E951051,Standard Coffee Maker,1930.12,4.07,Electric,Nowayout,220VAC,[],[],30
E985645,Standard Toothbrush,1520.91,1.69,Electric,Freebird,440VAC,[],[],44
F856846,Standard Desk,1197.63,0.65,Furniture,[],[],Walnut,extra-large,41
E683640,Standard Washing Machine,1197.11,2.46,Electric,Acme,10kV,[],[],71
F118709,Standard Stool,686.84,1.77,Furniture,[],[],Formica,x-small,9
E120815,Standard Kettle,764.49,0.09,Electric,Suck-n-cut,12VDC,[],[],34
F628102,Standard Desk,1128.12,1.69,Furniture,[],[],Maple,small,71
E087303,Standard Coffee Maker,1127.78,2.84,Electric,Freebird,220VAC,[],[],9
E835243,Standard Microwave,2029.23,0.27,Electric,ComputerDiluter,440VAC,[],[],56
E360383,Standard Toothbrush,311.58,0.31,Electric,Freebird,220VAC,[],[],88
E078168,Standard Coffee Maker,523.6,1.28,Electric,Nowayout,10kV,[],[],66
F747600,Standard Fixture,128.91,0.08,Furniture,[],[],Oak,large,97
F636155,Standard Mirror,568.9,1.09,Furniture,[],[],Granite,x-small,62
E938439,Standard Kettle,31.99,0.08,Electric,Suck-n-cut,10kV,[],[],0
E378463,Standard Kettle,1254.88,1.66,Electric,Acme,10kV,[],[],85
E965711,Standard Coffee Maker,99.59,0.19,Electric,Acme,220VAC,[],[],78
E961184,Standard Washing Machine,1855.31,4.69,Electric,Acme,10kV,[],[],40
F079846,Standard Desk,1447.62,0.06,Furniture,[],[],Walnut,x-small,60
E150827,Standard Fan,1674.99,2.89,Electric,Acme,110VAC,[],[],97
F652726,Standard Mirror,747.42,0.26,Furniture,[],[],Oak,lawn orniment,25
F825912,Standard Fixture,2234.66,2.65,Furniture,[],[],Walnut,extra-large,12
E983865,Standard Fan,1355.17,2.22,Electric,Suck-n-cut,110VAC,[],[],4
F269463,Standard Mirror,1542.24,1.16,Furniture,[],[],Walnut,extra-large,29
F978739,Standard Table,1322.75,0.95,Furniture,[],[],Oak,extra-large,50
F830013,Standard Mirror,1638.08,3.2,Furniture,[],[],Maple,x-small,19
E155219,Standard Microwave,156.47,0.08,Electric,Suck-n-cut,220VAC,[],[],50
F032749,Standard Desk,604.7,0.76,Furniture,[],[],Maple,medium,2
E183023,Standard Fan,1932.15,0.11,Electric,Freebird,110VAC,[],[],40
F953200,Standard Desk,1246.1,0.2,Furniture,[],[],Tile,extra-large,66
F837158,Standard Table,19.43,0.04,Furniture,[],[],Oak,small,72
E246942,Standard Kettle,1240.72,2.94,Electric,ComputerDiluter,220VAC,[],[],39
E215590,Standard Toothbrush,323.81,0.43,Electric,Acme,10kV,[],[],16
E409816,Standard Washing Machine,1655.86,0.53,Electric,Acme,220VAC,[],[],52
E767504,Standard Kettle,1193.46,1.56,Electric,Suck-n-cut,10kV,[],[],99
F061457,Standard Chair,2235.71,6.03,Furniture,[],[],Walnut,small,93
F522492,Standard Stool,714.95,1.74,Furniture,[],[],Maple,small,52
F273590,Standard Fixture,1808.87,0.85,Furniture,[],[],Formica,x-small,21
E093551,Standard Kettle,1177.19,0.07,Electric,Freebird,10kV,[],[],16
E733371,Standard Fan,885.14,1.18,Electric,Nowayout,12VDC,[],[],39
E638175,Standard Coffee Maker,915.36,1.69,Electric,Freebird,12VDC,[],[],91
F411985,Standard Fixture,717.34,0.54,Furniture,[],[],Tile,small,98
E287229,Standard Kettle,1200.62,2.07,Electric,Suck-n-cut,220VAC,[],[],71
E897510,Standard Washing Machine,2460.01,3.94,Electric,Nowayout,220VAC,[],[],25
F532899,Standard Mirror,131.39,0.16,Furniture,[],[],Granite,small,56
E230964,Standard Fan,288.64,0.57,Electric,Freebird,12VDC,[],[],35
E749341,Standard Coffee Maker,1001.0,0.28,Electric,Nowayout,10kV,[],[],78
E504460,Standard Fan,983.98,0.68,Electric,Acme,220VAC,[],[],7
F278026,Standard Table,1846.59,0.9,Furniture,[],[],Granite,lawn orniment,46
E604066,Standard Fan,962.89,1.32,Electric,ComputerDiluter,10kV,[],[],95
F485040,Standard Stool,630.45,0.96,Furniture,[],[],Maple,x-small,92
E016190,Standard Coffee Maker,833.35,1.91,Electric,Acme,110VAC,[],[],88
F009493,Standard Table,1338.56,3.16,Furniture,[],[],Oak,x-small,19
E548992,Standard Microwave,876.77,1.49,Electric,Acme,10kV,[],[],27
E857061,Standard Coffee Maker,2403.37,1.83,Electric,Suck-n-cut,440VAC,[],[],28
F035817,Standard Stool,864.43,1.33,Furniture,[],[],Granite,small,77
E125299,Standard Fan,2245.23,0.27,Electric,Nowayout,440VAC,[],[],84
E721868,Standard Coffee Maker,859.08,1.92,Electric,Acme,220VAC,[],[],96
E331716,Standard Washing Machine,275.05,0.5,Electric,Freebird,10kV,[],[],25
F944543,Standard Desk,2246.58,2.86,Furniture,[],[],Maple,extra-large,94
E795224,Standard Washing Machine,1371.89,1.57,Electric,ComputerDiluter,110VAC,[],[],32
F957668,Standard Mirror,2219.56,3.48,Furniture,[],[],Formica,lawn orniment,63
E783097,Standard Coffee Maker,2078.96,4.9,Electric,ComputerDiluter,110VAC,[],[],59
F663098,Standard Mirror,292.85,0.38,Furniture,[],[],Maple,medium,66
E125622,Standard Kettle,905.12,0.75,Electric,Nowayout,12VDC,[],[],21
F408152,Standard Table,2483.71,5.37,Furniture,[],[],Tile,x-small,76
F836675,Standard Desk,1033.14,1.7,Furniture,[],[],Tile,lawn orniment,88
E025272,Signorina Coffee Maker,699.58,1.57,Electric,Nailcare,12VDC,[],[],6
E816129,Savannah Toothbrush,2223.39,4.72,Electric,Peacekeepers,440VAC,[],[],51
E713539,Willkomm Kettle,667.99,1.79,Electric,Inchmeal,10kV,[],[],0
E416270,Oakiness Toothbrush,1999.95,2.75,Electric,Charleroi,10kV,[],[],95
E863660,Proportions Microwave,1750.45,4.62,Electric,Acme,220VAC,[],[],82
E822278,Standard Microwave,1390.36,2.92,Electric,Quartic,110VAC,[],[],67
F409243,Standard Stool,2011.08,0.01,Furniture,[],[],Maple,small,3
F898145,Standard Fixture,2164.79,5.88,Furniture,[],[],Walnut,lawn orniment,32
E777721,Standard Kettle,2443.2,1.46,Electric,Suck-n-cut,110VAC,[],[],98
E425700,Standard Kettle,1471.12,2.15,Electric,Nowayout,220VAC,[],[],95
E034756,Standard Fan,2061.92,4.52,Electric,Suck-n-cut,110VAC,[],[],64
E569637,Standard Fan,784.0,1.11,Electric,Freebird,220VAC,[],[],34
F977492,Standard Stool,2240.53,4.25,Furniture,[],[],Oak,small,79
E856890,Standard Kettle,1947.52,0.43,Electric,Freebird,10kV,[],[],52
F480715,Standard Fixture,1689.55,2.28,Furniture,[],[],Oak,x-small,23
E058744,Standard Microwave,607.38,0.62,Electric,Freebird,440VAC,[],[],61
F341626,Standard Desk,561.21,1.13,Furniture,[],[],Oak,x-small,81
E595189,Standard Fan,1401.85,3.58,Electric,Freebird,10kV,[],[],93
E381908,Standard Microwave,461.15,1.09,Electric,Acme,220VAC,[],[],43
E509620,Standard Washing Machine,38.96,0.1,Electric,Freebird,12VDC,[],[],32
F035360,Standard Stool,15.72,0.01,Furniture,[],[],Walnut,x-small,42
E582460,Standard Coffee Maker,296.67,0.48,Electric,ComputerDiluter,220VAC,[],[],99
E241301,Standard Washing Machine,10.44,0.03,Electric,Suck-n-cut,12VDC,[],[],10
F949807,Standard Table,1118.87,2.43,Furniture,[],[],Oak,extra-large,57
E204798,Standard Microwave,1309.9,3.49,Electric,Acme,220VAC,[],[],27
E226274,Standard Kettle,1579.32,2.87,Electric,Suck-n-cut,220VAC,[],[],37
F455763,Standard Stool,2087.32,5.29,Furniture,[],[],Maple,medium,58
E933331,Standard Coffee Maker,2224.13,4.74,Electric,Freebird,12VDC,[],[],8
F187857,Standard Stool,1688.3,3.67,Furniture,[],[],Tile,x-small,53
F377483,Standard Desk,740.15,1.99,Furniture,[],[],Oak,large,55
E175572,Standard Microwave,449.77,0.93,Electric,Suck-n-cut,220VAC,[],[],40
E026379,Standard Toothbrush,150.99,0.37,Electric,Nowayout,12VDC,[],[],64
E310105,Standard Washing Machine,323.3,0.35,Electric,Freebird,440VAC,[],[],80
E254679,Standard Fan,874.44,0.51,Electric,Acme,440VAC,[],[],19
E035336,Standard Washing Machine,869.01,1.81,Electric,Nowayout,10kV,[],[],23
F321665,Standard Table,1080.21,0.31,Furniture,[],[],Walnut,lawn orniment,82
E369257,Standard Microwave,665.77,0.36,Electric,Nowayout,12VDC,[],[],77
E708560,Standard Washing Machine,1900.68,4.21,Electric,ComputerDiluter,220VAC,[],[],19
E862792,Standard Coffee Maker,17.33,0.01,Electric,ComputerDiluter,12VDC,[],[],17
F882695,Standard Fixture,1568.7,3.17,Furniture,[],[],Walnut,x-small,6
E676611,Standard Microwave,1512.22,1.25,Electric,Suck-n-cut,440VAC,[],[],87
F465741,Standard Mirror,216.13,0.46,Furniture,[],[],Walnut,large,27
E699567,Standard Washing Machine,1234.18,0.42,Electric,ComputerDiluter,12VDC,[],[],81
F974827,Standard Stool,965.0,2.07,Furniture,[],[],Granite,medium,96
E408139,Standard Fan,953.04,1.58,Electric,Nowayout,110VAC,[],[],30
F838509,Standard Table,1957.98,1.87,Furniture,[],[],Tile,large,89
F364498,Standard Fixture,1355.67,3.67,Furniture,[],[],Tile,extra-large,0
E136844,Standard Kettle,1273.71,0.59,Electric,ComputerDiluter,110VAC,[],[],48
F205473,Standard Stool,1355.7,0.9,Furniture,[],[],Oak,medium,58
F539476,Standard Table,591.82,0.76,Furniture,[],[],Walnut,extra-large,24
F167251,Standard Table,263.86,0.39,Furniture,[],[],Granite,medium,40
F050334,Standard Desk,1294.59,1.53,Furniture,[],[],Formica,small,91
F706003,Standard Chair,1664.34,2.42,Furniture,[],[],Walnut,medium,23
E162321,Standard Microwave,2418.26,2.22,Electric,Nowayout,440VAC,[],[],65
E420392,Standard Microwave,264.23,0.59,Electric,ComputerDiluter,10kV,[],[],38
E633314,Standard Coffee Maker,1287.9,2.67,Electric,Nowayout,220VAC,[],[],2
E350613,Standard Kettle,8.89,0.01,Electric,Acme,110VAC,[],[],63
E916154,Standard Fan,1341.76,0.4,Electric,ComputerDiluter,220VAC,[],[],94
F635820,Standard Table,1999.58,0.24,Furniture,[],[],Formica,medium,52
F267228,Standard Table,1020.58,0.86,Furniture,[],[],Granite,extra-large,54
E858646,Standard Washing Machine,497.02,1.12,Electric,Suck-n-cut,440VAC,[],[],51
E293069,Standard Microwave,2191.95,2.57,Electric,Acme,10kV,[],[],37
F990916,Standard Stool,1938.86,0.4,Furniture,[],[],Maple,large,2
F869286,Standard Stool,902.86,1.32,Furniture,[],[],Oak,extra-large,90
F862492,Standard Stool,1168.56,0.59,Furniture,[],[],Oak,large,50
F051366,Standard Desk,1290.97,1.44,Furniture,[],[],Formica,medium,49
E449226,Standard Washing Machine,2407.4,3.52,Electric,ComputerDiluter,12VDC,[],[],8
E211674,Standard Kettle,1699.99,2.06,Electric,ComputerDiluter,110VAC,[],[],98
E313155,Standard Toothbrush,1895.76,0.54,Electric,Suck-n-cut,220VAC,[],[],77
E216837,Standard Washing Machine,526.47,0.51,Electric,ComputerDiluter,12VDC,[],[],70
E140135,Standard Fan,2368.72,3.49,Electric,Freebird,12VDC,[],[],49
E221080,Standard Fan,764.76,0.86,Electric,Nowayout,220VAC,[],[],91
E565716,Standard Fan,872.35,0.76,Electric,Nowayout,220VAC,[],[],43
F496160,Standard Desk,2088.54,2.71,Furniture,[],[],Oak,x-small,20
F548986,Standard Table,1379.67,3.51,Furniture,[],[],Walnut,x-small,86
E402488,Standard Coffee Maker,516.06,0.16,Electric,Acme,10kV,[],[],36
F250589,Standard Stool,2126.44,1.97,Furniture,[],[],Oak,medium,94
F905637,Standard Mirror,1865.81,2.74,Furniture,[],[],Maple,medium,65
E619719,Standard Coffee Maker,159.27,0.24,Electric,Acme,12VDC,[],[],4
F435757,Standard Table,1958.8,4.79,Furniture,[],[],Tile,small,27
F064954,Standard Desk,924.42,0.85,Furniture,[],[],Oak,extra-large,35
F304951,Standard Stool,449.74,0.39,Furniture,[],[],Tile,extra-large,8
F645452,Standard Chair,609.09,0.11,Furniture,[],[],Walnut,x-small,63
F044090,Standard Table,474.4,0.52,Furniture,[],[],Walnut,x-small,20
E220305,Standard Fan,1191.99,2.25,Electric,Nowayout,440VAC,[],[],35
E721515,Standard Washing Machine,2056.98,1.7,Electric,Suck-n-cut,12VDC,[],[],95
E653965,Standard Coffee Maker,707.55,1.23,Electric,Nowayout,220VAC,[],[],2
E131351,Standard Kettle,1033.47,2.26,Electric,Nowayout,220VAC,[],[],39
E970673,Standard Kettle,2435.47,4.46,Electric,Freebird,220VAC,[],[],61
F023159,Standard Stool,1975.85,0.93,Furniture,[],[],Granite,lawn orniment,5
F451710,Standard Chair,1229.12,0.5,Furniture,[],[],Formica,x-small,35
E616333,Standard Kettle,857.18,0.09,Electric,Acme,220VAC,[],[],95
F200448,Standard Desk,340.31,0.75,Furniture,[],[],Walnut,large,55
F981047,Standard Table,2475.93,1.55,Furniture,[],[],Walnut,x-small,58
F504662,Standard Mirror,1210.19,0.24,Furniture,[],[],Tile,small,17
E314620,Standard Coffee Maker,352.78,0.88,Electric,Suck-n-cut,10kV,[],[],34
E267158,Standard Washing Machine,1178.85,0.62,Electric,Suck-n-cut,220VAC,[],[],15
E048358,Standard Microwave,2163.88,1.91,Electric,Nowayout,110VAC,[],[],70
E877114,Standard Toothbrush,1558.42,0.72,Electric,Acme,110VAC,[],[],45
F169633,Standard Chair,1163.06,0.77,Furniture,[],[],Formica,x-small,31
F109690,Standard Fixture,1663.02,3.27,Furniture,[],[],Oak,extra-large,59
F170345,Standard Table,1058.27,0.14,Furniture,[],[],Formica,large,56
F529128,Standard Fixture,2188.59,4.35,Furniture,[],[],Oak,lawn orniment,28
F658836,Standard Fixture,121.79,0.33,Furniture,[],[],Formica,medium,21
F942541,Standard Chair,276.63,0.15,Furniture,[],[],Granite,medium,42
F595053,Standard Fixture,2005.0,2.21,Furniture,[],[],Granite,extra-large,24
F038592,Standard Fixture,874.65,0.14,Furniture,[],[],Tile,x-small,67
E706362,Standard Toothbrush,1672.35,2.0,Electric,ComputerDiluter,110VAC,[],[],90
F031197,Standard Chair,2288.56,3.46,Furniture,[],[],Tile,lawn orniment,13
F363932,Standard Stool,1620.98,1.72,Furniture,[],[],Oak,small,50
F920403,Standard Fixture,2031.5,1.0,Furniture,[],[],Oak,medium,96
E759346,Standard Kettle,96.1,0.21,Electric,Nowayout,440VAC,[],[],31
F439782,Standard Mirror,1556.24,4.12,Furniture,[],[],Tile,lawn orniment,87
E092347,Standard Washing Machine,586.41,0.08,Electric,Suck-n-cut,220VAC,[],[],92
E992018,Standard Toothbrush,1890.08,3.43,Electric,Acme,110VAC,[],[],96
F246465,Standard Stool,146.61,0.31,Furniture,[],[],Granite,x-small,47
E815103,Standard Kettle,443.77,0.53,Electric,Suck-n-cut,440VAC,[],[],78
E858357,Standard Coffee Maker,2494.54,1.22,Electric,Suck-n-cut,110VAC,[],[],74
E270642,Standard Coffee Maker,1536.08,2.64,Electric,ComputerDiluter,440VAC,[],[],14
E363325,Standard Toothbrush,1031.53,2.29,Electric,ComputerDiluter,110VAC,[],[],56
F421005,Standard Table,1244.88,0.87,Furniture,[],[],Oak,medium,88
F095120,Standard Chair,1026.7,2.37,Furniture,[],[],Walnut,medium,54
E525937,Standard Kettle,2.67,0.0,Electric,Freebird,10kV,[],[],26
F622651,Standard Mirror,1337.16,2.5,Furniture,[],[],Maple,extra-large,10
E718774,Standard Kettle,1510.42,2.36,Electric,Freebird,110VAC,[],[],72
F121253,Standard Stool,1461.99,3.67,Furniture,[],[],Oak,small,32
E832511,Standard Kettle,683.77,0.28,Electric,Suck-n-cut,12VDC,[],[],16
F536948,Standard Fixture,850.09,1.37,Furniture,[],[],Oak,large,44
F435787,Standard Fixture,1082.81,2.61,Furniture,[],[],Oak,extra-large,55
F472506,Standard Stool,1328.65,2.64,Furniture,[],[],Maple,lawn orniment,82
F845579,Standard Chair,721.65,1.28,Furniture,[],[],Oak,small,97
E807074,Standard Fan,543.63,1.28,Electric,Freebird,110VAC,[],[],72
E221870,Standard Washing Machine,933.0,1.34,Electric,Acme,440VAC,[],[],10
F687864,Standard Stool,746.85,0.58,Furniture,[],[],Granite,large,20
E524362,Standard Kettle,789.35,1.08,Electric,Acme,12VDC,[],[],16
E174836,Standard Toothbrush,2466.33,2.68,Electric,Freebird,12VDC,[],[],97
E467136,Standard Fan,2285.53,5.85,Electric,ComputerDiluter,220VAC,[],[],13
E763432,Standard Microwave,77.25,0.09,Electric,Freebird,220VAC,[],[],90
F885245,Standard Mirror,1243.51,3.27,Furniture,[],[],Granite,extra-large,2
F899813,Standard Chair,389.56,0.16,Furniture,[],[],Oak,small,37
F095437,Standard Table,272.83,0.39,Furniture,[],[],Maple,extra-large,46
E091928,Standard Fan,1066.27,0.62,Electric,Acme,12VDC,[],[],11
F640910,Standard Desk,19.36,0.02,Furniture,[],[],Tile,large,37
F088545,Standard Mirror,611.66,0.55,Furniture,[],[],Granite,extra-large,46
F690219,Standard Stool,2173.31,5.1,Furniture,[],[],Granite,large,47
E663602,Standard Kettle,80.77,0.19,Electric,Nowayout,110VAC,[],[],51
F182636,Standard Mirror,2332.69,1.57,Furniture,[],[],Oak,medium,21
E511761,Standard Washing Machine,992.36,0.92,Electric,ComputerDiluter,10kV,[],[],74
F867789,Standard Table,1791.92,1.46,Furniture,[],[],Oak,small,4
E493927,Standard Coffee Maker,1541.66,0.9,Electric,Suck-n-cut,440VAC,[],[],26
E210372,Standard Microwave,704.03,0.52,Electric,Nowayout,220VAC,[],[],77
F030365,Standard Fixture,836.66,1.02,Furniture,[],[],Granite,small,7
F536547,Standard Stool,1060.07,1.9,Furniture,[],[],Granite,lawn orniment,36
E601218,Standard Microwave,1623.37,4.29,Electric,Acme,110VAC,[],[],48
E770197,Standard Washing Machine,2448.29,0.14,Electric,Suck-n-cut,12VDC,[],[],3
F438485,Standard Chair,1967.18,3.45,Furniture,[],[],Granite,x-small,11
F023775,Standard Stool,96.98,0.2,Furniture,[],[],Formica,extra-large,5
E318560,Standard Washing Machine,555.36,0.39,Electric,ComputerDiluter,12VDC,[],[],7
E206350,Standard Toothbrush,678.87,0.29,Electric,Acme,220VAC,[],[],21
F819823,Standard Desk,572.66,0.19,Furniture,[],[],Granite,lawn orniment,72
F792368,Standard Chair,309.83,0.84,Furniture,[],[],Maple,small,54
E637832,Standard Coffee Maker,2157.96,1.16,Electric,Nowayout,220VAC,[],[],60
F886791,Standard Desk,699.17,0.17,Furniture,[],[],Formica,medium,28
E619256,Standard Kettle,1851.03,4.27,Electric,Suck-n-cut,440VAC,[],[],89
E003487,Standard Kettle,1341.68,1.87,Electric,Freebird,440VAC,[],[],78
F341679,Standard Chair,2387.38,5.18,Furniture,[],[],Oak,extra-large,60
E872582,Standard Coffee Maker,2064.79,2.82,Electric,Suck-n-cut,220VAC,[],[],81
E030458,Standard Washing Machine,133.84,0.32,Electric,Nowayout,440VAC,[],[],46
F090519,Standard Chair,108.63,0.09,Furniture,[],[],Walnut,large,64
E761039,Standard Washing Machine,406.53,0.71,Electric,Acme,220VAC,[],[],1
F422241,Standard Mirror,1288.34,0.34,Furniture,[],[],Formica,small,37
E310756,Standard Toothbrush,1237.98,2.04,Electric,Freebird,440VAC,[],[],87
F769526,Standard Fixture,2395.49,2.04,Furniture,[],[],Maple,lawn orniment,12
E703794,Standard Fan,2374.23,4.71,Electric,Suck-n-cut,220VAC,[],[],47
F567034,Standard Stool,1165.43,1.93,Furniture,[],[],Walnut,lawn orniment,27
E119286,Standard Washing Machine,1153.14,3.06,Electric,ComputerDiluter,440VAC,[],[],83
F624230,Standard Stool,545.28,1.48,Furniture,[],[],Maple,lawn orniment,35
E970361,Standard Fan,291.1,0.44,Electric,ComputerDiluter,10kV,[],[],71
F596637,Standard Chair,2227.7,0.82,Furniture,[],[],Tile,large,48
E580207,Standard Kettle,2337.9,0.43,Electric,Freebird,220VAC,[],[],33
E535297,Standard Kettle,1885.43,1.82,Electric,Freebird,10kV,[],[],48
E062465,Standard Kettle,1637.8,3.31,Electric,Acme,12VDC,[],[],17
F853180,Standard Chair,1168.64,2.6,Furniture,[],[],Tile,medium,54
F079350,Standard Mirror,1432.48,1.71,Furniture,[],[],Granite,small,3
E808361,Standard Kettle,223.36,0.61,Electric,Nowayout,12VDC,[],[],51
F396335,Standard Mirror,40.82,0.03,Furniture,[],[],Oak,small,49
E932450,Standard Coffee Maker,423.53,0.52,Electric,Freebird,110VAC,[],[],96
F224205,Standard Desk,1408.04,0.55,Furniture,[],[],Granite,large,8
E798106,Standard Fan,14.1,0.01,Electric,Acme,110VAC,[],[],42
F652336,Standard Desk,374.27,0.32,Furniture,[],[],Tile,extra-large,87
F522264,Standard Desk,2335.52,3.49,Furniture,[],[],Formica,large,84
E353363,Standard Toothbrush,1007.4,1.24,Electric,Acme,440VAC,[],[],16
E156238,Standard Microwave,440.21,1.04,Electric,Freebird,220VAC,[],[],42
F855177,Standard Desk,1979.05,4.22,Furniture,[],[],Tile,medium,37
F918246,Standard Mirror,1882.23,1.56,Furniture,[],[],Maple,medium,73
E757904,Standard Coffee Maker,706.31,0.3,Electric,Freebird,12VDC,[],[],76
F301699,Standard Fixture,12.74,0.03,Furniture,[],[],Oak,large,51
E713301,Standard Coffee Maker,1103.78,1.01,Electric,Freebird,440VAC,[],[],12
E039827,Standard Microwave,1730.99,0.06,Electric,Suck-n-cut,12VDC,[],[],36
E497713,Standard Washing Machine,1888.2,2.32,Electric,Acme,10kV,[],[],94
E781809,Standard Coffee Maker,2114.38,2.85,Electric,Suck-n-cut,12VDC,[],[],32
F329729,Standard Desk,222.32,0.45,Furniture,[],[],Maple,extra-large,37
F503600,Standard Desk,908.4,2.14,Furniture,[],[],Oak,small,80
E266062,Standard Microwave,669.05,0.34,Electric,Acme,110VAC,[],[],92
E571823,Shutters Microwave,1588.35,2.65,Electric,ComputerDiluter,110VAC,[],[],10
E418105,Twiner Microwave,308.79,0.34,Electric,Motorcades,110VAC,[],[],6
E607281,Sprunk Toothbrush,1326.09,2.94,Electric,Truces,110VAC,[],[],28
F962864,Cine-camera Desk,2423.04,2.36,Furniture,[],[],Tile,x-small,70
F516328,Sproglet Stool,1846.52,2.04,Furniture,[],[],Oak,medium,55
E630121,Pendants Washing Machine,1331.03,2.72,Electric,Bo's'n,10kV,[],[],59
E488137,Name-father Coffee Maker,769.69,1.73,Electric,ComputerDiluter,220VAC,[],[],34
F238496,Standard Chair,522.32,1.19,Furniture,[],[],Granite,small,50
E640548,Standard Coffee Maker,1615.49,0.49,Electric,Nowayout,440VAC,[],[],5
