customer_id,product_id
C003253,F476657
C600724,F231089
C640059,E714566
C101972,E009274
C665846,F482650
C240912,F924110
C888434,F792368
C865414,F387012
C815139,F294932
C945936,F442677
C959913,E523792
C644994,F408884
C389246,E808361
C734839,E816129
C453427,F489699
C649636,E278783
C248577,F204340
C344375,F815312
C743421,F659119
C536186,E965711
C487571,E577675
C136556,E703794
C448576,E708560
C869826,E127263
C829794,F145654
C170377,F394140
C268257,E190385
C089874,F606294
C291644,F069428
C819689,E343967
C959913,F885349
C000321,F950455
C855929,E511761
C883504,F755382
C927541,E543624
C763371,E683640
C847386,E633314
C799019,F757814
C427919,F035817
C802627,E172081
C345551,F829856
C097113,F139879
C784656,E657554
C411371,E262194
C502939,F635820
C242508,F070831
C019058,E607640
C188567,F916100
C559124,E504853
C788472,F617184
C958140,F334851
C517979,E259523
C797321,F982902
C011186,F013976
C694791,F734254
C868055,E321169
C665454,E071938
C673910,E509620
C188762,F017718
C861828,E635953
C270933,F035360
C027279,E369257
C945215,E127263
C854633,E916965
C649636,E938439
C619643,F842064
C300881,E369576
C127003,E393963
C406194,E726452
C727665,F339253
C796535,E127263
C344375,E113663
C211877,E720526
C852026,F329729
C444343,E022848
C630159,E310756
C494427,E329043
C622465,E246942
C167791,F569436
C963341,F241443
C877374,E631857
C603947,E704997
C718286,F090519
C373314,F163017
C256724,F345243
C819689,E718875
C865722,F001839
C665108,F039828
C085483,F454071
C495735,F013391
C407615,E425700
C134291,E392155
C727505,F750677
C967636,E862792
C416557,F806813
C156615,E415041
C095534,F977947
C064353,E343967
C228785,E767504
C880480,E044639
C820065,F727216
C868556,F422241
C651903,E714566
C995344,F269463
C292433,F834315
C104760,E473221
C652606,F050560
C498097,F508778
C313808,E418105
C683734,F541502
C169069,E916154
C086951,E705890
C472475,F118709
C839812,F329159
C546735,F617194
C228439,F614141
C326286,F339253
C725337,E203055
C158937,F394596
C847231,E113383
C530097,F104065
C474492,F567573
C734104,F483937
C852026,F564724
C352863,E369734
C197542,E705177
C796535,F855249
C483998,F867789
C088593,E185947
C508290,E607281
C134890,E893807
C947841,F264441
C257982,E663602
C958140,F141886
C892879,E733371
C819689,F169633
C904090,E726452
C724067,F179260
C559124,F115885
C732298,F594246
C586133,E647917
C606448,F998534
C542523,E759907
C411005,E420392
C275170,F541502
C131084,E625423
C734160,E767504
C880480,E815103
C314692,F017718
C964822,E718774
C539808,E548992
C539953,E321169
C040282,F629123
C064353,E798037
C889244,E590517
C961310,E270642
C769907,F394945
C041849,E350613
C107508,F512819
C268257,E022023
C606448,F608758
C743646,E936504
C134890,F035817
C672738,F277653
C235341,E155219
C409354,F663311
C158937,E865147
C933013,E640548
C740018,E781346
C434006,E313155
C991819,F522492
C563252,F799434
C044997,E030458
C843894,F139879
C805138,E872582
C939960,F051366
C450563,F414163
C695023,F924110
C427647,F852740
C574342,E759346
C170907,E798106
C579288,E529099
C242508,E231262
C651903,F821774
C922999,F658836
C928504,F629123
C901389,E350613
C976028,F329159
C211877,F608758
C361034,F829856
C169069,E459183
C492349,F809030
C567641,E175572
C097113,F170535
C659529,F159445
C820345,F972305
C382471,E635953
C050543,F494793
C487158,F299477
C922999,F347361
C961310,E992018
C582596,E949038
C005335,E459183
C067500,F043951
C531629,E200601
C542346,E267158
C440123,F001839
C260427,F079164
C683734,F723531
C438745,E076984
C006296,F035360
C929498,F241443
C055803,E171086
C165945,E263363
C474492,F138772
C928504,E589317
C868556,F429897
C962985,F540163
C997526,F935135
C925440,F661857
C474033,F148118
C730185,E591849
C596721,E131351
C918667,F435787
C437249,E783097
C052056,F302119
C378947,E933331
C867711,F981047
C011186,F670476
C763371,F312388
C648114,E195170
C820345,E254389
C383853,F079350
C134890,E985645
C983500,E091928
C115402,F187707
C413879,F275469
C366748,E088982
C315363,E630121
C831587,E226274
C088593,E412218
C196524,E577675
C407615,F776962
C589120,F225725
C157264,E060734
C714541,E175572
C502726,F652336
C419913,E830356
C700765,F095120
C353730,F755382
C786495,E449226
C050557,E161309
C108439,E800429
C698429,F582255
C953980,E459183
C172120,E034756
C694791,E381908
C381341,F013976
C970484,F155721
C344733,F536547
C797321,E681144
C216237,F525558
C893547,F699643
C483998,F569436
C044997,F855177
C104760,E944177
C908102,E190385
C802765,F935135
C597533,E363325
C559124,F565552
C046383,F668765
C706872,E851270
C496590,F256994
C875195,F608479
C489931,F506948
C768097,E571567
C712404,F855177
C419913,F302823
C080181,E524155
C936143,E235349
C032736,F532899
C990916,E473221
C934501,F280231
C857263,E249182
C476411,F754060
C492349,E590727
C673934,F855249
C710412,F172409
C206739,F617194
C448576,E096495
C788472,F299477
C499600,E407169
C829991,E484662
C069659,F039828
C734943,E798106
C032736,E420392
C562968,E845856
C206739,F266378
C404085,F951665
C093548,E097490
C263915,F351345
C781187,F906087
C354903,F990916
C691619,E078168
C734160,F019271
C799141,F159445
C345804,F339253
C877374,E565716
C483998,E310756
C236320,E933331
C659421,F722636
C666370,E720526
C508290,E783097
C148640,F138772
C169069,E436858
C399620,F950455
C569561,F174255
C228439,E755037
C797482,E061221
C685761,E054868
C291644,F815312
C727505,E721868
C489931,F091228
C582596,F292917
C041526,E559425
C435559,F179260
C797321,E625423
C995344,E001476
C404450,F039941
C136556,E654283
C732466,E027693
C367277,F179260
C501526,F806813
C247120,E946845
C563252,F821774
C098260,F437849
C799373,F238496
C857263,E048831
C943181,E565716
C275170,E124174
C734839,E061221
C839690,E593982
C888434,F064954
C108439,F834315
C419649,F776962
C376194,F371662
C273465,E590517
C983698,E314239
C460540,F096202
C797482,F571171
C344375,F596637
C597533,F594246
C046383,E783097
C699334,E666833
C761154,E832511
C349258,E697734
C000656,E919780
C652606,F539476
C916852,F920140
C889628,F855864
C345551,E048831
C066877,E459183
C475665,E061221
C842733,F990916
C204872,E599028
C498097,E022848
C706872,F842078
C869826,E563498
C960699,F437849
C294023,E140748
C079840,F552338
C300881,F667565
C458662,F159445
C242398,F838509
C688591,F164135
C508606,E612834
C513783,E402749
C389655,E408139
C211038,F332636
C785282,E061643
C206739,E054868
C559124,F304951
C644994,F494793
C746292,F845579
C188068,F077019
C968584,E321169
C206739,E381908
C031996,E981397
C509782,F163225
C541314,F325731
C607179,E781900
C362891,F260928
C624993,E232355
C352798,E125299
C850857,E459183
C032736,F750677
C083255,F280231
C495735,F212572
C137349,F091228
C950356,E932450
C761112,F899886
C448299,E531234
C886236,F624155
C455541,F260928
C445080,E476701
C206158,E363325
C435559,F928294
C159991,F529128
C083255,F109690
C603553,F516328
C448576,F510908
C188762,F920403
C820065,E027893
C574342,E830495
C118558,F622651
C847386,E690347
C132664,E125622
C645539,F878696
C200038,E511761
C486085,F163225
C861828,E314239
C709662,E412218
C912284,E437002
C328561,F536948
C922446,F455763
C381341,E035336
C900279,E565716
C034217,F899886
C782289,F107067
C295457,F419724
C206899,E078168
C745693,E607640
C194478,E407169
C477030,F064076
C308622,F023159
C356532,E013875
C828808,F039828
C188068,F035817
C727665,E571823
C628494,F169633
C673896,F096202
C077174,F628102
C542346,E013875
C991819,E030458
C477030,E683640
C719058,F323311
C472307,F618018
C399620,E774670
C995920,E593982
C554828,E520927
C361034,F638989
C321785,E116912
C382471,F525558
C662661,E183023
C666370,F272372
C530097,E296611
C517387,E983865
C011015,F646766
C766922,E150827
C532080,F843831
C051391,E697701
C603781,F799434
C884191,F618018
C560100,F993727
C181355,F571171
C931060,F332636
C019058,F145654
C148640,E213307
C688591,F825912
C245639,F435787
C127003,F755382
C869826,F536547
C220150,F499947
C799141,F671455
C888434,F629123
C567641,F088545
C213798,E635953
C585176,E772703
C914760,E172081
C641849,F557939
C697062,E321169
C235319,F207350
C235341,F830013
C206739,E941371
C629767,F780915
C714541,E472313
C022584,E012329
C051391,E168155
C263394,F472035
C782289,F205473
C836393,F511348
C428880,F523549
C883504,E901707
C606448,E620440
C662661,F418742
C929498,F174255
C313176,E683640
C740337,F438485
C871821,E087303
C273465,E060734
C554061,E777721
C323936,F523549
C472307,F324374
C648114,E493080
C299432,F836675
C648114,E001050
C898131,F264441
C001841,F977492
C247096,E078168
C228785,F536027
C945605,E990516
C848908,E212172
C586133,E625423
C906420,E363325
C041526,E310756
C408288,E171086
C365132,F699643
C315202,E371167
C621567,F302823
C247096,F835601
C503897,E869479
C621567,E113383
C796535,F242344
C213798,F868481
C148640,F332636
C949949,E759346
C058200,F821774
C088670,E122248
C743646,E363325
C263394,E560890
C445080,F968072
C799373,E474256
C734839,E172081
C416557,F035360
C553213,F856846
C665846,F409243
C366748,E720526
C732466,E633314
C763375,F496967
C927541,F499947
C216237,F056573
C802507,F187857
C856783,E496162
C475286,E314620
C672212,F473197
C206263,F387012
C554828,E415041
C903139,F118709
C589739,F953200
C578780,F019271
C836393,E420392
C529714,E548992
C883504,E332631
C058208,E140135
C740018,F459280
C495735,E204738
C807577,F387012
C611526,F703041
C849180,E781346
C067670,F118709
C357835,E798106
C313808,F496967
C038499,E075292
C814593,F277653
C865414,E023174
C757982,F523549
C968584,E525649
C649636,E460763
C903016,F001839
C108439,E113663
C734104,F624155
C922999,F422241
C995346,E896517
C554828,E140135
C154016,E619719
C367192,F661171
C014849,F564724
C499600,E951644
C085483,E807271
C900999,E647951
C638032,E161309
C010112,F351345
C821294,E774670
C038567,E194788
C889244,E622345
C287364,F419724
C600724,E601218
C490639,F039941
C265382,E901707
C497331,F606294
C045770,F928294
C490639,F532899
C546735,F435790
C931060,F148118
C472307,E858646
C880480,E013875
C245639,E035336
C001922,F434561
C730066,F782798
C645539,F701421
C797321,F489768
C847231,E815103
C330633,E569637
C197542,F652726
C073768,E140007
C673896,F900374
C405580,F982902
C410988,E996014
C474489,E150827
C495735,E688357
C188762,F371662
C837865,F318624
C295457,F949807
C453474,E713668
C536186,F148118
C586133,F898145
C565477,F957668
C040378,E983865
C766888,E125299
C939960,E697701
C481024,F842064
C942506,E407169
C600724,F581252
C140877,E210243
C369034,E949038
C263195,E681144
C258038,E077440
C038567,E424963
C968999,F225725
C454753,E604066
C225957,E663602
C487158,E751922
C122800,F454213
C008144,F408152
C641470,E030458
C659421,E681144
C408740,E408139
C945215,F909819
C606562,E548992
C847386,F819823
C367977,E703794
C429819,E635953
C730066,F031197
C922076,E206350
C458662,F673857
C075288,F794313
C175954,F769782
C107508,E798106
C277241,F567483
C461287,F614141
C483998,E023174
C006296,F552075
C789445,E119286
C314482,F064954
C137803,E580207
C718286,F957668
C984646,E727179
C694791,F782798
C673910,F617194
C025690,E805077
C553213,F011381
C352863,E808361
C979018,F363246
C204872,E193238
C769907,F911674
C575051,E332631
C876979,E635953
C718286,E863660
C559124,F268410
C586133,F445017
C727677,E548992
C149813,F652726
C263195,E066907
C086951,F540163
C683734,F321665
C140877,F077019
C024406,F635820
C450563,F032810
C447273,F364498
C365674,F944543
C992626,F011381
C006296,E224965
C262667,F170535
C468627,E946845
C160714,F023775
C579288,E933331
C632587,E061221
C624993,E632267
C900279,E852049
C900279,F842078
C729923,F079350
C704282,E200212
C353730,E647917
C613023,E509620
C506167,F394945
C104760,F038592
C872853,E402488
C990916,F220061
C720331,F733134
C115402,E226274
C743421,E286232
C877613,E210243
C914760,F915173
C925440,F721780
C875195,F451710
C326286,E590517
C831587,F437849
C665538,E124174
C720519,F118709
C870697,E232355
C949712,E254679
C919389,F951665
C174579,E971055
C236320,E378463
C959913,E087303
C700765,F911674
C766091,F298129
C088593,E412218
C941339,E904882
C115402,F246356
C658723,F079164
C754119,E174808
C498753,E914487
C886864,F536948
C977347,E282015
C472307,E877114
C959716,E075292
C216986,F814688
C373314,E125622
C828808,F949807
C868055,F552338
C836393,F595053
C410553,F107067
C869826,F148118
C148640,E705890
C588163,F571832
C582554,E181631
C566260,E473221
C649636,E245555
C220306,E210372
C046383,E805077
C539555,F830473
C339001,F070831
C708518,F271431
C014877,F969162
C022584,E860191
C388910,F090519
C268148,E762351
C729923,E733371
C188762,F159445
C611526,F485040
C369034,E078168
C517339,F953200
C265699,F691046
C107508,E701750
C818619,F887664
C303733,F298129
C802765,E270642
C536186,E231262
C766556,E619256
C763375,E921576
C989784,E116912
C517387,F504662
C257982,F163849
C578702,E087303
C591693,F272372
C206263,F552338
C413885,F731087
C843894,E210243
C804159,E749341
C050543,E091928
C551047,F138772
C474489,F977947
C154922,F435757
C671681,E054868
C977347,F504662
C734104,F595053
C673910,E309483
C600724,F496967
C641470,E582460
C250384,E087743
C588685,E476701
C267948,F821774
C712916,F292917
C585273,F503600
C296082,F318624
C984646,F616295
C692454,E877114
C453427,E061643
C425574,F977492
C476754,E605020
C154016,F009493
C158805,F013544
C542346,E759907
C498097,E304956
C983394,F915173
C688497,E113383
C990916,F845579
C262667,F998534
C415924,E533889
C188762,F734254
C793190,F998038
C936811,F673857
C578702,E865147
C846252,E296611
C247096,F575653
C804159,F602963
C756414,F494793
C455541,E559425
C298247,E262194
C460540,E013875
C481024,F830473
C204333,E938439
C756344,F321665
C490639,F614141
C528775,E092347
C600019,F363246
C438745,F982902
C548288,F661857
C621567,F182636
C868105,E632267
C589739,F913014
C756414,E011721
C204333,E184595
C006296,F085856
C868055,E415467
C179751,F529128
C275170,F225725
C543293,F915173
C571992,E025272
C938001,F911674
C476813,F977492
C886864,F909819
C632072,E175572
C303733,F699643
C501540,E807074
C005335,E200601
C665108,E676611
C758749,E435941
C700765,E369734
C788472,F809030
C067500,E524155
C247120,E546324
C211877,F522264
C782089,F435787
C846906,F125202
C319330,F329606
C421594,F541502
C653122,F936983
C754365,E013875
C710412,E807074
C901595,F148118
C299432,F064954
C447838,F599189
C982734,F951419
C935406,E946845
C255520,F403611
C220814,E580207
C326286,F599189
C761112,F039828
C080181,E204738
C301822,E115811
C143216,E830495
C706872,F246356
C766556,F671455
C910723,F421005
C943181,E812360
C242398,F095437
C228785,F536027
C543691,E078168
