_id,description,product_type,quantity_available
prod0115,shovel,yard,56
prod0116,table,dining_room,54
prod0117,desk,office,41
prod0118,ladder,yard,43
prod0119,table,dining_room,96
prod0120,ladder,yard,24
prod0121,table,dining_room,49
prod0122,lawnmower,yard,0
prod0123,shed,yard,19
prod0124,painting,living_room,51
prod0125,ladder,yard,86
prod0126,lamp,living_room,57
prod0127,ladder,yard,75
prod0128,sofa,living_room,62
prod0129,sofa,living_room,22
prod0130,painting,living_room,72
prod0131,desk,office,28
prod0132,painting,living_room,18
prod0133,desk,office,35
prod0134,shovel,yard,25
prod0135,lawnmower,yard,7
prod0136,rug,living_room,40
prod0137,table,dining_room,63
prod0138,shed,yard,61
prod0139,rug,living_room,85
prod0140,lamp,living_room,57
prod0141,table,dining_room,1
prod0142,shears,yard,45
prod0143,desk,office,87
prod0144,chair,dining_room,42
prod0145,lawnmower,yard,51
prod0146,desk,office,46
prod0147,table,dining_room,89
prod0148,table,dining_room,17
prod0149,chair,dining_room,15
prod0150,desk,office,57
prod0151,shed,yard,93
prod0152,shovel,yard,8
prod0153,table,dining_room,13
prod0154,painting,living_room,89
prod0155,shears,yard,6
prod0156,ladder,yard,63
prod0157,sofa,living_room,29
prod0158,table,dining_room,19
prod0159,painting,living_room,83
prod0160,rug,living_room,69
prod0161,chair,dining_room,26
prod0162,lawnmower,yard,11
prod0163,desk,office,15
prod0164,shovel,yard,93
prod0165,sofa,living_room,59
prod0166,desk,office,18
prod0167,rug,living_room,93
prod0168,sofa,living_room,38
prod0169,lamp,living_room,44
prod0170,sofa,living_room,81
prod0171,shed,yard,42
prod0172,shears,yard,15
prod0173,desk,office,50
prod0174,painting,living_room,23
prod0175,lawnmower,yard,59
prod0176,sofa,living_room,2
prod0177,ladder,yard,3
prod0178,painting,living_room,28
prod0179,lamp,living_room,43
prod0180,chair,dining_room,60
prod0181,shed,yard,55
prod0182,painting,living_room,68
prod0183,desk,office,95
prod0184,chair,dining_room,69
prod0185,shovel,yard,36
prod0186,ladder,yard,62
prod0187,shovel,yard,53
prod0188,table,dining_room,53
prod0189,lawnmower,yard,31
prod0190,ladder,yard,95
prod0191,sofa,living_room,53
prod0192,lawnmower,yard,66
prod0193,painting,living_room,61
prod0194,ladder,yard,16
prod0195,shovel,yard,24
prod0196,sofa,living_room,100
prod0197,chair,dining_room,5
prod0198,sofa,living_room,85
prod0199,rug,living_room,99
prod0200,shovel,yard,57
prod0201,desk,office,17
prod0202,painting,living_room,23
prod0203,painting,living_room,83
prod0204,lawnmower,yard,83
prod0205,sofa,living_room,65
prod0206,lamp,living_room,63
prod0207,shed,yard,30
prod0208,ladder,yard,67
prod0209,desk,office,64
prod0210,painting,living_room,2
prod0211,shovel,yard,94
prod0212,sofa,living_room,1
prod0213,desk,office,71
prod0214,shears,yard,89
prod0215,sofa,living_room,22
prod0216,table,dining_room,12
prod0217,chair,dining_room,84
prod0218,sofa,living_room,67
prod0219,painting,living_room,30
prod0220,shovel,yard,99
prod0221,desk,office,2
prod0222,lawnmower,yard,42
prod0223,shovel,yard,47
prod0224,shed,yard,92
prod0225,table,dining_room,47
prod0226,table,dining_room,82
prod0227,lamp,living_room,98
prod0228,shed,yard,91
prod0229,shovel,yard,17
prod0230,ladder,yard,79
prod0231,chair,dining_room,16
prod0232,desk,office,25
prod0233,lamp,living_room,2
prod0234,chair,dining_room,35
prod0235,desk,office,78
prod0236,lamp,living_room,23
prod0237,ladder,yard,25
prod0238,ladder,yard,61
prod0239,ladder,yard,82
prod0240,desk,office,91
prod0241,shovel,yard,32
prod0242,desk,office,92
prod0243,desk,office,53
prod0244,shears,yard,52
prod0245,lawnmower,yard,36
prod0246,ladder,yard,68
prod0247,chair,dining_room,56
prod0248,lamp,living_room,42
prod0249,painting,living_room,25
prod0250,rug,living_room,73
prod0251,lawnmower,yard,53
prod0252,painting,living_room,56
prod0253,lamp,living_room,4
prod0254,rug,living_room,89
prod0255,lawnmower,yard,16
prod0256,lawnmower,yard,69
prod0257,shed,yard,16
prod0258,desk,office,17
prod0259,ladder,yard,96
prod0260,sofa,living_room,83
prod0261,desk,office,96
prod0262,shovel,yard,99
prod0263,rug,living_room,47
prod0264,rug,living_room,77
prod0265,desk,office,75
prod0266,painting,living_room,74
prod0267,lamp,living_room,62
prod0268,desk,office,22
prod0269,desk,office,94
prod0270,shears,yard,33
prod0271,shovel,yard,65
prod0272,shovel,yard,21
prod0273,shears,yard,6
prod0274,sofa,living_room,46
prod0275,painting,living_room,78
prod0276,shears,yard,57
prod0277,lawnmower,yard,100
prod0278,ladder,yard,93
prod0279,rug,living_room,0
prod0280,chair,dining_room,40
prod0281,shed,yard,68
prod0282,painting,living_room,14
prod0283,painting,living_room,62
prod0284,rug,living_room,87
prod0285,shears,yard,31
prod0286,desk,office,37
prod0287,sofa,living_room,88
prod0288,ladder,yard,46
prod0289,shears,yard,87
prod0290,chair,dining_room,76
prod0291,lamp,living_room,2
prod0292,lamp,living_room,97
prod0293,shed,yard,35
prod0294,shears,yard,47
prod0295,desk,office,85
prod0296,chair,dining_room,97
prod0297,chair,dining_room,42
prod0298,desk,office,31
prod0299,shed,yard,97
prod0300,sofa,living_room,45
prod0301,chair,dining_room,38
prod0302,ladder,yard,26
prod0303,ladder,yard,8
prod0304,lawnmower,yard,98
prod0305,sofa,living_room,27
prod0306,chair,dining_room,55
prod0307,lawnmower,yard,94
prod0308,shed,yard,71
prod0309,lawnmower,yard,37
prod0310,lamp,living_room,3
prod0311,lawnmower,yard,76
prod0312,chair,dining_room,8
prod0313,ladder,yard,88
prod0314,chair,dining_room,73
prod0315,table,dining_room,56
prod0316,rug,living_room,74
prod0317,sofa,living_room,61
prod0318,shed,yard,95
prod0319,chair,dining_room,96
prod0320,shears,yard,97
prod0321,desk,office,32
prod0322,ladder,yard,33
prod0323,chair,dining_room,42
prod0324,shears,yard,15
prod0325,ladder,yard,8
prod0326,shovel,yard,34
prod0327,lawnmower,yard,62
prod0328,shears,yard,21
prod0329,sofa,living_room,13
prod0330,table,dining_room,4
prod0331,lawnmower,yard,7
prod0332,table,dining_room,63
prod0333,painting,living_room,3
prod0334,sofa,living_room,2
prod0335,shovel,yard,4
prod0336,rug,living_room,22
prod0337,lamp,living_room,71
prod0338,shears,yard,90
prod0339,sofa,living_room,25
prod0340,shovel,yard,48
prod0341,shovel,yard,17
prod0342,lamp,living_room,64
prod0343,shears,yard,33
prod0344,sofa,living_room,49
prod0345,lawnmower,yard,4
prod0346,lawnmower,yard,82
prod0347,sofa,living_room,58
prod0348,rug,living_room,90
prod0349,shed,yard,68
prod0350,ladder,yard,64
prod0351,painting,living_room,24
prod0352,desk,office,68
prod0353,lamp,living_room,17
prod0354,sofa,living_room,5
prod0355,lamp,living_room,3
prod0356,shovel,yard,25
prod0357,table,dining_room,9
prod0358,rug,living_room,92
prod0359,shovel,yard,75
prod0360,painting,living_room,80
prod0361,shears,yard,38
prod0362,shovel,yard,27
prod0363,rug,living_room,17
prod0364,lawnmower,yard,71
prod0365,shears,yard,56
prod0366,table,dining_room,23
prod0367,table,dining_room,14
prod0368,chair,dining_room,66
prod0369,table,dining_room,68
prod0370,desk,office,26
prod0371,lamp,living_room,58
prod0372,lamp,living_room,87
prod0373,sofa,living_room,38
prod0374,shears,yard,12
prod0375,chair,dining_room,38
prod0376,desk,office,63
prod0377,sofa,living_room,49
prod0378,ladder,yard,15
prod0379,shears,yard,24
prod0380,shed,yard,33
prod0381,lawnmower,yard,56
prod0382,shears,yard,90
prod0383,lawnmower,yard,52
prod0384,desk,office,9
prod0385,desk,office,6
prod0386,sofa,living_room,64
prod0387,ladder,yard,98
prod0388,table,dining_room,84
prod0389,chair,dining_room,71
prod0390,rug,living_room,26
prod0391,rug,living_room,92
prod0392,shears,yard,48
prod0393,table,dining_room,74
prod0394,shed,yard,84
prod0395,ladder,yard,7
prod0396,shears,yard,63
prod0397,shovel,yard,66
prod0398,lamp,living_room,37
prod0399,rug,living_room,14
prod0400,table,dining_room,13
prod0401,shovel,yard,60
prod0402,table,dining_room,86
prod0403,desk,office,65
prod0404,desk,office,54
prod0405,sofa,living_room,22
prod0406,shed,yard,89
prod0407,chair,dining_room,25
prod0408,chair,dining_room,12
prod0409,painting,living_room,31
prod0410,shed,yard,95
prod0411,shears,yard,32
prod0412,chair,dining_room,67
prod0413,chair,dining_room,54
prod0414,shed,yard,79
prod0415,ladder,yard,69
prod0416,table,dining_room,16
prod0417,painting,living_room,72
prod0418,table,dining_room,2
prod0419,lawnmower,yard,38
prod0420,ladder,yard,24
prod0421,painting,living_room,34
prod0422,ladder,yard,64
prod0423,rug,living_room,93
prod0424,rug,living_room,20
prod0425,desk,office,63
prod0426,shovel,yard,61
prod0427,rug,living_room,48
prod0428,table,dining_room,71
prod0429,lawnmower,yard,18
prod0430,rug,living_room,99
prod0431,lamp,living_room,99
prod0432,lawnmower,yard,99
prod0433,table,dining_room,32
prod0434,ladder,yard,53
prod0435,desk,office,12
prod0436,desk,office,84
prod0437,shovel,yard,24
prod0438,ladder,yard,40
prod0439,shears,yard,43
prod0440,shed,yard,66
prod0441,chair,dining_room,94
prod0442,shed,yard,9
prod0443,ladder,yard,41
prod0444,ladder,yard,67
prod0445,shovel,yard,84
prod0446,chair,dining_room,72
prod0447,table,dining_room,30
prod0448,lamp,living_room,76
prod0449,shed,yard,39
prod0450,ladder,yard,65
prod0451,table,dining_room,81
prod0452,shed,yard,99
prod0453,lamp,living_room,25
prod0454,painting,living_room,66
prod0455,ladder,yard,45
prod0456,rug,living_room,56
prod0457,desk,office,20
prod0458,desk,office,30
prod0459,shed,yard,45
prod0460,lamp,living_room,94
prod0461,painting,living_room,85
prod0462,rug,living_room,79
prod0463,shovel,yard,43
prod0464,painting,living_room,48
prod0465,desk,office,66
prod0466,painting,living_room,26
prod0467,sofa,living_room,81
prod0468,shears,yard,21
prod0469,sofa,living_room,35
prod0470,shears,yard,93
prod0471,shovel,yard,69
prod0472,painting,living_room,3
prod0473,rug,living_room,13
prod0474,table,dining_room,46
prod0475,chair,dining_room,83
prod0476,desk,office,49
prod0477,rug,living_room,7
prod0478,shears,yard,61
prod0479,lawnmower,yard,62
prod0480,ladder,yard,93
prod0481,painting,living_room,79
prod0482,rug,living_room,84
prod0483,shovel,yard,72
prod0484,ladder,yard,90
prod0485,rug,living_room,62
prod0486,painting,living_room,11
prod0487,lamp,living_room,69
prod0488,sofa,living_room,19
prod0489,table,dining_room,89
prod0490,ladder,yard,45
prod0491,shed,yard,72
prod0492,rug,living_room,47
prod0493,desk,office,92
prod0494,lamp,living_room,10
prod0495,painting,living_room,32
prod0496,lamp,living_room,76
prod0497,lawnmower,yard,49
prod0498,shears,yard,54
prod0499,sofa,living_room,26
prod0500,rug,living_room,91
prod0501,sofa,living_room,33
prod0502,rug,living_room,13
prod0503,lawnmower,yard,19
prod0504,painting,living_room,45
prod0505,shed,yard,11
prod0506,table,dining_room,67
prod0507,lamp,living_room,75
prod0508,painting,living_room,15
prod0509,ladder,yard,90
prod0510,shears,yard,86
prod0511,sofa,living_room,93
prod0512,sofa,living_room,95
prod0513,painting,living_room,61
prod0514,painting,living_room,65
prod0515,rug,living_room,24
prod0516,rug,living_room,63
prod0517,table,dining_room,96
prod0518,shed,yard,83
prod0519,desk,office,75
prod0520,ladder,yard,58
prod0521,shovel,yard,27
prod0522,shears,yard,7
prod0523,shed,yard,75
prod0524,chair,dining_room,16
prod0525,ladder,yard,34
prod0526,shed,yard,95
prod0527,chair,dining_room,2
prod0528,sofa,living_room,16
prod0529,chair,dining_room,91
prod0530,lawnmower,yard,62
prod0531,lawnmower,yard,17
prod0532,desk,office,53
prod0533,rug,living_room,5
prod0534,shears,yard,91
prod0535,ladder,yard,55
prod0536,desk,office,14
prod0537,sofa,living_room,56
prod0538,table,dining_room,41
prod0539,shears,yard,32
prod0540,shed,yard,26
prod0541,painting,living_room,75
prod0542,chair,dining_room,34
prod0543,rug,living_room,47
prod0544,lamp,living_room,60
prod0545,lamp,living_room,30
prod0546,painting,living_room,28
prod0547,desk,office,72
prod0548,ladder,yard,73
prod0549,shovel,yard,89
prod0550,rug,living_room,21
prod0551,sofa,living_room,2
prod0552,lamp,living_room,2
prod0553,chair,dining_room,49
prod0554,shears,yard,37
prod0555,desk,office,2
prod0556,chair,dining_room,74
prod0557,lawnmower,yard,22
prod0558,rug,living_room,99
prod0559,lawnmower,yard,68
prod0560,desk,office,60
prod0561,ladder,yard,37
prod0562,shovel,yard,25
prod0563,shears,yard,9
prod0564,painting,living_room,98
prod0565,painting,living_room,66
prod0566,sofa,living_room,97
prod0567,shovel,yard,19
prod0568,ladder,yard,93
prod0569,shears,yard,43
prod0570,shears,yard,86
prod0571,shovel,yard,44
prod0572,lamp,living_room,99
prod0573,shears,yard,82
prod0574,ladder,yard,26
prod0575,shovel,yard,57
prod0576,painting,living_room,1
prod0577,shovel,yard,100
prod0578,painting,living_room,87
prod0579,shovel,yard,27
prod0580,painting,living_room,8
prod0581,ladder,yard,70
prod0582,shed,yard,42
prod0583,painting,living_room,0
prod0584,ladder,yard,93
prod0585,shovel,yard,67
prod0586,desk,office,33
prod0587,desk,office,56
prod0588,shears,yard,9
prod0589,shovel,yard,53
prod0590,table,dining_room,60
prod0591,lamp,living_room,39
prod0592,shed,yard,78
prod0593,shovel,yard,38
prod0594,ladder,yard,17
prod0595,painting,living_room,68
prod0596,shed,yard,71
prod0597,rug,living_room,45
prod0598,shears,yard,50
prod0599,rug,living_room,38
prod0600,chair,dining_room,91
prod0601,chair,dining_room,65
prod0602,rug,living_room,94
prod0603,shovel,yard,14
prod0604,desk,office,33
prod0605,shovel,yard,47
prod0606,shovel,yard,55
prod0607,lawnmower,yard,65
prod0608,shears,yard,68
prod0609,shovel,yard,80
prod0610,lamp,living_room,69
prod0611,lawnmower,yard,86
prod0612,shovel,yard,31
prod0613,lawnmower,yard,14
prod0614,shovel,yard,86
prod0615,chair,dining_room,88
prod0616,lamp,living_room,5
prod0617,painting,living_room,56
prod0618,chair,dining_room,6
prod0619,sofa,living_room,55
prod0620,shears,yard,70
prod0621,table,dining_room,48
prod0622,shed,yard,76
prod0623,lawnmower,yard,97
prod0624,table,dining_room,81
prod0625,desk,office,81
prod0626,desk,office,70
prod0627,table,dining_room,24
prod0628,shovel,yard,78
prod0629,desk,office,14
prod0630,shovel,yard,65
prod0631,shed,yard,32
prod0632,chair,dining_room,46
prod0633,shovel,yard,87
prod0634,painting,living_room,58
prod0635,shovel,yard,29
prod0636,lamp,living_room,62
prod0637,chair,dining_room,11
prod0638,shovel,yard,87
prod0639,sofa,living_room,37
prod0640,shed,yard,97
prod0641,chair,dining_room,78
prod0642,lamp,living_room,11
prod0643,table,dining_room,1
prod0644,lamp,living_room,41
prod0645,shears,yard,9
prod0646,painting,living_room,82
prod0647,chair,dining_room,60
prod0648,shovel,yard,78
prod0649,chair,dining_room,27
prod0650,chair,dining_room,80
prod0651,lawnmower,yard,15
prod0652,painting,living_room,52
prod0653,shed,yard,8
prod0654,sofa,living_room,30
prod0655,painting,living_room,36
prod0656,shears,yard,8
prod0657,shears,yard,13
prod0658,lamp,living_room,46
prod0659,rug,living_room,44
prod0660,table,dining_room,69
prod0661,shed,yard,59
prod0662,table,dining_room,25
prod0663,shears,yard,80
prod0664,shed,yard,50
prod0665,table,dining_room,72
prod0666,lawnmower,yard,30
prod0667,lawnmower,yard,7
prod0668,shed,yard,71
prod0669,shovel,yard,98
prod0670,table,dining_room,21
prod0671,lawnmower,yard,62
prod0672,lamp,living_room,82
prod0673,chair,dining_room,57
prod0674,desk,office,76
prod0675,ladder,yard,39
prod0676,shears,yard,12
prod0677,shovel,yard,48
prod0678,shovel,yard,33
prod0679,shed,yard,67
prod0680,sofa,living_room,30
prod0681,shears,yard,92
prod0682,shovel,yard,9
prod0683,shed,yard,67
prod0684,ladder,yard,97
prod0685,chair,dining_room,11
prod0686,rug,living_room,80
prod0687,shed,yard,73
prod0688,shovel,yard,45
prod0689,rug,living_room,50
prod0690,lamp,living_room,3
prod0691,shed,yard,29
prod0692,table,dining_room,41
prod0693,shovel,yard,55
prod0694,shed,yard,82
prod0695,rug,living_room,19
prod0696,chair,dining_room,67
prod0697,chair,dining_room,96
prod0698,shed,yard,22
prod0699,shovel,yard,7
prod0700,shed,yard,2
prod0701,lamp,living_room,35
prod0702,shed,yard,7
prod0703,chair,dining_room,44
prod0704,lawnmower,yard,60
prod0705,ladder,yard,75
prod0706,painting,living_room,76
prod0707,lamp,living_room,5
prod0708,chair,dining_room,80
prod0709,lawnmower,yard,25
prod0710,table,dining_room,45
prod0711,table,dining_room,24
prod0712,desk,office,3
prod0713,shed,yard,77
prod0714,lawnmower,yard,21
prod0715,shovel,yard,84
prod0716,painting,living_room,23
prod0717,painting,living_room,98
prod0718,chair,dining_room,62
prod0719,ladder,yard,22
prod0720,shed,yard,37
prod0721,shears,yard,6
prod0722,shears,yard,99
prod0723,shovel,yard,13
prod0724,shovel,yard,50
prod0725,shears,yard,57
prod0726,ladder,yard,78
prod0727,painting,living_room,16
prod0728,chair,dining_room,95
prod0729,shed,yard,57
prod0730,sofa,living_room,68
prod0731,chair,dining_room,44
prod0732,shears,yard,55
prod0733,table,dining_room,7
prod0734,shears,yard,9
prod0735,painting,living_room,75
prod0736,sofa,living_room,47
prod0737,lawnmower,yard,92
prod0738,sofa,living_room,1
prod0739,table,dining_room,3
prod0740,sofa,living_room,16
prod0741,shed,yard,4
prod0742,rug,living_room,41
prod0743,table,dining_room,86
prod0744,table,dining_room,61
prod0745,painting,living_room,2
prod0746,desk,office,1
prod0747,table,dining_room,69
prod0748,shovel,yard,72
prod0749,shears,yard,53
prod0750,lamp,living_room,76
prod0751,ladder,yard,47
prod0752,table,dining_room,74
prod0753,table,dining_room,0
prod0754,sofa,living_room,20
prod0755,lamp,living_room,69
prod0756,lamp,living_room,69
prod0757,lawnmower,yard,14
prod0758,ladder,yard,8
prod0759,table,dining_room,19
prod0760,lawnmower,yard,33
prod0761,shovel,yard,28
prod0762,shears,yard,67
prod0763,painting,living_room,26
prod0764,lamp,living_room,3
prod0765,ladder,yard,35
prod0766,shears,yard,50
prod0767,lamp,living_room,84
prod0768,rug,living_room,49
prod0769,shed,yard,1
prod0770,rug,living_room,82
prod0771,shed,yard,74
prod0772,lawnmower,yard,48
prod0773,shovel,yard,68
prod0774,sofa,living_room,78
prod0775,table,dining_room,21
prod0776,lamp,living_room,60
prod0777,desk,office,98
prod0778,chair,dining_room,6
prod0779,shovel,yard,35
prod0780,lamp,living_room,19
prod0781,desk,office,62
prod0782,shovel,yard,48
prod0783,chair,dining_room,93
prod0784,lamp,living_room,16
prod0785,chair,dining_room,57
prod0786,painting,living_room,67
prod0787,sofa,living_room,36
prod0788,painting,living_room,60
prod0789,shears,yard,90
prod0790,table,dining_room,19
prod0791,shed,yard,40
prod0792,lawnmower,yard,68
prod0793,chair,dining_room,91
prod0794,painting,living_room,78
prod0795,lamp,living_room,62
prod0796,desk,office,95
prod0797,ladder,yard,1
prod0798,ladder,yard,79
prod0799,rug,living_room,52
prod0800,shed,yard,68
prod0801,chair,dining_room,86
prod0802,shed,yard,83
prod0803,chair,dining_room,31
prod0804,chair,dining_room,2
prod0805,shovel,yard,13
prod0806,table,dining_room,77
prod0807,chair,dining_room,36
prod0808,ladder,yard,29
prod0809,shed,yard,22
prod0810,painting,living_room,86
prod0811,shears,yard,55
prod0812,ladder,yard,19
prod0813,desk,office,86
prod0814,lamp,living_room,37
prod0815,lamp,living_room,19
prod0816,shovel,yard,21
prod0817,shovel,yard,40
prod0818,chair,dining_room,88
prod0819,shears,yard,64
prod0820,lawnmower,yard,71
prod0821,shears,yard,47
prod0822,rug,living_room,49
prod0823,sofa,living_room,85
prod0824,shed,yard,27
prod0825,lawnmower,yard,67
prod0826,shears,yard,97
prod0827,shears,yard,70
prod0828,sofa,living_room,49
prod0829,shed,yard,66
prod0830,lawnmower,yard,24
prod0831,desk,office,76
prod0832,lawnmower,yard,89
prod0833,painting,living_room,82
prod0834,rug,living_room,59
prod0835,shed,yard,81
prod0836,shovel,yard,98
prod0837,desk,office,77
prod0838,shears,yard,100
prod0839,rug,living_room,27
prod0840,lamp,living_room,56
prod0841,shears,yard,77
prod0842,ladder,yard,64
prod0843,table,dining_room,42
prod0844,shovel,yard,50
prod0845,painting,living_room,46
prod0846,sofa,living_room,23
prod0847,painting,living_room,57
prod0848,painting,living_room,77
prod0849,lawnmower,yard,42
prod0850,desk,office,24
prod0851,painting,living_room,30
prod0852,chair,dining_room,9
prod0853,sofa,living_room,76
prod0854,ladder,yard,13
prod0855,shed,yard,81
prod0856,shed,yard,30
prod0857,desk,office,3
prod0858,desk,office,8
prod0859,lawnmower,yard,77
prod0860,sofa,living_room,41
prod0861,ladder,yard,69
prod0862,table,dining_room,88
prod0863,shovel,yard,58
prod0864,rug,living_room,69
prod0865,ladder,yard,67
prod0866,shovel,yard,75
prod0867,shears,yard,24
prod0868,lawnmower,yard,20
prod0869,shears,yard,73
prod0870,sofa,living_room,61
prod0871,shed,yard,10
prod0872,desk,office,29
prod0873,painting,living_room,18
prod0874,shears,yard,77
prod0875,lawnmower,yard,0
prod0876,shed,yard,42
prod0877,shovel,yard,14
prod0878,shears,yard,50
prod0879,sofa,living_room,43
prod0880,shed,yard,25
prod0881,rug,living_room,29
prod0882,shed,yard,60
prod0883,rug,living_room,88
prod0884,sofa,living_room,21
prod0885,lawnmower,yard,25
prod0886,chair,dining_room,23
prod0887,sofa,living_room,55
prod0888,lamp,living_room,85
prod0889,chair,dining_room,81
prod0890,shovel,yard,55
prod0891,shed,yard,44
prod0892,shears,yard,99
prod0893,table,dining_room,11
prod0894,sofa,living_room,20
prod0895,shovel,yard,7
prod0896,chair,dining_room,82
prod0897,lawnmower,yard,79
prod0898,lamp,living_room,2
prod0899,chair,dining_room,81
prod0900,chair,dining_room,75
prod0901,ladder,yard,44
prod0902,desk,office,39
prod0903,desk,office,26
prod0904,desk,office,65
prod0905,chair,dining_room,53
prod0906,lamp,living_room,80
prod0907,shed,yard,0
prod0908,shovel,yard,12
prod0909,sofa,living_room,66
prod0910,painting,living_room,52
prod0911,sofa,living_room,87
prod0912,shears,yard,82
prod0913,shears,yard,62
prod0914,shed,yard,17
prod0915,chair,dining_room,38
prod0916,shed,yard,49
prod0917,desk,office,92
prod0918,rug,living_room,2
prod0919,shed,yard,99
prod0920,shears,yard,71
prod0921,chair,dining_room,16
prod0922,sofa,living_room,21
prod0923,desk,office,72
prod0924,table,dining_room,47
prod0925,desk,office,99
prod0926,lamp,living_room,32
prod0927,shed,yard,64
prod0928,shed,yard,8
prod0929,desk,office,26
prod0930,sofa,living_room,53
prod0931,ladder,yard,65
prod0932,ladder,yard,18
prod0933,painting,living_room,41
prod0934,table,dining_room,83
prod0935,lawnmower,yard,63
prod0936,shovel,yard,74
prod0937,lamp,living_room,59
prod0938,rug,living_room,68
prod0939,sofa,living_room,38
prod0940,lamp,living_room,0
prod0941,lamp,living_room,59
prod0942,ladder,yard,4
prod0943,shed,yard,76
prod0944,lawnmower,yard,14
prod0945,lamp,living_room,60
prod0946,shears,yard,45
prod0947,shed,yard,73
prod0948,lamp,living_room,84
prod0949,lawnmower,yard,75
prod0950,sofa,living_room,32
prod0951,lawnmower,yard,79
prod0952,ladder,yard,8
prod0953,desk,office,18
prod0954,rug,living_room,69
prod0955,shears,yard,30
prod0956,shears,yard,98
prod0957,table,dining_room,63
prod0958,shovel,yard,35
prod0959,chair,dining_room,83
prod0960,sofa,living_room,92
prod0961,shears,yard,42
prod0962,desk,office,70
prod0963,rug,living_room,28
prod0964,table,dining_room,31
prod0965,desk,office,79
prod0966,ladder,yard,11
prod0967,rug,living_room,97
prod0968,sofa,living_room,56
prod0969,shears,yard,95
prod0970,sofa,living_room,22
prod0971,chair,dining_room,12
prod0972,desk,office,37
prod0973,painting,living_room,69
prod0974,table,dining_room,0
prod0975,sofa,living_room,5
prod0976,chair,dining_room,26
prod0977,shears,yard,99
prod0978,desk,office,8
prod0979,table,dining_room,80
prod0980,table,dining_room,74
prod0981,painting,living_room,23
prod0982,shovel,yard,37
prod0983,shed,yard,33
prod0984,lamp,living_room,6
prod0985,table,dining_room,79
prod0986,lawnmower,yard,45
prod0987,ladder,yard,70
prod0988,painting,living_room,3
prod0989,rug,living_room,85
prod0990,sofa,living_room,19
prod0991,shovel,yard,92
prod0992,shears,yard,2
prod0993,painting,living_room,15
prod0994,lamp,living_room,24
