product58,user58,2017-11-28,2010-10-16,5
product59,user59,2014-10-06,2011-06-03,2
product60,user60,2019-02-15,2013-08-30,8
product61,user61,2019-09-17,2010-06-06,6
product62,user62,2019-07-31,2012-11-11,3
product63,user63,2013-02-11,2015-02-15,6
product64,user64,2017-08-01,2015-01-23,1
product65,user65,2014-06-21,2011-07-28,5
product66,user66,2017-02-22,2016-07-06,5
product67,user67,2013-01-27,2019-10-23,5
product68,user68,2013-07-31,2014-06-07,1
product69,user69,2010-01-22,2015-06-04,1
product70,user70,2011-04-22,2013-01-12,4
product71,user71,2019-08-09,2015-06-15,3
product72,user72,2011-08-14,2015-06-03,10
product73,user73,2012-10-31,2012-03-08,5
product74,user74,2016-12-03,2013-06-27,6
product75,user75,2012-04-11,2018-07-30,2
product76,user76,2018-08-19,2010-11-28,2
product77,user77,2018-06-17,2010-09-11,2
product78,user78,2018-03-12,2012-12-18,4
product79,user79,2012-06-27,2014-07-19,5
product80,user80,2010-12-23,2013-10-22,9
product81,user81,2016-10-16,2016-06-10,4
product82,user82,2011-06-10,2010-07-10,1
product83,user83,2012-09-25,2014-12-19,10
product84,user84,2011-06-11,2011-01-13,7
product85,user85,2019-04-05,2014-11-04,7
product86,user86,2010-11-26,2010-03-30,3
product87,user87,2011-04-06,2013-10-01,6
product88,user88,2017-07-22,2014-08-05,3
product89,user89,2017-10-30,2014-09-10,6
product90,user90,2012-08-26,2017-01-27,2
product91,user91,2012-02-08,2010-07-21,3
product92,user92,2017-03-26,2019-01-26,1
product93,user93,2010-04-07,2015-06-20,1
product94,user94,2010-08-27,2017-06-04,1
product95,user95,2016-08-04,2016-01-27,5
product96,user96,2016-09-26,2011-03-14,9
product97,user97,2015-05-12,2013-09-25,10
product98,user98,2010-05-01,2014-01-28,2
product99,user99,2010-04-15,2014-03-30,4
product100,user100,2012-07-30,2015-06-03,1
product101,user101,2012-10-10,2010-02-22,6
product102,user102,2018-12-15,2013-04-07,1
product103,user103,2019-07-08,2017-10-20,10
product104,user104,2015-09-20,2011-08-15,2
product105,user105,2014-04-28,2019-05-04,6
product106,user106,2013-08-04,2013-10-01,4
product107,user107,2014-08-19,2010-09-17,2
product108,user108,2019-12-18,2014-09-28,5
product109,user109,2014-12-14,2018-01-24,3
product110,user110,2017-05-02,2014-01-13,3
product111,user111,2014-02-07,2018-09-15,3
product112,user112,2018-11-29,2011-04-10,2
product113,user113,2019-07-15,2019-09-08,9
product114,user114,2010-10-07,2017-12-20,8
product115,user115,2012-09-06,2015-12-13,8
product116,user116,2015-10-02,2012-06-22,5
product117,user117,2019-01-27,2014-01-02,2
product118,user118,2017-11-11,2015-04-08,3
product119,user119,2019-12-04,2017-09-13,10
product120,user120,2018-12-06,2019-05-15,2
product121,user121,2011-07-22,2010-06-03,2
product122,user122,2012-08-09,2012-06-11,5
product123,user123,2019-08-17,2010-01-21,3
product124,user124,2014-02-02,2016-11-24,7
product125,user125,2014-05-24,2011-08-07,10
product126,user126,2014-05-21,2018-01-12,6
product127,user127,2012-11-26,2010-02-26,7
product128,user128,2011-07-16,2018-07-23,1
product129,user129,2017-05-07,2010-02-27,6
product130,user130,2017-06-26,2016-10-19,2
product131,user131,2018-06-05,2010-03-15,8
product132,user132,2013-06-17,2010-11-21,10
product133,user133,2016-07-07,2010-02-11,10
product134,user134,2017-04-08,2010-07-03,7
product135,user135,2015-02-12,2013-01-15,9
product136,user136,2010-11-18,2018-07-17,2
product137,user137,2011-10-02,2011-01-05,1
product138,user138,2013-12-06,2012-06-20,9
product139,user139,2010-05-18,2012-08-12,1
product140,user140,2017-06-12,2018-02-07,5
product141,user141,2019-09-11,2012-01-19,9
product142,user142,2016-02-04,2015-05-18,4
product143,user143,2018-10-28,2018-04-18,8
product144,user144,2015-11-14,2015-02-01,1
product145,user145,2015-11-13,2011-03-25,8
product146,user146,2011-08-20,2019-02-03,7
product147,user147,2013-06-09,2010-05-26,3
product148,user148,2012-12-08,2014-08-14,4
product149,user149,2014-01-17,2011-12-09,6
product150,user150,2011-08-18,2015-06-19,10
product151,user151,2011-11-01,2015-11-05,4
product152,user152,2018-11-30,2016-03-07,10
product153,user153,2011-09-23,2019-09-26,9
product154,user154,2016-04-07,2019-01-03,10
product155,user155,2014-04-27,2012-06-20,8
product156,user156,2014-01-24,2012-04-10,2
product157,user157,2010-06-26,2017-07-28,3
product158,user158,2010-02-08,2016-09-13,9
product159,user159,2011-08-21,2015-01-19,5
product160,user160,2012-08-09,2013-03-12,1
product161,user161,2014-02-13,2012-03-05,7
product162,user162,2011-12-22,2019-11-09,10
product163,user163,2016-01-19,2013-03-21,9
product164,user164,2010-02-11,2015-03-31,9
product165,user165,2012-10-13,2016-08-20,7
product166,user166,2013-12-10,2012-06-30,1
product167,user167,2010-01-31,2016-11-08,10
product168,user168,2012-03-07,2019-11-16,7
product169,user169,2015-11-24,2017-08-21,10
product170,user170,2015-09-06,2015-07-10,5
product171,user171,2016-09-24,2010-09-22,2
product172,user172,2012-04-16,2019-08-16,1
product173,user173,2013-09-09,2012-03-18,9
product174,user174,2010-12-11,2015-01-25,5
product175,user175,2018-07-14,2017-07-22,9
product176,user176,2014-11-28,2014-01-25,8
product177,user177,2016-02-27,2017-10-04,8
product178,user178,2011-10-02,2017-12-18,7
product179,user179,2016-01-05,2014-10-17,2
product180,user180,2010-03-10,2010-05-10,6
product181,user181,2016-03-07,2014-05-20,7
product182,user182,2010-10-31,2016-04-02,10
product183,user183,2010-07-12,2018-01-21,6
product184,user184,2011-07-22,2018-11-23,3
product185,user185,2010-11-03,2018-12-04,3
product186,user186,2011-06-25,2012-04-26,6
product187,user187,2013-04-08,2017-03-07,4
product188,user188,2014-02-06,2011-10-25,10
product189,user189,2010-08-23,2016-07-11,4
product190,user190,2011-02-05,2014-05-13,10
product191,user191,2017-11-23,2011-09-28,7
product192,user192,2015-12-14,2015-11-24,6
product193,user193,2010-01-30,2016-11-12,2
product194,user194,2012-06-26,2015-07-31,6
product195,user195,2012-02-06,2019-02-12,1
product196,user196,2015-06-18,2019-12-15,9
product197,user197,2016-04-07,2012-07-24,4
product198,user198,2014-04-15,2011-06-25,2
product199,user199,2013-06-22,2012-01-01,2
product200,user200,2017-05-06,2020-01-01,2
product201,user201,2013-12-21,2018-08-14,10
product202,user202,2013-10-29,2012-12-19,4
product203,user203,2013-06-21,2012-07-09,1
product204,user204,2019-11-19,2011-08-17,9
product205,user205,2015-07-05,2014-05-31,10
product206,user206,2013-03-19,2017-02-06,5
product207,user207,2015-09-16,2013-12-21,10
product208,user208,2010-03-08,2017-08-16,6
product209,user209,2012-11-23,2018-10-24,4
product210,user210,2012-02-26,2018-01-27,6
product211,user211,2019-08-04,2010-05-20,4
product212,user212,2017-09-08,2017-12-30,5
product213,user213,2019-04-16,2016-09-04,6
product214,user214,2017-07-04,2015-09-06,7
product215,user215,2015-06-26,2011-02-19,6
product216,user216,2016-11-23,2010-10-02,9
product217,user217,2014-07-20,2012-03-10,6
product218,user218,2018-06-03,2015-08-15,1
product219,user219,2012-09-29,2012-07-20,2
product220,user220,2017-11-21,2014-09-01,10
product221,user221,2011-11-09,2010-05-13,9
product222,user222,2019-12-09,2018-12-12,6
product223,user223,2012-10-13,2015-08-18,3
product224,user224,2010-03-08,2015-06-07,3
product225,user225,2014-02-09,2019-08-01,4
product226,user226,2019-08-10,2019-05-01,6
product227,user227,2016-02-01,2012-10-10,9
product228,user228,2016-11-08,2011-09-03,10
product229,user229,2010-06-25,2019-05-13,8
product230,user230,2015-12-30,2011-02-18,7
product231,user231,2012-11-26,2010-12-11,6
product232,user232,2018-06-07,2016-10-04,3
product233,user233,2014-12-30,2015-05-03,4
product234,user234,2019-12-29,2018-05-13,9
product235,user235,2012-12-09,2014-01-05,3
product236,user236,2016-01-17,2015-01-09,6
product237,user237,2017-07-25,2010-05-14,9
product238,user238,2018-10-09,2017-04-10,5
product239,user239,2019-11-12,2013-12-29,10
product240,user240,2015-01-04,2017-01-19,6
product241,user241,2013-06-24,2019-03-20,4
product242,user242,2019-07-14,2014-06-07,3
product243,user243,2015-10-13,2019-05-28,6
product244,user244,2015-12-15,2012-09-21,5
product245,user245,2013-11-10,2016-11-21,9
product246,user246,2013-06-09,2015-08-08,2
product247,user247,2010-02-04,2013-02-11,5
product248,user248,2013-02-14,2016-02-16,6
product249,user249,2012-02-28,2016-09-01,1
product250,user250,2013-03-07,2012-07-09,9
product251,user251,2012-12-20,2019-10-17,6
product252,user252,2011-09-02,2018-07-03,2
product253,user253,2018-03-02,2012-08-14,2
product254,user254,2013-06-03,2015-11-21,4
product255,user255,2014-02-02,2014-08-14,10
product256,user256,2018-12-16,2018-07-12,1
product257,user257,2012-09-20,2015-09-25,6
product258,user258,2016-11-08,2013-08-26,7
product259,user259,2016-04-30,2014-08-23,6
product260,user260,2012-09-22,2010-08-01,4
product261,user261,2016-06-07,2011-12-12,1
product262,user262,2015-11-07,2011-07-19,4
product263,user263,2011-01-27,2014-08-26,7
product264,user264,2017-09-24,2017-06-25,8
product265,user265,2011-06-02,2016-05-10,9
product266,user266,2019-09-29,2014-07-02,3
product267,user267,2010-06-29,2018-08-29,5
product268,user268,2014-04-17,2019-10-30,7
product269,user269,2012-10-09,2017-03-30,2
product270,user270,2014-04-16,2011-06-19,5
product271,user271,2014-05-26,2010-01-30,7
product272,user272,2011-11-28,2010-08-19,4
product273,user273,2011-06-26,2010-05-24,8
product274,user274,2018-05-15,2014-08-20,4
product275,user275,2016-07-08,2016-05-01,1
product276,user276,2019-05-04,2016-12-27,10
product277,user277,2017-10-28,2016-09-04,9
product278,user278,2014-02-25,2019-01-17,7
product279,user279,2015-09-11,2013-02-04,1
product280,user280,2016-06-18,2012-08-24,4
product281,user281,2015-07-09,2019-09-24,3
product282,user282,2011-11-10,2012-08-20,7
product283,user283,2015-02-20,2012-01-10,7
product284,user284,2016-12-16,2012-02-02,10
product285,user285,2018-08-03,2014-08-18,5
product286,user286,2019-02-03,2018-12-19,5
product287,user287,2012-04-17,2016-12-30,4
product288,user288,2015-08-01,2011-01-04,6
product289,user289,2019-01-09,2014-02-25,6
product290,user290,2010-06-17,2011-02-15,3
product291,user291,2015-04-24,2013-06-10,10
product292,user292,2010-09-14,2018-08-10,9
product293,user293,2016-12-09,2013-01-21,5
product294,user294,2011-06-03,2016-08-17,7
product295,user295,2017-04-23,2010-05-13,7
product296,user296,2018-07-20,2011-01-15,5
product297,user297,2019-05-30,2013-12-13,8
product298,user298,2017-06-24,2013-08-31,10
product299,user299,2012-09-11,2017-10-13,10
product300,user300,2014-12-30,2015-07-03,9
product301,user301,2013-07-02,2017-09-19,10
product302,user302,2018-06-25,2013-10-23,3
product303,user303,2017-04-30,2019-04-22,4
product304,user304,2012-10-20,2019-12-06,5
product305,user305,2010-04-11,2016-10-14,2
product306,user306,2015-09-14,2017-01-31,9
product307,user307,2011-10-05,2010-03-15,1
product308,user308,2019-06-27,2014-06-16,4
product309,user309,2016-01-26,2010-03-11,3
product310,user310,2018-11-18,2017-01-22,8
product311,user311,2019-07-04,2010-08-10,2
product312,user312,2012-12-06,2013-09-09,7
product313,user313,2014-01-08,2019-12-02,7
product314,user314,2010-05-12,2019-06-25,6
product315,user315,2011-12-06,2014-05-01,6
product316,user316,2015-01-16,2012-02-15,3
product317,user317,2012-01-03,2013-02-09,6
product318,user318,2013-05-30,2017-10-06,9
product319,user319,2013-08-08,2012-01-11,9
product320,user320,2017-09-22,2015-06-10,7
product321,user321,2017-03-23,2010-03-18,2
product322,user322,2017-03-08,2016-07-13,2
product323,user323,2011-04-26,2017-06-16,6
product324,user324,2011-08-31,2016-05-24,2
product325,user325,2013-09-17,2014-06-02,4
product326,user326,2015-09-17,2011-05-09,4
product327,user327,2019-01-13,2018-08-10,5
product328,user328,2016-11-11,2014-04-27,8
product329,user329,2010-10-24,2013-04-26,3
product330,user330,2017-03-22,2019-11-08,8
product331,user331,2013-03-13,2014-12-03,9
product332,user332,2016-04-22,2019-06-27,3
product333,user333,2010-10-22,2018-03-16,4
product334,user334,2016-10-13,2010-06-08,8
product335,user335,2014-05-15,2019-04-11,9
product336,user336,2016-05-05,2016-04-13,1
product337,user337,2017-11-22,2013-04-11,10
product338,user338,2016-12-02,2017-08-28,7
product339,user339,2017-02-06,2015-09-12,4
product340,user340,2012-07-23,2016-12-07,2
product341,user341,2011-02-09,2017-12-15,9
product342,user342,2019-05-20,2011-08-26,10
product343,user343,2010-09-25,2017-11-09,8
product344,user344,2016-04-19,2019-11-17,3
product345,user345,2017-08-08,2018-02-11,10
product346,user346,2017-09-03,2016-02-23,10
product347,user347,2010-06-25,2015-02-16,7
product348,user348,2013-01-21,2018-04-21,5
product349,user349,2013-11-17,2010-04-29,5
product350,user350,2017-04-22,2017-10-07,8
product351,user351,2017-06-26,2016-05-08,5
product352,user352,2011-12-24,2013-12-02,9
product353,user353,2011-04-19,2016-08-29,1
product354,user354,2014-10-30,2016-06-22,10
product355,user355,2011-09-29,2010-12-02,5
product356,user356,2014-06-24,2019-05-20,3
product357,user357,2010-11-24,2011-02-02,3
product358,user358,2012-11-27,2018-05-05,7
product359,user359,2019-09-04,2015-04-24,7
product360,user360,2018-09-29,2013-06-14,3
product361,user361,2015-12-23,2010-12-26,7
product362,user362,2011-09-12,2012-12-25,1
product363,user363,2012-03-22,2012-04-26,2
product364,user364,2010-10-28,2014-06-28,9
product365,user365,2012-08-01,2013-06-13,4
product366,user366,2018-02-25,2015-05-25,9
product367,user367,2015-05-27,2018-02-26,2
product368,user368,2019-09-11,2011-12-15,9
product369,user369,2015-09-19,2013-07-26,1
product370,user370,2011-07-18,2013-05-31,4
product371,user371,2019-06-06,2013-04-23,3
product372,user372,2010-05-19,2014-01-03,6
product373,user373,2019-03-18,2016-09-07,6
product374,user374,2016-10-28,2018-12-05,3
product375,user375,2018-04-07,2012-11-22,6
product376,user376,2013-10-12,2018-10-08,8
product377,user377,2016-10-28,2018-12-06,7
product378,user378,2019-04-09,2016-07-01,6
product379,user379,2019-05-20,2014-06-24,2
product380,user380,2013-09-26,2010-08-08,9
product381,user381,2012-02-27,2016-06-24,1
product382,user382,2012-02-07,2018-10-25,10
product383,user383,2015-05-05,2015-01-23,10
product384,user384,2011-01-20,2010-12-06,10
product385,user385,2015-10-23,2016-03-06,3
product386,user386,2011-01-03,2017-07-14,4
product387,user387,2014-08-05,2019-02-22,1
product388,user388,2018-12-10,2012-04-03,7
product389,user389,2018-06-09,2016-07-11,4
product390,user390,2010-03-19,2017-10-29,3
product391,user391,2011-07-12,2013-08-24,7
product392,user392,2018-08-05,2010-05-22,1
product393,user393,2017-12-14,2012-05-18,2
product394,user394,2011-12-07,2013-02-28,7
product395,user395,2010-06-03,2012-05-06,4
product396,user396,2010-03-26,2011-05-15,9
product397,user397,2014-09-10,2014-11-10,7
product398,user398,2010-10-29,2018-10-27,8
product399,user399,2015-01-01,2016-02-16,9
product400,user400,2015-07-16,2010-03-02,3
product401,user401,2013-04-14,2011-07-08,6
product402,user402,2016-04-02,2016-06-29,1
product403,user403,2010-03-30,2013-01-08,10
product404,user404,2018-06-04,2011-06-21,8
product405,user405,2016-03-12,2010-07-07,2
product406,user406,2012-07-03,2017-08-10,6
product407,user407,2017-03-21,2011-09-17,6
product408,user408,2010-09-14,2016-06-07,7
product409,user409,2014-07-14,2019-01-21,2
product410,user410,2012-05-25,2017-02-06,2
product411,user411,2010-04-19,2015-01-06,1
product412,user412,2017-11-21,2010-12-30,6
product413,user413,2019-07-14,2019-02-26,9
product414,user414,2011-07-12,2010-01-22,7
product415,user415,2010-04-26,2017-11-01,9
product416,user416,2010-09-17,2013-01-16,1
product417,user417,2011-06-11,2014-12-05,7
product418,user418,2016-12-06,2012-11-21,3
product419,user419,2012-09-04,2017-01-14,6
product420,user420,2014-07-10,2018-06-24,4
product421,user421,2017-10-31,2013-06-29,3
product422,user422,2018-12-30,2017-02-12,4
product423,user423,2013-10-07,2012-10-05,3
product424,user424,2016-05-31,2019-05-21,2
product425,user425,2016-03-09,2011-12-05,2
product426,user426,2013-03-16,2013-07-23,9
product427,user427,2016-07-05,2018-12-18,1
product428,user428,2018-02-21,2013-01-02,2
product429,user429,2012-09-02,2019-06-12,8
product430,user430,2011-11-10,2019-09-27,5
product431,user431,2015-05-11,2013-07-13,2
product432,user432,2012-09-21,2012-08-18,7
product433,user433,2018-11-02,2010-04-14,1
product434,user434,2013-03-26,2016-09-04,10
product435,user435,2015-02-11,2019-10-27,9
product436,user436,2013-06-05,2015-10-23,7
product437,user437,2013-10-27,2012-06-05,9
product438,user438,2019-05-20,2017-04-02,4
product439,user439,2016-06-09,2017-12-25,6
product440,user440,2011-01-05,2018-08-31,3
product441,user441,2013-10-09,2014-04-18,5
product442,user442,2018-02-01,2017-03-04,10
product443,user443,2011-06-28,2012-02-12,3
product444,user444,2018-08-13,2013-08-29,2
product445,user445,2014-11-29,2016-03-16,2
product446,user446,2016-09-07,2015-10-23,9
product447,user447,2013-05-30,2013-05-02,3
product448,user448,2012-12-09,2017-05-26,10
product449,user449,2010-10-09,2011-04-29,1
product450,user450,2012-11-12,2013-05-14,10
product451,user451,2014-11-21,2018-11-28,1
product452,user452,2015-09-01,2017-06-16,7
product453,user453,2019-04-08,2013-06-13,2
product454,user454,2014-11-14,2014-03-10,3
product455,user455,2016-09-26,2011-04-26,2
product456,user456,2018-06-01,2018-10-27,4
product457,user457,2019-03-02,2015-10-17,1
product458,user458,2018-11-10,2013-05-29,2
product459,user459,2017-06-16,2011-12-25,9
product460,user460,2017-04-30,2016-02-14,7
product461,user461,2012-03-12,2013-06-28,3
product462,user462,2017-08-14,2014-11-29,7
product463,user463,2018-03-19,2014-07-01,10
product464,user464,2012-11-11,2015-06-02,2
product465,user465,2015-10-29,2010-06-13,5
product466,user466,2010-07-12,2012-11-18,7
product467,user467,2017-09-07,2016-12-12,3
product468,user468,2010-12-16,2013-10-13,6
product469,user469,2010-06-15,2018-06-13,1
product470,user470,2018-03-13,2017-01-25,4
product471,user471,2019-06-13,2011-01-11,10
product472,user472,2013-02-06,2014-03-27,4
product473,user473,2014-04-06,2016-08-17,5
product474,user474,2010-04-20,2013-02-18,9
product475,user475,2016-01-24,2018-03-01,9
product476,user476,2014-05-28,2011-01-04,8
product477,user477,2016-06-20,2015-12-08,7
product478,user478,2016-05-13,2012-01-06,6
product479,user479,2015-07-03,2010-12-24,9
product480,user480,2014-04-28,2018-10-21,6
product481,user481,2018-01-21,2017-12-20,6
product482,user482,2018-06-10,2017-03-06,6
product483,user483,2013-03-12,2016-01-18,10
product484,user484,2011-02-06,2010-11-08,5
product485,user485,2018-12-28,2010-06-13,3
product486,user486,2014-07-04,2012-10-07,2
product487,user487,2019-03-05,2015-06-28,4
product488,user488,2019-10-02,2017-10-02,2
product489,user489,2018-05-02,2011-05-11,8
product490,user490,2011-11-11,2015-03-26,10
product491,user491,2010-12-11,2013-05-23,3
product492,user492,2018-09-19,2019-10-26,8
product493,user493,2015-08-13,2018-08-02,6
product494,user494,2015-07-21,2013-01-03,9
product495,user495,2017-12-31,2011-05-19,2
product496,user496,2018-10-09,2013-10-23,10
product497,user497,2015-07-20,2014-12-24,8
product498,user498,2013-08-17,2010-08-16,5
product499,user499,2012-10-08,2011-03-25,2
product500,user500,2015-03-24,2017-02-14,2
product501,user501,2010-10-31,2010-09-14,1
product502,user502,2015-05-23,2015-02-04,4
product503,user503,2013-06-03,2011-03-18,1
product504,user504,2012-12-21,2014-11-13,8
product505,user505,2010-12-22,2011-12-03,1
product506,user506,2014-07-20,2017-03-09,6
product507,user507,2010-03-09,2011-07-10,10
product508,user508,2015-07-16,2016-02-22,9
product509,user509,2014-09-09,2011-09-28,4
product510,user510,2014-03-12,2013-12-31,9
product511,user511,2015-07-28,2010-04-22,1
product512,user512,2016-06-09,2013-07-12,3
product513,user513,2012-03-21,2014-05-15,8
product514,user514,2019-03-30,2011-04-29,7
product515,user515,2012-11-24,2017-09-27,7
product516,user516,2017-12-19,2019-01-27,10
product517,user517,2015-01-29,2015-07-19,10
product518,user518,2017-10-13,2018-04-29,6
product519,user519,2017-05-27,2011-02-24,8
product520,user520,2017-02-11,2017-08-29,4
product521,user521,2011-11-15,2018-04-04,5
product522,user522,2018-01-16,2011-07-14,1
product523,user523,2012-07-19,2015-01-26,1
product524,user524,2016-01-20,2011-03-10,9
product525,user525,2010-11-03,2016-12-13,5
product526,user526,2015-09-04,2018-07-22,1
product527,user527,2013-09-11,2018-12-25,3
product528,user528,2016-01-24,2012-11-20,9
product529,user529,2011-01-11,2013-04-13,7
product530,user530,2019-05-29,2018-08-03,1
product531,user531,2017-11-01,2011-07-06,5
product532,user532,2015-03-13,2019-05-02,10
product533,user533,2011-07-27,2014-03-24,5
product534,user534,2018-06-18,2012-06-23,1
product535,user535,2016-06-23,2012-10-24,5
product536,user536,2015-12-06,2018-07-25,10
product537,user537,2012-11-23,2019-03-15,6
product538,user538,2013-08-26,2019-03-30,10
product539,user539,2015-06-04,2011-11-08,6
product540,user540,2014-10-07,2016-10-15,4
product541,user541,2013-08-09,2013-01-26,2
product542,user542,2013-12-29,2016-03-21,7
product543,user543,2019-11-06,2012-03-10,10
product544,user544,2018-01-03,2014-11-19,7
product545,user545,2016-03-15,2017-10-06,7
product546,user546,2010-05-13,2011-02-08,4
product547,user547,2012-11-13,2018-02-08,9
product548,user548,2019-01-07,2012-02-26,2
product549,user549,2017-04-08,2018-04-13,6
product550,user550,2016-11-16,2010-02-13,4
product551,user551,2011-11-13,2016-10-01,9
product552,user552,2015-05-13,2015-04-22,6
product553,user553,2012-12-23,2015-12-31,5
product554,user554,2011-12-29,2019-11-05,10
product555,user555,2018-09-03,2016-02-15,8
product556,user556,2014-12-15,2014-07-11,7
product557,user557,2019-01-08,2013-03-10,1
product558,user558,2011-02-20,2017-07-11,10
product559,user559,2010-06-27,2015-11-15,1
product560,user560,2014-03-19,2018-08-01,7
product561,user561,2012-11-23,2018-08-08,4
product562,user562,2012-08-09,2015-07-23,5
product563,user563,2011-02-05,2011-06-25,7
product564,user564,2019-04-12,2013-01-13,7
product565,user565,2012-03-22,2011-02-07,2
product566,user566,2019-11-23,2013-10-03,7
product567,user567,2015-03-12,2018-11-18,8
product568,user568,2015-12-24,2014-07-15,9
product569,user569,2013-11-26,2014-03-03,5
product570,user570,2014-07-10,2015-09-06,6
product571,user571,2017-04-06,2010-07-26,9
product572,user572,2016-04-14,2017-04-29,3
product573,user573,2011-04-10,2019-05-01,7
product574,user574,2010-12-01,2011-06-10,4
product575,user575,2015-06-21,2019-04-02,8
product576,user576,2011-07-18,2019-09-17,9
product577,user577,2014-08-22,2010-04-16,3
product578,user578,2019-05-21,2017-08-30,9
product579,user579,2012-09-03,2018-02-23,3
product580,user580,2017-01-20,2014-04-18,5
product581,user581,2012-12-29,2018-06-15,1
product582,user582,2016-02-12,2016-03-16,6
product583,user583,2013-08-05,2011-04-01,3
product584,user584,2018-11-25,2014-10-11,2
product585,user585,2017-10-16,2010-07-28,3
product586,user586,2018-01-25,2010-09-12,2
product587,user587,2014-06-27,2017-02-01,3
product588,user588,2014-05-21,2019-06-10,10
product589,user589,2016-11-12,2016-02-14,8
product590,user590,2019-07-23,2019-02-12,6
product591,user591,2013-01-18,2011-05-06,2
product592,user592,2019-06-24,2011-05-04,8
product593,user593,2011-03-16,2019-03-02,2
product594,user594,2013-11-30,2017-07-22,9
product595,user595,2014-05-20,2014-05-09,3
product596,user596,2014-12-27,2014-01-22,6
product597,user597,2018-12-23,2017-02-11,2
product598,user598,2015-06-18,2010-10-07,10
product599,user599,2012-07-19,2014-07-14,4
product600,user600,2013-12-12,2011-12-08,3
product601,user601,2015-09-25,2015-10-31,1
product602,user602,2012-09-04,2015-07-01,8
product603,user603,2019-12-25,2014-09-18,8
product604,user604,2018-09-27,2013-06-01,3
product605,user605,2014-08-17,2015-06-10,8
product606,user606,2013-08-01,2011-12-16,7
product607,user607,2018-04-24,2017-08-17,6
product608,user608,2012-09-06,2012-01-23,4
product609,user609,2014-06-27,2010-11-24,6
product610,user610,2010-05-16,2012-06-04,2
product611,user611,2018-04-30,2012-09-23,7
product612,user612,2017-12-13,2016-04-13,1
product613,user613,2019-01-03,2016-12-17,1
product614,user614,2012-10-17,2019-10-02,6
product615,user615,2015-11-16,2015-12-04,8
product616,user616,2018-10-28,2013-02-24,10
product617,user617,2015-03-31,2015-01-11,1
product618,user618,2011-04-10,2010-08-20,10
product619,user619,2014-01-05,2010-03-03,4
product620,user620,2017-10-10,2017-04-12,4
product621,user621,2013-10-20,2016-01-06,4
product622,user622,2012-08-14,2010-12-04,1
product623,user623,2016-11-07,2010-12-10,3
product624,user624,2019-09-04,2012-04-10,2
product625,user625,2010-02-18,2014-01-19,10
product626,user626,2018-11-11,2015-11-27,2
product627,user627,2018-11-30,2014-08-10,9
product628,user628,2018-08-20,2017-04-07,3
product629,user629,2010-01-10,2013-07-25,4
product630,user630,2017-08-17,2013-08-24,8
product631,user631,2012-09-04,2018-05-03,9
product632,user632,2013-10-02,2013-08-25,1
product633,user633,2010-12-30,2010-02-01,8
product634,user634,2018-01-11,2014-11-09,8
product635,user635,2010-12-10,2015-09-22,4
product636,user636,2015-12-17,2018-05-13,8
