rental_id,user_id,product_id
rent_227,cust_688,prod_983
rent_228,cust_341,prod_181
rent_229,cust_876,prod_314
rent_230,cust_253,prod_625
rent_231,cust_990,prod_253
rent_232,cust_749,prod_657
rent_233,cust_762,prod_220
rent_234,cust_319,prod_896
rent_235,cust_52,prod_22
rent_236,cust_37,prod_970
rent_237,cust_521,prod_698
rent_238,cust_480,prod_483
rent_239,cust_970,prod_266
rent_240,cust_657,prod_864
rent_241,cust_132,prod_878
rent_242,cust_181,prod_972
rent_243,cust_970,prod_793
rent_244,cust_884,prod_851
rent_245,cust_264,prod_261
rent_246,cust_112,prod_329
rent_247,cust_580,prod_673
rent_248,cust_306,prod_469
rent_249,cust_56,prod_216
rent_250,cust_135,prod_4
rent_251,cust_215,prod_647
rent_252,cust_866,prod_353
rent_253,cust_871,prod_327
rent_254,cust_682,prod_340
rent_255,cust_329,prod_919
rent_256,cust_864,prod_820
rent_257,cust_539,prod_901
rent_258,cust_249,prod_986
rent_259,cust_849,prod_65
rent_260,cust_887,prod_54
rent_261,cust_974,prod_96
rent_262,cust_980,prod_81
rent_263,cust_313,prod_454
rent_264,cust_386,prod_970
rent_265,cust_668,prod_101
rent_266,cust_1000,prod_845
rent_267,cust_471,prod_781
rent_268,cust_611,prod_304
rent_269,cust_704,prod_316
rent_270,cust_258,prod_491
rent_271,cust_775,prod_744
rent_272,cust_761,prod_801
rent_273,cust_204,prod_465
rent_274,cust_720,prod_299
rent_275,cust_489,prod_265
rent_276,cust_954,prod_116
rent_277,cust_329,prod_624
rent_278,cust_664,prod_962
rent_279,cust_540,prod_373
rent_280,cust_79,prod_60
rent_281,cust_50,prod_707
rent_282,cust_699,prod_118
rent_283,cust_188,prod_692
rent_284,cust_872,prod_326
rent_285,cust_263,prod_645
rent_286,cust_720,prod_664
rent_287,cust_569,prod_741
rent_288,cust_822,prod_658
rent_289,cust_105,prod_131
rent_290,cust_389,prod_392
rent_291,cust_673,prod_979
rent_292,cust_72,prod_619
rent_293,cust_8,prod_567
rent_294,cust_571,prod_309
rent_295,cust_122,prod_509
rent_296,cust_243,prod_501
rent_297,cust_415,prod_775
rent_298,cust_143,prod_538
rent_299,cust_866,prod_679
rent_300,cust_317,prod_405
rent_301,cust_286,prod_758
rent_302,cust_988,prod_681
rent_303,cust_136,prod_650
rent_304,cust_985,prod_688
rent_305,cust_879,prod_591
rent_306,cust_74,prod_584
rent_307,cust_763,prod_277
rent_308,cust_735,prod_226
rent_309,cust_228,prod_524
rent_310,cust_757,prod_883
rent_311,cust_500,prod_970
rent_312,cust_540,prod_119
rent_313,cust_40,prod_241
rent_314,cust_537,prod_861
rent_315,cust_903,prod_588
rent_316,cust_274,prod_734
rent_317,cust_164,prod_356
rent_318,cust_701,prod_845
rent_319,cust_730,prod_149
rent_320,cust_488,prod_734
rent_321,cust_989,prod_477
rent_322,cust_45,prod_403
rent_323,cust_923,prod_265
rent_324,cust_256,prod_423
rent_325,cust_823,prod_855
rent_326,cust_165,prod_276
rent_327,cust_990,prod_893
rent_328,cust_221,prod_14
rent_329,cust_935,prod_609
rent_330,cust_142,prod_122
rent_331,cust_852,prod_170
rent_332,cust_484,prod_908
rent_333,cust_436,prod_923
rent_334,cust_361,prod_885
rent_335,cust_715,prod_72
rent_336,cust_713,prod_473
rent_337,cust_781,prod_353
rent_338,cust_111,prod_403
rent_339,cust_940,prod_236
rent_340,cust_483,prod_371
rent_341,cust_826,prod_416
rent_342,cust_587,prod_246
rent_343,cust_805,prod_60
rent_344,cust_842,prod_55
rent_345,cust_792,prod_468
rent_346,cust_695,prod_735
rent_347,cust_624,prod_990
rent_348,cust_249,prod_347
rent_349,cust_198,prod_883
rent_350,cust_747,prod_510
rent_351,cust_194,prod_132
rent_352,cust_224,prod_693
rent_353,cust_342,prod_622
rent_354,cust_329,prod_735
rent_355,cust_120,prod_916
rent_356,cust_944,prod_526
rent_357,cust_855,prod_104
rent_358,cust_673,prod_303
rent_359,cust_633,prod_569
rent_360,cust_838,prod_152
rent_361,cust_143,prod_85
rent_362,cust_577,prod_346
rent_363,cust_470,prod_962
rent_364,cust_758,prod_198
rent_365,cust_605,prod_502
rent_366,cust_678,prod_656
rent_367,cust_260,prod_655
rent_368,cust_890,prod_315
rent_369,cust_43,prod_933
rent_370,cust_708,prod_126
rent_371,cust_865,prod_948
rent_372,cust_838,prod_853
rent_373,cust_338,prod_266
rent_374,cust_846,prod_797
rent_375,cust_684,prod_518
rent_376,cust_287,prod_388
rent_377,cust_286,prod_629
rent_378,cust_68,prod_642
rent_379,cust_429,prod_778
rent_380,cust_987,prod_866
rent_381,cust_958,prod_774
rent_382,cust_357,prod_245
rent_383,cust_486,prod_348
rent_384,cust_765,prod_940
rent_385,cust_57,prod_322
rent_386,cust_627,prod_830
rent_387,cust_649,prod_553
rent_388,cust_969,prod_921
rent_389,cust_67,prod_990
rent_390,cust_82,prod_461
rent_391,cust_949,prod_33
rent_392,cust_436,prod_738
rent_393,cust_323,prod_278
rent_394,cust_200,prod_27
rent_395,cust_372,prod_19
rent_396,cust_871,prod_183
rent_397,cust_304,prod_127
rent_398,cust_259,prod_630
rent_399,cust_4,prod_492
rent_400,cust_30,prod_657
rent_401,cust_962,prod_920
rent_402,cust_334,prod_330
rent_403,cust_164,prod_585
rent_404,cust_631,prod_365
rent_405,cust_412,prod_892
rent_406,cust_969,prod_902
rent_407,cust_384,prod_552
rent_408,cust_509,prod_26
rent_409,cust_821,prod_464
rent_410,cust_580,prod_680
rent_411,cust_479,prod_308
rent_412,cust_339,prod_612
rent_413,cust_782,prod_518
rent_414,cust_96,prod_99
rent_415,cust_502,prod_269
rent_416,cust_56,prod_461
rent_417,cust_957,prod_640
rent_418,cust_450,prod_601
rent_419,cust_730,prod_785
rent_420,cust_228,prod_755
rent_421,cust_832,prod_788
rent_422,cust_644,prod_401
rent_423,cust_826,prod_380
rent_424,cust_750,prod_885
rent_425,cust_90,prod_178
rent_426,cust_761,prod_949
rent_427,cust_993,prod_370
rent_428,cust_149,prod_875
rent_429,cust_405,prod_369
rent_430,cust_511,prod_95
rent_431,cust_73,prod_812
rent_432,cust_148,prod_598
rent_433,cust_678,prod_460
rent_434,cust_76,prod_358
rent_435,cust_522,prod_540
rent_436,cust_342,prod_266
rent_437,cust_845,prod_280
rent_438,cust_664,prod_389
rent_439,cust_476,prod_194
rent_440,cust_87,prod_671
rent_441,cust_876,prod_809
rent_442,cust_678,prod_139
rent_443,cust_234,prod_450
rent_444,cust_57,prod_521
rent_445,cust_154,prod_636
rent_446,cust_99,prod_588
rent_447,cust_986,prod_311
rent_448,cust_806,prod_772
rent_449,cust_446,prod_452
rent_450,cust_532,prod_354
rent_451,cust_103,prod_659
rent_452,cust_752,prod_864
rent_453,cust_259,prod_447
rent_454,cust_748,prod_285
rent_455,cust_538,prod_843
rent_456,cust_645,prod_701
rent_457,cust_998,prod_225
rent_458,cust_167,prod_372
rent_459,cust_812,prod_706
rent_460,cust_417,prod_686
rent_461,cust_853,prod_806
rent_462,cust_86,prod_767
rent_463,cust_402,prod_262
rent_464,cust_768,prod_243
rent_465,cust_444,prod_317
rent_466,cust_891,prod_281
rent_467,cust_749,prod_913
rent_468,cust_558,prod_1
rent_469,cust_775,prod_445
rent_470,cust_599,prod_434
rent_471,cust_401,prod_642
rent_472,cust_602,prod_375
rent_473,cust_404,prod_257
rent_474,cust_301,prod_688
rent_475,cust_675,prod_532
rent_476,cust_938,prod_32
rent_477,cust_393,prod_788
rent_478,cust_411,prod_610
rent_479,cust_378,prod_388
rent_480,cust_727,prod_713
rent_481,cust_924,prod_158
rent_482,cust_525,prod_210
rent_483,cust_672,prod_503
rent_484,cust_908,prod_803
rent_485,cust_166,prod_730
rent_486,cust_859,prod_807
rent_487,cust_596,prod_793
rent_488,cust_700,prod_922
rent_489,cust_378,prod_955
rent_490,cust_860,prod_504
rent_491,cust_831,prod_531
rent_492,cust_317,prod_815
rent_493,cust_260,prod_481
rent_494,cust_993,prod_498
rent_495,cust_251,prod_133
rent_496,cust_872,prod_87
rent_497,cust_936,prod_375
rent_498,cust_948,prod_486
rent_499,cust_111,prod_221
rent_500,cust_298,prod_694
rent_501,cust_323,prod_507
rent_502,cust_342,prod_845
rent_503,cust_965,prod_668
rent_504,cust_168,prod_333
rent_505,cust_605,prod_773
rent_506,cust_459,prod_840
rent_507,cust_986,prod_935
rent_508,cust_798,prod_749
rent_509,cust_463,prod_807
rent_510,cust_67,prod_530
rent_511,cust_33,prod_432
rent_512,cust_335,prod_840
rent_513,cust_623,prod_173
rent_514,cust_325,prod_29
rent_515,cust_712,prod_912
rent_516,cust_166,prod_878
rent_517,cust_445,prod_792
rent_518,cust_30,prod_821
rent_519,cust_457,prod_238
rent_520,cust_781,prod_75
rent_521,cust_485,prod_708
rent_522,cust_951,prod_361
rent_523,cust_29,prod_243
rent_524,cust_820,prod_558
rent_525,cust_161,prod_197
rent_526,cust_431,prod_850
rent_527,cust_163,prod_482
rent_528,cust_910,prod_677
rent_529,cust_402,prod_997
rent_530,cust_370,prod_118
rent_531,cust_262,prod_564
rent_532,cust_7,prod_906
rent_533,cust_343,prod_674
rent_534,cust_437,prod_523
rent_535,cust_678,prod_656
rent_536,cust_638,prod_469
rent_537,cust_22,prod_935
rent_538,cust_640,prod_14
rent_539,cust_821,prod_826
rent_540,cust_226,prod_526
rent_541,cust_556,prod_118
rent_542,cust_342,prod_624
rent_543,cust_301,prod_584
rent_544,cust_67,prod_141
rent_545,cust_542,prod_573
rent_546,cust_492,prod_417
rent_547,cust_455,prod_976
rent_548,cust_963,prod_99
rent_549,cust_608,prod_399
rent_550,cust_508,prod_612
rent_551,cust_63,prod_333
rent_552,cust_481,prod_177
rent_553,cust_92,prod_278
rent_554,cust_172,prod_651
rent_555,cust_557,prod_706
rent_556,cust_674,prod_1
rent_557,cust_448,prod_352
rent_558,cust_58,prod_757
rent_559,cust_314,prod_471
rent_560,cust_551,prod_275
rent_561,cust_663,prod_202
rent_562,cust_824,prod_238
rent_563,cust_930,prod_565
rent_564,cust_805,prod_937
rent_565,cust_660,prod_572
rent_566,cust_574,prod_146
rent_567,cust_416,prod_784
rent_568,cust_360,prod_290
rent_569,cust_394,prod_238
rent_570,cust_779,prod_649
rent_571,cust_747,prod_255
rent_572,cust_17,prod_145
rent_573,cust_62,prod_880
rent_574,cust_102,prod_684
rent_575,cust_159,prod_524
rent_576,cust_153,prod_706
rent_577,cust_865,prod_681
rent_578,cust_623,prod_544
rent_579,cust_10,prod_846
rent_580,cust_990,prod_508
rent_581,cust_531,prod_675
rent_582,cust_362,prod_292
rent_583,cust_181,prod_960
rent_584,cust_808,prod_332
rent_585,cust_726,prod_863
rent_586,cust_467,prod_925
rent_587,cust_976,prod_543
rent_588,cust_825,prod_963
rent_589,cust_677,prod_112
rent_590,cust_927,prod_623
rent_591,cust_397,prod_756
rent_592,cust_939,prod_699
rent_593,cust_344,prod_131
rent_594,cust_583,prod_782
rent_595,cust_893,prod_390
rent_596,cust_506,prod_438
rent_597,cust_242,prod_560
rent_598,cust_223,prod_301
rent_599,cust_887,prod_451
rent_600,cust_593,prod_157
rent_601,cust_517,prod_927
rent_602,cust_667,prod_733
rent_603,cust_497,prod_744
rent_604,cust_799,prod_162
rent_605,cust_343,prod_551
rent_606,cust_172,prod_105
rent_607,cust_851,prod_864
rent_608,cust_924,prod_900
rent_609,cust_615,prod_831
rent_610,cust_489,prod_870
rent_611,cust_660,prod_986
rent_612,cust_29,prod_105
rent_613,cust_671,prod_214
rent_614,cust_445,prod_394
rent_615,cust_106,prod_113
rent_616,cust_133,prod_309
rent_617,cust_263,prod_569
rent_618,cust_467,prod_341
rent_619,cust_675,prod_499
rent_620,cust_212,prod_477
rent_621,cust_907,prod_602
rent_622,cust_681,prod_155
rent_623,cust_943,prod_971
rent_624,cust_913,prod_208
rent_625,cust_91,prod_635
rent_626,cust_57,prod_937
rent_627,cust_150,prod_166
rent_628,cust_585,prod_546
rent_629,cust_105,prod_80
rent_630,cust_622,prod_66
rent_631,cust_789,prod_421
rent_632,cust_29,prod_403
rent_633,cust_956,prod_281
rent_634,cust_102,prod_875
rent_635,cust_627,prod_624
rent_636,cust_161,prod_538
rent_637,cust_827,prod_226
rent_638,cust_643,prod_244
rent_639,cust_837,prod_973
rent_640,cust_280,prod_259
rent_641,cust_293,prod_938
rent_642,cust_331,prod_757
rent_643,cust_783,prod_978
rent_644,cust_925,prod_116
rent_645,cust_524,prod_87
rent_646,cust_402,prod_124
rent_647,cust_280,prod_93
rent_648,cust_769,prod_725
rent_649,cust_988,prod_533
rent_650,cust_121,prod_852
rent_651,cust_158,prod_940
rent_652,cust_87,prod_849
rent_653,cust_658,prod_333
rent_654,cust_999,prod_670
rent_655,cust_37,prod_435
rent_656,cust_925,prod_501
rent_657,cust_456,prod_575
rent_658,cust_473,prod_327
rent_659,cust_826,prod_939
rent_660,cust_596,prod_543
rent_661,cust_122,prod_619
rent_662,cust_474,prod_119
rent_663,cust_318,prod_353
rent_664,cust_177,prod_201
rent_665,cust_759,prod_143
rent_666,cust_246,prod_360
rent_667,cust_274,prod_350
rent_668,cust_459,prod_222
rent_669,cust_217,prod_703
rent_670,cust_766,prod_603
rent_671,cust_972,prod_178
rent_672,cust_162,prod_510
rent_673,cust_543,prod_326
rent_674,cust_709,prod_629
rent_675,cust_69,prod_546
rent_676,cust_187,prod_26
rent_677,cust_338,prod_122
rent_678,cust_629,prod_983
rent_679,cust_980,prod_887
rent_680,cust_801,prod_77
rent_681,cust_839,prod_313
rent_682,cust_682,prod_976
rent_683,cust_126,prod_754
rent_684,cust_171,prod_926
rent_685,cust_239,prod_172
rent_686,cust_439,prod_7
rent_687,cust_49,prod_558
rent_688,cust_646,prod_457
rent_689,cust_446,prod_70
rent_690,cust_268,prod_806
rent_691,cust_131,prod_577
rent_692,cust_504,prod_319
rent_693,cust_4,prod_302
rent_694,cust_6,prod_878
rent_695,cust_512,prod_686
rent_696,cust_585,prod_601
rent_697,cust_408,prod_510
rent_698,cust_842,prod_384
rent_699,cust_915,prod_836
rent_700,cust_37,prod_678
rent_701,cust_719,prod_524
rent_702,cust_927,prod_157
rent_703,cust_111,prod_772
rent_704,cust_404,prod_81
rent_705,cust_779,prod_93
rent_706,cust_986,prod_533
rent_707,cust_569,prod_519
rent_708,cust_366,prod_608
rent_709,cust_156,prod_449
rent_710,cust_140,prod_477
rent_711,cust_325,prod_873
rent_712,cust_781,prod_68
rent_713,cust_145,prod_110
rent_714,cust_992,prod_534
rent_715,cust_89,prod_162
rent_716,cust_308,prod_103
rent_717,cust_138,prod_291
rent_718,cust_596,prod_6
rent_719,cust_918,prod_968
rent_720,cust_437,prod_538
rent_721,cust_970,prod_799
rent_722,cust_345,prod_417
rent_723,cust_72,prod_758
rent_724,cust_670,prod_742
rent_725,cust_545,prod_364
rent_726,cust_921,prod_73
rent_727,cust_839,prod_573
rent_728,cust_366,prod_773
rent_729,cust_718,prod_917
rent_730,cust_950,prod_819
rent_731,cust_192,prod_745
rent_732,cust_885,prod_199
rent_733,cust_68,prod_950
rent_734,cust_986,prod_67
rent_735,cust_33,prod_273
rent_736,cust_835,prod_165
rent_737,cust_711,prod_380
rent_738,cust_350,prod_624
rent_739,cust_110,prod_10
rent_740,cust_175,prod_947
rent_741,cust_102,prod_314
rent_742,cust_573,prod_719
rent_743,cust_313,prod_88
rent_744,cust_933,prod_489
rent_745,cust_384,prod_664
rent_746,cust_311,prod_776
rent_747,cust_882,prod_719
rent_748,cust_646,prod_865
rent_749,cust_453,prod_525
rent_750,cust_281,prod_482
rent_751,cust_914,prod_404
rent_752,cust_344,prod_91
rent_753,cust_584,prod_493
rent_754,cust_614,prod_551
rent_755,cust_566,prod_334
rent_756,cust_416,prod_568
rent_757,cust_220,prod_972
rent_758,cust_191,prod_773
rent_759,cust_907,prod_366
rent_760,cust_851,prod_2
rent_761,cust_371,prod_728
rent_762,cust_624,prod_244
rent_763,cust_19,prod_426
rent_764,cust_2,prod_381
rent_765,cust_824,prod_523
rent_766,cust_573,prod_141
rent_767,cust_223,prod_494
rent_768,cust_358,prod_477
rent_769,cust_520,prod_308
rent_770,cust_306,prod_344
rent_771,cust_633,prod_817
rent_772,cust_870,prod_566
rent_773,cust_640,prod_145
rent_774,cust_652,prod_694
rent_775,cust_33,prod_300
rent_776,cust_135,prod_918
rent_777,cust_896,prod_116
rent_778,cust_90,prod_965
rent_779,cust_427,prod_419
rent_780,cust_734,prod_435
rent_781,cust_943,prod_602
rent_782,cust_164,prod_750
rent_783,cust_846,prod_455
rent_784,cust_775,prod_896
rent_785,cust_681,prod_497
rent_786,cust_86,prod_212
rent_787,cust_759,prod_237
rent_788,cust_776,prod_128
rent_789,cust_16,prod_559
rent_790,cust_498,prod_161
rent_791,cust_351,prod_616
rent_792,cust_682,prod_650
rent_793,cust_186,prod_536
rent_794,cust_572,prod_355
rent_795,cust_539,prod_523
rent_796,cust_66,prod_653
rent_797,cust_969,prod_183
rent_798,cust_637,prod_613
rent_799,cust_427,prod_707
rent_800,cust_638,prod_878
rent_801,cust_861,prod_641
rent_802,cust_157,prod_953
rent_803,cust_493,prod_639
rent_804,cust_859,prod_406
rent_805,cust_880,prod_734
rent_806,cust_649,prod_148
rent_807,cust_349,prod_594
rent_808,cust_890,prod_202
rent_809,cust_368,prod_11
rent_810,cust_839,prod_757
rent_811,cust_515,prod_904
rent_812,cust_269,prod_127
rent_813,cust_530,prod_101
rent_814,cust_274,prod_21
rent_815,cust_62,prod_595
rent_816,cust_756,prod_741
rent_817,cust_336,prod_608
rent_818,cust_563,prod_935
rent_819,cust_943,prod_283
rent_820,cust_862,prod_684
rent_821,cust_956,prod_989
rent_822,cust_689,prod_414
rent_823,cust_863,prod_673
rent_824,cust_406,prod_640
rent_825,cust_790,prod_955
rent_826,cust_309,prod_468
rent_827,cust_618,prod_612
rent_828,cust_236,prod_467
rent_829,cust_292,prod_484
rent_830,cust_592,prod_128
rent_831,cust_698,prod_756
rent_832,cust_288,prod_543
rent_833,cust_138,prod_631
rent_834,cust_935,prod_634
rent_835,cust_769,prod_205
rent_836,cust_998,prod_499
rent_837,cust_870,prod_105
rent_838,cust_932,prod_972
rent_839,cust_786,prod_280
rent_840,cust_785,prod_237
rent_841,cust_78,prod_785
rent_842,cust_375,prod_265
rent_843,cust_726,prod_474
rent_844,cust_539,prod_790
rent_845,cust_221,prod_172
rent_846,cust_652,prod_921
rent_847,cust_327,prod_790
rent_848,cust_445,prod_630
rent_849,cust_435,prod_764
rent_850,cust_237,prod_877
rent_851,cust_188,prod_781
rent_852,cust_964,prod_819
rent_853,cust_735,prod_325
rent_854,cust_87,prod_797
rent_855,cust_614,prod_796
rent_856,cust_545,prod_632
rent_857,cust_617,prod_179
rent_858,cust_55,prod_932
rent_859,cust_1,prod_486
rent_860,cust_534,prod_776
rent_861,cust_154,prod_790
rent_862,cust_732,prod_683
rent_863,cust_256,prod_958
rent_864,cust_348,prod_71
rent_865,cust_564,prod_658
rent_866,cust_574,prod_568
rent_867,cust_228,prod_632
rent_868,cust_468,prod_7
rent_869,cust_439,prod_81
rent_870,cust_6,prod_105
rent_871,cust_239,prod_872
rent_872,cust_782,prod_173
rent_873,cust_896,prod_749
rent_874,cust_582,prod_534
rent_875,cust_134,prod_618
rent_876,cust_405,prod_788
rent_877,cust_501,prod_77
rent_878,cust_274,prod_81
rent_879,cust_474,prod_528
rent_880,cust_753,prod_605
rent_881,cust_792,prod_367
rent_882,cust_421,prod_843
rent_883,cust_51,prod_675
rent_884,cust_542,prod_488
rent_885,cust_2,prod_754
rent_886,cust_492,prod_246
rent_887,cust_469,prod_851
rent_888,cust_984,prod_913
rent_889,cust_994,prod_574
rent_890,cust_431,prod_541
rent_891,cust_561,prod_323
rent_892,cust_978,prod_632
rent_893,cust_334,prod_843
rent_894,cust_308,prod_529
rent_895,cust_797,prod_103
rent_896,cust_659,prod_536
rent_897,cust_113,prod_952
rent_898,cust_92,prod_335
rent_899,cust_225,prod_885
rent_900,cust_518,prod_70
rent_901,cust_719,prod_949
rent_902,cust_926,prod_600
rent_903,cust_171,prod_600
rent_904,cust_469,prod_611
rent_905,cust_725,prod_699
rent_906,cust_122,prod_748
rent_907,cust_706,prod_698
rent_908,cust_405,prod_590
rent_909,cust_221,prod_164
rent_910,cust_544,prod_370
rent_911,cust_897,prod_992
rent_912,cust_308,prod_316
rent_913,cust_906,prod_437
rent_914,cust_797,prod_840
rent_915,cust_221,prod_982
rent_916,cust_411,prod_265
rent_917,cust_432,prod_618
rent_918,cust_904,prod_702
rent_919,cust_257,prod_349
rent_920,cust_250,prod_32
rent_921,cust_500,prod_883
rent_922,cust_637,prod_633
rent_923,cust_472,prod_466
rent_924,cust_75,prod_46
rent_925,cust_545,prod_836
rent_926,cust_919,prod_584
rent_927,cust_668,prod_164
rent_928,cust_801,prod_644
rent_929,cust_581,prod_60
rent_930,cust_562,prod_525
rent_931,cust_673,prod_347
