69,5876,325,06/28/2018,None
70,2226,744,03/26/2018,11/19/2019
71,3818,212,02/24/2015,02/07/2018
72,6607,384,05/23/2016,None
73,9672,227,03/08/2011,04/17/2011
74,1883,342,03/29/2013,06/17/2018
75,3091,859,05/25/2013,09/26/2017
76,9784,702,12/30/2018,None
77,4373,14,09/30/2016,11/05/2017
78,7801,557,01/02/2017,09/06/2018
79,3325,89,12/14/2011,None
80,2147,893,04/11/2018,None
81,9601,10,01/06/2015,None
82,6006,55,09/18/2018,None
83,2280,647,07/12/2017,02/02/2019
84,3753,952,06/26/2015,11/06/2018
85,2311,779,08/19/2012,09/14/2012
86,8415,378,02/14/2017,01/21/2018
87,1115,644,08/04/2017,None
88,7233,326,03/27/2015,None
89,3078,690,12/19/2015,04/30/2017
90,8260,828,08/13/2010,05/01/2017
91,9755,438,08/26/2013,None
92,964,542,03/16/2013,None
93,4584,656,03/23/2016,None
94,1910,199,03/16/2018,None
95,4212,125,12/27/2010,None
96,1489,851,11/07/2015,None
97,3502,92,06/27/2017,08/13/2019
98,5936,205,06/27/2011,None
99,330,303,11/03/2013,04/11/2018
100,8724,730,10/25/2012,None
101,3815,974,05/20/2013,01/12/2014
102,221,436,10/15/2016,None
103,4369,128,01/02/2016,07/16/2019
104,9220,176,10/31/2019,None
105,2787,737,11/03/2016,None
106,5442,868,01/05/2019,None
107,103,434,05/29/2018,None
108,7437,680,10/15/2015,04/30/2019
109,7814,875,07/11/2017,None
110,5170,298,09/08/2011,10/28/2017
111,9017,469,01/03/2015,10/16/2015
112,4780,598,11/04/2018,07/30/2019
113,4534,546,07/30/2010,07/27/2012
114,5121,473,05/01/2017,06/18/2017
115,4818,220,08/09/2017,None
116,2965,293,12/22/2013,None
117,5036,587,03/24/2018,None
118,2363,205,09/21/2014,None
119,772,177,04/15/2016,07/31/2018
120,2762,50,05/03/2017,None
121,8352,371,05/21/2010,07/07/2013
122,3396,641,10/11/2015,None
123,8939,831,09/07/2014,08/12/2018
124,5797,530,08/09/2012,09/04/2015
125,5290,755,12/11/2015,None
126,8263,205,05/15/2013,None
127,4249,16,05/03/2019,None
128,2128,946,08/12/2010,02/25/2011
129,286,953,04/10/2012,02/21/2019
130,1187,762,12/07/2016,None
131,3861,587,02/12/2015,04/28/2015
132,4088,129,02/09/2014,None
133,7437,312,10/24/2015,11/15/2018
134,9363,173,10/18/2016,12/18/2017
135,994,604,10/26/2019,None
136,2528,515,09/25/2015,None
137,2497,85,08/09/2010,None
138,683,335,12/02/2010,None
139,2181,794,04/15/2017,None
140,8133,47,08/26/2013,None
141,1489,705,07/24/2014,12/25/2018
142,7315,475,04/07/2017,01/14/2019
143,643,435,11/01/2018,03/13/2019
144,484,696,05/02/2017,None
145,1151,428,01/01/2017,01/21/2019
146,6109,281,11/26/2016,10/14/2019
147,4382,943,01/11/2017,12/21/2017
148,4373,455,01/18/2014,02/16/2015
149,9250,537,02/06/2014,01/13/2017
150,9962,905,03/24/2013,None
151,8991,51,09/12/2018,09/26/2019
152,6722,325,08/08/2018,09/20/2018
153,5797,495,11/02/2018,08/20/2019
154,6894,339,06/23/2012,None
155,1820,367,07/18/2012,None
156,994,235,08/26/2016,04/20/2019
157,6984,475,10/10/2014,07/23/2017
158,7091,102,04/16/2015,None
159,8676,681,04/18/2015,01/02/2018
160,9203,654,06/11/2011,06/05/2013
161,8579,127,04/11/2016,None
162,3769,424,10/08/2015,11/18/2017
163,2762,608,05/27/2010,None
164,8817,537,12/30/2015,11/11/2019
165,1575,155,07/11/2015,03/20/2016
166,2542,318,08/16/2015,None
167,567,893,01/31/2016,None
168,12,535,01/26/2011,None
169,1385,4,06/12/2010,None
170,6334,176,12/10/2013,10/11/2016
171,2308,875,03/22/2018,None
172,6843,937,06/12/2015,09/14/2015
173,6682,373,07/22/2014,12/10/2014
174,176,645,05/10/2012,None
175,8476,549,05/27/2019,11/21/2019
176,4571,624,02/26/2015,03/30/2016
177,5305,647,07/04/2010,None
178,7392,621,11/25/2016,03/27/2017
179,164,93,12/17/2013,None
180,8415,568,02/13/2011,09/13/2011
181,6722,582,06/10/2015,None
182,4885,317,11/13/2017,None
183,597,102,12/04/2016,None
184,1115,779,09/10/2015,10/27/2017
185,3646,646,04/15/2018,09/24/2018
186,2571,399,06/27/2012,None
187,5555,836,04/08/2011,01/01/2018
188,4121,265,01/21/2017,01/10/2019
189,221,393,11/25/2010,None
190,3812,776,01/20/2015,None
191,5529,588,11/03/2013,07/09/2018
192,8654,994,11/21/2018,None
193,3870,893,03/08/2018,07/28/2019
194,994,227,06/11/2015,08/09/2019
195,9364,35,11/06/2011,07/25/2017
196,865,834,05/20/2010,01/12/2018
197,3366,586,01/26/2010,None
198,774,486,01/10/2016,None
199,8590,591,06/19/2011,07/30/2019
200,1238,651,01/22/2013,None
201,1880,464,02/15/2013,02/20/2014
202,1098,863,02/11/2015,07/08/2015
203,4247,886,11/03/2013,01/21/2016
204,8626,923,12/12/2011,None
205,3550,547,04/29/2016,None
206,5473,473,10/18/2013,None
207,9380,250,12/08/2015,07/27/2019
208,7814,782,09/10/2016,06/03/2018
209,6682,513,12/25/2015,07/19/2018
210,3093,360,05/13/2019,None
211,2284,441,02/07/2019,07/27/2019
212,60,210,10/18/2018,None
213,873,333,01/12/2016,04/19/2017
214,9180,33,11/05/2016,09/27/2018
215,8983,526,03/01/2016,10/20/2017
216,3750,444,10/03/2014,10/15/2016
217,8909,529,02/23/2018,None
218,5504,73,12/20/2016,None
219,5529,856,12/29/2018,None
220,7572,891,02/16/2010,09/16/2010
221,2112,862,03/25/2019,None
222,5402,342,05/26/2019,12/16/2019
223,9548,315,09/10/2014,06/16/2015
224,3157,740,10/16/2011,11/07/2012
225,2988,515,12/06/2017,08/16/2018
226,1518,754,08/31/2014,None
227,9755,288,09/14/2016,09/19/2017
228,8399,935,12/06/2015,None
229,8403,727,05/22/2018,None
230,9691,359,12/31/2015,None
231,6739,296,07/23/2019,11/01/2019
232,176,973,07/13/2015,07/17/2015
233,1629,968,07/31/2017,None
234,4023,345,05/29/2015,None
235,111,572,06/09/2014,None
236,6546,565,07/09/2014,10/10/2014
237,3618,637,07/25/2011,None
238,9425,725,11/07/2014,09/02/2018
239,1284,249,07/14/2013,04/30/2019
240,8939,127,03/08/2012,04/06/2019
241,1574,407,04/12/2016,None
242,3433,445,05/15/2014,11/01/2016
243,7508,940,05/03/2017,09/12/2019
244,7592,55,11/12/2016,11/11/2018
245,7373,572,07/22/2011,None
246,1098,596,06/09/2017,01/14/2019
247,7583,142,06/25/2015,None
248,1235,179,05/15/2019,09/01/2019
249,1835,298,11/26/2011,07/27/2016
250,3444,206,08/30/2018,None
251,2051,895,08/04/2010,None
252,8723,268,09/04/2016,None
253,4811,932,07/02/2010,06/28/2014
254,8976,600,03/14/2018,01/07/2019
255,2904,393,04/07/2014,12/06/2017
256,5504,409,12/19/2011,03/07/2018
257,6028,301,05/26/2011,03/28/2013
258,6043,632,11/11/2017,None
259,3026,990,03/30/2017,04/18/2018
260,9986,652,03/20/2010,None
261,6042,332,06/09/2012,None
262,7583,427,04/04/2011,08/25/2013
263,1883,244,01/03/2019,04/29/2019
264,3739,469,08/01/2016,06/07/2018
265,8789,307,12/21/2014,None
266,4344,176,11/19/2018,12/13/2019
267,9189,984,03/29/2017,07/12/2019
268,3093,322,09/16/2018,12/30/2018
269,9674,812,03/09/2015,None
270,3300,434,02/26/2015,06/17/2019
271,4279,629,06/16/2016,10/19/2018
272,9826,101,03/25/2018,None
273,874,771,06/21/2019,10/25/2019
274,9326,117,08/16/2012,None
275,73,843,02/24/2016,None
276,484,215,11/21/2019,12/08/2019
277,3921,877,01/16/2010,06/18/2019
278,1639,919,02/01/2010,12/01/2019
279,4942,786,11/19/2018,None
280,2128,561,01/29/2015,09/30/2017
281,6290,813,06/22/2019,None
282,6294,189,01/18/2010,06/27/2014
283,9220,728,11/24/2016,07/13/2017
284,6994,896,08/23/2010,None
285,2757,623,10/01/2016,None
286,9508,827,02/05/2013,None
287,9654,8,11/10/2019,11/30/2019
288,4021,476,10/17/2014,None
289,1261,149,12/05/2016,05/31/2017
290,6334,256,11/13/2013,None
291,9778,659,10/07/2017,None
292,8947,763,02/24/2016,None
293,8399,605,08/15/2019,None
294,4619,180,12/26/2015,12/07/2019
295,4941,662,12/04/2014,None
296,2285,963,07/23/2019,None
297,7023,421,11/05/2011,None
298,140,763,05/13/2013,12/11/2017
299,3818,871,06/03/2010,02/23/2019
300,5025,633,06/22/2016,None
301,1115,640,09/24/2013,06/06/2018
302,1070,272,04/26/2010,None
303,7868,530,12/19/2015,02/12/2017
304,8670,341,05/24/2018,03/02/2019
305,964,725,01/29/2019,None
306,7508,489,10/17/2010,None
307,193,963,12/15/2012,07/23/2019
308,5199,633,12/06/2018,None
309,6050,747,04/13/2013,None
310,1950,489,11/14/2019,None
311,9148,986,09/26/2019,10/22/2019
312,6602,22,10/28/2012,02/07/2015
313,4958,461,06/14/2011,07/09/2017
314,8228,519,12/10/2019,None
315,4651,953,02/07/2017,12/13/2018
316,6136,958,06/03/2010,None
317,2756,956,12/02/2018,None
318,5349,652,06/27/2013,None
319,9613,832,07/03/2010,None
320,5577,989,10/31/2010,None
321,6702,204,05/19/2011,None
322,3818,134,11/08/2017,09/14/2019
323,3088,352,04/05/2015,11/22/2015
324,7103,415,12/27/2013,None
325,2444,882,06/30/2018,10/21/2019
326,8401,380,12/25/2014,None
327,8481,181,10/25/2019,None
328,4025,742,05/09/2018,04/17/2019
329,3021,474,07/13/2013,04/30/2015
330,9025,748,03/23/2016,None
331,3569,48,07/19/2019,11/09/2019
332,2678,864,12/20/2014,None
333,8062,374,09/20/2017,None
334,6085,788,02/17/2010,None
335,3056,205,01/07/2010,None
336,6023,137,11/28/2015,03/12/2016
337,9898,406,02/22/2014,09/03/2014
338,2528,663,07/18/2017,05/21/2018
339,6271,481,04/28/2010,05/09/2010
340,927,113,05/22/2016,10/26/2019
341,6410,763,01/25/2012,None
342,6293,390,03/24/2016,05/04/2017
343,5626,367,08/30/2018,02/23/2019
344,7894,815,03/26/2010,05/29/2017
345,2941,891,02/18/2013,None
346,7028,367,10/09/2012,05/27/2017
347,8968,1,09/13/2014,None
348,1377,660,08/15/2012,None
349,4217,428,01/16/2013,None
350,3159,680,05/13/2018,None
351,4210,398,08/18/2010,None
352,7715,299,04/30/2015,10/14/2019
353,1007,159,03/01/2014,None
354,3762,537,06/04/2014,11/29/2014
355,8430,998,02/13/2019,08/01/2019
356,853,642,12/31/2017,06/07/2019
357,8983,181,07/26/2013,02/18/2017
358,9336,189,07/11/2010,04/19/2015
359,1511,439,12/16/2016,None
360,6657,61,01/22/2019,06/18/2019
361,9570,570,05/31/2013,None
362,4369,895,09/13/2018,None
363,292,27,05/22/2017,None
364,6395,416,01/03/2010,None
365,5625,99,08/06/2014,None
366,4230,477,03/06/2014,None
367,189,326,02/10/2014,None
368,4344,778,04/16/2011,06/05/2017
369,8360,112,07/02/2011,01/20/2012
370,6546,109,06/12/2015,11/11/2018
371,4718,144,12/26/2017,None
372,4120,997,07/12/2017,12/18/2017
373,1184,73,05/02/2017,None
374,3907,73,12/25/2010,None
375,2036,31,02/08/2018,12/03/2019
376,8589,780,02/16/2018,07/10/2018
377,9218,913,04/12/2016,None
378,2936,160,09/03/2013,None
379,5402,136,09/24/2019,10/09/2019
380,4067,575,10/01/2011,03/14/2016
381,6028,459,04/16/2012,None
382,4351,561,06/23/2019,None
383,6579,21,07/23/2013,None
384,8481,185,10/27/2019,11/21/2019
385,3959,299,06/21/2018,08/30/2018
386,8415,616,12/19/2010,None
387,3093,924,07/05/2017,None
388,423,26,03/15/2018,None
389,8755,320,09/25/2018,None
390,1172,988,05/11/2012,05/28/2012
391,5442,359,05/29/2019,06/27/2019
392,5975,212,04/16/2010,None
393,3021,818,12/16/2016,11/25/2017
394,60,560,07/31/2016,None
395,515,972,10/02/2013,None
396,4174,564,10/14/2014,None
397,7128,580,06/03/2013,None
398,3078,553,09/25/2015,08/05/2017
399,3570,213,06/20/2010,08/09/2011
400,2496,860,10/25/2012,None
401,3890,752,08/21/2016,None
402,9617,732,01/13/2010,01/23/2019
403,4195,411,06/03/2013,None
404,517,106,08/24/2016,None
405,874,410,11/17/2014,02/09/2016
406,2182,957,08/10/2010,08/30/2012
407,9326,130,11/15/2016,None
408,2259,97,09/21/2013,06/09/2014
409,176,666,10/28/2013,None
410,9508,671,03/10/2010,None
411,4959,344,07/31/2014,None
412,1954,898,12/20/2016,12/18/2017
413,721,395,04/29/2015,None
414,2210,352,03/16/2019,None
415,1115,439,06/24/2019,None
416,7881,328,02/17/2016,03/10/2016
417,9720,461,02/24/2014,03/02/2015
418,1715,276,11/29/2019,None
419,1113,294,04/26/2014,None
420,7486,61,03/30/2017,None
421,918,396,06/16/2015,03/04/2019
422,2418,197,09/03/2015,None
423,968,561,04/08/2015,None
424,2511,944,07/26/2010,None
425,1906,569,12/08/2014,None
426,6271,138,07/08/2012,None
427,515,271,07/12/2018,02/14/2019
428,7106,947,06/05/2015,None
429,2988,612,04/07/2014,None
430,3725,695,09/26/2014,None
431,512,927,06/05/2016,12/12/2017
432,328,341,01/09/2014,02/18/2016
433,2430,328,07/24/2017,05/01/2019
434,1043,158,09/27/2016,None
435,9936,648,04/10/2010,None
436,9425,23,06/25/2010,07/05/2014
437,2130,360,09/14/2015,05/03/2016
438,9528,588,05/01/2019,07/31/2019
439,7715,931,08/25/2019,None
440,8676,638,03/18/2018,None
441,6085,917,12/06/2017,08/19/2018
442,2376,702,04/28/2014,01/10/2018
443,6454,17,05/31/2011,None
444,9489,474,06/08/2015,01/25/2016
445,3952,270,03/24/2014,None
446,9688,12,04/26/2019,None
447,968,863,06/12/2019,12/09/2019
448,3400,267,04/27/2013,07/07/2019
449,2668,199,11/17/2017,None
450,1459,595,06/05/2013,None
451,5442,936,04/07/2019,None
452,5057,233,06/27/2015,None
453,6641,94,04/30/2016,None
454,9025,598,03/25/2010,05/18/2016
455,1725,169,11/15/2013,None
456,9601,668,03/01/2019,09/11/2019
457,1098,144,01/15/2017,None
458,7654,191,12/01/2015,02/03/2016
459,8626,392,09/07/2016,None
460,8185,741,05/23/2010,05/11/2019
461,3832,653,02/07/2016,None
462,3812,359,04/18/2010,08/09/2013
463,6334,385,02/01/2010,08/02/2018
464,8185,833,09/16/2019,11/17/2019
465,7603,497,08/13/2019,09/12/2019
466,9126,717,02/17/2015,02/24/2015
467,5502,343,10/08/2019,12/03/2019
468,4120,104,07/03/2013,None
469,3137,530,03/22/2019,None
470,1816,413,08/28/2010,11/18/2010
471,9858,272,04/10/2017,None
472,8162,713,12/04/2012,None
473,6102,507,10/01/2016,05/07/2019
474,4344,324,09/06/2019,None
475,9281,379,06/15/2018,10/18/2018
476,9720,742,06/21/2018,09/11/2018
477,6894,471,04/18/2017,None
478,1741,971,10/16/2015,None
479,6286,279,07/16/2015,None
480,8096,284,04/09/2017,04/16/2018
481,5359,192,07/17/2011,None
482,637,846,01/26/2016,09/30/2018
483,1388,97,04/16/2010,None
484,9243,150,06/28/2010,10/24/2019
485,3908,431,03/12/2013,None
486,4143,834,04/03/2016,None
487,5290,149,07/11/2012,None
488,2036,499,04/28/2016,None
489,9528,440,03/19/2016,12/17/2016
490,103,231,01/09/2017,None
491,7773,185,12/25/2013,08/24/2015
492,3063,745,06/11/2019,11/21/2019
493,1455,137,04/15/2016,06/16/2017
494,6702,675,06/19/2016,12/02/2018
495,6739,865,11/25/2018,12/20/2018
496,8914,532,06/06/2018,None
497,5533,213,03/30/2014,03/08/2019
498,4944,435,08/24/2014,None
499,4962,210,06/23/2013,None
500,4615,87,12/03/2010,10/16/2011
501,874,722,06/30/2016,05/05/2019
502,7246,606,09/15/2018,None
503,7515,212,12/29/2014,04/17/2019
504,5716,612,07/05/2017,04/12/2019
505,2511,524,01/14/2013,02/21/2019
506,1341,87,09/25/2015,03/03/2019
507,8951,352,09/09/2016,06/12/2019
508,604,117,05/29/2010,05/27/2011
509,1114,999,08/27/2012,02/22/2015
510,8612,873,11/18/2010,02/14/2013
511,1184,234,05/17/2018,None
512,663,636,12/15/2016,None
513,4121,541,06/25/2019,07/30/2019
514,8724,670,05/25/2013,06/24/2019
515,2704,873,09/05/2017,None
516,9409,649,09/22/2017,None
517,2186,308,08/11/2010,06/13/2015
518,5192,901,11/27/2016,None
519,3725,604,12/13/2011,None
520,5705,373,08/21/2012,None
521,330,569,03/11/2016,01/30/2019
522,1225,630,11/29/2018,10/11/2019
523,3712,620,09/20/2013,None
524,7944,276,08/15/2012,None
525,4351,808,09/29/2018,None
526,1575,741,01/14/2012,06/30/2015
527,5959,145,04/27/2018,None
528,6050,64,12/07/2013,None
529,7513,583,06/26/2017,None
530,5025,847,07/30/2019,None
531,9380,285,11/27/2014,None
532,9038,578,12/03/2017,01/07/2019
533,7227,288,10/19/2013,None
534,6994,841,01/18/2015,05/15/2017
535,6856,67,06/18/2015,07/20/2015
536,6984,536,08/08/2011,01/09/2019
537,3076,954,11/09/2017,None
538,3959,233,04/02/2014,12/27/2016
539,5169,972,11/07/2019,11/16/2019
540,6252,165,12/18/2013,None
541,5927,852,01/18/2014,10/06/2018
542,5962,31,03/08/2010,08/06/2015
543,3063,807,09/25/2019,None
544,5398,560,09/07/2018,None
545,9635,562,09/04/2011,None
546,927,351,08/03/2011,None
547,4751,174,10/01/2018,None
548,8626,943,07/25/2015,03/22/2017
549,4382,937,03/28/2010,None
550,3089,857,07/04/2011,None
551,6144,161,07/19/2012,None
552,3133,234,06/27/2015,09/06/2019
553,5036,311,11/22/2010,01/17/2012
554,9508,395,07/24/2016,None
555,2874,236,05/04/2019,07/10/2019
556,9784,882,11/03/2013,None
557,4411,255,11/14/2016,None
558,725,264,09/12/2018,None
559,4558,11,10/12/2018,01/06/2019
560,9986,511,11/02/2017,10/06/2018
561,324,426,06/21/2013,11/30/2015
562,1172,915,12/22/2010,03/12/2013
563,6136,154,01/07/2019,None
564,3177,74,04/25/2018,None
565,324,691,01/02/2013,05/25/2015
566,1184,120,05/20/2016,None
567,6123,36,05/22/2010,None
568,5405,343,02/03/2014,06/18/2018
569,1690,977,11/21/2013,10/16/2016
570,5359,716,02/14/2016,None
571,218,703,08/04/2013,None
572,9962,680,07/31/2019,09/05/2019
573,8086,214,05/03/2010,03/14/2012
574,7508,253,07/24/2013,03/14/2015
575,7891,1,10/13/2013,02/13/2015
576,2547,71,04/19/2016,None
577,4644,612,09/08/2012,None
578,7762,959,01/21/2016,None
579,3400,293,04/16/2010,08/08/2010
580,9281,346,05/06/2013,07/26/2019
581,5405,172,05/16/2012,None
582,6318,369,02/23/2013,09/24/2015
583,883,93,09/26/2017,02/21/2018
584,5948,318,08/23/2018,09/15/2019
585,4249,544,05/30/2016,None
586,6641,368,05/24/2010,None
587,4558,203,10/05/2015,None
588,5691,305,10/30/2015,12/06/2016
589,5038,218,07/20/2016,08/05/2018
590,6579,627,12/31/2018,None
591,8670,810,08/08/2010,05/02/2014
592,3093,61,02/12/2014,01/20/2017
593,8845,584,09/05/2013,04/07/2014
594,3703,703,03/06/2013,None
595,2051,817,04/11/2011,None
596,3567,699,11/13/2014,None
597,7741,110,08/05/2016,08/10/2017
598,725,708,03/01/2018,None
599,6604,433,02/21/2012,10/18/2019
600,286,833,10/16/2014,None
601,2217,476,04/03/2010,10/13/2015
602,6827,489,12/02/2010,10/09/2017
603,1496,501,06/06/2012,None
604,5726,14,12/18/2010,None
605,4169,333,05/03/2012,11/15/2015
606,2491,159,07/08/2010,None
607,2096,319,02/28/2015,None
608,7023,353,06/01/2015,None
609,8703,888,09/16/2017,07/19/2019
610,8988,996,11/21/2018,None
611,1951,893,02/16/2015,None
612,3021,574,11/16/2016,11/07/2017
613,8432,657,07/25/2012,None
614,2217,150,02/01/2015,None
615,7306,962,02/24/2018,05/02/2018
616,9764,551,06/29/2013,08/28/2019
617,8780,468,12/15/2010,07/15/2018
618,2451,803,02/03/2012,None
619,2241,265,11/03/2013,None
620,7103,272,09/06/2017,None
621,1325,960,04/30/2014,None
622,7245,833,02/23/2016,None
623,5038,161,09/16/2010,08/02/2016
624,5618,577,09/27/2017,None
625,7193,545,05/31/2013,02/25/2017
626,683,554,01/04/2017,None
627,5495,733,09/03/2013,12/18/2015
628,6783,600,02/11/2013,None
629,1388,185,11/10/2013,08/06/2015
630,1341,895,10/28/2017,10/18/2019
631,7110,761,11/07/2014,None
632,7016,230,01/05/2017,01/25/2018
633,7702,17,11/25/2015,10/19/2018
634,3818,371,04/10/2014,None
635,4242,243,10/05/2012,None
636,3815,102,10/20/2016,None
637,5703,602,12/18/2018,07/17/2019
638,7540,483,02/19/2018,03/25/2018
639,1489,923,01/12/2017,None
640,1098,937,03/23/2017,07/12/2018
641,1035,699,08/05/2011,None
642,3206,441,12/13/2014,04/04/2017
643,1889,898,11/30/2011,03/30/2014
644,5939,499,03/19/2015,None
645,8983,831,10/25/2015,01/26/2016
646,9557,675,12/19/2018,12/10/2019
647,6818,53,06/29/2015,01/25/2016
648,4369,782,05/13/2013,12/07/2018
649,2036,528,11/11/2014,05/14/2018
650,3444,123,09/11/2011,None
651,2668,448,02/26/2012,None
652,3058,20,04/15/2015,08/27/2019
653,918,450,04/28/2017,None
654,1945,525,06/20/2019,11/16/2019
655,2683,803,07/03/2014,None
656,5577,242,04/29/2013,None
657,4611,979,12/15/2019,12/17/2019
658,3594,725,08/10/2015,11/03/2015
659,5581,260,05/07/2015,09/08/2017
660,4514,250,01/13/2015,None
661,9720,511,12/10/2018,None
662,3078,226,05/13/2019,None
663,8939,110,11/29/2017,None
664,4065,643,03/19/2015,06/05/2015
665,4319,147,03/10/2012,01/12/2016
666,3122,277,04/18/2013,None
667,4644,829,08/12/2019,09/16/2019
668,2177,38,12/14/2017,02/22/2018
669,8991,234,11/20/2014,02/29/2016
670,6454,30,12/30/2018,None
671,4279,414,08/15/2019,11/07/2019
672,1517,624,06/12/2010,06/02/2013
673,9322,608,09/28/2017,None
674,5402,426,02/01/2014,03/03/2015
675,8260,879,05/10/2014,None
676,2349,425,04/09/2014,None
677,3137,889,04/28/2014,None
678,6123,584,12/18/2017,None
679,5408,845,01/22/2012,11/19/2014
680,4023,914,11/22/2017,03/21/2019
681,4657,183,09/28/2012,08/31/2018
682,6283,792,09/28/2016,02/05/2017
683,3646,690,02/01/2017,None
684,6605,923,07/09/2016,None
685,6466,551,06/05/2013,None
686,8854,216,01/29/2015,None
687,8988,87,07/16/2018,None
688,3433,392,06/24/2012,03/16/2013
689,4065,409,06/16/2017,05/02/2018
690,5628,401,01/24/2017,09/16/2017
691,7375,162,08/10/2016,11/02/2019
692,7657,351,06/26/2013,02/20/2018
693,8263,371,01/11/2016,12/27/2016
694,5169,197,12/17/2010,None
695,7091,88,01/14/2011,None
696,8991,763,10/21/2015,09/11/2019
697,773,509,09/12/2018,11/05/2018
698,5305,356,08/20/2010,None
699,6843,114,10/05/2014,03/28/2017
700,8656,801,05/31/2011,None
701,9700,325,01/28/2010,07/28/2010
702,4247,317,03/27/2015,None
703,9368,362,11/16/2014,None
704,4319,969,09/10/2012,07/24/2017
705,3317,82,01/10/2019,04/21/2019
706,7657,13,08/22/2010,04/16/2012
707,3258,561,12/24/2013,None
708,9017,361,04/07/2010,07/16/2015
709,8405,707,03/15/2014,11/26/2014
710,927,499,06/07/2015,11/06/2017
711,1252,233,08/24/2010,None
712,1835,487,04/12/2010,05/14/2010
713,6607,409,05/06/2014,12/16/2015
714,2819,115,08/23/2011,None
715,9700,786,06/01/2014,06/16/2016
716,9243,360,06/22/2012,None
717,1196,47,12/21/2014,01/15/2016
718,8404,56,05/15/2011,None
719,569,133,03/17/2015,07/22/2016
720,9557,472,03/06/2012,None
721,2187,277,08/14/2016,None
722,1518,92,06/29/2015,09/20/2018
723,4395,457,05/21/2010,None
724,8154,983,05/11/2013,None
725,5632,33,02/19/2018,09/16/2018
726,2376,291,08/05/2013,None
727,5398,766,12/05/2019,None
728,3836,474,03/20/2013,None
729,4306,297,10/18/2014,None
730,2762,869,12/01/2011,07/29/2014
731,3034,952,04/15/2017,None
732,2233,665,12/10/2017,None
733,4039,981,07/17/2013,None
734,2858,976,08/04/2010,None
735,1629,800,02/23/2013,None
736,3750,233,06/11/2014,11/01/2016
737,9220,311,12/03/2012,None
738,3207,622,06/04/2013,04/09/2016
739,4684,793,11/22/2014,None
740,5478,670,07/29/2015,08/23/2018
741,5025,55,10/27/2015,05/03/2019
742,6286,541,04/06/2016,None
743,2182,139,08/01/2013,09/16/2019
744,1358,788,11/18/2011,None
745,9559,108,09/08/2019,10/08/2019
746,3940,394,08/18/2019,10/15/2019
747,7657,161,03/12/2012,None
748,3818,7,04/23/2017,06/16/2019
749,9575,737,06/19/2010,None
750,7748,735,03/10/2010,11/29/2017
751,974,713,01/31/2019,05/08/2019
752,7256,891,02/06/2019,09/17/2019
753,4959,696,04/16/2010,None
754,9762,505,07/16/2015,10/22/2019
755,4183,642,08/11/2019,None
756,4230,391,06/15/2017,None
757,1715,820,02/06/2015,None
758,215,689,02/02/2019,None
759,9559,378,09/11/2011,10/08/2019
760,4615,24,11/14/2015,None
761,7855,5,03/29/2018,None
762,5094,749,09/11/2015,None
