user_id,product_id,quantity
alberjo01,prod000006,2
alberma01,prod000003,10
albieoz01,prod000004,1
albosed01,prod000001,7
albreed01,prod000011,10
albrija01,prod000001,16
albural01,prod000012,9
alburvi01,prod000015,2
alcalsa01,prod000001,1
alcanar01,prod000013,16
alcanis01,prod000008,9
alcanra01,prod000008,5
alcansa01,prod000003,10
alcanvi01,prod000005,1
alcarlu01,prod000009,10
alcocsc01,prod000014,18
alderda01,prod000002,8
aldremi01,prod000003,8
aldresc01,prod000017,10
aldrico01,prod000017,1
aldrija01,prod000015,4
aldrivi01,prod000010,1
alenoch01,prod000010,2
alexabo01,prod000003,8
alexada01,prod000008,8
alexado01,prod000014,17
alexaga01,prod000001,13
alexage01,prod000003,13
alexahu01,prod000006,2
alexama01,prod000014,15
alexama02,prod000011,1
alexani01,prod000010,2
alexape01,prod000016,2
alexasc01,prod000013,13
alexawa01,prod000003,13
alfarja01,prod000005,9
alfarjo01,prod000005,3
alfonan01,prod000014,1
alfoned01,prod000005,2
alfonel01,prod000017,8
alforan01,prod000009,5
alicelu01,prod000015,1
allanan01,prod000007,1
allarbr01,prod000005,8
allarko01,prod000001,13
allenbe01,prod000011,3
allenbo01,prod000011,9
allenbo02,prod000015,1
allenbo03,prod000010,1
allenbo04,prod000016,1
allenbr01,prod000013,3
allench01,prod000011,9
allenco01,prod000018,12
allendi01,prod000004,1
allendu01,prod000015,2
allenet01,prod000007,3
allenfr01,prod000015,4
allenga01,prod000005,3
allengr01,prod000009,11
allenha01,prod000003,4
allenha02,prod000008,10
allenhe01,prod000010,1
allenho01,prod000001,13
allenja01,prod000008,5
allenja02,prod000008,1
allenje01,prod000016,2
allenjo01,prod000002,5
allenjo02,prod000001,13
allenki01,prod000002,1
allenll01,prod000013,10
allenlu01,prod000007,1
allenmy01,prod000002,7
allenne01,prod000005,4
allenni01,prod000006,11
allenpe01,prod000002,8
allenro01,prod000006,11
allenro02,prod000003,5
allensl01,prod000018,6
alleyge01,prod000017,7
alliebo01,prod000012,7
alliega01,prod000013,10
allisan01,prod000001,14
allisar01,prod000010,2
allisbi01,prod000008,7
allisbo01,prod000006,10
allisda01,prod000018,13
allisdo01,prod000014,2
allisma01,prod000014,10
allismi01,prod000013,13
allrebe01,prod000004,1
almadme01,prod000004,1
almanar01,prod000006,2
almanca01,prod000004,2
almeira01,prod000005,11
almonab01,prod000007,6
almonbi01,prod000013,9
almoned01,prod000003,2
almoner01,prod000005,6
almonhe01,prod000015,1
almonmi01,prod000008,9
almonye01,prod000012,18
almonzo01,prod000012,2
almoral01,prod000013,6
alomalu01,prod000006,10
alomaro01,prod000006,8
alomasa01,prod000005,1
alomasa02,prod000012,9
alonsyo01,prod000017,1
aloufe01,prod000006,2
alouje01,prod000013,10
alouma01,prod000002,4
aloumo01,prod000009,10
alperwh01,prod000016,1
alstode01,prod000004,1
alstoga01,prod000004,1
alstoto01,prod000004,1
alstowa01,prod000007,1
altampo01,prod000013,17
altavda01,prod000003,2
altener01,prod000003,4
altenje01,prod000009,10
altheaa01,prod000008,10
altizda01,prod000008,10
altmage01,prod000009,7
altobjo01,prod000001,16
altroni01,prod000007,7
altuvjo01,prod000013,8
alusige01,prod000009,7
alvarab01,prod000015,2
alvarcl01,prod000014,20
alvarda01,prod000011,7
alvarda02,prod000005,10
alvarga01,prod000001,15
alvarhe01,prod000004,2
alvarjo01,prod000008,5
alvarjo02,prod000006,4
alvarjo03,prod000004,1
alvarju01,prod000003,2
alvarlu01,prod000014,2
alvaror01,prod000011,5
alvaros01,prod000006,5
alvarpe01,prod000004,2
alvarrj01,prod000006,4
alvarro01,prod000003,7
alvarta01,prod000001,1
alvarto01,prod000017,10
alvarvi01,prod000006,9
alvarwi01,prod000005,2
alvisma01,prod000008,4
alvorbi01,prod000009,6
alyeabr01,prod000012,16
amalfjo01,prod000005,2
amarari01,prod000017,2
amarial01,prod000012,17
amaroru01,prod000008,8
amaroru02,prod000009,4
amblewa01,prod000004,1
ambrech01,prod000014,7
ambrihe01,prod000013,7
amelued01,prod000002,8
amesre01,prod000011,1
amesst01,prod000012,6
amezaal01,prod000014,5
amoledo01,prod000016,2
amorosa01,prod000002,4
amorvi01,prod000013,17
anckewa01,prod000016,2
anderal01,prod000009,8
anderal02,prod000005,3
anderan01,prod000013,5
anderbi01,prod000008,5
anderbo01,prod000018,5
anderbr01,prod000002,7
anderbr02,prod000011,2
anderbr03,prod000004,2
anderbr04,prod000003,8
anderbr05,prod000014,12
anderbr06,prod000011,5
anderbu01,prod000017,4
anderch01,prod000011,8
anderco01,prod000014,19
andercr01,prod000015,4
anderda01,prod000009,1
anderda02,prod000006,6
anderdr01,prod000016,2
anderdr02,prod000018,11
anderdw01,prod000004,2
anderfe01,prod000003,5
anderfr01,prod000007,2
anderga01,prod000008,5
anderge01,prod000011,8
andergo01,prod000018,14
anderha01,prod000012,16
anderha02,prod000003,13
anderja01,prod000017,4
anderji01,prod000013,3
anderji02,prod000014,4
anderjo01,prod000016,1
anderjo02,prod000002,5
anderjo03,prod000012,6
anderju01,prod000001,3
anderke01,prod000010,2
anderla01,prod000017,6
anderla02,prod000018,14
anderla03,prod000016,2
anderma01,prod000001,9
anderma02,prod000001,5
andermi01,prod000007,5
andermi02,prod000016,2
anderre01,prod000013,18
anderri01,prod000010,1
anderri02,prod000016,1
andersc01,prod000003,2
andersp01,prod000007,3
anderta01,prod000012,9
anderti01,prod000015,3
anderty01,prod000008,8
anderva01,prod000013,4
anderwa01,prod000009,2
anderwi01,prod000004,1
andinro01,prod000002,7
andrast01,prod000003,14
andrecl01,prod000008,6
andreed01,prod000013,6
andreel01,prod000016,1
andreer01,prod000005,4
andrefr01,prod000016,1
andrehu01,prod000005,6
andreiv01,prod000004,2
andreji01,prod000017,11
andrejo01,prod000002,1
andrejo02,prod000011,2
andrejo03,prod000013,15
andreki01,prod000005,7
andremi01,prod000005,8
andrena01,prod000003,8
andrero01,prod000015,5
andresh01,prod000007,2
andrest01,prod000013,18
andrewa01,prod000017,10
andrima01,prod000004,1
andrubi01,prod000017,9
andruel01,prod000014,7
andrufr01,prod000017,12
andruwi01,prod000004,2
andujjo01,prod000011,1
andujlu01,prod000006,9
andujmi01,prod000006,12
angelno01,prod000012,12
anglema01,prod000004,2
angleto01,prod000001,7
ankenpa01,prod000018,15
ankieri01,prod000004,2
annade01,prod000017,9
annisbi01,prod000013,5
ansonca01,prod000016,2
anthoer01,prod000003,1
antoldu01,prod000005,3
antoljo01,prod000018,6
antonbi01,prod000005,11
antonjo01,prod000014,7
antonjo02,prod000006,10
antonma01,prod000010,1
aokino01,prod000002,1
aparilu01,prod000009,3
apodabo01,prod000016,2
apontlu01,prod000012,4
appieke01,prod000001,11
appleed01,prod000012,7
applefr01,prod000004,1
applepe01,prod000008,8
applilu01,prod000013,12
aquinar01,prod000010,2
aquingr01,prod000013,14
aquinja01,prod000015,4
aquinlu01,prod000010,1
aragoan01,prod000011,9
aragoja01,prod000018,5
aranovi01,prod000015,5
araujel01,prod000003,6
araujpe01,prod000008,2
archdma01,prod000009,8
archech01,prod000009,11
archefr01,prod000014,9
archeji01,prod000018,10
archeji02,prod000003,9
archige01,prod000012,10
arciafr01,prod000004,1
arciajo01,prod000016,1
arciaor01,prod000002,4
arciaos01,prod000005,1
ardelda01,prod000016,2
ardizru01,prod000007,3
ardnejo01,prod000001,1
ardoida01,prod000004,1
arellfr01,prod000017,7
arenano01,prod000004,2
arencjp01,prod000011,2
arftha01,prod000007,1
ariasal01,prod000011,8
ariasal02,prod000013,20
ariasge01,prod000015,4
ariasjo01,prod000011,4
ariasru01,prod000017,7
arletbu01,prod000016,2
arlicdo01,prod000018,10
arlinst01,prod000010,1
armasma01,prod000001,9
armasto01,prod000013,18
armasto02,prod000016,2
armbrch01,prod000009,8
armbred01,prod000008,5
armbrha01,prod000018,16
armbror01,prod000009,12
armoubi99,prod000015,2
armstbo01,prod000018,10
armstge01,prod000015,2
armstho01,prod000016,1
armstja01,prod000006,5
armstmi01,prod000010,1
armstsh01,prod000003,14
arndtha01,prod000016,2
arndtla01,prod000013,15
arnolbi01,prod000005,12
arnolch01,prod000003,1
arnolja01,prod000009,9
arnolsc01,prod000013,10
arnolto01,prod000012,12
arnovmo01,prod000002,7
arnsbbr01,prod000013,1
arntzor01,prod000005,8
arochre01,prod000006,12
arojo01,prod000015,1
arredjo01,prod000003,6
arrieja01,prod000007,4
arrigge01,prod000009,5
arrojro01,prod000015,5
arroybr01,prod000008,8
arroych01,prod000008,1
arroyfe01,prod000009,1
arroylu01,prod000015,6
arroyru01,prod000004,1
arrueer01,prod000003,12
arundha01,prod000012,12
arundtu01,prod000002,8
asadora01,prod000008,2
asbelji01,prod000002,7
asbjoca01,prod000004,1
ascanjo01,prod000011,6
ascheco01,prod000013,10
asencmi01,prod000014,12
ashburi01,prod000010,1
ashbyal01,prod000005,3
ashbyan01,prod000010,2
asheral01,prod000018,7
ashfotu01,prod000005,10
ashke01,prod000015,1
ashlebi01,prod000012,3
ashlene01,prod000009,12
asmusto01,prod000003,12
asprobo01,prod000015,1
asproke01,prod000011,4
asselbr01,prod000013,14
assenpa01,prod000006,7
astacez01,prod000013,12
astacpe01,prod000014,20
astinba01,prod000009,6
astrojo01,prod000010,1
astudwi01,prod000002,3
asuajca01,prod000014,5
atchisc01,prod000018,13
atchlju01,prod000018,10
atherch01,prod000007,3
atherke01,prod000001,6
atilalu01,prod000012,9
atkinal01,prod000008,10
atkinbi01,prod000003,13
atkined01,prod000010,2
atkinga01,prod000015,5
atkinja01,prod000014,17
atkinle01,prod000006,1
atkinmi01,prod000011,7
atkinto01,prod000001,13
attredi01,prod000010,1
atwelto01,prod000002,1
atwoobi01,prod000006,7
atzja01,prod000007,4
aubreha01,prod000016,1
aubremi01,prod000018,2
aucoide01,prod000004,2
auderi01,prod000006,6
auerbri01,prod000018,15
augenbr01,prod000002,6
augusda01,prod000018,3
augusdo01,prod000012,13
augusje01,prod000009,3
aukerel01,prod000009,12
auldsle01,prod000002,6
aultdo01,prod000018,11
aumonph01,prod000015,4
aurilri01,prod000016,2
ausanjo01,prod000016,1
ausmubr01,prod000012,1
austde01,prod000009,7
austihe01,prod000009,4
austije01,prod000016,2
austiji01,prod000011,5
austiji02,prod000013,15
austiri01,prod000010,2
austity01,prod000016,1
autryal01,prod000017,11
autrych01,prod000012,12
autrych02,prod000013,17
aveliab01,prod000004,1
avenbr01,prod000008,6
averiea01,prod000005,8
averiea02,prod000001,2
averyst01,prod000017,1
averyxa01,prod000007,3
avilaal01,prod000006,11
avilabo01,prod000009,2
avilalu01,prod000010,2
avilemi01,prod000009,2
avilera01,prod000005,10
avreaja01,prod000009,10
axelrdy01,prod000004,1
axforjo01,prod000011,5
ayalabe01,prod000004,1
ayalabo01,prod000002,2
ayalalu01,prod000002,3
aybarer01,prod000014,19
aybarma01,prod000012,15
aybarwi01,prod000004,1
aydelja01,prod000003,14
ayersbi01,prod000010,1
ayersdo01,prod000008,3
aylwadi01,prod000014,15
ayraubo01,prod000007,1
ayraujo01,prod000005,1
azcuejo01,prod000017,8
azocaos01,prod000005,4
babbch01,prod000008,2
babcobo01,prod000011,1
babelo01,prod000017,1
babicjo01,prod000018,2
babinch01,prod000014,20
babitsh01,prod000003,9
backebr01,prod000011,2
backmle01,prod000007,1
backmwa01,prod000005,12
baconed01,prod000011,5
bacsimi01,prod000008,8
bacsimi02,prod000010,2
baczefr01,prod000007,3
badenbu01,prod000012,6
baderar01,prod000005,6
baderha01,prod000009,3
baderlo01,prod000002,3
badgrre01,prod000005,9
baeched01,prod000012,4
baekch01,prod000011,2
baergca01,prod000005,4
baezbe01,prod000014,3
baezda01,prod000010,1
baezja01,prod000006,1
baezjo01,prod000005,1
baezke01,prod000015,5
baezpe01,prod000013,16
baezsa01,prod000001,15
bagbyji01,prod000007,8
bagbyji02,prod000018,2
bagwebi01,prod000003,8
bagweje01,prod000014,9
bahnsst01,prod000005,11
bahred01,prod000009,5
bahrefr01,prod000013,15
baichgr01,prod000005,12
bailean01,prod000011,10
bailebi01,prod000003,10
bailebi02,prod000003,12
bailebo01,prod000009,12
baileco01,prod000008,8
baileed01,prod000018,15
bailefr01,prod000004,2
bailege01,prod000008,7
baileha01,prod000010,1
baileho01,prod000003,6
baileho02,prod000018,5
baileje01,prod000009,3
baileji01,prod000011,6
baileki01,prod000004,2
bailema01,prod000007,4
bailero01,prod000004,2
bailesc01,prod000016,2
bailest01,prod000018,6
bailesw01,prod000016,2
bailobo01,prod000007,8
baineha01,prod000004,1
bainlo01,prod000004,2
bairdal01,prod000004,2
bairdbo01,prod000017,7
bairddo01,prod000015,2
bairdo01,prod000011,1
baislje01,prod000008,5
bajenje01,prod000012,5
bakelje01,prod000016,2
bakenda01,prod000010,1
bakeral01,prod000014,10
bakerbi01,prod000008,9
bakerbo01,prod000005,8
bakerch01,prod000013,9
bakerch02,prod000008,5
bakerda01,prod000018,1
bakerde01,prod000012,3
bakerdo01,prod000001,16
bakerdu01,prod000002,3
bakerer01,prod000016,1
bakerfl01,prod000017,7
bakerfr01,prod000004,2
bakerfr02,prod000014,10
bakerfr03,prod000008,2
bakerge01,prod000010,1
bakerge02,prod000002,1
bakerho01,prod000003,8
bakerja01,prod000009,9
bakerje01,prod000002,7
bakerje02,prod000004,2
bakerje03,prod000006,10
bakerjo01,prod000004,2
bakerki01,prod000002,7
bakerne01,prod000009,11
bakerno01,prod000018,10
bakerph01,prod000011,4
bakersc01,prod000018,16
bakersc02,prod000018,5
bakerst01,prod000012,15
bakerto01,prod000013,19
bakerto02,prod000011,9
bakertr01,prod000006,2
bakopa01,prod000005,6
balasmi01,prod000011,1
balazjo01,prod000014,16
balbost01,prod000017,12
balcebo01,prod000015,4
baldero01,prod000002,2
baldsja01,prod000005,10
baldwbi01,prod000005,6
baldwda01,prod000007,7
baldwfr01,prod000009,7
baldwha01,prod000007,7
baldwhe01,prod000001,12
baldwja01,prod000008,1
baldwje01,prod000003,11
baldwki01,prod000007,7
baldwla01,prod000006,8
baldwma01,prod000011,7
baldwof01,prod000011,3
baldwre01,prod000004,1
baldwri01,prod000009,4
balejo01,prod000002,6
balenmi01,prod000009,10
balenwl01,prod000008,3
balesco01,prod000016,1
balesle01,prod000017,12
balfogr01,prod000017,8
ballaje01,prod000013,17
ballar01,prod000007,5
balleja01,prod000013,5
ballepe01,prod000007,8
ballima01,prod000006,9
ballje01,prod000016,1
ballji01,prod000018,14
ballne01,prod000018,15
ballowi01,prod000010,1
balsato01,prod000005,1
bambege01,prod000017,4
bambeha01,prod000012,8
banckst01,prod000018,11
bancrda01,prod000007,7
bancrfr99,prod000006,2
bandaan01,prod000009,11
bandoch01,prod000010,2
bandosa01,prod000008,6
bandyje01,prod000017,8
baneed01,prod000002,6
baneydi01,prod000003,9
banisje01,prod000018,11
bankhda01,prod000012,7
bankhsc01,prod000006,6
banksbi01,prod000013,2
banksbr01,prod000003,9
bankser01,prod000017,11
banksev01,prod000004,1
banksge01,prod000015,4
banksjo01,prod000011,9
bankswe01,prod000003,7
bankswi01,prod000011,1
bannial01,prod000008,2
bannibr01,prod000005,1
bannifl01,prod000017,8
banniji01,prod000004,1
bannoji01,prod000018,7
bannoto01,prod000013,20
bantaja01,prod000005,6
bantzbr01,prod000010,1
banuema01,prod000015,5
baptitr01,prod000010,2
barajro01,prod000008,2
barbajo01,prod000002,4
barbare01,prod000012,15
barbawa01,prod000005,2
barbebr01,prod000012,9
barbebr02,prod000012,1
barbech01,prod000007,5
barbeda01,prod000014,6
barbefr01,prod000014,5
barbeja01,prod000017,4
barbest01,prod000004,1
barbest02,prod000005,3
barbetu01,prod000012,10
barbiji01,prod000004,1
barcelo01,prod000018,16
barclcu01,prod000014,19
barclge01,prod000013,6
bardda01,prod000001,7
bardebr01,prod000016,1
bardjo01,prod000011,4
bardlu01,prod000015,5
barera01,prod000002,7
barfije01,prod000003,8
barfijo01,prod000013,12
barfijo02,prod000009,1
barfocl01,prod000008,7
bargagr01,prod000001,16
bargecy01,prod000003,7
barkbr01,prod000008,4
barkeal01,prod000016,1
barkean01,prod000003,13
barkegl01,prod000009,3
barkeke01,prod000003,1
barkele01,prod000007,4
barkera01,prod000009,12
barkeri01,prod000016,2
barkese01,prod000005,2
barklbr01,prod000007,6
barklje01,prod000017,4
barklre01,prod000006,2
barklsa01,prod000017,3
barlial99,prod000016,1
barlomi01,prod000015,4
barlosc01,prod000011,10
barloto01,prod000010,1
barmebr01,prod000004,2
barmecl01,prod000005,6
barnaba01,prod000005,7
barnach01,prod000016,1
barneau01,prod000018,15
barnebi01,prod000003,2
barnebo01,prod000001,3
barnebr01,prod000003,13
barnebr02,prod000003,6
barneda01,prod000010,2
barneda02,prod000006,11
barneed01,prod000006,8
barneep01,prod000012,6
barnefr01,prod000015,5
barnefr02,prod000007,1
barneho01,prod000003,7
barneja01,prod000012,11
barneje01,prod000007,1
barnejo01,prod000002,3
barneju01,prod000001,9
barnela01,prod000013,18
barnelu01,prod000016,2
barnema01,prod000003,10
barnere01,prod000007,8
barnere02,prod000016,2
barneri01,prod000006,7
barnero01,prod000017,6
barnesa01,prod000012,8
barnesc01,prod000005,7
barnesk01,prod000005,11
barneto01,prod000007,2
barnevi01,prod000005,9
barnhcl01,prod000006,7
barnhed01,prod000014,16
barnhle01,prod000012,13
barnhtu01,prod000007,1
barnhvi01,prod000009,6
barnibi01,prod000012,8
barnige01,prod000006,4
barnoed01,prod000015,1
barnwch01,prod000017,3
barojsa01,prod000006,11
baronda01,prod000004,2
barondi01,prod000002,7
baronst01,prod000006,11
barracu01,prod000016,1
barrage01,prod000018,11
barraky01,prod000013,3
barrbo01,prod000016,1
barrbo02,prod000013,7
barre01,prod000016,1
barreaa01,prod000009,4
barrebi01,prod000014,5
barrebi02,prod000012,2
barrebo01,prod000013,2
barredi01,prod000008,7
barrefr01,prod000004,2
barrefr02,prod000009,2
barreja01,prod000005,11
barreji01,prod000008,6
barrejo01,prod000004,1
barrema01,prod000009,11
barrema02,prod000001,4
barremi01,prod000004,1
barrere01,prod000002,5
barreti01,prod000017,7
barreto01,prod000018,8
barrifr01,prod000003,8
barrija01,prod000002,2
barrijo01,prod000010,1
barrima01,prod000017,4
barriyh01,prod000006,2
barrji01,prod000017,5
barrocu01,prod000012,1
barroed99,prod000013,10
barrofr01,prod000015,2
barrofr02,prod000003,4
barrore01,prod000010,2
barroto01,prod000010,1
barrsc01,prod000010,1
barrst01,prod000007,7
barryed01,prod000003,9
barryha01,prod000011,1
barryja01,prod000007,1
barryje01,prod000002,8
barryke01,prod000003,13
barryri01,prod000015,1
barrysh01,prod000004,1
barryto01,prod000016,1
bartedi01,prod000008,2
barteki01,prod000017,6
barthbo01,prod000006,12
barthji01,prod000009,6
barthjo01,prod000018,13
barthle01,prod000011,10
bartito01,prod000003,8
bartlbi01,prod000005,8
bartlbo01,prod000014,15
bartlir01,prod000002,6
bartlja01,prod000013,15
bartobo01,prod000018,4
bartobr01,prod000018,11
bartocl01,prod000013,15
bartoda01,prod000003,1
bartoda02,prod000013,7
bartoha01,prod000004,2
bartosh01,prod000012,10
bartovi01,prod000002,4
bartsch01,prod000006,12
barziph01,prod000016,2
basakch01,prod000002,3
basgamo01,prod000002,6
bashaal01,prod000008,10
bashlty01,prod000008,6
bashowa01,prod000001,15
basined01,prod000002,6
baskeji01,prod000002,3
bassan01,prod000006,5
bassbr01,prod000007,5
bassdi01,prod000001,5
bassdo01,prod000001,4
bassech01,prod000009,10
bassich01,prod000009,8
bassjo01,prod000017,8
basske01,prod000010,2
bassljo01,prod000006,9
bassno01,prod000004,2
bassra01,prod000018,9
bastaan01,prod000014,19
bastich01,prod000005,12
batchem01,prod000018,6
batchjo01,prod000007,6
batchri01,prod000010,1
batemjo01,prod000012,12
batesaa01,prod000002,3
batesbi01,prod000017,9
batesbu01,prod000012,5
batesch01,prod000004,1
batesde01,prod000016,1
batesdi01,prod000001,16
batesfr01,prod000011,2
batesja01,prod000009,11
batesjo01,prod000017,7
batesjo02,prod000015,3
batesra01,prod000002,1
bathebi01,prod000018,5
batiske01,prod000018,7
batiski01,prod000003,13
batismi01,prod000015,1
batisra01,prod000007,5
batisto01,prod000002,1
batscbi01,prod000010,2
battala01,prod000011,5
batteea01,prod000006,4
battege01,prod000018,13
battijo01,prod000015,6
battlal01,prod000016,1
battlho01,prod000013,12
battlji01,prod000009,12
battoch01,prod000008,2
battsma01,prod000006,3
baueral01,prod000007,8
bauerha01,prod000002,3
bauerja01,prod000014,5
bauerlo01,prod000002,6
bauerri01,prod000017,9
bauerru01,prod000011,8
bauertr01,prod000013,13
baughju01,prod000008,6
baumabu01,prod000016,1
baumafr01,prod000004,1
baumapa01,prod000018,15
baumeji01,prod000017,1
baumgge01,prod000002,1
baumgha01,prod000013,1
baumgjo01,prod000007,6
baumgro01,prod000018,5
baumgst01,prod000014,18
baumhfr01,prod000010,1
bausege01,prod000011,3
bautaed01,prod000013,15
bautida01,prod000014,11
bautide01,prod000018,16
bautige01,prod000002,7
bautijo01,prod000015,2
bautijo02,prod000009,9
bautira01,prod000017,7
baxesji01,prod000012,15
baxesmi01,prod000016,1
baxtemi01,prod000016,2
baxtemo01,prod000014,5
bayha01,prod000018,13
bayja01,prod000015,2
bayledi01,prod000016,2
baylijo01,prod000012,5
baylodo01,prod000002,1
baynebi01,prod000010,1
bazaryo01,prod000008,3
beachbr01,prod000008,9
beachja01,prod000014,2
beallbo01,prod000011,2
bealljo01,prod000005,12
beallwa01,prod000006,10
bealsto01,prod000002,6
beamal01,prod000018,12
beamer01,prod000018,6
beamoch01,prod000004,2
beamoch02,prod000003,9
beamotr01,prod000017,8
beamtj01,prod000007,6
beanbe01,prod000016,2
beanbi01,prod000006,9
beanco01,prod000012,4
beanebi01,prod000011,2
beanjo01,prod000005,6
beardda01,prod000017,8
beardge01,prod000007,7
beardmi01,prod000016,2
beardol01,prod000001,4
beardra01,prod000005,11
beardte01,prod000005,4
bearega01,prod000005,4
bearnla01,prod000001,6
bearske01,prod000017,5
beaslch01,prod000016,2
beaslle01,prod000010,2
beatied01,prod000005,5
beatlda01,prod000017,8
beatope01,prod000012,2
beattbl01,prod000016,2
beattde01,prod000018,4
beattji01,prod000011,4
beaucji01,prod000017,3
beaumgi01,prod000018,4
beavabl01,prod000005,6
beaveed01,prod000009,5
beazljo01,prod000010,1
becanbu01,prod000011,6
bechlst01,prod000007,4
bechtge01,prod000006,4
beckbo01,prod000007,6
beckch01,prod000003,11
beckch02,prod000016,2
beckcl01,prod000014,7
beckebe01,prod000008,7
beckebo01,prod000009,1
beckech01,prod000008,7
beckegl01,prod000013,2
beckehe01,prod000007,4
beckehe02,prod000005,9
beckejo01,prod000007,1
beckejo02,prod000018,15
beckema01,prod000014,18
becker01,prod000007,1
beckeri01,prod000002,8
beckero01,prod000016,2
beckfr01,prod000003,1
beckfr02,prod000009,6
beckge01,prod000006,10
beckhgo01,prod000005,6
beckhti01,prod000014,2
becklja01,prod000007,8
beckmbi01,prod000001,3
beckmji01,prod000002,2
beckri01,prod000006,10
beckro01,prod000016,1
beckwjo01,prod000016,1
beckzi01,prod000014,7
becquju01,prod000008,9
bedarer01,prod000018,11
bedelho01,prod000008,10
bedfoge01,prod000014,1
bedgoph01,prod000004,2
bediehu01,prod000010,2
bednaan01,prod000002,2
bedroca01,prod000001,9
bedrost01,prod000018,9
beebefr01,prod000003,6
beeched01,prod000002,3
beeched02,prod000007,3
beechma01,prod000012,13
beechro01,prod000006,7
beedety01,prod000015,4
beeksja01,prod000004,2
beeleda01,prod000006,7
beelejo01,prod000010,1
beenean01,prod000013,18
beenefr01,prod000005,12
beerscl01,prod000011,1
beggsjo01,prod000008,5
begleed01,prod000010,2
beglege01,prod000012,13
