customer_id1,product_id1
customer_id407,product_id407
customer_id408,product_id408
customer_id409,product_id409
customer_id410,product_id410
customer_id411,product_id411
customer_id412,product_id412
customer_id413,product_id413
customer_id414,product_id414
customer_id415,product_id415
customer_id416,product_id416
customer_id417,product_id417
customer_id418,product_id418
customer_id419,product_id419
customer_id420,product_id420
customer_id421,product_id421
customer_id422,product_id422
customer_id423,product_id423
customer_id424,product_id424
customer_id425,product_id425
customer_id426,product_id426
customer_id427,product_id427
customer_id428,product_id428
customer_id429,product_id429
customer_id430,product_id430
customer_id431,product_id431
customer_id432,product_id432
customer_id433,product_id433
customer_id434,product_id434
customer_id435,product_id435
customer_id436,product_id436
customer_id437,product_id437
customer_id438,product_id438
customer_id439,product_id439
customer_id440,product_id440
customer_id441,product_id441
customer_id442,product_id442
customer_id443,product_id443
customer_id444,product_id444
customer_id445,product_id445
customer_id446,product_id446
customer_id447,product_id447
customer_id448,product_id448
customer_id449,product_id449
customer_id450,product_id450
customer_id451,product_id451
customer_id452,product_id452
customer_id453,product_id453
customer_id454,product_id454
customer_id455,product_id455
customer_id456,product_id456
customer_id457,product_id457
customer_id458,product_id458
customer_id459,product_id459
customer_id460,product_id460
customer_id461,product_id461
customer_id462,product_id462
customer_id463,product_id463
customer_id464,product_id464
customer_id465,product_id465
customer_id466,product_id466
customer_id467,product_id467
customer_id468,product_id468
customer_id469,product_id469
customer_id470,product_id470
customer_id471,product_id471
customer_id472,product_id472
customer_id473,product_id473
customer_id474,product_id474
customer_id475,product_id475
customer_id476,product_id476
customer_id477,product_id477
customer_id478,product_id478
customer_id479,product_id479
customer_id480,product_id480
customer_id481,product_id481
customer_id482,product_id482
customer_id483,product_id483
customer_id484,product_id484
customer_id485,product_id485
customer_id486,product_id486
customer_id487,product_id487
customer_id488,product_id488
customer_id489,product_id489
customer_id490,product_id490
customer_id491,product_id491
customer_id492,product_id492
customer_id493,product_id493
customer_id494,product_id494
customer_id495,product_id495
customer_id496,product_id496
customer_id497,product_id497
customer_id498,product_id498
customer_id499,product_id499
customer_id500,product_id500
customer_id501,product_id501
customer_id502,product_id502
customer_id503,product_id503
customer_id504,product_id504
customer_id505,product_id505
customer_id506,product_id506
customer_id507,product_id507
customer_id508,product_id508
customer_id509,product_id509
customer_id510,product_id510
customer_id511,product_id511
customer_id512,product_id512
customer_id513,product_id513
customer_id514,product_id514
customer_id515,product_id515
customer_id516,product_id516
customer_id517,product_id517
customer_id518,product_id518
customer_id519,product_id519
customer_id520,product_id520
customer_id521,product_id521
customer_id522,product_id522
customer_id523,product_id523
customer_id524,product_id524
customer_id525,product_id525
customer_id526,product_id526
customer_id527,product_id527
customer_id528,product_id528
customer_id529,product_id529
customer_id530,product_id530
customer_id531,product_id531
customer_id532,product_id532
customer_id533,product_id533
customer_id534,product_id534
customer_id535,product_id535
customer_id536,product_id536
customer_id537,product_id537
customer_id538,product_id538
customer_id539,product_id539
customer_id540,product_id540
customer_id541,product_id541
customer_id542,product_id542
customer_id543,product_id543
customer_id544,product_id544
customer_id545,product_id545
customer_id546,product_id546
customer_id547,product_id547
customer_id548,product_id548
customer_id549,product_id549
customer_id550,product_id550
customer_id551,product_id551
customer_id552,product_id552
customer_id553,product_id553
customer_id554,product_id554
customer_id555,product_id555
customer_id556,product_id556
customer_id557,product_id557
customer_id558,product_id558
customer_id559,product_id559
customer_id560,product_id560
customer_id561,product_id561
customer_id562,product_id562
customer_id563,product_id563
customer_id564,product_id564
customer_id565,product_id565
customer_id566,product_id566
customer_id567,product_id567
customer_id568,product_id568
customer_id569,product_id569
customer_id570,product_id570
customer_id571,product_id571
customer_id572,product_id572
customer_id573,product_id573
customer_id574,product_id574
customer_id575,product_id575
customer_id576,product_id576
customer_id577,product_id577
customer_id578,product_id578
customer_id579,product_id579
customer_id580,product_id580
customer_id581,product_id581
customer_id582,product_id582
customer_id583,product_id583
customer_id584,product_id584
customer_id585,product_id585
customer_id586,product_id586
customer_id587,product_id587
customer_id588,product_id588
customer_id589,product_id589
customer_id590,product_id590
customer_id591,product_id591
customer_id592,product_id592
customer_id593,product_id593
customer_id594,product_id594
customer_id595,product_id595
customer_id596,product_id596
customer_id597,product_id597
customer_id598,product_id598
customer_id599,product_id599
customer_id600,product_id600
customer_id601,product_id601
customer_id602,product_id602
customer_id603,product_id603
customer_id604,product_id604
customer_id605,product_id605
customer_id606,product_id606
customer_id607,product_id607
customer_id608,product_id608
customer_id609,product_id609
customer_id610,product_id610
customer_id611,product_id611
customer_id612,product_id612
customer_id613,product_id613
customer_id614,product_id614
customer_id615,product_id615
customer_id616,product_id616
customer_id617,product_id617
customer_id618,product_id618
customer_id619,product_id619
customer_id620,product_id620
customer_id621,product_id621
customer_id622,product_id622
customer_id623,product_id623
customer_id624,product_id624
customer_id625,product_id625
customer_id626,product_id626
customer_id627,product_id627
customer_id628,product_id628
customer_id629,product_id629
customer_id630,product_id630
customer_id631,product_id631
customer_id632,product_id632
customer_id633,product_id633
customer_id634,product_id634
customer_id635,product_id635
customer_id636,product_id636
customer_id637,product_id637
customer_id638,product_id638
customer_id639,product_id639
customer_id640,product_id640
customer_id641,product_id641
customer_id642,product_id642
customer_id643,product_id643
customer_id644,product_id644
customer_id645,product_id645
customer_id646,product_id646
customer_id647,product_id647
customer_id648,product_id648
customer_id649,product_id649
customer_id650,product_id650
customer_id651,product_id651
customer_id652,product_id652
customer_id653,product_id653
customer_id654,product_id654
customer_id655,product_id655
customer_id656,product_id656
customer_id657,product_id657
customer_id658,product_id658
customer_id659,product_id659
customer_id660,product_id660
customer_id661,product_id661
customer_id662,product_id662
customer_id663,product_id663
customer_id664,product_id664
customer_id665,product_id665
customer_id666,product_id666
customer_id667,product_id667
customer_id668,product_id668
customer_id669,product_id669
customer_id670,product_id670
customer_id671,product_id671
customer_id672,product_id672
customer_id673,product_id673
customer_id674,product_id674
customer_id675,product_id675
customer_id676,product_id676
customer_id677,product_id677
customer_id678,product_id678
customer_id679,product_id679
customer_id680,product_id680
customer_id681,product_id681
customer_id682,product_id682
customer_id683,product_id683
customer_id684,product_id684
customer_id685,product_id685
customer_id686,product_id686
customer_id687,product_id687
customer_id688,product_id688
customer_id689,product_id689
customer_id690,product_id690
customer_id691,product_id691
customer_id692,product_id692
customer_id693,product_id693
customer_id694,product_id694
customer_id695,product_id695
customer_id696,product_id696
customer_id697,product_id697
customer_id698,product_id698
customer_id699,product_id699
customer_id700,product_id700
customer_id701,product_id701
customer_id702,product_id702
customer_id703,product_id703
customer_id704,product_id704
customer_id705,product_id705
customer_id706,product_id706
customer_id707,product_id707
customer_id708,product_id708
customer_id709,product_id709
customer_id710,product_id710
customer_id711,product_id711
customer_id712,product_id712
customer_id713,product_id713
customer_id714,product_id714
customer_id715,product_id715
customer_id716,product_id716
customer_id717,product_id717
customer_id718,product_id718
customer_id719,product_id719
customer_id720,product_id720
customer_id721,product_id721
customer_id722,product_id722
customer_id723,product_id723
customer_id724,product_id724
customer_id725,product_id725
customer_id726,product_id726
customer_id727,product_id727
customer_id728,product_id728
customer_id729,product_id729
customer_id730,product_id730
customer_id731,product_id731
customer_id732,product_id732
customer_id733,product_id733
customer_id734,product_id734
customer_id735,product_id735
customer_id736,product_id736
customer_id737,product_id737
customer_id738,product_id738
customer_id739,product_id739
customer_id740,product_id740
customer_id741,product_id741
customer_id742,product_id742
customer_id743,product_id743
customer_id744,product_id744
customer_id745,product_id745
customer_id746,product_id746
customer_id747,product_id747
customer_id748,product_id748
customer_id749,product_id749
customer_id750,product_id750
customer_id751,product_id751
customer_id752,product_id752
customer_id753,product_id753
customer_id754,product_id754
customer_id755,product_id755
customer_id756,product_id756
customer_id757,product_id757
customer_id758,product_id758
customer_id759,product_id759
customer_id760,product_id760
customer_id761,product_id761
customer_id762,product_id762
customer_id763,product_id763
customer_id764,product_id764
customer_id765,product_id765
customer_id766,product_id766
customer_id767,product_id767
customer_id768,product_id768
customer_id769,product_id769
customer_id770,product_id770
customer_id771,product_id771
customer_id772,product_id772
customer_id773,product_id773
customer_id774,product_id774
customer_id775,product_id775
customer_id776,product_id776
customer_id777,product_id777
customer_id778,product_id778
customer_id779,product_id779
customer_id780,product_id780
customer_id781,product_id781
customer_id782,product_id782
customer_id783,product_id783
customer_id784,product_id784
customer_id785,product_id785
customer_id786,product_id786
customer_id787,product_id787
customer_id788,product_id788
customer_id789,product_id789
customer_id790,product_id790
customer_id791,product_id791
customer_id792,product_id792
customer_id793,product_id793
customer_id794,product_id794
customer_id795,product_id795
customer_id796,product_id796
customer_id797,product_id797
customer_id798,product_id798
customer_id799,product_id799
customer_id800,product_id800
customer_id801,product_id801
customer_id802,product_id802
customer_id803,product_id803
customer_id804,product_id804
customer_id805,product_id805
customer_id806,product_id806
customer_id807,product_id807
customer_id808,product_id808
customer_id809,product_id809
customer_id810,product_id810
customer_id811,product_id811
customer_id812,product_id812
customer_id813,product_id813
customer_id814,product_id814
customer_id815,product_id815
customer_id816,product_id816
customer_id817,product_id817
customer_id818,product_id818
customer_id819,product_id819
customer_id820,product_id820
customer_id821,product_id821
customer_id822,product_id822
customer_id823,product_id823
customer_id824,product_id824
customer_id825,product_id825
customer_id826,product_id826
customer_id827,product_id827
customer_id828,product_id828
customer_id829,product_id829
customer_id830,product_id830
customer_id831,product_id831
customer_id832,product_id832
customer_id833,product_id833
customer_id834,product_id834
customer_id835,product_id835
customer_id836,product_id836
customer_id837,product_id837
customer_id838,product_id838
customer_id839,product_id839
customer_id840,product_id840
customer_id841,product_id841
customer_id842,product_id842
customer_id843,product_id843
customer_id844,product_id844
customer_id845,product_id845
customer_id846,product_id846
customer_id847,product_id847
customer_id848,product_id848
customer_id849,product_id849
customer_id850,product_id850
customer_id851,product_id851
customer_id852,product_id852
customer_id853,product_id853
customer_id854,product_id854
customer_id855,product_id855
customer_id856,product_id856
customer_id857,product_id857
customer_id858,product_id858
customer_id859,product_id859
customer_id860,product_id860
customer_id861,product_id861
customer_id862,product_id862
customer_id863,product_id863
customer_id864,product_id864
customer_id865,product_id865
customer_id866,product_id866
customer_id867,product_id867
customer_id868,product_id868
customer_id869,product_id869
customer_id870,product_id870
customer_id871,product_id871
customer_id872,product_id872
customer_id873,product_id873
customer_id874,product_id874
customer_id875,product_id875
customer_id876,product_id876
customer_id877,product_id877
customer_id878,product_id878
customer_id879,product_id879
customer_id880,product_id880
customer_id881,product_id881
customer_id882,product_id882
customer_id883,product_id883
customer_id884,product_id884
customer_id885,product_id885
customer_id886,product_id886
customer_id887,product_id887
customer_id888,product_id888
customer_id889,product_id889
customer_id890,product_id890
customer_id891,product_id891
customer_id892,product_id892
customer_id893,product_id893
customer_id894,product_id894
customer_id895,product_id895
customer_id896,product_id896
customer_id897,product_id897
customer_id898,product_id898
customer_id899,product_id899
customer_id900,product_id900
customer_id901,product_id901
customer_id902,product_id902
customer_id903,product_id903
customer_id904,product_id904
customer_id905,product_id905
customer_id906,product_id906
customer_id907,product_id907
customer_id908,product_id908
customer_id909,product_id909
customer_id910,product_id910
customer_id911,product_id911
customer_id912,product_id912
customer_id913,product_id913
customer_id914,product_id914
customer_id915,product_id915
customer_id916,product_id916
customer_id917,product_id917
customer_id918,product_id918
customer_id919,product_id919
customer_id920,product_id920
customer_id921,product_id921
customer_id922,product_id922
customer_id923,product_id923
customer_id924,product_id924
customer_id925,product_id925
customer_id926,product_id926
customer_id927,product_id927
customer_id928,product_id928
customer_id929,product_id929
customer_id930,product_id930
customer_id931,product_id931
customer_id932,product_id932
customer_id933,product_id933
customer_id934,product_id934
customer_id935,product_id935
customer_id936,product_id936
customer_id937,product_id937
customer_id938,product_id938
customer_id939,product_id939
customer_id940,product_id940
customer_id941,product_id941
customer_id942,product_id942
customer_id943,product_id943
customer_id944,product_id944
customer_id945,product_id945
customer_id946,product_id946
customer_id947,product_id947
customer_id948,product_id948
customer_id949,product_id949
customer_id950,product_id950
customer_id951,product_id951
customer_id952,product_id952
customer_id953,product_id953
customer_id954,product_id954
customer_id955,product_id955
customer_id956,product_id956
customer_id957,product_id957
customer_id958,product_id958
customer_id959,product_id959
customer_id960,product_id960
customer_id961,product_id961
customer_id962,product_id962
customer_id963,product_id963
customer_id964,product_id964
customer_id965,product_id965
customer_id966,product_id966
customer_id967,product_id967
customer_id968,product_id968
customer_id969,product_id969
customer_id970,product_id970
customer_id971,product_id971
customer_id972,product_id972
customer_id973,product_id973
customer_id974,product_id974
customer_id975,product_id975
customer_id976,product_id976
customer_id977,product_id977
customer_id978,product_id978
customer_id979,product_id979
customer_id980,product_id980
customer_id981,product_id981
customer_id982,product_id982
customer_id983,product_id983
customer_id984,product_id984
customer_id985,product_id985
customer_id986,product_id986
customer_id987,product_id987
customer_id988,product_id988
customer_id989,product_id989
customer_id990,product_id990
customer_id991,product_id991
customer_id992,product_id992
customer_id993,product_id993
customer_id994,product_id994
customer_id995,product_id995
customer_id996,product_id996
customer_id997,product_id997
customer_id998,product_id998
customer_id999,product_id999
