"rental_id","product_id","user_id","dt_start","dt_end","quantity"
"R08986","P08986","U08986","0000-00-00","9999-99-99",8986
"R05714","P05714","U05714","0000-00-00","9999-99-99",5714
"R07738","P07738","U07738","0000-00-00","9999-99-99",7738
"R04089","P04089","U04089","0000-00-00","9999-99-99",4089
"R07324","P07324","U07324","0000-00-00","9999-99-99",7324
"R05700","P05700","U05700","0000-00-00","9999-99-99",5700
"R09543","P09543","U09543","0000-00-00","9999-99-99",9543
"R09228","P09228","U09228","0000-00-00","9999-99-99",9228
"R06787","P06787","U06787","0000-00-00","9999-99-99",6787
"R06733","P06733","U06733","0000-00-00","9999-99-99",6733
"R08907","P08907","U08907","0000-00-00","9999-99-99",8907
"R02830","P02830","U02830","0000-00-00","9999-99-99",2830
"R07695","P07695","U07695","0000-00-00","9999-99-99",7695
"R08348","P08348","U08348","0000-00-00","9999-99-99",8348
"R03194","P03194","U03194","0000-00-00","9999-99-99",3194
"R04895","P04895","U04895","0000-00-00","9999-99-99",4895
"R06203","P06203","U06203","0000-00-00","9999-99-99",6203
"R06379","P06379","U06379","0000-00-00","9999-99-99",6379
"R08761","P08761","U08761","0000-00-00","9999-99-99",8761
"R07642","P07642","U07642","0000-00-00","9999-99-99",7642
"R03558","P03558","U03558","0000-00-00","9999-99-99",3558
"R01063","P01063","U01063","0000-00-00","9999-99-99",1063
"R09729","P09729","U09729","0000-00-00","9999-99-99",9729
"R03953","P03953","U03953","0000-00-00","9999-99-99",3953
"R02636","P02636","U02636","0000-00-00","9999-99-99",2636
"R07730","P07730","U07730","0000-00-00","9999-99-99",7730
"R07500","P07500","U07500","0000-00-00","9999-99-99",7500
"R03678","P03678","U03678","0000-00-00","9999-99-99",3678
"R09285","P09285","U09285","0000-00-00","9999-99-99",9285
"R04783","P04783","U04783","0000-00-00","9999-99-99",4783
"R00827","P00827","U00827","0000-00-00","9999-99-99",827
"R08969","P08969","U08969","0000-00-00","9999-99-99",8969
"R07360","P07360","U07360","0000-00-00","9999-99-99",7360
"R07715","P07715","U07715","0000-00-00","9999-99-99",7715
"R01882","P01882","U01882","0000-00-00","9999-99-99",1882
"R08625","P08625","U08625","0000-00-00","9999-99-99",8625
"R09350","P09350","U09350","0000-00-00","9999-99-99",9350
"R09658","P09658","U09658","0000-00-00","9999-99-99",9658
"R05139","P05139","U05139","0000-00-00","9999-99-99",5139
"R00488","P00488","U00488","0000-00-00","9999-99-99",488
"R08880","P08880","U08880","0000-00-00","9999-99-99",8880
"R08465","P08465","U08465","0000-00-00","9999-99-99",8465
"R02778","P02778","U02778","0000-00-00","9999-99-99",2778
"R07830","P07830","U07830","0000-00-00","9999-99-99",7830
"R06017","P06017","U06017","0000-00-00","9999-99-99",6017
"R04280","P04280","U04280","0000-00-00","9999-99-99",4280
"R02323","P02323","U02323","0000-00-00","9999-99-99",2323
"R03667","P03667","U03667","0000-00-00","9999-99-99",3667
"R02872","P02872","U02872","0000-00-00","9999-99-99",2872
"R03439","P03439","U03439","0000-00-00","9999-99-99",3439
"R09638","P09638","U09638","0000-00-00","9999-99-99",9638
"R04459","P04459","U04459","0000-00-00","9999-99-99",4459
"R03001","P03001","U03001","0000-00-00","9999-99-99",3001
"R01988","P01988","U01988","0000-00-00","9999-99-99",1988
"R00354","P00354","U00354","0000-00-00","9999-99-99",354
"R02670","P02670","U02670","0000-00-00","9999-99-99",2670
"R09756","P09756","U09756","0000-00-00","9999-99-99",9756
"R05602","P05602","U05602","0000-00-00","9999-99-99",5602
"R05093","P05093","U05093","0000-00-00","9999-99-99",5093
"R07599","P07599","U07599","0000-00-00","9999-99-99",7599
"R06041","P06041","U06041","0000-00-00","9999-99-99",6041
"R08255","P08255","U08255","0000-00-00","9999-99-99",8255
"R05542","P05542","U05542","0000-00-00","9999-99-99",5542
"R06689","P06689","U06689","0000-00-00","9999-99-99",6689
"R06327","P06327","U06327","0000-00-00","9999-99-99",6327
"R08698","P08698","U08698","0000-00-00","9999-99-99",8698
"R01837","P01837","U01837","0000-00-00","9999-99-99",1837
"R00168","P00168","U00168","0000-00-00","9999-99-99",168
"R08795","P08795","U08795","0000-00-00","9999-99-99",8795
"R02097","P02097","U02097","0000-00-00","9999-99-99",2097
"R07971","P07971","U07971","0000-00-00","9999-99-99",7971
"R00039","P00039","U00039","0000-00-00","9999-99-99",39
"R06066","P06066","U06066","0000-00-00","9999-99-99",6066
"R05853","P05853","U05853","0000-00-00","9999-99-99",5853
"R02218","P02218","U02218","0000-00-00","9999-99-99",2218
"R00011","P00011","U00011","0000-00-00","9999-99-99",11
"R04834","P04834","U04834","0000-00-00","9999-99-99",4834
"R08427","P08427","U08427","0000-00-00","9999-99-99",8427
"R03438","P03438","U03438","0000-00-00","9999-99-99",3438
"R07334","P07334","U07334","0000-00-00","9999-99-99",7334
"R02349","P02349","U02349","0000-00-00","9999-99-99",2349
"R02249","P02249","U02249","0000-00-00","9999-99-99",2249
"R06557","P06557","U06557","0000-00-00","9999-99-99",6557
"R02466","P02466","U02466","0000-00-00","9999-99-99",2466
"R04310","P04310","U04310","0000-00-00","9999-99-99",4310
"R06932","P06932","U06932","0000-00-00","9999-99-99",6932
"R02919","P02919","U02919","0000-00-00","9999-99-99",2919
"R05360","P05360","U05360","0000-00-00","9999-99-99",5360
"R03919","P03919","U03919","0000-00-00","9999-99-99",3919
"R07550","P07550","U07550","0000-00-00","9999-99-99",7550
"R08122","P08122","U08122","0000-00-00","9999-99-99",8122
"R05402","P05402","U05402","0000-00-00","9999-99-99",5402
"R08639","P08639","U08639","0000-00-00","9999-99-99",8639
"R08066","P08066","U08066","0000-00-00","9999-99-99",8066
"R04833","P04833","U04833","0000-00-00","9999-99-99",4833
"R03722","P03722","U03722","0000-00-00","9999-99-99",3722
"R01376","P01376","U01376","0000-00-00","9999-99-99",1376
"R00432","P00432","U00432","0000-00-00","9999-99-99",432
"R04405","P04405","U04405","0000-00-00","9999-99-99",4405
"R00497","P00497","U00497","0000-00-00","9999-99-99",497
"R04028","P04028","U04028","0000-00-00","9999-99-99",4028
"R09293","P09293","U09293","0000-00-00","9999-99-99",9293
"R00602","P00602","U00602","0000-00-00","9999-99-99",602
"R07348","P07348","U07348","0000-00-00","9999-99-99",7348
"R04972","P04972","U04972","0000-00-00","9999-99-99",4972
"R05325","P05325","U05325","0000-00-00","9999-99-99",5325
"R07375","P07375","U07375","0000-00-00","9999-99-99",7375
"R08916","P08916","U08916","0000-00-00","9999-99-99",8916
"R06452","P06452","U06452","0000-00-00","9999-99-99",6452
"R06933","P06933","U06933","0000-00-00","9999-99-99",6933
"R06498","P06498","U06498","0000-00-00","9999-99-99",6498
"R08030","P08030","U08030","0000-00-00","9999-99-99",8030
"R09975","P09975","U09975","0000-00-00","9999-99-99",9975
"R01781","P01781","U01781","0000-00-00","9999-99-99",1781
"R07739","P07739","U07739","0000-00-00","9999-99-99",7739
"R06241","P06241","U06241","0000-00-00","9999-99-99",6241
"R04102","P04102","U04102","0000-00-00","9999-99-99",4102
"R09411","P09411","U09411","0000-00-00","9999-99-99",9411
"R01129","P01129","U01129","0000-00-00","9999-99-99",1129
"R03293","P03293","U03293","0000-00-00","9999-99-99",3293
"R05813","P05813","U05813","0000-00-00","9999-99-99",5813
"R00706","P00706","U00706","0000-00-00","9999-99-99",706
"R04168","P04168","U04168","0000-00-00","9999-99-99",4168
"R05510","P05510","U05510","0000-00-00","9999-99-99",5510
"R03613","P03613","U03613","0000-00-00","9999-99-99",3613
"R01956","P01956","U01956","0000-00-00","9999-99-99",1956
"R07364","P07364","U07364","0000-00-00","9999-99-99",7364
"R03129","P03129","U03129","0000-00-00","9999-99-99",3129
"R07275","P07275","U07275","0000-00-00","9999-99-99",7275
"R07482","P07482","U07482","0000-00-00","9999-99-99",7482
"R01909","P01909","U01909","0000-00-00","9999-99-99",1909
"R01364","P01364","U01364","0000-00-00","9999-99-99",1364
"R09206","P09206","U09206","0000-00-00","9999-99-99",9206
"R02015","P02015","U02015","0000-00-00","9999-99-99",2015
"R08603","P08603","U08603","0000-00-00","9999-99-99",8603
"R07514","P07514","U07514","0000-00-00","9999-99-99",7514
"R01029","P01029","U01029","0000-00-00","9999-99-99",1029
"R07842","P07842","U07842","0000-00-00","9999-99-99",7842
"R01041","P01041","U01041","0000-00-00","9999-99-99",1041
"R06863","P06863","U06863","0000-00-00","9999-99-99",6863
"R08851","P08851","U08851","0000-00-00","9999-99-99",8851
"R03630","P03630","U03630","0000-00-00","9999-99-99",3630
"R06595","P06595","U06595","0000-00-00","9999-99-99",6595
"R08467","P08467","U08467","0000-00-00","9999-99-99",8467
"R01321","P01321","U01321","0000-00-00","9999-99-99",1321
"R03477","P03477","U03477","0000-00-00","9999-99-99",3477
"R05608","P05608","U05608","0000-00-00","9999-99-99",5608
"R04410","P04410","U04410","0000-00-00","9999-99-99",4410
"R06254","P06254","U06254","0000-00-00","9999-99-99",6254
"R06336","P06336","U06336","0000-00-00","9999-99-99",6336
"R03606","P03606","U03606","0000-00-00","9999-99-99",3606
"R07624","P07624","U07624","0000-00-00","9999-99-99",7624
"R06022","P06022","U06022","0000-00-00","9999-99-99",6022
"R03631","P03631","U03631","0000-00-00","9999-99-99",3631
"R08776","P08776","U08776","0000-00-00","9999-99-99",8776
"R03930","P03930","U03930","0000-00-00","9999-99-99",3930
"R04853","P04853","U04853","0000-00-00","9999-99-99",4853
"R03027","P03027","U03027","0000-00-00","9999-99-99",3027
"R08069","P08069","U08069","0000-00-00","9999-99-99",8069
"R00786","P00786","U00786","0000-00-00","9999-99-99",786
"R04789","P04789","U04789","0000-00-00","9999-99-99",4789
"R04149","P04149","U04149","0000-00-00","9999-99-99",4149
"R09733","P09733","U09733","0000-00-00","9999-99-99",9733
"R09965","P09965","U09965","0000-00-00","9999-99-99",9965
"R06694","P06694","U06694","0000-00-00","9999-99-99",6694
"R09145","P09145","U09145","0000-00-00","9999-99-99",9145
"R09479","P09479","U09479","0000-00-00","9999-99-99",9479
"R07399","P07399","U07399","0000-00-00","9999-99-99",7399
"R03157","P03157","U03157","0000-00-00","9999-99-99",3157
"R03623","P03623","U03623","0000-00-00","9999-99-99",3623
"R01548","P01548","U01548","0000-00-00","9999-99-99",1548
"R04064","P04064","U04064","0000-00-00","9999-99-99",4064
"R02301","P02301","U02301","0000-00-00","9999-99-99",2301
"R09505","P09505","U09505","0000-00-00","9999-99-99",9505
"R02779","P02779","U02779","0000-00-00","9999-99-99",2779
"R06175","P06175","U06175","0000-00-00","9999-99-99",6175
"R08913","P08913","U08913","0000-00-00","9999-99-99",8913
"R05311","P05311","U05311","0000-00-00","9999-99-99",5311
"R03009","P03009","U03009","0000-00-00","9999-99-99",3009
"R03609","P03609","U03609","0000-00-00","9999-99-99",3609
"R08214","P08214","U08214","0000-00-00","9999-99-99",8214
"R00285","P00285","U00285","0000-00-00","9999-99-99",285
"R03153","P03153","U03153","0000-00-00","9999-99-99",3153
"R06257","P06257","U06257","0000-00-00","9999-99-99",6257
"R04629","P04629","U04629","0000-00-00","9999-99-99",4629
"R07290","P07290","U07290","0000-00-00","9999-99-99",7290
"R09865","P09865","U09865","0000-00-00","9999-99-99",9865
"R03726","P03726","U03726","0000-00-00","9999-99-99",3726
"R05805","P05805","U05805","0000-00-00","9999-99-99",5805
"R00221","P00221","U00221","0000-00-00","9999-99-99",221
"R08856","P08856","U08856","0000-00-00","9999-99-99",8856
"R06685","P06685","U06685","0000-00-00","9999-99-99",6685
"R06541","P06541","U06541","0000-00-00","9999-99-99",6541
"R04323","P04323","U04323","0000-00-00","9999-99-99",4323
"R09368","P09368","U09368","0000-00-00","9999-99-99",9368
"R08262","P08262","U08262","0000-00-00","9999-99-99",8262
"R05956","P05956","U05956","0000-00-00","9999-99-99",5956
"R02602","P02602","U02602","0000-00-00","9999-99-99",2602
"R01793","P01793","U01793","0000-00-00","9999-99-99",1793
"R06443","P06443","U06443","0000-00-00","9999-99-99",6443
"R00882","P00882","U00882","0000-00-00","9999-99-99",882
"R07418","P07418","U07418","0000-00-00","9999-99-99",7418
"R04624","P04624","U04624","0000-00-00","9999-99-99",4624
"R00686","P00686","U00686","0000-00-00","9999-99-99",686
"R02906","P02906","U02906","0000-00-00","9999-99-99",2906
"R05410","P05410","U05410","0000-00-00","9999-99-99",5410
"R05096","P05096","U05096","0000-00-00","9999-99-99",5096
"R09322","P09322","U09322","0000-00-00","9999-99-99",9322
"R01093","P01093","U01093","0000-00-00","9999-99-99",1093
"R04848","P04848","U04848","0000-00-00","9999-99-99",4848
"R05065","P05065","U05065","0000-00-00","9999-99-99",5065
"R09177","P09177","U09177","0000-00-00","9999-99-99",9177
"R04141","P04141","U04141","0000-00-00","9999-99-99",4141
"R03205","P03205","U03205","0000-00-00","9999-99-99",3205
"R09867","P09867","U09867","0000-00-00","9999-99-99",9867
"R00781","P00781","U00781","0000-00-00","9999-99-99",781
"R01495","P01495","U01495","0000-00-00","9999-99-99",1495
"R03557","P03557","U03557","0000-00-00","9999-99-99",3557
"R01310","P01310","U01310","0000-00-00","9999-99-99",1310
"R04632","P04632","U04632","0000-00-00","9999-99-99",4632
"R08683","P08683","U08683","0000-00-00","9999-99-99",8683
"R01716","P01716","U01716","0000-00-00","9999-99-99",1716
"R03900","P03900","U03900","0000-00-00","9999-99-99",3900
"R01726","P01726","U01726","0000-00-00","9999-99-99",1726
"R00122","P00122","U00122","0000-00-00","9999-99-99",122
"R02359","P02359","U02359","0000-00-00","9999-99-99",2359
"R04334","P04334","U04334","0000-00-00","9999-99-99",4334
"R00530","P00530","U00530","0000-00-00","9999-99-99",530
"R00880","P00880","U00880","0000-00-00","9999-99-99",880
"R04035","P04035","U04035","0000-00-00","9999-99-99",4035
"R02236","P02236","U02236","0000-00-00","9999-99-99",2236
"R08834","P08834","U08834","0000-00-00","9999-99-99",8834
"R04819","P04819","U04819","0000-00-00","9999-99-99",4819
"R07799","P07799","U07799","0000-00-00","9999-99-99",7799
"R01189","P01189","U01189","0000-00-00","9999-99-99",1189
"R06904","P06904","U06904","0000-00-00","9999-99-99",6904
"R07768","P07768","U07768","0000-00-00","9999-99-99",7768
"R07713","P07713","U07713","0000-00-00","9999-99-99",7713
"R07475","P07475","U07475","0000-00-00","9999-99-99",7475
"R06239","P06239","U06239","0000-00-00","9999-99-99",6239
"R00701","P00701","U00701","0000-00-00","9999-99-99",701
"R01559","P01559","U01559","0000-00-00","9999-99-99",1559
"R07586","P07586","U07586","0000-00-00","9999-99-99",7586
"R07986","P07986","U07986","0000-00-00","9999-99-99",7986
"R05514","P05514","U05514","0000-00-00","9999-99-99",5514
"R06079","P06079","U06079","0000-00-00","9999-99-99",6079
"R05673","P05673","U05673","0000-00-00","9999-99-99",5673
"R02258","P02258","U02258","0000-00-00","9999-99-99",2258
"R03143","P03143","U03143","0000-00-00","9999-99-99",3143
"R04647","P04647","U04647","0000-00-00","9999-99-99",4647
"R06314","P06314","U06314","0000-00-00","9999-99-99",6314
"R02288","P02288","U02288","0000-00-00","9999-99-99",2288
"R06602","P06602","U06602","0000-00-00","9999-99-99",6602
"R05217","P05217","U05217","0000-00-00","9999-99-99",5217
"R04944","P04944","U04944","0000-00-00","9999-99-99",4944
"R04422","P04422","U04422","0000-00-00","9999-99-99",4422
"R01455","P01455","U01455","0000-00-00","9999-99-99",1455
"R08245","P08245","U08245","0000-00-00","9999-99-99",8245
"R09762","P09762","U09762","0000-00-00","9999-99-99",9762
"R08275","P08275","U08275","0000-00-00","9999-99-99",8275
"R02316","P02316","U02316","0000-00-00","9999-99-99",2316
"R07940","P07940","U07940","0000-00-00","9999-99-99",7940
"R04723","P04723","U04723","0000-00-00","9999-99-99",4723
"R07331","P07331","U07331","0000-00-00","9999-99-99",7331
"R04572","P04572","U04572","0000-00-00","9999-99-99",4572
"R06026","P06026","U06026","0000-00-00","9999-99-99",6026
"R04407","P04407","U04407","0000-00-00","9999-99-99",4407
"R04712","P04712","U04712","0000-00-00","9999-99-99",4712
"R00825","P00825","U00825","0000-00-00","9999-99-99",825
"R02581","P02581","U02581","0000-00-00","9999-99-99",2581
"R02079","P02079","U02079","0000-00-00","9999-99-99",2079
"R00078","P00078","U00078","0000-00-00","9999-99-99",78
"R01142","P01142","U01142","0000-00-00","9999-99-99",1142
"R09175","P09175","U09175","0000-00-00","9999-99-99",9175
"R08371","P08371","U08371","0000-00-00","9999-99-99",8371
"R07153","P07153","U07153","0000-00-00","9999-99-99",7153
"R06589","P06589","U06589","0000-00-00","9999-99-99",6589
"R09345","P09345","U09345","0000-00-00","9999-99-99",9345
"R05526","P05526","U05526","0000-00-00","9999-99-99",5526
"R04637","P04637","U04637","0000-00-00","9999-99-99",4637
"R00455","P00455","U00455","0000-00-00","9999-99-99",455
"R00499","P00499","U00499","0000-00-00","9999-99-99",499
"R04361","P04361","U04361","0000-00-00","9999-99-99",4361
"R07460","P07460","U07460","0000-00-00","9999-99-99",7460
"R06971","P06971","U06971","0000-00-00","9999-99-99",6971
"R09374","P09374","U09374","0000-00-00","9999-99-99",9374
"R03750","P03750","U03750","0000-00-00","9999-99-99",3750
"R03872","P03872","U03872","0000-00-00","9999-99-99",3872
"R05401","P05401","U05401","0000-00-00","9999-99-99",5401
"R07084","P07084","U07084","0000-00-00","9999-99-99",7084
"R06360","P06360","U06360","0000-00-00","9999-99-99",6360
"R08610","P08610","U08610","0000-00-00","9999-99-99",8610
"R00829","P00829","U00829","0000-00-00","9999-99-99",829
"R09657","P09657","U09657","0000-00-00","9999-99-99",9657
"R09081","P09081","U09081","0000-00-00","9999-99-99",9081
"R08896","P08896","U08896","0000-00-00","9999-99-99",8896
"R05149","P05149","U05149","0000-00-00","9999-99-99",5149
"R01681","P01681","U01681","0000-00-00","9999-99-99",1681
"R07449","P07449","U07449","0000-00-00","9999-99-99",7449
"R08814","P08814","U08814","0000-00-00","9999-99-99",8814
"R08046","P08046","U08046","0000-00-00","9999-99-99",8046
"R09470","P09470","U09470","0000-00-00","9999-99-99",9470
"R08050","P08050","U08050","0000-00-00","9999-99-99",8050
"R01998","P01998","U01998","0000-00-00","9999-99-99",1998
"R04705","P04705","U04705","0000-00-00","9999-99-99",4705
"R07365","P07365","U07365","0000-00-00","9999-99-99",7365
"R07862","P07862","U07862","0000-00-00","9999-99-99",7862
"R08428","P08428","U08428","0000-00-00","9999-99-99",8428
"R08059","P08059","U08059","0000-00-00","9999-99-99",8059
"R07829","P07829","U07829","0000-00-00","9999-99-99",7829
"R07552","P07552","U07552","0000-00-00","9999-99-99",7552
"R01388","P01388","U01388","0000-00-00","9999-99-99",1388
"R05285","P05285","U05285","0000-00-00","9999-99-99",5285
"R01080","P01080","U01080","0000-00-00","9999-99-99",1080
"R05442","P05442","U05442","0000-00-00","9999-99-99",5442
"R02550","P02550","U02550","0000-00-00","9999-99-99",2550
"R05684","P05684","U05684","0000-00-00","9999-99-99",5684
"R06571","P06571","U06571","0000-00-00","9999-99-99",6571
"R00372","P00372","U00372","0000-00-00","9999-99-99",372
"R04588","P04588","U04588","0000-00-00","9999-99-99",4588
"R01279","P01279","U01279","0000-00-00","9999-99-99",1279
"R01320","P01320","U01320","0000-00-00","9999-99-99",1320
"R04339","P04339","U04339","0000-00-00","9999-99-99",4339
"R05643","P05643","U05643","0000-00-00","9999-99-99",5643
"R02823","P02823","U02823","0000-00-00","9999-99-99",2823
"R07934","P07934","U07934","0000-00-00","9999-99-99",7934
"R02977","P02977","U02977","0000-00-00","9999-99-99",2977
"R00277","P00277","U00277","0000-00-00","9999-99-99",277
"R02065","P02065","U02065","0000-00-00","9999-99-99",2065
"R03067","P03067","U03067","0000-00-00","9999-99-99",3067
"R02667","P02667","U02667","0000-00-00","9999-99-99",2667
"R03721","P03721","U03721","0000-00-00","9999-99-99",3721
"R03583","P03583","U03583","0000-00-00","9999-99-99",3583
"R09934","P09934","U09934","0000-00-00","9999-99-99",9934
"R08867","P08867","U08867","0000-00-00","9999-99-99",8867
"R03031","P03031","U03031","0000-00-00","9999-99-99",3031
"R07250","P07250","U07250","0000-00-00","9999-99-99",7250
"R03515","P03515","U03515","0000-00-00","9999-99-99",3515
"R07484","P07484","U07484","0000-00-00","9999-99-99",7484
"R07565","P07565","U07565","0000-00-00","9999-99-99",7565
"R09921","P09921","U09921","0000-00-00","9999-99-99",9921
"R02597","P02597","U02597","0000-00-00","9999-99-99",2597
"R08352","P08352","U08352","0000-00-00","9999-99-99",8352
"R04415","P04415","U04415","0000-00-00","9999-99-99",4415
"R01139","P01139","U01139","0000-00-00","9999-99-99",1139
"R08232","P08232","U08232","0000-00-00","9999-99-99",8232
"R02395","P02395","U02395","0000-00-00","9999-99-99",2395
"R05584","P05584","U05584","0000-00-00","9999-99-99",5584
"R04529","P04529","U04529","0000-00-00","9999-99-99",4529
"R02448","P02448","U02448","0000-00-00","9999-99-99",2448
"R01613","P01613","U01613","0000-00-00","9999-99-99",1613
"R01706","P01706","U01706","0000-00-00","9999-99-99",1706
"R00266","P00266","U00266","0000-00-00","9999-99-99",266
"R07463","P07463","U07463","0000-00-00","9999-99-99",7463
"R02861","P02861","U02861","0000-00-00","9999-99-99",2861
"R07108","P07108","U07108","0000-00-00","9999-99-99",7108
"R08313","P08313","U08313","0000-00-00","9999-99-99",8313
"R08473","P08473","U08473","0000-00-00","9999-99-99",8473
"R05200","P05200","U05200","0000-00-00","9999-99-99",5200
"R08579","P08579","U08579","0000-00-00","9999-99-99",8579
"R07042","P07042","U07042","0000-00-00","9999-99-99",7042
"R02510","P02510","U02510","0000-00-00","9999-99-99",2510
"R04569","P04569","U04569","0000-00-00","9999-99-99",4569
"R06718","P06718","U06718","0000-00-00","9999-99-99",6718
"R00681","P00681","U00681","0000-00-00","9999-99-99",681
"R00709","P00709","U00709","0000-00-00","9999-99-99",709
"R01602","P01602","U01602","0000-00-00","9999-99-99",1602
"R00073","P00073","U00073","0000-00-00","9999-99-99",73
"R05290","P05290","U05290","0000-00-00","9999-99-99",5290
"R06510","P06510","U06510","0000-00-00","9999-99-99",6510
"R00503","P00503","U00503","0000-00-00","9999-99-99",503
"R09748","P09748","U09748","0000-00-00","9999-99-99",9748
"R03210","P03210","U03210","0000-00-00","9999-99-99",3210
"R05766","P05766","U05766","0000-00-00","9999-99-99",5766
"R00025","P00025","U00025","0000-00-00","9999-99-99",25
"R08799","P08799","U08799","0000-00-00","9999-99-99",8799
"R04436","P04436","U04436","0000-00-00","9999-99-99",4436
"R06420","P06420","U06420","0000-00-00","9999-99-99",6420
"R04554","P04554","U04554","0000-00-00","9999-99-99",4554
"R01864","P01864","U01864","0000-00-00","9999-99-99",1864
"R03139","P03139","U03139","0000-00-00","9999-99-99",3139
"R09662","P09662","U09662","0000-00-00","9999-99-99",9662
"R04419","P04419","U04419","0000-00-00","9999-99-99",4419
"R03178","P03178","U03178","0000-00-00","9999-99-99",3178
"R03580","P03580","U03580","0000-00-00","9999-99-99",3580
"R00769","P00769","U00769","0000-00-00","9999-99-99",769
"R06359","P06359","U06359","0000-00-00","9999-99-99",6359
"R05006","P05006","U05006","0000-00-00","9999-99-99",5006
"R02473","P02473","U02473","0000-00-00","9999-99-99",2473
"R01243","P01243","U01243","0000-00-00","9999-99-99",1243
"R05051","P05051","U05051","0000-00-00","9999-99-99",5051
"R07746","P07746","U07746","0000-00-00","9999-99-99",7746
"R01653","P01653","U01653","0000-00-00","9999-99-99",1653
"R05308","P05308","U05308","0000-00-00","9999-99-99",5308
"R00309","P00309","U00309","0000-00-00","9999-99-99",309
"R02388","P02388","U02388","0000-00-00","9999-99-99",2388
"R03641","P03641","U03641","0000-00-00","9999-99-99",3641
"R05007","P05007","U05007","0000-00-00","9999-99-99",5007
"R05147","P05147","U05147","0000-00-00","9999-99-99",5147
"R02781","P02781","U02781","0000-00-00","9999-99-99",2781
"R00452","P00452","U00452","0000-00-00","9999-99-99",452
"R02390","P02390","U02390","0000-00-00","9999-99-99",2390
"R00158","P00158","U00158","0000-00-00","9999-99-99",158
"R02967","P02967","U02967","0000-00-00","9999-99-99",2967
"R01098","P01098","U01098","0000-00-00","9999-99-99",1098
"R03945","P03945","U03945","0000-00-00","9999-99-99",3945
